tax_id	superkingdom	phylum	class	order	family	species
1223525	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Sanguibacteraceae	Sanguibacter suarezii
1223527	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium hydrocarbonoxydans
1223528	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium oleivorans
1223532	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter koreensis
1223546	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia grenadensis
1223489	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia niwae
1227550	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Oceanithermus desulfurans
1245471	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas resinovorans
1255277	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus acidiphilus
1255278	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter denitrificans
1173487	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halorubrum sp. AJ67
1168221	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Coniosporium apollinis
57267	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium falciparum
546	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter freundii
1279	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	NA
1736659	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza sativa
42526	Eukaryota	Chordata	Actinopteri	Characiformes	Serrasalmidae	Colossoma macropomum
771870	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria macrospora
566037	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	[Ashbya] aceris (nom. inval.)
663202	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton verrucosum
39946	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza sativa
28141	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter sakazakii
90370	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella enterica
2732508	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula mediterranea
4113	Eukaryota	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum tuberosum
2761103	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus sp. APMAM
485	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria gonorrhoeae
33907	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia alni
2708	Eukaryota	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus limon
1463164	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella quasipneumoniae
7159	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes aegypti
165545	Eukaryota	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Notholithocarpus densiflorus
632	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia pestis
395631	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Phytobacter diazotrophicus
1348654	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus niacini
1348624	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia lenta
1236944	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus lactis
1348629	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Robertmurraya korlensis
1348633	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus raffinolactis
1348635	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio diazotrophicus
1303683	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides jensenii
1348638	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsaceae	Nocardiopsis trehalosi
1305855	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Xylanimicrobium pachnodae
1349749	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Ferrimonas marina
1349757	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea vietnamensis
1349760	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella caeni
1349761	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Cellulosimicrobium funkei
1349763	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter delicatus
1349765	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus canis
1349766	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum chlorophenolicum
1349767	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium agaricidamnosum
1349768	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia kristinae
1423784	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus parabuchneri
1423798	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus ruminis
1336246	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Mitsuaria chitosanitabida
1349775	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella oblonga
1349777	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus glucanolyticus
1349782	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus pabuli
1349783	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus validus
1349785	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum maritimum
1349787	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Gulosibacter bifidus
1349789	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum arsenophilum
1349792	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga pseudoflava
65656	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga taeniospiralis
1123015	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas aeruginosa
1211579	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas putida
1219011	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus coprophilus
1219013	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Prescottella equi
1219016	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus globerulus
1219017	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus jostii
1219020	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus marinonascens
1293	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus gallinarum
31998	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium radiotolerans
1288	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus xylosus
1581011	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum sp. UCH001
1219085	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia amnigena
1220576	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium mizutaii
1223526	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Kribbia dieselivorans
1223529	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium paraoxydans
1303685	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium chlorophenolicum
1226285	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Sphaerimonospora mesophila
1227551	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Meiothermus granaticius
1227553	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Meiothermus hypogaeus
2004400	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter sp. TUM13743
1313	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus pneumoniae
1255279	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus cycloheptanicus
1255280	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus aeris
4565	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum aestivum
4513	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Hordeum vulgare
34765	Eukaryota	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura dioica
1210519	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella tularensis
1210522	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella tularensis
28105	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA
1218172	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinifilaceae	Marinifilum fragile
88501	Eukaryota	Arthropoda	Insecta	Hymenoptera	Halictidae	Lasioglossum albipes
3555	Eukaryota	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Beta vulgaris
1263757	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmoides pneumoniae
1263759	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmoides pneumoniae
9601	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pongo abelii
1280940	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmoides pneumoniae
1291006	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Clavibacter michiganensis
441960	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces marneffei
408170	NA	NA	NA	NA	NA	human gut metagenome
1332074	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea ananatis
1389416	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia coli
1389417	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia coli
1389418	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia coli
1428453	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1429884	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus luminescens
1429873	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus sp. NBAII XenSa04
1429874	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1429875	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1429876	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1429877	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1429880	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1429882	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
5643	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes cinnabarina
554373	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Moniliophthora perniciosa
37923	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia kristinae
169177	Bacteria	Bacillota	Bacilli	Bacillales	NA	Exiguobacterium undae
1799666	NA	NA	NA	NA	NA	oasis metagenome
82689	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella enterica
1905694	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella sp. CMUL 003
1909733	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella sp. CMUL 08
1927133	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella sp. CMUL 030
1927135	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella sp. CMUL 035
1927136	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella sp. CMUL 034
288004	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa leptomitoformis
482	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	NA
659019	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium tuberculosis
1034331	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium gossypii
664262	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia triticina
38457	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia fructigena
29459	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella melitensis
515350	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora endophytica
1932	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces tendae
79880	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Shouchella clausii
1363	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus garvieae
887081	Eukaryota	Oomycota	NA	Peronosporales	Peronosporaceae	Phytophthora infestans
5478	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces glabratus
2546445	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas sp. B2021
326965	Eukaryota	Arthropoda	Insecta	Lepidoptera	Elachistidae	Phigalia pilosaria
549	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea agglomerans
103775	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila gunungcola
742054	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus sacheonensis
2697035	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus glycinis
11983	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norwalk virus
1656884	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermacoccaceae	Metallococcus carri
2716264	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus agricola
2697049	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Severe acute respiratory syndrome-related coronavirus
689760	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	NA
2730920	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Enterovirga sp. DB1703
2732868	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	NA	Aquabacterium terrae
1502869	Eukaryota	Chordata	Actinopteri	Perciformes	Tetrarogidae	Paracentropogon rubripinnis
2742824	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Schlegelella koreensis
239935	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia muciniphila
56324	Eukaryota	Chordata	Aves	Passeriformes	Laniidae	Lanius collurio
4081	Eukaryota	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum lycopersicum
204799	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor aquibiodomus
61645	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter asburiae
481839	Eukaryota	Echinodermata	Holothuroidea	Aspidochirotida	Stichopodidae	Stichopus ocellatus
571811	Eukaryota	Echinodermata	Holothuroidea	Aspidochirotida	Holothuriidae	Actinopyga lecanora
2093	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	NA
27915	Eukaryota	Annelida	Polychaeta	Sabellida	Siboglinidae	Ridgeia piscesae
2936597	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus sp. CPCC 205761
30732	Eukaryota	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias melastigma
2282478	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter sp. CPCC 204708
1404360	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter phytolaccae
1395955	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter taibaiensis
490573	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter ginsenosidimutans
27292	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces pastorianus
670	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio parahaemolyticus
3053866	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Zea mays subsp. mays x Zea mays subsp. mexicana
2751	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium maltaromaticum
3061630	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium sp. 33ap4
576	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella sp.
311400	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus kodakarensis
5207	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus neoformans
3068896	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium sp. CKR4-1
663331	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton benhamiae
831	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio fibrisolvens
64609	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria destructans
1116880	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Wickerhamiella infanticola
1979369	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium sp. AJR
5833	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium falciparum
1655491	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella nanhaiensis
565073	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces tateyamensis
2116505	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella sp. SHS-6
2116507	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella sp. SHS-8
548	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella aerogenes
121078	Eukaryota	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Mespilodaphne quixos
39947	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza sativa
2709665	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium sp. DB0501
665913	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Mixta calida
47880	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas fulva
1288410	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas guariconensis
1076620	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas zeshuii
76759	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas monteilii
272772	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas pudica
303	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas putida
2219225	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas asiatica
1314	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus pyogenes
2820817	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter sp. 2125159857
11520	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus influenzae
1857982	Eukaryota	Arthropoda	Insecta	Lepidoptera	Tortricidae	Clepsis pallidana
9615	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis lupus
2950106	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Rathayibacter rubneri
503355	Eukaryota	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Chlorophytum borivilianum
2929801	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea sp. 3-1Str
3064900	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas sp. RAC1
535026	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus subtilis
1159556	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Ustilaginoidea virens
1346	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus iniae
1234597	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella intermedia
53354	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus gallolyticus
263	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella tularensis
90371	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella enterica
1765	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium tuberculosis
2706	Eukaryota	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	NA
907947	Eukaryota	Oomycota	NA	Pythiales	Pythiaceae	Phytopythium vexans
2116518	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora arborensis
2116509	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella sp. SHS-10
48296	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter pittii
498019	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	[Candida] auris
2600577	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea sp. C10
61374	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium oxysporum
1631	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus fructosus
4959	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces hansenii
483871	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Tibetia himalaica
77070	Eukaryota	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus lasiocarpa
2495409	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium sp. Marseille-P3884
2732686	Viruses	Uroviricota	Caudoviricetes	NA	Autographiviridae	NA
2	Bacteria	NA	NA	NA	NA	NA
32630	NA	NA	NA	NA	NA	synthetic construct
5598	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA
702656	NA	NA	NA	NA	NA	compost metagenome
2116504	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella sp. SHS-5
2116506	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella sp. SHS-7
3760	Eukaryota	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus persica
2597516	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Skermania sp. ID1734
188791	Eukaryota	Chordata	Actinopteri	Anabantiformes	Channidae	Channa maculata
1245	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc mesenteroides
83333	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia coli
3879	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago sativa
86327	Eukaryota	Chordata	Mammalia	Artiodactyla	Cervidae	Rangifer tarandus
615	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia marcescens
554155	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Microsporum canis
227734	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Mycocentrospora acerina
454934	Eukaryota	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Jatropha tanjorensis
573729	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothelomyces thermophilus
578455	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothielavioides terrestris
561879	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus safensis
4432	Eukaryota	Streptophyta	Magnoliopsida	Proteales	Nelumbonaceae	Nelumbo nucifera
2116508	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella sp. SHS-9
127906	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio cholerae
9483	Eukaryota	Chordata	Mammalia	Primates	Cebidae	Callithrix jacchus
168697	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Salinispora arenicola
