"","preprocessing_id","preprocessing_batch","sequence_id","index_id","reference_species","reference_closenees","reads_pre_fastp","reads_post_fastp","bases_pre_fastp","bases_post_fastp","adapter_trimmed_reads","adapter_trimmed_bases","host_reads","metagenomic_bases","host_bases","bacterial_archaeal_bases","singlem_fraction","nonpareil_coverage"
"85","PR00765","PRB0006","EHI00426","ADM28E1L1I1","Podarcis muralis","Same",55094654,53815958,8264198100,7659390522,11729958,448621885,2749064,7284549263,374841259,4912101999,"67%",0.9451
"86","PR00766","PRB0006","EHI00428","ADL22E1L1I1","Podarcis muralis","Same",36771780,35637222,5515767000,5079576193,7390313,288021011,2437308,4724714178,354862015,2900439036,"61%",0.8609
"87","PR00767","PRB0006","EHI00433","ADI93E1L1I1","Podarcis muralis","Same",44884032,42911120,6732604800,6038484725,10688801,440281700,4983544,5308367531,730117194,2884404079,"54%",0.8563
"88","PR00768","PRB0006","EHI00435","ADM21E1L1I1","Podarcis muralis","Same",23081334,18130660,3462200100,2573906054,8126681,445013594,4580564,1915763753,658142301,1052843305,"55%",0.9985
"89","PR00769","PRB0006","EHI00438","ADJ97E1L1I1","Podarcis muralis","Same",39987120,39344568,5998068000,5704249811,5779531,209507918,685240,5603662321,100587490,3620953788,"65%",0.9083
"90","PR00770","PRB0006","EHI00441","ADK34E1L1I1","Podarcis muralis","Same",65832166,64792798,9874824900,9353069942,10737926,381066936,1355174,9150857127,202212815,5393174846,"59%",0.9339
"91","PR00771","PRB0006","EHI00451","ADL90E1L1I1","Podarcis muralis","Same",47329814,46270528,7099472100,6629828372,8691437,340822691,2196566,6310930301,318898071,4190765026,"66%",0.8903
"92","PR00772","PRB0006","EHI00456","ADJ06E1L1I1","Podarcis muralis","Same",40368494,38217606,6055274100,5480498775,7160860,275014149,634742,5383346336,97152439,3993790108,"74%",0.9264
"93","PR00773","PRB0006","EHI00458","ADM43E1L1I1","Podarcis muralis","Same",50235846,48296252,7535376900,6981248853,7484700,278839697,2136768,6654999014,326249839,3979465777,"60%",0.8717
"94","PR00774","PRB0006","EHI00462","ADJ93E1L1I1","Podarcis muralis","Same",47202078,45679022,7080311700,6566403152,7987860,312382302,2206900,6235593465,330809687,3900439963,"63%",0.9302
"95","PR00775","PRB0006","EHI00464","ADL33E1L1I1","Podarcis muralis","Same",54164046,52497462,8124606900,7564161987,8958714,344683336,6500976,6602081481,962080506,4317833117,"65%",0.8965
"96","PR00776","PRB0006","EHI00465","ADL59E1L1I1","Podarcis muralis","Same",15416226,15180448,2312433900,2176844967,2801166,106774088,305622,2135049197,41795770,1333013756,"62%",0.8733
"97","PR00777","PRB0006","EHI00467","ADL30E1L1I1","Podarcis muralis","Same",44582542,43822434,6687381300,6258277758,8805964,337950393,5793034,5403515999,854761759,3032780462,"56%",0.9078
"98","PR00778","PRB0007","EHI00470","ADM03E1L1I1","Podarcis muralis","Same",82622642,81223572,12393396300,11730838014,13191633,476504197,11310490,10051614325,1679223689,6673733822,"66%",0.9515
"99","PR00779","PRB0007","EHI00472","ADL76E1L1I1","Podarcis muralis","Same",40860190,39675888,6129028500,5767063302,5767757,190392489,3902074,5180645164,586418138,2749734157,"53%",0.8928
"100","PR00780","PRB0007","EHI00473","ADL98E1L1I1","Podarcis muralis","Same",46760718,45497636,7014107700,6529969219,8298653,320732187,3209886,6052535434,477433785,3702643504,"61%",0.8809
"101","PR00781","PRB0007","EHI00477","ADI75E1L1I1","Podarcis muralis","Same",46775128,45728676,7016269200,6538024782,8868831,351526929,583358,6450371341,87653441,3036797042,"47%",0.8602
"102","PR00782","PRB0007","EHI00479","ADK32E1L1I1","Podarcis muralis","Same",104820820,102689448,15723123000,14883577599,16106694,547380452,498454,14809203223,74374376,9979761736,"67%",0.9902
"103","PR00783","PRB0007","EHI00480","ADJ27E1L1I1","Podarcis muralis","Same",60294882,58566090,9044232300,8296690782,14244849,521516912,5546896,7503478580,793212202,3679874087,"49%",0.8554
"104","PR00784","PRB0007","EHI00481","ADJ44E1L1I1","Podarcis muralis","Same",49013590,47738504,7352038500,6847986397,8922802,335541452,637900,6753259988,94726409,4534568833,"67%",0.9152
"105","PR00785","PRB0007","EHI00483","ADL72E1L1I1","Podarcis muralis","Same",50615202,49622688,7592280300,7137763323,8705894,334693895,10131386,5605592315,1532171008,3964559631,"71%",0.9093
"106","PR00786","PRB0007","EHI00484","ADM42E1L1I1","Podarcis muralis","Same",48108912,47565710,7216336800,6912594205,6762006,229826991,1783186,6643343827,269250378,4204688807,"63%",0.9259
"107","PR00787","PRB0007","EHI00488","ADL26E1L1I1","Podarcis muralis","Same",61005980,59862660,9150897000,8660861422,9360382,335502527,14556564,6448219085,2212642337,3592941578,"56%",0.8794
"108","PR00788","PRB0007","EHI00490","ADM31E1L1I1","Podarcis muralis","Same",81554702,79969084,12233205300,11609780486,11640349,406944310,1186806,11429117668,180662818,6688596763,"59%",0.9551
"109","PR00789","PRB0007","EHI00493","ADM19E1L1I1","Podarcis muralis","Same",50806154,49993988,7620923100,7218277302,8429686,292186550,13350336,5187948781,2030328521,1997311856,"39%",0.8011
"110","PR00790","PRB0007","EHI00496","ADM74E1L1I1","Podarcis muralis","Same",58288170,57142342,8743225500,8289587271,8100193,303760121,2713416,7874501801,415085470,5105848466,"65%",0.8886
"111","PR00791","PRB0007","EHI00499","ADL93E1L1I1","Podarcis muralis","Same",82376058,71901954,12356408700,8842131415,46460641,2505764339,17658172,6637493901,2204637514,2152679845,"32%",0.8194
"112","PR00792","PRB0007","EHI00504","ADJ26E1L1I1","Podarcis muralis","Same",59592096,58327994,8938814400,8405227102,9998838,361584878,14463496,6237283824,2167943278,4269300534,"68%",0.9142
"113","PR00793","PRB0007","EHI00506","ADK20E1L1I1","Podarcis muralis","Same",75098800,73058110,11264820000,10469444075,14320284,527327257,4370456,9830172331,639271744,6647579942,"68%",0.9427
"114","PR00794","PRB0007","EHI00507","ADM79E1L1I1","Podarcis muralis","Same",50666768,49502244,7600015200,7192240417,6882712,245636278,894836,7055747725,136492692,4482188928,"64%",0.9102
"115","PR00795","PRB0007","EHI00512","ADL74E1L1I1","Podarcis muralis","Same",70914782,69495968,10637217300,10007269528,11693233,439494087,53880904,1939729480,8067540048,1060220100,"55%",0.7356
"116","PR00796","PRB0007","EHI00514","ADK06E1L1I1","Podarcis muralis","Same",57034780,56065306,8555217000,8096195269,8860509,340503739,2202970,7759518921,336676348,5120446902,"66%",0.9408
"117","PR00797","PRB0007","EHI00518","ADL63E1L1I1","Podarcis muralis","Same",48471804,47580686,7270770600,6862540979,7729532,302935327,83244,6850199458,12341521,4869483430,"71%",0.9312
"118","PR00798","PRB0008","EHI00519","ADK23E2L3I1","Podarcis muralis","Same",10746920,10421646,1612038000,1483047741,2198618,89551633,9720180,0,1483047741,0,"0%",0
"119","PR00799","PRB0008","EHI00520","ADM56E1L1I1","Podarcis muralis","Same",51843592,50786290,7776538800,7340248494,7793864,294163903,47033816,0,7340248494,0,"0%",0.6573
"120","PR00800","PRB0008","EHI00524","ADI81E1L1I1","Podarcis muralis","Same",58462468,57643518,8769370200,8277558060,10665449,388026755,8710890,6957466805,1320091255,4038039632,"58%",0.9099
"121","PR00801","PRB0008","EHI00525","ADI97E1L1I1","Podarcis muralis","Same",44166412,43628204,6624961800,6301122820,7112870,254144677,716142,6195158656,105964164,4240516315,"68%",0.9205
"122","PR00802","PRB0008","EHI00527","ADM14E1L1I1","Podarcis muralis","Same",70746602,69673338,10611990300,10049646047,11445751,428460337,851198,9921467821,128178226,6305070453,"64%",0.9425
"123","PR00803","PRB0008","EHI00529","ADM18E1L1I1","Podarcis muralis","Same",45921378,45328158,6888206700,6553144729,7023708,261964728,855688,6423214499,129930230,4187314923,"65%",0.9054
"124","PR00804","PRB0008","EHI00536","ADK30E1L1I1","Podarcis muralis","Same",63029910,62072566,9454486500,8981962566,9662598,348706191,72600,8971085912,10876654,6578545275,"73%",0.9538
"125","PR00805","PRB0008","EHI00537","ADM66E1L1I1","Podarcis muralis","Same",29123170,28356294,4368475500,4001916888,7125400,276730381,583898,3912337856,89579032,1134249242,"29%",0.7197
"126","PR00806","PRB0008","EHI00538","ADL62E1L1I1","Podarcis muralis","Same",45946650,44840214,6891997500,6441877427,8084367,300529325,17798878,3803463099,2638414328,2628224752,"69%",0.8491
"127","PR00807","PRB0008","EHI00541","ADK28E1L1I1","Podarcis muralis","Same",60742348,58700456,9111352200,8402727991,11599942,433369559,1025258,8250409396,152318595,5625036867,"68%",0.9543
"128","PR00808","PRB0008","EHI00547","ADL34E1L1I1","Podarcis muralis","Same",112664056,110458006,16899608400,15877063900,19973683,750350622,17784798,13228704611,2648359289,6364789770,"48%",0.8619
"129","PR00809","PRB0008","EHI00566","ADK11E1L1I1","Podarcis muralis","Same",65940016,64932802,9891002400,9320329023,12638305,445968892,1515476,9101664168,218664855,5947916363,"65%",0.9429
"130","PR00810","PRB0008","EHI00567","ADL70E1L1I1","Podarcis muralis","Same",46275402,45434172,6941310300,6484803587,9467941,362966342,914534,6351791723,133011864,3429425752,"54%",0.9066
"131","PR00811","PRB0008","EHI00568","ADM61E1L1I1","Podarcis muralis","Same",40897432,39594014,6134614800,5609946181,9237300,374871202,1553132,5390835348,219110833,2923150833,"54%",0.9042
"132","PR00812","PRB0008","EHI00569","ADM16E1L1I1","Podarcis muralis","Same",68852474,67441334,10327871100,9641963402,14295698,506635813,1140448,9471963516,169999886,5133476771,"54%",0.9114
"133","PR00813","PRB0008","EHI00589","ADK10E2L3I1","Podarcis muralis","Same",46960488,45746224,7044073200,6611270055,7380245,263904600,42260150,0,6611270055,0,"0%",0.6
"134","PR00814","PRB0008","EHI00602","ADK31E2L3I1","Podarcis muralis","Same",39842668,38127896,5976400200,5351242092,10159861,432012238,35631640,0,5351242092,0,"0%",0.6683
"135","PR00815","PRB0008","EHI00659","ADJ92E2L3I1","Podarcis muralis","Same",31583390,29846450,4737508500,4170580454,8440188,342398455,27989280,0,4170580454,0,"0%",0
"136","PR00816","PRB0009","EHI00142","ABB05E1L1I1","Sciurus carolinensis","Same",31042004,28076214,4656300600,3894584052,8620194,447451772,1230876,3769807332,124776720,2636166075,"70%",0.872
"137","PR00817","PRB0009","EHI00144","ABB26E1L1I1","Sciurus carolinensis","Same",29650738,28297524,4447610700,4024912917,6204201,256644794,5785566,3234959778,789953139,2149497565,"66%",0.776
"138","PR00818","PRB0009","EHI00150","ABB24E1L1I1","Sciurus carolinensis","Same",20923906,20426060,3138585900,2974043970,2637306,97229614,16541628,0,2974043970,0,"0%",0.9837
"139","PR00819","PRB0009","EHI00153","AAV39E1L1I1","Sciurus carolinensis","Same",19583294,19176076,2937494100,2778415163,2834836,103634022,17973458,0,2778415163,0,"0%",0
"140","PR00820","PRB0009","EHI00158","AAU89E1L1I1","Sciurus carolinensis","Same",18092824,17623924,2713923600,2519963187,3445850,134800034,16373728,0,2519963187,0,"0%",0
"141","PR00821","PRB0009","EHI00161","AAV40E1L1I1","Sciurus carolinensis","Same",22451722,21363430,3367758300,3030086184,4713833,210289449,350322,2987437558,42648626,2038565767,"68%",0.7904
"142","PR00822","PRB0009","EHI00167","ABB03E1L1I1","Sciurus carolinensis","Same",30395592,28488440,4559338800,3945309416,8514499,395471474,18409210,1337594404,2607715012,768718961,"57%",0.6704
"143","PR00823","PRB0009","EHI00169","AAU91E1L1I1","Sciurus carolinensis","Same",25086520,24502860,3762978000,3512511238,4573244,181687609,1777338,3251892132,260619106,2230610810,"69%",0.7857
"144","PR00824","PRB0009","EHI00216","AAM53E1L2I2","Sciurus carolinensis","Same",24540932,23889652,3681139800,3528765263,1841733,67255915,22421406,0,3528765263,0,"0%",0.4216
"145","PR00825","PRB0009","EHI00231","ABA65E1L1I1","Sciurus carolinensis","Same",40333654,38680568,6050048100,5696609102,3302341,113445239,2533494,5317826791,378782311,3987377920,"75%",0.8881
"146","PR00826","PRB0009","EHI00242","AAA64E1L1I1","Sciurus carolinensis","Same",50237668,49519150,7535650200,7314274396,3682898,120084580,45374230,0,7314274396,0,"0%",0.7243
"147","PR00827","PRB0009","EHI00247","AAA92E1L1I1","Sciurus carolinensis","Same",35104122,34444324,5265618300,5100646415,2150218,70776771,31760896,0,5100646415,0,"0%",0.9064
"148","PR00828","PRB0009","EHI00262","ABA63E1L1I1","Sciurus carolinensis","Same",33510412,32811800,5026561800,4846207520,2394649,80289139,28777506,0,4846207520,0,"0%",0.9598
"149","PR00829","PRB0009","EHI00276","AAA57E1L1I1","Sciurus carolinensis","Same",20100752,18754970,3015112800,2755558118,1799824,63596549,772424,2643618639,111939479,1982233534,"75%",0.8241
"150","PR00830","PRB0009","EHI00289","ABA61E1L1I1","Sciurus carolinensis","Same",32646090,31583440,4896913500,4639756630,3041693,104742276,8309120,3385154183,1254602447,2318419575,"68%",0.8374
"151","PR00831","PRB0009","EHI00302","AAA48E1L1I1","Sciurus carolinensis","Same",131391190,128690262,19708678500,18951619368,11550401,372441840,119437440,968655402,17982963966,621749103,"64%",0.8212
