"sample_id","sample_type","sample_freshness","sample_freezing","specimen_id","specimen_species","specimen_order","specimen_family","specimen_class","specimen_development","specimen_sex","specimen_length","specimen_weight","capture_id","capture_event_id","capture_place","capture_country","capture_biome","capture_environment","capture_latitude","capture_longitude"
"AAI11","Oral swab","< 1 minute","< 14 days","SD00001","Plecotus austriacus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40.5,8.4,"SD0000101","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI10","Faecal","< 30 minutes","< 14 days","SD00001","Plecotus austriacus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40.5,8.4,"SD0000101","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI12","Faecal","< 30 minutes","< 14 days","SD00002","Miniopterus schreibersii","Chiroptera","Miniopteridae","Mammalia","Adult","Female",46.9,13,"SD0000201","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI13","Oral swab","< 1 minute","< 14 days","SD00002","Miniopterus schreibersii","Chiroptera","Miniopteridae","Mammalia","Adult","Female",46.9,13,"SD0000201","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI17","Oral swab","< 1 minute","< 14 days","SD00003","Myotis blythii","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",57.6,NA,"SD0000301","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI16","Faecal","< 30 minutes","< 14 days","SD00003","Myotis blythii","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",57.6,NA,"SD0000301","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI14","Faecal","< 30 minutes","< 14 days","SD00004","Plecotus austriacus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40.6,9,"SD0000401","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI15","Oral swab","< 1 minute","< 14 days","SD00004","Plecotus austriacus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40.6,9,"SD0000401","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI09","Oral swab","< 1 minute","< 14 days","SD00005","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Male",37.5,4,"SD0000501","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI18","Faecal","< 30 minutes","< 14 days","SD00005","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Male",37.5,4,"SD0000501","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI08","Faecal","< 30 minutes","< 14 days","SD00006","Myotis daubentonii","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",39,8,"SD0000601","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI07","Oral swab","< 1 minute","< 14 days","SD00006","Myotis daubentonii","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",39,8,"SD0000601","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI06","Faecal","< 30 minutes","< 14 days","SD00007","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37,5,"SD0000701","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI05","Oral swab","< 1 minute","< 14 days","SD00007","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37,5,"SD0000701","MS0001","Cova de Rialb","Spain","1000221 - Temperate woodland","Cave",42.336,2.171
"AAI04","Oral swab","< 1 minute","< 14 days","SD00008","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Male",54.5,16.1,"SD0000801","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAI03","Faecal","< 30 minutes","< 14 days","SD00008","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Male",54.5,16.1,"SD0000801","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAI02","Faecal","< 30 minutes","< 14 days","SD00009","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Male",36.1,4.3,"SD0000901","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAI01","Oral swab","< 1 minute","< 14 days","SD00009","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Male",36.1,4.3,"SD0000901","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH99","Faecal","< 30 minutes","< 14 days","SD00010","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",55.1,19.8,"SD0001001","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH98","Oral swab","< 1 minute","< 14 days","SD00010","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",55.1,19.8,"SD0001001","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH97","Oral swab","< 1 minute","< 14 days","SD00011","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Female",57.6,17,"SD0001101","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH96","Faecal","< 30 minutes","< 14 days","SD00011","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Female",57.6,17,"SD0001101","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH94","Oral swab","< 1 minute","< 14 days","SD00012","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Male",57.3,17.6,"SD0001201","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH95","Faecal","< 30 minutes","< 14 days","SD00012","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Male",57.3,17.6,"SD0001201","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH92","Oral swab","< 1 minute","< 14 days","SD00013","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Male",53,16.6,"SD0001301","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH93","Faecal","< 30 minutes","< 14 days","SD00013","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Male",53,16.6,"SD0001301","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH90","Faecal","< 30 minutes","< 14 days","SD00014","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",38.4,6.1,"SD0001401","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH91","Oral swab","< 1 minute","< 14 days","SD00014","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",38.4,6.1,"SD0001401","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH89","Faecal","< 30 minutes","< 14 days","SD00015","Myotis escalerai","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",37.5,5.7,"SD0001501","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH88","Oral swab","< 1 minute","< 14 days","SD00015","Myotis escalerai","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",37.5,5.7,"SD0001501","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH86","Oral swab","< 1 minute","< 14 days","SD00016","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",31,4.6,"SD0001601","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH87","Faecal","< 30 minutes","< 14 days","SD00016","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",31,4.6,"SD0001601","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH84","Faecal","< 30 minutes","< 14 days","SD00017","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",37.8,6.3,"SD0001701","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH85","Oral swab","< 1 minute","< 14 days","SD00017","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",37.8,6.3,"SD0001701","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH82","Oral swab","< 1 minute","< 14 days","SD00018","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",57,19.8,"SD0001801","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH83","Faecal","< 30 minutes","< 14 days","SD00018","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",57,19.8,"SD0001801","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH80","Oral swab","< 1 minute","< 14 days","SD00019","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37.3,4.7,"SD0001901","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH81","Faecal","< 30 minutes","< 14 days","SD00019","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37.3,4.7,"SD0001901","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH78","Oral swab","< 1 minute","< 14 days","SD00020","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",35.8,4.5,"SD0002001","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH79","Faecal","< 30 minutes","< 14 days","SD00020","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",35.8,4.5,"SD0002001","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH77","Faecal","< 30 minutes","< 14 days","SD00021","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",56.3,19.8,"SD0002101","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH76","Oral swab","< 1 minute","< 14 days","SD00021","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",56.3,19.8,"SD0002101","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH75","Faecal","< 30 minutes","< 14 days","SD00022","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37.1,4.9,"SD0002201","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH74","Oral swab","< 1 minute","< 14 days","SD00022","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37.1,4.9,"SD0002201","MS0001","Bòfia de Sant Jaume","Spain","1000221 - Temperate woodland","Cave",42.067,1.684
"AAH73","Faecal","< 30 minutes","< 14 days","SD00023","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Female",32.2,5.7,"SD0002301","MS0001","Bòfia de la Corba","Spain","1000221 - Temperate woodland","Cave",42.124,1.752
"AAH72","Oral swab","< 1 minute","< 14 days","SD00023","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Female",32.2,5.7,"SD0002301","MS0001","Bòfia de la Corba","Spain","1000221 - Temperate woodland","Cave",42.124,1.752
"AAH64","Oral swab","< 1 minute","< 14 days","SD00024","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Male",56.1,15.4,"SD0002401","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH65","Faecal","< 30 minutes","< 14 days","SD00024","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Juvenile","Male",56.1,15.4,"SD0002401","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH67","Faecal","< 30 minutes","< 14 days","SD00025","Myotis escalerai","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40.6,5.9,"SD0002501","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH66","Oral swab","< 1 minute","< 14 days","SD00025","Myotis escalerai","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40.6,5.9,"SD0002501","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH63","Faecal","< 30 minutes","< 14 days","SD00026","Myotis escalerai","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40,7,"SD0002601","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH62","Oral swab","< 1 minute","< 14 days","SD00026","Myotis escalerai","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40,7,"SD0002601","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH60","Faecal","< 30 minutes","< 14 days","SD00027","Myotis bechsteinii","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",42.3,8.7,"SD0002701","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH61","Oral swab","< 1 minute","< 14 days","SD00027","Myotis bechsteinii","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",42.3,8.7,"SD0002701","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH68","Faecal","< 30 minutes","< 14 days","SD00028","Myotis escalerai","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",39.3,7.4,"SD0002801","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH69","Oral swab","< 1 minute","< 14 days","SD00028","Myotis escalerai","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",39.3,7.4,"SD0002801","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH59","Faecal","< 30 minutes","< 14 days","SD00029","Myotis crypticus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",41.1,6.9,"SD0002901","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH58","Oral swab","< 1 minute","< 14 days","SD00029","Myotis crypticus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",41.1,6.9,"SD0002901","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH56","Oral swab","< 1 minute","< 14 days","SD00030","Myotis escalerai","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",37.4,6.2,"SD0003001","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH57","Faecal","< 30 minutes","< 14 days","SD00030","Myotis escalerai","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",37.4,6.2,"SD0003001","MS0001","Avenc Montserrat Ubach","Spain","1000221 - Temperate woodland","Cave",42.118,1.494
"AAH50","Faecal","< 30 minutes","< 14 days","SD00031","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37,4.3,"SD0003101","MS0001","Cova Eugassers","Spain","1000221 - Temperate woodland","Cave",42.295,1.902
"AAH49","Oral swab","< 1 minute","< 14 days","SD00031","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37,4.3,"SD0003101","MS0001","Cova Eugassers","Spain","1000221 - Temperate woodland","Cave",42.295,1.902
"AAH55","Oral swab","< 1 minute","< 14 days","SD00032","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37.5,5,"SD0003201","MS0001","Cova Eugassers","Spain","1000221 - Temperate woodland","Cave",42.295,1.902
"AAH46","Faecal","< 30 minutes","< 14 days","SD00032","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37.5,5,"SD0003201","MS0001","Cova Eugassers","Spain","1000221 - Temperate woodland","Cave",42.295,1.902
"AAH48","Oral swab","< 1 minute","< 14 days","SD00033","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37.5,4.7,"SD0003301","MS0001","Cova Eugassers","Spain","1000221 - Temperate woodland","Cave",42.295,1.902
"AAH47","Faecal","< 30 minutes","< 14 days","SD00033","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37.5,4.7,"SD0003301","MS0001","Cova Eugassers","Spain","1000221 - Temperate woodland","Cave",42.295,1.902
"AAH54","Oral swab","< 1 minute","< 14 days","SD00034","Myotis crypticus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",46.1,6.7,"SD0003401","MS0001","Fou de Bor","Spain","1000221 - Temperate woodland","Cave",42.339,1.802
"AAH53","Faecal","< 30 minutes","< 14 days","SD00034","Myotis crypticus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",46.1,6.7,"SD0003401","MS0001","Fou de Bor","Spain","1000221 - Temperate woodland","Cave",42.339,1.802
"AAH52","Oral swab","< 1 minute","< 14 days","SD00035","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",39.9,7.3,"SD0003501","MS0001","Fou de Bor","Spain","1000221 - Temperate woodland","Cave",42.339,1.802
"AAH51","Faecal","< 30 minutes","< 14 days","SD00035","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",39.9,7.3,"SD0003501","MS0001","Fou de Bor","Spain","1000221 - Temperate woodland","Cave",42.339,1.802
"AAH38","Oral swab","< 1 minute","< 14 days","SD00036","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",58,18.1,"SD0003601","MS0001","Cova d'Anes","Spain","1000221 - Temperate woodland","Cave",42.381,1.759
"AAH39","Faecal","< 30 minutes","< 14 days","SD00036","Rhinolophus ferrumequinum","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",58,18.1,"SD0003601","MS0001","Cova d'Anes","Spain","1000221 - Temperate woodland","Cave",42.381,1.759
"AAH40","Oral swab","< 1 minute","< 14 days","SD00037","Plecotus austriacus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40,9.4,"SD0003701","MS0001","Cova d'Anes","Spain","1000221 - Temperate woodland","Cave",42.381,1.759
"AAH41","Faecal","< 30 minutes","< 14 days","SD00037","Plecotus austriacus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40,9.4,"SD0003701","MS0001","Cova d'Anes","Spain","1000221 - Temperate woodland","Cave",42.381,1.759
"AAH36","Faecal","< 30 minutes","< 14 days","SD00038","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37.2,4.9,"SD0003801","MS0001","Cova d'Anes","Spain","1000221 - Temperate woodland","Cave",42.381,1.759
"AAH37","Oral swab","< 1 minute","< 14 days","SD00038","Rhinolophus hipposideros","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",37.2,4.9,"SD0003801","MS0001","Cova d'Anes","Spain","1000221 - Temperate woodland","Cave",42.381,1.759
"AAH42","Oral swab","< 1 minute","< 14 days","SD00039","Myotis escalerai","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",41.4,6.2,"SD0003901","MS0001","Cova d'Anes","Spain","1000221 - Temperate woodland","Cave",42.381,1.759
"AAH43","Faecal","< 30 minutes","< 14 days","SD00039","Myotis escalerai","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",41.4,6.2,"SD0003901","MS0001","Cova d'Anes","Spain","1000221 - Temperate woodland","Cave",42.381,1.759
"AAH45","Faecal","< 30 minutes","< 14 days","SD00040","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",49.4,14.2,"SD0004001","MS0001","Cova d'Anes","Spain","1000221 - Temperate woodland","Cave",42.381,1.759
"AAH44","Oral swab","< 1 minute","< 14 days","SD00040","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",49.4,14.2,"SD0004001","MS0001","Cova d'Anes","Spain","1000221 - Temperate woodland","Cave",42.381,1.759
"AAH18","Oral swab","< 1 minute","< 14 days","SD00041","Miniopterus schreibersii","Chiroptera","Miniopteridae","Mammalia","Adult","Male",45.9,11.7,"SD0004101","MS0001","Cova Grioteres","Spain","1000221 - Temperate woodland","Cave",41.975,2.366
"AAH27","Faecal","< 30 minutes","< 14 days","SD00041","Miniopterus schreibersii","Chiroptera","Miniopteridae","Mammalia","Adult","Male",45.9,11.7,"SD0004101","MS0001","Cova Grioteres","Spain","1000221 - Temperate woodland","Cave",41.975,2.366
"AAH28","Oral swab","< 1 minute","< 14 days","SD00042","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",49,11.3,"SD0004201","MS0001","Bauma dels teixidors","Spain","1000221 - Temperate woodland","Cave",41.987,2.373
"AAH29","Faecal","< 30 minutes","< 14 days","SD00042","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",49,11.3,"SD0004201","MS0001","Bauma dels teixidors","Spain","1000221 - Temperate woodland","Cave",41.987,2.373
"AAH35","Faecal","< 30 minutes","< 14 days","SD00043","Miniopterus schreibersii","Chiroptera","Miniopteridae","Mammalia","Adult","Female",46.2,12.5,"SD0004301","MS0001","Bauma dels teixidors","Spain","1000221 - Temperate woodland","Cave",41.987,2.373
"AAH34","Oral swab","< 1 minute","< 14 days","SD00043","Miniopterus schreibersii","Chiroptera","Miniopteridae","Mammalia","Adult","Female",46.2,12.5,"SD0004301","MS0001","Bauma dels teixidors","Spain","1000221 - Temperate woodland","Cave",41.987,2.373
"AAH30","Oral swab","< 1 minute","< 14 days","SD00044","Miniopterus schreibersii","Chiroptera","Miniopteridae","Mammalia","Adult","Female",45.2,13.6,"SD0004401","MS0001","Bauma dels teixidors","Spain","1000221 - Temperate woodland","Cave",41.987,2.373
"AAH31","Faecal","< 30 minutes","< 14 days","SD00044","Miniopterus schreibersii","Chiroptera","Miniopteridae","Mammalia","Adult","Female",45.2,13.6,"SD0004401","MS0001","Bauma dels teixidors","Spain","1000221 - Temperate woodland","Cave",41.987,2.373
"AAH33","Faecal","< 30 minutes","< 14 days","SD00045","Miniopterus schreibersii","Chiroptera","Miniopteridae","Mammalia","Adult","Female",45.6,12.6,"SD0004501","MS0001","Bauma dels teixidors","Spain","1000221 - Temperate woodland","Cave",41.987,2.373
"AAH32","Oral swab","< 1 minute","< 14 days","SD00045","Miniopterus schreibersii","Chiroptera","Miniopteridae","Mammalia","Adult","Female",45.6,12.6,"SD0004501","MS0001","Bauma dels teixidors","Spain","1000221 - Temperate woodland","Cave",41.987,2.373
"AAH20","Faecal","< 30 minutes","< 14 days","SD00046","Miniopterus schreibersii","Chiroptera","Miniopteridae","Mammalia","Adult","Male",45.3,12.7,"SD0004601","MS0001","Bauma dels teixidors","Spain","1000221 - Temperate woodland","Cave",41.987,2.373
"AAH19","Oral swab","< 1 minute","< 14 days","SD00046","Miniopterus schreibersii","Chiroptera","Miniopteridae","Mammalia","Adult","Male",45.3,12.7,"SD0004601","MS0001","Bauma dels teixidors","Spain","1000221 - Temperate woodland","Cave",41.987,2.373
"AAH23","Faecal","< 30 minutes","< 14 days","SD00047","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",46.9,NA,"SD0004701","MS0001","Cova Pasteral","Spain","1000221 - Temperate woodland","Cave",41.982,2.606
"AAH24","Faecal","< 30 minutes","< 14 days","SD00048","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",48.6,10.7,"SD0004801","MS0001","Cova Pasteral","Spain","1000221 - Temperate woodland","Cave",41.982,2.606
"AAH22","Oral swab","< 1 minute","< 14 days","SD00048","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",48.6,10.7,"SD0004801","MS0001","Cova Pasteral","Spain","1000221 - Temperate woodland","Cave",41.982,2.606
"AAH21","Faecal","< 30 minutes","< 14 days","SD00049","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",48.2,14,"SD0004901","MS0001","Cova Pasteral","Spain","1000221 - Temperate woodland","Cave",41.982,2.606
"AAH26","Oral swab","< 1 minute","< 14 days","SD00049","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",48.2,14,"SD0004901","MS0001","Cova Pasteral","Spain","1000221 - Temperate woodland","Cave",41.982,2.606
"AAH16","Faecal","< 30 minutes","< 14 days","SD00050","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",47.5,11.4,"SD0005001","MS0001","Cova Rocafesa","Spain","1000221 - Temperate woodland","Cave",42.043,2.661
"AAH17","Oral swab","< 1 minute","< 14 days","SD00050","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",47.5,11.4,"SD0005001","MS0001","Cova Rocafesa","Spain","1000221 - Temperate woodland","Cave",42.043,2.661
"AAH15","Oral swab","< 1 minute","< 14 days","SD00051","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",47.9,10.6,"SD0005101","MS0001","Cova Rocafesa","Spain","1000221 - Temperate woodland","Cave",42.043,2.661
"AAH14","Faecal","< 30 minutes","< 14 days","SD00051","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",47.9,10.6,"SD0005101","MS0001","Cova Rocafesa","Spain","1000221 - Temperate woodland","Cave",42.043,2.661
"AAH13","Faecal","< 30 minutes","< 14 days","SD00052","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",45.2,9,"SD0005201","MS0001","Cova Rocafesa","Spain","1000221 - Temperate woodland","Cave",42.043,2.661
"AAH12","Oral swab","< 1 minute","< 14 days","SD00052","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",45.2,9,"SD0005201","MS0001","Cova Rocafesa","Spain","1000221 - Temperate woodland","Cave",42.043,2.661
"AAH10","Oral swab","< 1 minute","< 14 days","SD00053","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",47.5,10.5,"SD0005301","MS0001","Cova Rocafesa","Spain","1000221 - Temperate woodland","Cave",42.043,2.661
"AAH11","Faecal","< 30 minutes","< 14 days","SD00053","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Female",47.5,10.5,"SD0005301","MS0001","Cova Rocafesa","Spain","1000221 - Temperate woodland","Cave",42.043,2.661
"AAH01","Faecal","< 30 minutes","< 14 days","SD00054","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",47.2,11.7,"SD0005401","MS0001","Cova Rocafesa","Spain","1000221 - Temperate woodland","Cave",42.043,2.661
