"sample_id","sample_type","sample_freshness","sample_freezing","specimen_id","specimen_species","specimen_order","specimen_family","specimen_class","specimen_development","specimen_sex","specimen_length","specimen_weight","capture_id","capture_event_id","capture_place","capture_country","capture_biome","capture_environment","capture_latitude","capture_longitude"
"ABS69","Oral swab","< 1 minute",NA,"SD01523","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Male",65,300,"SD0152301","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.191,42.874
"ABS70","Anal/cloacal swab","< 1 minute",NA,"SD01523","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Male",65,300,"SD0152301","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.191,42.874
"ABS72","Anal/cloacal swab","< 1 minute",NA,"SD01524","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",65,360,"SD0152401","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS71","Oral swab","< 1 minute",NA,"SD01524","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",65,360,"SD0152401","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS74","Anal/cloacal swab","< 1 minute",NA,"SD01525","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",60,280,"SD0152501","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS73","Oral swab","< 1 minute",NA,"SD01525","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",60,280,"SD0152501","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS76","Anal/cloacal swab","< 1 minute","< 21 days","SD01526","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Male",63,200,"SD0152601","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS75","Oral swab","< 1 minute","< 21 days","SD01526","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Male",63,200,"SD0152601","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS77","Oral swab","< 1 minute","< 14 days","SD01527","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Female",63,280,"SD0152701","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS78","Anal/cloacal swab","< 1 minute","< 14 days","SD01527","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Female",63,280,"SD0152701","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS80","Anal/cloacal swab","< 1 minute","< 14 days","SD01528","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Female",66,340,"SD0152801","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS79","Oral swab","< 1 minute","< 14 days","SD01528","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Female",66,340,"SD0152801","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS84","Anal/cloacal swab","< 1 minute","< 7 days","SD01530","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Female",65,340,"SD0153001","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS83","Oral swab","< 1 minute","< 7 days","SD01530","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Female",65,340,"SD0153001","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS86","Anal/cloacal swab","< 1 minute","< 7 days","SD01531","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Male",72,300,"SD0153101","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS85","Oral swab","< 1 minute","< 7 days","SD01531","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Male",72,300,"SD0153101","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS88","Anal/cloacal swab","< 1 minute","< 3 days","SD01532","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Male",60,320,"SD0153201","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS87","Oral swab","< 1 minute","< 3 days","SD01532","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Male",60,320,"SD0153201","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.187,42.906
"ABS89","Oral swab","< 1 minute","< 7 days","SD01533","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",65,390,"SD0153301","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.191,42.874
"ABS90","Anal/cloacal swab","< 1 minute","< 7 days","SD01533","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",65,390,"SD0153301","MS0045","","Japan","1000197 - Broadleaf forest","Broadleaf forest ",143.191,42.874
"ABS91","Oral swab","< 1 minute","< 3 days","SD01534","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",60,310,"SD0153401","MS0045","","Japan","1000197 - Broadleaf forest","Conifer forests ",143.091,42.736
"ABS92","Anal/cloacal swab","< 1 minute","< 3 days","SD01534","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",60,310,"SD0153401","MS0045","","Japan","1000197 - Broadleaf forest","Conifer forests ",143.091,42.736
"ABS94","Anal/cloacal swab","< 1 minute","< 3 days","SD01535","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",67,380,"SD0153501","MS0045","","Japan","1000197 - Broadleaf forest","Conifer forests ",143.091,42.736
"ABS93","Oral swab","< 1 minute","< 3 days","SD01535","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",67,380,"SD0153501","MS0045","","Japan","1000197 - Broadleaf forest","Conifer forests ",143.091,42.736
"ABS95","Oral swab","< 1 minute","< 3 days","SD01536","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",63,310,"SD0153601","MS0045","","Japan","1000197 - Broadleaf forest","Conifer forests ",143.091,42.736
"ABS96","Anal/cloacal swab","< 1 minute","< 3 days","SD01536","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",63,310,"SD0153601","MS0045","","Japan","1000197 - Broadleaf forest","Conifer forests ",143.091,42.736
"AAM48","Oral swab","< 1 minute","< 1 day","SD01537","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",54,447,"SD0153701","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass/Landscaping",41.245,-75.887
"AAM57","Anal/cloacal swab","< 1 minute","< 1 day","SD01537","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",54,447,"SD0153701","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass/Landscaping",41.245,-75.887
"AAL85","Oral swab","< 1 minute","< 1 day","SD01538","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",52,507,"SD0153801","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL94","Anal/cloacal swab","< 1 minute","< 1 day","SD01538","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",52,507,"SD0153801","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL76","Anal/cloacal swab","< 1 minute","< 1 day","SD01539","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,547,"SD0153901","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL67","Oral swab","< 1 minute","< 1 day","SD01539","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,547,"SD0153901","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL58","Anal/cloacal swab","< 1 minute","< 1 day","SD01540","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",59,607,"SD0154001","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL88","Oral swab","< 1 minute","< 1 day","SD01540","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",59,607,"SD0154001","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL75","Anal/cloacal swab","< 1 minute","< 1 day","SD01541","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60,567,"SD0154101","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL84","Oral swab","< 1 minute","< 1 day","SD01541","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60,567,"SD0154101","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM04","Faecal","< 1 minute","< 1 day","SD01542","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",56,507,"SD0154201","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass & Landscaping",41.245,-75.887
"AAM21","Oral swab","< 1 minute","< 1 day","SD01542","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",56,507,"SD0154201","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass & Landscaping",41.245,-75.887
"AAM12","Anal/cloacal swab","< 1 minute","< 1 day","SD01542","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",56,507,"SD0154201","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass & Landscaping",41.245,-75.887
"AAM02","Anal/cloacal swab","< 1 minute","< 1 day","SD01543","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",54,507,"SD0154301","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL93","Oral swab","< 1 minute","< 1 day","SD01543","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",54,507,"SD0154301","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL62","Faecal","< 1 minute","< 1 day","SD01544","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",58,550,"SD0154401","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass w/ Woody Landscape",41.245,-75.887
"AAL61","Oral swab","< 1 minute","< 1 day","SD01544","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",58,550,"SD0154401","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass w/ Woody Landscape",41.245,-75.887
"AAL98","Anal/cloacal swab","< 1 minute","< 1 day","SD01545","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",54,475,"SD0154501","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass w/ Woody Landscape",41.245,-75.887
"AAL52","Oral swab","< 1 minute","< 1 day","SD01545","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",54,475,"SD0154501","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass w/ Woody Landscape",41.245,-75.887
"AAL70","Oral swab","< 1 minute","< 1 day","SD01546","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",54,320,"SD0154601","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass w/ Woody Landscape",41.245,-75.887
"AAL80","Anal/cloacal swab","< 1 minute","< 1 day","SD01546","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",54,320,"SD0154601","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass w/ Woody Landscape",41.245,-75.887
"AAL54","Faecal","< 1 minute","< 3 days","SD01547","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,NA,"SD0154701","MS0035","","United States","1000221 - Temperate woodland","Urban Woodlot",40.596,-76.09
"AAL63","Oral swab","< 1 minute","< 3 days","SD01547","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,NA,"SD0154701","MS0035","","United States","1000221 - Temperate woodland","Urban Woodlot",40.596,-76.09
"AAM18","Oral swab","< 1 minute","< 3 days","SD01548","Peromyscus leucopus","Rodentia","Cricetidae","Mammalia","Juvenile","Female",18,115,"SD0154801","MS0035","","United States","1000221 - Temperate woodland","Urban Woodlot",40.596,-76.09
"AAL81","Faecal","< 1 minute","< 3 days","SD01548","Peromyscus leucopus","Rodentia","Cricetidae","Mammalia","Juvenile","Female",18,115,"SD0154801","MS0035","","United States","1000221 - Temperate woodland","Urban Woodlot",40.596,-76.09
"AAL79","Oral swab","< 1 minute","< 1 day","SD01549","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",58,570,"SD0154901","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass w/ Woody Landscape",41.245,-75.887
"AAL60","Anal/cloacal swab","< 1 minute","< 1 day","SD01549","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",58,570,"SD0154901","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass w/ Woody Landscape",41.245,-75.887
"AAL78","Anal/cloacal swab","< 1 minute","< 1 day","SD01550","Falco sparverius","Falconiformes","Falconidae","Aves","Juvenile","Female",415,163,"SD0155001","MS0035","","United States","1000221 - Temperate woodland","Open Field Grassland",40.536,-76.073
"AAL68","Oral swab","< 1 minute","< 1 day","SD01550","Falco sparverius","Falconiformes","Falconidae","Aves","Juvenile","Female",415,163,"SD0155001","MS0035","","United States","1000221 - Temperate woodland","Open Field Grassland",40.536,-76.073
"AAM25","Oral swab","< 1 minute","< 1 day","SD01551","Peromyscus leucopus","Rodentia","Cricetidae","Mammalia","Pregnant","Female",22,23,"SD0155101","MS0035","","United States","1000221 - Temperate woodland","Native Meadow",40.63,-7.601
"AAM07","Anal/cloacal swab","< 1 minute","< 1 day","SD01551","Peromyscus leucopus","Rodentia","Cricetidae","Mammalia","Pregnant","Female",22,23,"SD0155101","MS0035","","United States","1000221 - Temperate woodland","Native Meadow",40.63,-7.601
"AAM46","Oral swab","< 1 minute","< 1 day","SD01552","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",56,740,"SD0155201","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass",41.245,-75.887
"AAM47","Anal/cloacal swab","< 1 minute","< 1 day","SD01552","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",56,740,"SD0155201","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass",41.245,-75.887
"AAM27","Oral swab","< 1 minute","< 1 day","SD01553","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",14,680,"SD0155301","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass & Landscaping",41.245,-75.887
"AAL49","Faecal","< 1 minute","< 1 day","SD01553","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",14,680,"SD0155301","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass & Landscaping",41.245,-75.887
"AAM08","Anal/cloacal swab","< 1 minute","< 1 day","SD01553","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",14,680,"SD0155301","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass & Landscaping",41.245,-75.887
"AAL59","Oral swab","< 1 minute","< 1 day","SD01554","Falco sparverius","Falconiformes","Falconidae","Aves","Juvenile","Female",447,169,"SD0155401","MS0035","","United States","1000221 - Temperate woodland","Open Field Grassland",40.536,-76.073
"AAM17","Anal/cloacal swab","< 1 minute","< 1 day","SD01554","Falco sparverius","Falconiformes","Falconidae","Aves","Juvenile","Female",447,169,"SD0155401","MS0035","","United States","1000221 - Temperate woodland","Open Field Grassland",40.536,-76.073
"AAM09","Oral swab","< 1 minute","< 1 day","SD01555","Tamias striatus","Rodentia","Sciuridae","Mammalia","Juvenile","Male",325,115,"SD0155501","MS0035","","United States","1000221 - Temperate woodland","Urban Woodlot",40.596,-76.09
"AAM99","Faecal","< 1 minute","< 1 day","SD01555","Tamias striatus","Rodentia","Sciuridae","Mammalia","Juvenile","Male",325,115,"SD0155501","MS0035","","United States","1000221 - Temperate woodland","Urban Woodlot",40.596,-76.09
"AAL90","Oral swab","< 1 minute","< 1 day","SD01556","Blarina brevicauda","Eulipotyphla","Soricidae","Mammalia","Adult","Female",15,22,"SD0155601","MS0035","","United States","1000221 - Temperate woodland","Urban Woodlot",40.596,-76.09
"AAL96","Anal/cloacal swab","< 1 minute","< 1 day","SD01557","Coragyps atratus","Accipitriformes","Cathartidae","Aves","Juvenile","Unknown",70,958,"SD0155701","MS0035","","United States","1000221 - Temperate woodland","",40.63,-75.875
"AAM16","Oral swab","< 1 minute","< 1 day","SD01557","Coragyps atratus","Accipitriformes","Cathartidae","Aves","Juvenile","Unknown",70,958,"SD0155701","MS0035","","United States","1000221 - Temperate woodland","",40.63,-75.875
"AAM06","Unknown","","","SD01558","Coragyps atratus","Accipitriformes","Cathartidae","Aves","Juvenile","Unknown",62,777,"SD0155801","MS0035","","United States","1000221 - Temperate woodland","",40.63,-75.875
"AAM15","Unknown","","","SD01558","Coragyps atratus","Accipitriformes","Cathartidae","Aves","Juvenile","Unknown",62,777,"SD0155801","MS0035","","United States","1000221 - Temperate woodland","",40.63,-75.875
"AAM26","Anal/cloacal swab","< 1 minute","< 1 day","SD01559","Falco sparverius","Falconiformes","Falconidae","Aves","Juvenile","Male",437,158,"SD0155901","MS0035","","United States","1000221 - Temperate woodland","Open Field Grassland",40.536,-76.073
"AAL50","Oral swab","< 1 minute","< 1 day","SD01559","Falco sparverius","Falconiformes","Falconidae","Aves","Juvenile","Male",437,158,"SD0155901","MS0035","","United States","1000221 - Temperate woodland","Open Field Grassland",40.536,-76.073
"AAL53","Oral swab","< 1 minute","< 1 day","SD01560","Falco sparverius","Falconiformes","Falconidae","Aves","Juvenile","Male",446,154,"SD0156001","MS0035","","United States","1000221 - Temperate woodland","Open Field Grassland",40.536,-76.073
"AAL72","Anal/cloacal swab","< 1 minute","< 1 day","SD01560","Falco sparverius","Falconiformes","Falconidae","Aves","Juvenile","Male",446,154,"SD0156001","MS0035","","United States","1000221 - Temperate woodland","Open Field Grassland",40.536,-76.073
"AAL71","Anal/cloacal swab","< 1 minute","< 1 day","SD01561","Falco sparverius","Falconiformes","Falconidae","Aves","Juvenile","Male",440,158,"SD0156101","MS0035","","United States","1000221 - Temperate woodland","Open Field Grassland",40.536,-76.073
"AAL51","Oral swab","< 1 minute","< 1 day","SD01561","Falco sparverius","Falconiformes","Falconidae","Aves","Juvenile","Male",440,158,"SD0156101","MS0035","","United States","1000221 - Temperate woodland","Open Field Grassland",40.536,-76.073
"AAL86","Anal/cloacal swab","< 1 minute","< 1 day","SD01562","Microtus pennsylvanicus","Rodentia","Cricetidae","Mammalia","Adult","Male",22,83,"SD0156201","MS0035","","United States","1000221 - Temperate woodland","Fallow Field",40.651,-76.072
"AAL69","Oral swab","< 1 minute","< 1 day","SD01562","Microtus pennsylvanicus","Rodentia","Cricetidae","Mammalia","Adult","Male",22,83,"SD0156201","MS0035","","United States","1000221 - Temperate woodland","Fallow Field",40.651,-76.072
"AAL97","Anal/cloacal swab","< 1 minute","< 1 day","SD01563","Peromyscus leucopus","Rodentia","Cricetidae","Mammalia","Adult","Female",21,28,"SD0156301","MS0035","","United States","1000221 - Temperate woodland","Fallow Field",40.651,-76.072
"AAL77","Oral swab","< 1 minute","< 1 day","SD01563","Peromyscus leucopus","Rodentia","Cricetidae","Mammalia","Adult","Female",21,28,"SD0156301","MS0035","","United States","1000221 - Temperate woodland","Fallow Field",40.651,-76.072
"AAM55","Anal/cloacal swab","< 1 minute","< 1 day","SD01564","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",54,255,"SD0156401","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass",41.245,-75.887
"AAM37","Oral swab","< 1 minute","< 1 day","SD01564","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",54,255,"SD0156401","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass",41.245,-75.887
"AAM14","Oral swab","< 1 minute","< 1 day","SD01565","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",62,587,"SD0156501","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass/Landscaping",41.245,-75.887
"AAM05","Anal/cloacal swab","< 1 minute","< 1 day","SD01565","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",62,587,"SD0156501","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass/Landscaping",41.245,-75.887
"AAM74","Anal/cloacal swab","< 1 minute","< 1 day","SD01566","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60,567,"SD0156601","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass/Landscaping",41.245,-75.887
"AAM75","Oral swab","< 1 minute","< 1 day","SD01566","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60,567,"SD0156601","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass/Landscaping",41.245,-75.887
"AAM39","Oral swab","< 1 minute","< 1 day","SD01567","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,587,"SD0156701","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass/Landscaping",41.245,-75.887
"AAM30","Anal/cloacal swab","< 1 minute","< 1 day","SD01567","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,587,"SD0156701","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass/Landscaping",41.245,-75.887
"AAM24","Anal/cloacal swab","< 1 minute","< 1 day","SD01568","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",59,507,"SD0156801","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass",41.245,-75.887
"AAL95","Oral swab","< 1 minute","< 1 day","SD01568","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",59,507,"SD0156801","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass",41.245,-75.887
"AAM56","Anal/cloacal swab","< 1 minute","< 1 day","SD01569","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",52,507,"SD0156901","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass",41.245,-75.887
"AAM64","Oral swab","< 1 minute","< 1 day","SD01569","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",52,507,"SD0156901","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass",41.245,-75.887
"AAM73","Anal/cloacal swab","< 1 minute","< 1 day","SD01570","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",52,517,"SD0157001","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass",41.245,-75.887
"AAM65","Oral swab","< 1 minute","< 1 day","SD01570","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",52,517,"SD0157001","MS0035","","United States","1000221 - Temperate woodland","Mowed Grass",41.245,-75.887
"AAL57","Anal/cloacal swab","< 1 minute","< 1 day","SD01571","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",66,657,"SD0157101","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL66","Oral swab","< 1 minute","< 1 day","SD01571","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",66,657,"SD0157101","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM11","Oral swab","< 1 minute","< 1 day","SD01572","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",62,407,"SD0157201","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM20","Anal/cloacal swab","< 1 minute","< 1 day","SD01572","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",62,407,"SD0157201","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL48","Anal/cloacal swab","< 1 minute","< 1 day","SD01573","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",66,607,"SD0157301","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL56","Oral swab","< 1 minute","< 1 day","SD01573","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",66,607,"SD0157301","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM34","Anal/cloacal swab","< 1 minute","< 1 day","SD01573","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",54,667,"SD0157302","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM43","Oral swab","< 1 minute","< 1 day","SD01573","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",54,667,"SD0157302","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL92","Anal/cloacal swab","< 1 minute","< 1 day","SD01574","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",63,347,"SD0157401","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL83","Oral swab","< 1 minute","< 1 day","SD01574","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",63,347,"SD0157401","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM82","Oral swab","< 1 minute","< 1 day","SD01574","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",63,327,"SD0157402","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM66","Anal/cloacal swab","< 1 minute","< 1 day","SD01574","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",63,327,"SD0157402","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM92","Anal/cloacal swab","< 1 minute","< 1 day","SD01574","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",54,322,"SD0157403","MS0035","","United States","1000221 - Temperate woodland","Wooded Plot at Park",41.25,-75.89
"AAM84","Oral swab","< 1 minute","< 1 day","SD01574","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",54,322,"SD0157403","MS0035","","United States","1000221 - Temperate woodland","Wooded Plot at Park",41.25,-75.89
"AAM85","Oral swab","< 1 minute","< 1 day","SD01574","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",54,377,"SD0157404","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM86","Anal/cloacal swab","< 1 minute","< 1 day","SD01574","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",54,377,"SD0157404","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL91","Oral swab","< 1 minute","< 1 day","SD01575","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",54,507,"SD0157501","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL82","Anal/cloacal swab","< 1 minute","< 1 day","SD01575","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",54,507,"SD0157501","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL64","Anal/cloacal swab","< 1 minute","< 1 day","SD01576","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",43,514,"SD0157601","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM19","Oral swab","< 1 minute","< 1 day","SD01576","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",43,514,"SD0157601","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
