extraction_concentration	extraction_volume	extraction_id	extraction_total	sample_id
0.0988	45	AFN35E1	4.446	AFN35
11.8	45	ABB64E1	531	ABB64
0.0949	45	AEZ60E1	4.2705	AEZ60
0	45	AHI42E1	0	AHI42
4.54	45	AFP91E1	204.3	AFP91
0.869	45	AFI16E1	39.105	AFI16
1.95	45	ACK84E1	87.75	ACK84
0.0729	45	AHO40E1	3.2805000000000004	AHO40
7.05	45	NSAP34E1	317.25	NSAP34
17.7	45	AEX32E1	796.5	AEX32
2.28	45	AFV20E2	102.6	AFV20
1.52	45	AAE69E1	68.4	AAE69
45.4	45	ABI59E1	2043	ABI59
0.12	17	AAB85E2	2.04	AAB85
0.00482	45	C1_EXB0076E2	0.21689999999999998	C1_EXB0076
0.106	45	ACP12E2	4.77	ACP12
35.4	45	AFK88E1	1593	AFK88
3.02	45	ACP23E1	135.9	ACP23
2.21	45	ABT69E1	99.45	ABT69
0	45	ACE21E1	0	ACE21
6.95	45	AAZ95E1	312.75	AAZ95
0.192	45	AAW72E1	8.64	AAW72
5.9	45	ADW18E1	265.5	ADW18
0.0977	45	AGI34E1	4.3965	AGI34
5.19	45	AEM09E1	233.55	AEM09
68.4	45	AGG17E1	3078.0000000000005	AGG17
6.46	45	AFU62E1	290.7	AFU62
0.233	45	AGZ51E1	10.485000000000001	AGZ51
6.15	45	AGH24E1	276.75	AGH24
0.101	45	ACD34E1	4.545	ACD34
0.125	45	AAW41E2	5.625	AAW41
28.9	45	AFP85E1	1300.5	AFP85
21.4	45	AAS39E1	962.9999999999999	AAS39
4.45	45	AHW91E1	200.25	AHW91
5.33	45	AD74E1	239.85	AD74
0.633	45	AFU85E1	28.485	AFU85
0.0535	45	C1_EXB0053E1	2.4074999999999998	C1_EXB0053
1.78	45	AGH23E1	80.1	AGH23
51	45	AIG81E2	2295	AIG81
15.2	45	AFM60E1	684	AFM60
4.05	45	ABW38E1	182.25	ABW38
28.9	45	AGD07E1	1300.5	AGD07
0.756	45	AFN06E1	34.02	AFN06
0.17	45	ABK46E1	7.65	ABK46
25.4	45	AGD24E1	1143	AGD24
1.4	45	AAM01E1	62.99999999999999	AAM01
0.0332	45	AHN61E1	1.494	AHN61
19.4	45	ABD27E2	872.9999999999999	ABD27
22.8	45	AFQ49E1	1026	AFQ49
0.527	45	ACX69E2	23.715	ACX69
6.36	45	AFP91E2	286.2	AFP91
2.14	45	AAP02E1	96.30000000000001	AAP02
56.9	45	AIG13E2	2560.5	AIG13
2.71	45	ACC04E2	121.95	ACC04
0.0493	45	AHO13E1	2.2184999999999997	AHO13
1.82	45	ABR29E1	81.9	ABR29
0.133	45	AEU91E1	5.985	AEU91
13.3	45	AA17E1	598.5	AA17
24.3	45	ADE09E1	1093.5	ADE09
0	45	C1_EXB0044E1	0	C1_EXB0044
0	45	ACC98E1	0	ACC98
7.79	45	BATA18E1	350.55	BATA18
4.32	45	AGP25E1	194.4	AGP25
2.83	45	AII42E1	127.35000000000001	AII42
0.0689	45	AFH79E1	3.1005000000000003	AFH79
0.201	45	AEV47E1	9.045	AEV47
1.4	45	ACC02E1	62.99999999999999	ACC02
11.4	45	AIH77E1	513	AIH77
11.4	45	ABP99E1	513	ABP99
1.46	45	AIJ24E1	65.7	AIJ24
58.1	45	AGG16E1	2614.5	AGG16
1.8	45	ABC33E1	81	ABC33
0.071	45	C1_EXB0006E1	3.195	C1_EXB0006
22.1	45	AHE14E1	994.5000000000001	AHE14
0.27	45	OPAU40E1	12.15	OPAU40
14.2	45	ADI75E1	639	ADI75
0.835	45	ADM65E1	37.574999999999996	ADM65
1.2	45	AEM45E1	54	AEM45
6.9	45	AAM10E1	310.5	AAM10
0.57	45	AAM50E1	25.65	AAM50
7.58	45	AIF92E1	341.1	AIF92
3.72	45	C3_EXB0034E1	167.4	C3_EXB0034
17.7	45	ADJ44E1	796.5	ADJ44
7.01	45	OPAU69E2	315.45	OPAU69
21.3	45	AAN13E1	958.5	AAN13
9.04	45	ADL74E1	406.79999999999995	ADL74
4.41	45	AJP53E1	198.45000000000002	AJP53
0	45	C1_EXB0036E1	0	C1_EXB0036
13.2	45	AIH22E1	594	AIH22
57	45	AAV25E1	2565	AAV25
17.9	45	AA95E1	805.4999999999999	AA95
0.575	45	OPAU31E1	25.874999999999996	OPAU31
1.73	45	AGZ38E1	77.85	AGZ38
1.24	45	AAD50E1	55.8	AAD50
3.73	45	ABZ62E1	167.85	ABZ62
3.55	45	ADC15E1	159.75	ADC15
0.133	45	ADK31E2	5.985	ADK31
0.00504	45	C1_EXB0082E1	0.2268	C1_EXB0082
0.0463	45	ACD40E1	2.0835	ACD40
2.47	45	ACB47E1	111.15	ACB47
8.56	45	ABO35E1	385.20000000000005	ABO35
8.64	45	ABD37E1	388.8	ABD37
1.04	45	AFQ93E2	46.800000000000004	AFQ93
1.36	45	ACZ97E1	61.2	ACZ97
0.32	45	AAH18E1	14.4	AAH18
2.97	45	AEM35E1	133.65	AEM35
0	17	AAS55E2	0	AAS55
0.697	45	AAD54E1	31.365	AAD54
11.1	45	AIQ55E1	499.5	AIQ55
0.856	45	AAS06E2	38.519999999999996	AAS06
14.5	45	AAN63E2	652.5	AAN63
1.24	45	ABQ53E1	55.8	ABQ53
0.461	17	AAS45E2	7.837000000000001	AAS45
12	45	ABI37E1	540	ABI37
2.3	45	ABK35E1	103.49999999999999	ABK35
2.21	45	ADA17E2	99.45	ADA17
22.9	45	ADD89E1	1030.5	ADD89
25.5	45	AGD69E1	1147.5	AGD69
1.78	45	AHI77E1	80.1	AHI77
0.516	45	AEV13E1	23.22	AEV13
0.669	45	AGH37E1	30.105	AGH37
0.647	45	AAH46E1	29.115000000000002	AAH46
0.119	45	AIV66E1	5.3549999999999995	AIV66
0.188	45	ADF30E1	8.46	ADF30
1.74	45	OPAU50E1	78.3	OPAU50
0	45	ACE30E1	0	ACE30
0.242	45	AAX61E1	10.89	AAX61
6.42	45	AEM66E1	288.9	AEM66
1.81	45	ACB37E1	81.45	ACB37
12.8	45	AIF68E1	576	AIF68
0.815	45	ABL64E1	36.675	ABL64
0.233	45	OPAU10E1	10.485000000000001	OPAU10
7.09	45	AIH24E1	319.05	AIH24
4.88	45	AIH09E2	219.6	AIH09
34.9	45	ABK58E1	1570.5	ABK58
19.3	45	AEV52E1	868.5	AEV52
0.592	45	AGJ27E1	26.639999999999997	AGJ27
2.97	45	AFW10E1	133.65	AFW10
11.9	45	AFU72E1	535.5	AFU72
15.9	45	AHC64E1	715.5	AHC64
1.9	45	ABX09E1	85.5	ABX09
0.41	45	ACJ39E2	18.45	ACJ39
0.163	45	AGY65E1	7.335	AGY65
4.58	45	AAP88E1	206.1	AAP88
0.139	45	OPAU65E1	6.255000000000001	OPAU65
0.0332	45	ACD58E1	1.494	ACD58
46.3	45	AIH26E2	2083.5	AIH26
9.07	45	AAA51E1	408.15000000000003	AAA51
10.2	45	ABK88E1	458.99999999999994	ABK88
1.11	45	AGC55E1	49.95	AGC55
0	45	AAB69E1	0	AAB69
0.46	45	AJF34E1	20.7	AJF34
20	45	ABM27E1	900	ABM27
4.29	45	AFT22E1	193.05	AFT22
0.192	45	AEY75E1	8.64	AEY75
2.48	45	AEC25E1	111.6	AEC25
1.08	45	AFW26E1	48.6	AFW26
20.2	45	ADM16E1	909	ADM16
3.11	45	AGO83E1	139.95	AGO83
8.36	45	AHQ47E1	376.2	AHQ47
1.34	45	AGF90E1	60.300000000000004	AGF90
0.474	45	AAW36E1	21.33	AAW36
1.95	45	AFQ81E2	87.75	AFQ81
2.22	45	AFT16E1	99.9	AFT16
10.6	45	ABK71E1	477	ABK71
0	45	AAC06E1	0	AAC06
0.692	45	OPAU72E1	31.139999999999997	OPAU72
2.47	45	ACK78E1	111.15	ACK78
0.0149	45	AHO48E1	0.6705	AHO48
0	45	C1_EXB0055E1	0	C1_EXB0055
88	45	AIF79E2	3960	AIF79
0	45	AIV44E1	0	AIV44
7.99	45	AIF64E2	359.55	AIF64
0.0343	45	AHN11E1	1.5434999999999999	AHN11
21.9	45	AFK90E1	985.4999999999999	AFK90
9.52	45	ACS15E1	428.4	ACS15
13.7	45	AGN53E1	616.5	AGN53
25.5	45	ABP10E1	1147.5	ABP10
22.4	45	AAA90E1	1007.9999999999999	AAA90
9.19	45	AEM55E1	413.54999999999995	AEM55
19.7	45	AIH15E2	886.5	AIH15
1.11	45	AAD52E1	49.95	AAD52
0.163	45	AAW51E1	7.335	AAW51
0.25	45	AGZ52E1	11.25	AGZ52
1.63	45	ACB56E1	73.35	ACB56
14.9	45	ABK07E1	670.5	ABK07
4.27	45	AFV03E1	192.14999999999998	AFV03
6.04	45	ABP55E2	271.8	ABP55
5	45	AGP08E1	225	AGP08
21.8	45	AFU93E1	981	AFU93
1.83	45	AAE12E1	82.35000000000001	AAE12
9.39	45	ABT15E1	422.55	ABT15
1.66	45	ADV71E1	74.7	ADV71
0.157	45	ADU50E1	7.065	ADU50
1.66	45	AAD63E1	74.7	AAD63
0.0822	45	AAD61E1	3.699	AAD61
0.0947	45	AGY89E1	4.2615	AGY89
0.0313	45	AHN45E1	1.4085	AHN45
0.106	45	OPAU37E1	4.77	OPAU37
0.143	45	ACK71E1	6.435	ACK71
0.00634	45	ACD62E1	0.2853	ACD62
0.554	45	OPAU17E1	24.930000000000003	OPAU17
0.0384	45	AHN77E1	1.7279999999999998	AHN77
0.486	45	AAD67E1	21.87	AAD67
0.068	45	C2_EXB0034E1	3.06	C2_EXB0034
0.00581	45	C1_EXB0090E1	0.26145	C1_EXB0090
85	45	ABZ31E1	3825	ABZ31
0.538	45	AIV55E2	24.21	AIV55
0.0981	45	AGZ16E1	4.4145	AGZ16
3.5	45	ABL03E1	157.5	ABL03
37.4	45	ABM25E1	1683	ABM25
15.7	45	AAZ65E2	706.5	AAZ65
0.06	17	AAC62E2	1.02	AAC62
4.68	45	AEX55E1	210.6	AEX55
0.0119	45	AHN93E1	0.5355000000000001	AHN93
0.0981	45	C2_EXB0076E4	4.4145	C2_EXB0076
1.96	45	AGO20E1	88.2	AGO20
1.57	45	AHI74E2	70.65	AHI74
11.1	45	ADV27E1	499.5	ADV27
60	45	ACX77E1	2700	ACX77
9.54	45	ABM39E1	429.29999999999995	ABM39
0.655	45	ADJ34E1	29.475	ADJ34
0	45	AAC14E2	0	AAC14
12.9	45	AIG04E1	580.5	AIG04
84.9	45	AGG11E1	3820.5000000000005	AGG11
4.24	45	ADJ98E1	190.8	ADJ98
0.0966	45	ADU48E1	4.347	ADU48
1.75	45	ACK62E1	78.75	ACK62
0.972	45	AAD53E1	43.74	AAD53
17.3	45	AHU89E1	778.5	AHU89
0.384	45	ACJ47E1	17.28	ACJ47
48.7	45	ABK60E1	2191.5	ABK60
0.502	45	AGF18E1	22.59	AGF18
1.98	45	AIR18E1	89.1	AIR18
4.62	45	AEM33E1	207.9	AEM33
0.331	45	ABC65E1	14.895000000000001	ABC65
1.42	45	AIR90E1	63.9	AIR90
10.7	45	AFM87E1	481.49999999999994	AFM87
0	45	AHI35E1	0	AHI35
33	45	AIG26E1	1485	AIG26
0.565	45	AAT28E1	25.424999999999997	AAT28
33.1	45	AAN22E1	1489.5	AAN22
12.9	45	AHV53E1	580.5	AHV53
0.169	45	AKD79E1	7.605	AKD79
0.0785	45	ACZ13E1	3.5325	ACZ13
42.7	45	AEU54E1	1921.5000000000002	AEU54
0.248	45	ACD20E1	11.16	ACD20
9.08	45	AGH47E1	408.6	AGH47
7.9	45	AA16E1	355.5	AA16
0.171	45	AKD81E1	7.695	AKD81
0.726	45	ABC03E1	32.67	ABC03
37.3	45	AIF53E2	1678.4999999999998	AIF53
0	45	C3_EXB0032E1	0	C3_EXB0032
0.182	45	AAT53E1	8.19	AAT53
3.99	45	ACK53E1	179.55	ACK53
10.9	45	BATC18E1	490.5	BATC18
0.465	45	AFT13E1	20.925	AFT13
3.08	45	ABC48E1	138.6	ABC48
15	45	ABA13E1	675	ABA13
1.59	45	ADA63E2	71.55	ADA63
18.3	45	ADM74E1	823.5	ADM74
1.32	45	AFW12E1	59.400000000000006	AFW12
0.135	45	AGI80E1	6.075	AGI80
13.2	45	AAN40E2	594	AAN40
5.88	45	ACC02E2	264.6	ACC02
3.1	45	ABO05E2	139.5	ABO05
7.08	45	AAQ45E1	318.6	AAQ45
15.3	45	AEX74E1	688.5	AEX74
2.87	45	ABE19E1	129.15	ABE19
11.5	45	AEC29E1	517.5	AEC29
5.2	45	AGB99E1	234	AGB99
40.1	45	ABK13E1	1804.5	ABK13
1.83	45	AFP39E1	82.35000000000001	AFP39
40.9	45	AIF59E2	1840.5	AIF59
0.267	45	AHN79E1	12.015	AHN79
1.08	45	AFT25E1	48.6	AFT25
2.4	45	AAB84E2	108	AAB84
6.03	45	ABW34E1	271.35	ABW34
3.94	45	AAD98E1	177.3	AAD98
0.37	45	AEU97E1	16.65	AEU97
1.59	45	AFW01E1	71.55	AFW01
14.2	45	AII31E2	639	AII31
5.69	45	AEU09E1	256.05	AEU09
0	45	AHI97E1	0	AHI97
8.26	45	AAS35E1	371.7	AAS35
7.18	45	AGZ30E1	323.09999999999997	AGZ30
0.44	45	AAD32E1	19.8	AAD32
0	45	ACZ96E1	0	ACZ96
5.89	45	ABW29E1	265.05	ABW29
7.03	45	OPAU17E2	316.35	OPAU17
10.7	45	AGM85E1	481.49999999999994	AGM85
0.215	45	ACO89E1	9.675	ACO89
5.9	45	AD89E1	265.5	AD89
1.79	45	AGO98E1	80.55	AGO98
0.06	45	AAY25E1	2.6999999999999997	AAY25
1.03	45	ADV69E1	46.35	ADV69
12.8	45	AIF66E1	576	AIF66
27.6	45	AIR89E1	1242	AIR89
7.54	45	AHQ48E1	339.3	AHQ48
5.6	45	AGZ05E1	251.99999999999997	AGZ05
0	45	ACE39E1	0	ACE39
2.58	45	AAH96E1	116.10000000000001	AAH96
0.0406	45	AIY73E1	1.827	AIY73
0.81	45	AFQ35E2	36.45	AFQ35
1.1	45	ABQ90E1	49.50000000000001	ABQ90
3.44	45	ADC17E1	154.8	ADC17
1.3	45	AEK05E1	58.5	AEK05
23.4	45	AIJ04E1	1053	AIJ04
22.9	45	AAW16E1	1030.5	AAW16
2.24	45	AFI17E1	100.80000000000001	AFI17
20.9	45	AHE99E1	940.4999999999999	AHE99
0.122	45	OPAU45E1	5.49	OPAU45
2.51	45	ACO90E1	112.94999999999999	ACO90
13.5	45	AEX95E1	607.5	AEX95
24	45	AAN61E1	1080	AAN61
37.2	45	AHW99E1	1674.0000000000002	AHW99
0.307	45	AAD97E1	13.815	AAD97
0.341	45	ACP12E1	15.345	ACP12
0.033	45	AHN39E1	1.485	AHN39
4.81	45	OPAU55E2	216.45	OPAU55
4.98	45	AHW95E2	224.10000000000002	AHW95
0.0281	45	AHO27E1	1.2645	AHO27
4.39	45	AAA53E1	197.54999999999998	AAA53
1.91	45	AGH42E1	85.95	AGH42
6.71	45	AEX21E1	301.95	AEX21
18.2	45	AFU94E1	819	AFU94
1.51	45	AII86E1	67.95	AII86
0.45	45	AAV89E1	20.25	AAV89
19.5	45	AEB37E1	877.5	AEB37
0	45	ADV19E1	0	ADV19
3.45	45	ABG57E2	155.25	ABG57
0.0717	45	ACD21E1	3.2265	ACD21
17.6	45	ABZ49E1	792.0000000000001	ABZ49
0.0404	45	AHN49E1	1.8179999999999998	AHN49
1.12	45	OPAU48E1	50.400000000000006	OPAU48
0.178	45	AFN09E1	8.01	AFN09
21.5	45	AAN37E1	967.5	AAN37
0.843	45	OPAU56E1	37.935	OPAU56
0.239	45	AIY71E1	10.754999999999999	AIY71
3.25	17	AAC71E2	55.25	AAC71
0.64	45	AHB63E1	28.8	AHB63
0.032	45	ABC96E1	1.44	ABC96
27.3	45	ADL63E1	1228.5	ADL63
0	45	AAS49E1	0	AAS49
4.62	45	ADV66E1	207.9	ADV66
3.51	45	AIF77E1	157.95	AIF77
0.117	45	AAT38E1	5.265000000000001	AAT38
27.8	45	AHB71E1	1251	AHB71
0.00344	45	AHO50E1	0.1548	AHO50
31	45	AAV58E1	1395	AAV58
8.1	45	ABQ01E1	364.5	ABQ01
0.369	45	AIY69E1	16.605	AIY69
0.394	45	OPAU8E1	17.73	OPAU8
0.458	45	AGI59E4	20.61	AGI59
0	45	C1_EXB0095E1	0	C1_EXB0095
1.34	45	ADF10E1	60.300000000000004	ADF10
1.15	45	OPAU39E1	51.74999999999999	OPAU39
0.288	45	AHI32E1	12.959999999999999	AHI32
0.237	45	AFF20E1	10.665	AFF20
19.7	45	AFM23E1	886.5	AFM23
0.121	45	AHO74E1	5.445	AHO74
10.4	45	ABM44E1	468	ABM44
0.114	45	AEZ87E1	5.13	AEZ87
0.118	45	AAW49E1	5.31	AAW49
0.0544	45	AHO02E1	2.448	AHO02
0.0275	45	AHN65E1	1.2375	AHN65
0.1	45	AHI31E2	4.5	AHI31
0	45	ACD14E1	0	ACD14
0.057	45	OPAU71E1	2.565	OPAU71
0.0538	45	ACD75E1	2.421	ACD75
9.13	45	AIQ57E1	410.85	AIQ57
0.255	45	AEV85E1	11.475	AEV85
0	45	AAS28E1	0	AAS28
4.74	45	AHC82E1	213.3	AHC82
1.58	45	AFZ47E1	71.10000000000001	AFZ47
0	45	C1_EXB0046E1	0	C1_EXB0046
5.82	45	OPAU65E2	261.90000000000003	OPAU65
0.176	45	ACP10E1	7.92	ACP10
0.253	45	AGZ75E1	11.385	AGZ75
0.27	45	AHO29E1	12.15	AHO29
0	45	C1_EXB0033E1	0	C1_EXB0033
7.88	45	ABJ55E1	354.6	ABJ55
48	45	ABK27E1	2160	ABK27
0.17	45	AKD78E1	7.65	AKD78
25.1	45	AFP93E1	1129.5	AFP93
35.6	45	AAN52E2	1602	AAN52
1.09	45	AIV69E1	49.050000000000004	AIV69
5.59	45	AAQ42E1	251.54999999999998	AAQ42
17.3	45	AIH86E2	778.5	AIH86
5.92	45	ABL53E1	266.4	ABL53
1.21	45	ADA19E2	54.449999999999996	ADA19
0.59	45	OPAU6E1	26.549999999999997	OPAU6
1.03	45	AAA04E1	46.35	AAA04
0.951	45	ADE11E1	42.794999999999995	ADE11
4.4	45	AFU88E1	198.00000000000003	AFU88
1.13	45	ACX32E2	50.849999999999994	ACX32
0.0561	45	AKD84E1	2.5244999999999997	AKD84
4.93	45	AJP46E1	221.85	AJP46
0.38	45	AFN37E1	17.1	AFN37
40.2	45	AII42E2	1809.0000000000002	AII42
14.2	45	AEU76E1	639	AEU76
30	45	ACX91E1	1350	ACX91
2.6	45	AFU73E1	117	AFU73
10.8	45	AHQ46E1	486.00000000000006	AHQ46
3.23	45	ACZ33E1	145.35	ACZ33
4.57	45	AGB78E1	205.65	AGB78
0.232	45	AFP53E1	10.440000000000001	AFP53
12.6	45	ABK18E1	567	ABK18
0.488	45	AAL55E1	21.96	AAL55
0.715	45	AAE64E1	32.175	AAE64
0.954	45	AAW13E1	42.93	AAW13
0.14	45	AIY89E1	6.300000000000001	AIY89
55	45	AIG11E2	2475	AIG11
31.5	45	AGD41E1	1417.5	AGD41
0.194	45	AGI42E1	8.73	AGI42
8.85	45	AA86E1	398.25	AA86
2.44	45	AAD33E1	109.8	AAD33
7.28	17	AAT51E2	123.76	AAT51
9.02	45	AFM65E1	405.9	AFM65
2.19	45	AGO69E2	98.55	AGO69
48	45	AII13E2	2160	AII13
8.79	45	AGN24E1	395.54999999999995	AGN24
8.02	45	BATC12E1	360.9	BATC12
4.49	45	AED21E1	202.05	AED21
0.0807	45	AHN25E1	3.6315	AHN25
0.184	45	AGZ07E1	8.28	AGZ07
0.628	45	AFT06E1	28.26	AFT06
20.9	45	AEX17E1	940.4999999999999	AEX17
0.169	45	AAD45E1	7.605	AAD45
0.169	45	ABT13E1	7.605	ABT13
3.15	45	AAE67E1	141.75	AAE67
4.71	45	AJP51E1	211.95	AJP51
0.0122	45	AGH43E1	0.549	AGH43
2.65	45	AFN12E2	119.25	AFN12
7.54	45	AHB49E1	339.3	AHB49
0.982	45	ACX53E1	44.19	ACX53
5.32	45	ABK41E1	239.4	ABK41
0.879	45	ABW96E1	39.555	ABW96
1.86	45	AAQ18E1	83.7	AAQ18
0.556	45	AAD71E1	25.020000000000003	AAD71
0.288	45	NSAP19E1	12.959999999999999	NSAP19
11.2	45	ACH07E1	503.99999999999994	ACH07
39	45	AIH79E2	1755	AIH79
7.77	45	AAS08E1	349.65	AAS08
0.777	45	AGY68E1	34.965	AGY68
12.4	45	ABU55E1	558	ABU55
2.44	45	AEX22E1	109.8	AEX22
0.51	45	AAH53E1	22.95	AAH53
4.79	45	AIH57E1	215.55	AIH57
1.43	45	ACC01E1	64.35	ACC01
31.7	45	AED56E1	1426.5	AED56
14.9	45	ABA95E3	670.5	ABA95
2.09	45	AEY52E1	94.05	AEY52
0.0255	45	ACD53E1	1.1475	ACD53
0.0313	45	AHN09E1	1.4085	AHN09
10.8	45	ABI47E2	486.00000000000006	ABI47
3.81	45	AGO22E1	171.45	AGO22
2.08	45	AFO81E1	93.60000000000001	AFO81
16.4	45	AEL05E1	737.9999999999999	AEL05
1.45	45	AIH86E1	65.25	AIH86
5.47	45	OPAU57E2	246.14999999999998	OPAU57
1.13	45	AGF91E1	50.849999999999994	AGF91
0.0033	45	C1_EXB0085E1	0.1485	C1_EXB0085
3.85	45	AEC23E4	173.25	AEC23
3.76	45	ABC51E1	169.2	ABC51
0	45	C2_EXB0010E1	0	C2_EXB0010
0.0769	45	AEY35E1	3.4604999999999997	AEY35
10.3	45	ABP55E1	463.50000000000006	ABP55
41.1	45	AHI92E2	1849.5	AHI92
0.724	45	ACJ97E1	32.58	ACJ97
56.6	45	AIG33E2	2547	AIG33
6.27	45	OPAU63E2	282.15	OPAU63
1.41	45	AGJ41E1	63.449999999999996	AGJ41
0.681	45	ACE28E1	30.645000000000003	ACE28
3.81	45	AEL38E1	171.45	AEL38
0.137	45	AHB33E1	6.165000000000001	AHB33
0.544	45	AAD31E1	24.48	AAD31
0.254	45	AFN39E1	11.43	AFN39
73	45	AIG02E2	3285	AIG02
0.0736	45	AHO86E1	3.312	AHO86
24.6	45	ADK22E1	1107	ADK22
0.131	45	AFQ83E1	5.8950000000000005	AFQ83
2.85	45	AEL24E1	128.25	AEL24
0.549	45	AEU52E1	24.705000000000002	AEU52
3.79	45	ABU28E2	170.55	ABU28
3.47	45	ABA95E2	156.15	ABA95
4.17	45	AAP70E1	187.65	AAP70
0.0616	45	AIZ28E1	2.7720000000000002	AIZ28
7.44	45	AFP45E1	334.8	AFP45
0.0177	45	AIZ30E1	0.7965	AIZ30
2.28	45	ADC09E1	102.6	ADC09
2.03	45	AFP71E2	91.35	AFP71
0.779	45	AFH94E1	35.055	AFH94
5.06	45	AFV27E1	227.7	AFV27
1.78	45	ABT87E1	80.1	ABT87
33	45	AFQ79E2	1485	AFQ79
1.46	45	AFT05E1	65.7	AFT05
13.1	45	AHE93E1	589.5	AHE93
4.42	45	ABS31E1	198.9	ABS31
0.133	45	AGZ21E1	5.985	AGZ21
1.22	45	ADF33E1	54.9	ADF33
0.0472	45	AGI15E1	2.124	AGI15
0.0102	45	AEY38E1	0.459	AEY38
0	45	AFV64E1	0	AFV64
0.4	17	AAC83E2	6.800000000000001	AAC83
2.14	45	AGO03E1	96.30000000000001	AGO03
1.21	45	AGN55E1	54.449999999999996	AGN55
0.104	45	AAS14E1	4.68	AAS14
8.72	45	ADJ06E1	392.40000000000003	ADJ06
0.836	45	ABN46E1	37.62	ABN46
10.4	45	ADE16E1	468	ADE16
0.18	17	AD74E2	3.06	AD74
1.57	45	AGO36E1	70.65	AGO36
0.38	45	ABS93E1	17.1	ABS93
0.614	45	AEY97E1	27.63	AEY97
9.98	45	AHI95E1	449.1	AHI95
0.0375	45	AHN51E1	1.6875	AHN51
4.03	45	ABA63E1	181.35000000000002	ABA63
3.04	45	ABP77E2	136.8	ABP77
7.25	45	AED57E1	326.25	AED57
0	45	ABU38E1	0	ABU38
0	45	ADU93E1	0	ADU93
0.232	45	AAW26E1	10.440000000000001	AAW26
1.93	45	AAD41E1	86.85	AAD41
16.9	45	AIQ49E1	760.4999999999999	AIQ49
17.2	45	AHW73E1	774	AHW73
1.22	45	AFN38E1	54.9	AFN38
28.1	45	ABK19E1	1264.5	ABK19
2.43	45	ADE15E1	109.35000000000001	ADE15
0	45	C1_EXB0014E1	0	C1_EXB0014
4.87	45	AHN76E1	219.15	AHN76
0.102	45	OPAU59E1	4.59	OPAU59
0.427	45	ACB56E2	19.215	ACB56
3.35	45	AAO95E1	150.75	AAO95
13.9	45	AFV08E1	625.5	AFV08
0	45	C1_EXB0013E1	0	C1_EXB0013
0.168	45	ADJ12E1	7.5600000000000005	ADJ12
0.07	45	AAB78E1	3.1500000000000004	AAB78
0	45	ADV57E2	0	ADV57
0.107	45	AIZ88E1	4.8149999999999995	AIZ88
13.7	45	AHE92E1	616.5	AHE92
0.926	45	ACZ18E1	41.67	ACZ18
0.173	45	AIZ10E1	7.784999999999999	AIZ10
20.2	45	AEC24E2	909	AEC24
8.68	45	AJP51E3	390.59999999999997	AJP51
2.4	45	AAE20E1	108	AAE20
NA	NA	C2_LIB0072E1	0	C2_LIB0072
0	45	C1_EXB0022E1	0	C1_EXB0022
14.3	45	ACG11E1	643.5	ACG11
0.039	45	AFI81E1	1.755	AFI81
6.11	45	AFP79E1	274.95	AFP79
3.43	45	AFM89E1	154.35	AFM89
0.106	45	ADM28E1	4.77	ADM28
0.297	45	AGG18E1	13.365	AGG18
5.32	45	ACC38E1	239.4	ACC38
1.73	45	AFO89E2	77.85	AFO89
22.9	45	AEX11E1	1030.5	AEX11
8.94	45	AAN43E2	402.29999999999995	AAN43
0.583	45	AFN07E1	26.235	AFN07
33	45	ABH96E1	1485	ABH96
0.148	45	AHN37E1	6.659999999999999	AHN37
1.51	45	AAA80E1	67.95	AAA80
13.4	45	AAU87E1	603	AAU87
26.2	45	AAN46E1	1179	AAN46
17.9	45	ADW06E1	805.4999999999999	ADW06
24.9	45	AGN32E1	1120.5	AGN32
0.153	45	AAS41E1	6.885	AAS41
19.9	45	AAB23E1	895.4999999999999	AAB23
17.8	45	AGD38E1	801	AGD38
20	45	AFU78E1	900	AFU78
0.094	45	C1_EXB0025E1	4.23	C1_EXB0025
25.1	45	AHB70E1	1129.5	AHB70
4.89	45	ABZ32E1	220.04999999999998	ABZ32
2.49	45	AAZ45E1	112.05000000000001	AAZ45
5.37	45	OPAU71E2	241.65	OPAU71
1.2	45	ABT53E2	54	ABT53
0.0312	45	ADG49E1	1.404	ADG49
0.089	45	ACZ88E1	4.005	ACZ88
11.6	45	AGO23E1	522	AGO23
0.339	45	ACZ22E1	15.255	ACZ22
2.57	45	AAO96E1	115.64999999999999	AAO96
99.3	45	AIJ13E2	4468.5	AIJ13
23.4	45	AAZ89E1	1053	AAZ89
24.3	45	ABO36E2	1093.5	ABO36
7.25	45	AHI79E1	326.25	AHI79
0	45	AFP01E2	0	AFP01
5.5	45	AAD23E1	247.5	AAD23
0.0947	45	AGI69E1	4.2615	AGI69
0.105	45	AEY49E1	4.725	AEY49
5.7	45	AIS11E1	256.5	AIS11
0.569	45	AGY87E1	25.604999999999997	AGY87
3.05	45	AAW10E1	137.25	AAW10
10.3	45	AHI94E2	463.50000000000006	AHI94
18.2	45	AFV14E1	819	AFV14
2.72	17	AAS46E2	46.24	AAS46
28.8	45	AHI39E2	1296	AHI39
1.43	45	AAH99E1	64.35	AAH99
0.217	45	ACR76E1	9.765	ACR76
2.87	45	AAN05E1	129.15	AAN05
1.71	45	ACZ38E1	76.95	ACZ38
0.048	45	ACD27E1	2.16	ACD27
52	45	AHI40E2	2340	AHI40
6.37	45	AJP38E1	286.65	AJP38
2.32	45	ADD83E1	104.39999999999999	ADD83
