extraction_concentration	extraction_volume	extraction_id	extraction_total	sample_id
0.153	45	ADG51E1	6.885	ADG51
7.66	45	ACC43E1	344.7	ACC43
6.36	45	ABW37E1	286.2	ABW37
7.16	45	AAN40E1	322.2	AAN40
2.55	45	AED03E1	114.74999999999999	AED03
0.217	45	ABR21E1	9.765	ABR21
0.19	45	AAB85E1	8.55	AAB85
0.443	45	ACC17E2	19.935	ACC17
17.2	45	AII75E1	774	AII75
153	45	AIH88E2	6885	AIH88
6.74	45	AAM41E1	303.3	AAM41
0.4	45	AAH51E1	18	AAH51
0.25	17	AAC96E2	4.25	AAC96
0.129	45	AAQ48E1	5.805	AAQ48
2.1	45	AJP67E1	94.5	AJP67
0.0747	45	AHC49E1	3.3615	AHC49
5.55	45	AGN26E1	249.75	AGN26
1.07	45	AB12E1	48.150000000000006	AB12
9.8	45	OPAU29E2	441.00000000000006	OPAU29
29.1	45	ABI23E1	1309.5	ABI23
16.1	45	AEL81E1	724.5000000000001	AEL81
1.22	45	ABZ58E1	54.9	ABZ58
1.55	45	AFI82E1	69.75	AFI82
7.36	45	AHV55E1	331.2	AHV55
35.7	45	AAA89E1	1606.5000000000002	AAA89
0.071	45	AAC79E2	3.195	AAC79
3.74	45	AHN26E1	168.3	AHN26
0.338	45	AGI98E1	15.21	AGI98
61.5	45	AIH92E2	2767.5	AIH92
11.8	45	AEX73E1	531	AEX73
36.3	45	AFQ09E1	1633.4999999999998	AFQ09
0.0685	45	AIR24E1	3.0825000000000005	AIR24
5.61	45	AIF59E1	252.45000000000002	AIF59
15.8	45	AIH79E1	711	AIH79
0.404	45	ABG01E1	18.18	ABG01
7.04	45	AFW84E1	316.8	AFW84
0.128	45	C1_EXB0076E1	5.76	C1_EXB0076
14.8	45	OPAU67E2	666	OPAU67
2.64	45	ABT69E2	118.80000000000001	ABT69
4.28	45	AGO06E1	192.60000000000002	AGO06
0	45	ACD80E1	0	ACD80
0.405	45	ADA15E1	18.225	ADA15
0.0149	45	AFI13E1	0.6705	AFI13
4.03	45	AGN80E1	181.35000000000002	AGN80
1.08	45	AAX78E1	48.6	AAX78
2.46	45	AFT07E1	110.7	AFT07
3.16	45	ABJ59E1	142.20000000000002	ABJ59
36.8	45	AIJ22E1	1655.9999999999998	AIJ22
6.08	45	ADK23E2	273.6	ADK23
0.00271	45	C1_EXB0079E1	0.12195	C1_EXB0079
5.7	45	AHI84E1	256.5	AHI84
1.64	45	AFN18E1	73.8	AFN18
56.9	45	AGD18E1	2560.5	AGD18
0.55	45	AAW75E1	24.750000000000004	AAW75
9.17	45	AHC48E1	412.65	AHC48
0.251	45	AFT10E1	11.295	AFT10
0.0604	45	ACD60E1	2.718	ACD60
0	45	AHI26E1	0	AHI26
8.39	45	ADK23E1	377.55	ADK23
2.92	45	AHN58E1	131.4	AHN58
2.18	45	AAQ04E1	98.10000000000001	AAQ04
0.062	45	C1_EXB0027E1	2.79	C1_EXB0027
0.0389	45	AGI30E1	1.7505	AGI30
9.68	45	AAU88E1	435.59999999999997	AAU88
9.91	45	AFP31E1	445.95	AFP31
0.241	45	AAD49E1	10.844999999999999	AAD49
2.89	45	ACC18E2	130.05	ACC18
0.819	45	AFT15E1	36.855	AFT15
5.44	45	ABJ89E1	244.8	ABJ89
6.01	45	AEA43E1	270.45	AEA43
6.59	45	AGM60E1	296.55	AGM60
1.68	45	AII20E1	75.6	AII20
8.3	45	AGZ31E1	373.50000000000006	AGZ31
1.4	45	ACK69E1	62.99999999999999	ACK69
0.208	45	AFN17E1	9.36	AFN17
0.349	45	AIH31E1	15.704999999999998	AIH31
0.72	45	ACB50E1	32.4	ACB50
0.216	45	AHC22E1	9.72	AHC22
31	45	AFU98E1	1395	AFU98
6.74	45	AFV39E1	303.3	AFV39
1.3	45	AAV49E1	58.5	AAV49
2.84	45	ADU56E1	127.8	ADU56
0	45	AFP49E1	0	AFP49
1.87	45	AAD39E1	84.15	AAD39
2.35	45	AIJ09E1	105.75	AIJ09
0.183	45	AHN71E1	8.235	AHN71
1.54	45	AIG20E1	69.3	AIG20
4.02	45	AFO79E2	180.89999999999998	AFO79
6.24	45	ADU67E1	280.8	ADU67
16.2	45	ADJ93E1	729	ADJ93
5.17	45	AGN70E1	232.65	AGN70
0.715	45	AGZ59E1	32.175	AGZ59
5.67	45	ACH42E1	255.15	ACH42
0.0386	45	AHO80E1	1.737	AHO80
46.4	45	AHN24E2	2088	AHN24
20.9	45	AHE10E1	940.4999999999999	AHE10
5.53	45	ADL26E1	248.85000000000002	ADL26
8	45	AGB79E1	360	AGB79
7.84	45	AAM86E1	352.8	AAM86
5.87	45	AIG09E1	264.15	AIG09
112	45	AIG35E2	5040	AIG35
100	45	AIG79E2	4500	AIG79
0.175	45	AHV37E1	7.874999999999999	AHV37
0.1	45	AGZ90E1	4.5	AGZ90
0.279	45	AFN05E1	12.555000000000001	AFN05
1.11	45	AGZ39E1	49.95	AGZ39
4.77	45	AHB56E1	214.64999999999998	AHB56
15.2	45	BATC07E1	684	BATC07
9.35	45	AII64E2	420.75	AII64
0.216	45	AEK07E2	9.72	AEK07
0.678	45	AFN08E2	30.51	AFN08
0.627	45	AGZ62E1	28.215	AGZ62
10.1	45	AHC59E1	454.5	AHC59
1.02	45	AJP51E2	45.9	AJP51
4.82	45	ABC23E1	216.9	ABC23
5.69	45	AII37E2	256.05	AII37
0.287	45	AFP53E2	12.915	AFP53
2.52	45	AAP51E1	113.4	AAP51
3.24	45	AFU70E1	145.8	AFU70
25.6	45	AGM84E1	1152	AGM84
19.2	45	AIH81E1	864	AIH81
13.4	45	AII13E1	603	AII13
1.91	45	AJP59E1	85.95	AJP59
2.54	45	AAO82E1	114.3	AAO82
0.763	45	AAS36E1	34.335	AAS36
0.146	45	AGZ17E1	6.569999999999999	AGZ17
4.3	45	AHI94E1	193.5	AHI94
4.49	45	ACC32E1	202.05	ACC32
4.32	45	AAZ47E1	194.4	AAZ47
0.146	45	AFN15E1	6.569999999999999	AFN15
0.177	45	AEV01E1	7.965	AEV01
0.285	45	AFV01E1	12.825	AFV01
0.137	45	AIG97E1	6.165000000000001	AIG97
3.93	45	AFP37E1	176.85	AFP37
1.24	45	ACZ94E1	55.8	ACZ94
0.0431	45	AIZ70E1	1.9395	AIZ70
0.0218	45	AEY70E1	0.981	AEY70
44.7	45	AHG82E1	2011.5000000000002	AHG82
0.0308	45	AHN99E1	1.3860000000000001	AHN99
7.64	45	AGI58E2	343.8	AGI58
15	45	AFV67E1	675	AFV67
0.0463	45	AHN23E1	2.0835	AHN23
0.816	45	ABL67E2	36.72	ABL67
0.127	45	ACD61E1	5.715	ACD61
44	45	AHI93E2	1980	AHI93
13	45	ACX29E1	585	ACX29
2.85	45	AGO32E1	128.25	AGO32
0.893	45	AFU64E1	40.185	AFU64
148	45	AII11E2	6660	AII11
0.202	45	AHW95E3	9.09	AHW95
0	45	C1_EXB0059E1	0	C1_EXB0059
18.9	45	AIG04E2	850.4999999999999	AIG04
0.0684	45	AGZ53E1	3.0780000000000003	AGZ53
0.00952	45	C1_EXB0043E1	0.4284	C1_EXB0043
0.604	45	ADI93E1	27.18	ADI93
0.212	45	AFV13E1	9.54	AFV13
14.9	45	ABA61E1	670.5	ABA61
8.13	45	BATC15E1	365.85	BATC15
0.434	45	ACK80E1	19.53	ACK80
0	17	C4_EXB0004E2	0	C4_EXB0004
26	45	AAV18E1	1170	AAV18
3.86	45	AEV91E1	173.7	AEV91
6.36	45	AHU97E1	286.2	AHU97
0.115	45	AAD12E1	5.175	AAD12
0	45	C1_EXB0078E1	0	C1_EXB0078
7.66	45	ABP99E2	344.7	ABP99
0.058	45	C1_EXB0008E1	2.6100000000000003	C1_EXB0008
0.292	45	OPAU46E1	13.139999999999999	OPAU46
1.78	45	AAH20E1	80.1	AAH20
12.8	45	AII86E2	576	AII86
6.08	45	OPAU61E2	273.6	OPAU61
18.1	45	ACX25E1	814.5000000000001	ACX25
NA	0	AAD09E2	0	AAD09
NA	45	AAB74E2	0	AAB74
14.8	45	AJP49E1	666	AJP49
0.0277	45	C1_EXB0070E1	1.2465	C1_EXB0070
3.45	45	AAT41E1	155.25	AAT41
0.421	45	AGI59E3	18.945	AGI59
0.0811	45	OPAU54E1	3.6495	OPAU54
2.36	45	ABQ86E1	106.19999999999999	ABQ86
2.98	45	ABC89E1	134.1	ABC89
0.0333	45	AGI41E1	1.4985000000000002	AGI41
0.0589	45	AHN91E1	2.6505	AHN91
14.3	45	ADM18E1	643.5	ADM18
0.678	45	AAD38E1	30.51	AAD38
0.176	45	AEU92E1	7.92	AEU92
17.4	45	ABO54E2	782.9999999999999	ABO54
23.2	45	AEA58E1	1044	AEA58
0	45	ACD01E1	0	ACD01
0.0548	45	AHO54E1	2.466	AHO54
0.155	45	AAT07E2	6.975	AAT07
8.39	45	ACR94E1	377.55	ACR94
25.8	45	ADL70E1	1161	ADL70
4.2	45	AA04E1	189	AA04
0.639	45	OPAU19E1	28.755	OPAU19
0.24	45	AAW31E1	10.799999999999999	AAW31
41.8	45	AFK65E1	1880.9999999999998	AFK65
0.485	45	ACS32E1	21.825	ACS32
19.7	45	AEC23E2	886.5	AEC23
8.32	45	ABS02E1	374.40000000000003	ABS02
7.33	45	AFU91E1	329.85	AFU91
0.0308	45	AEY42E1	1.3860000000000001	AEY42
14.7	45	AFL04E1	661.5	AFL04
0.551	45	AGH38E1	24.795	AGH38
0.302	45	AFN21E1	13.59	AFN21
1.56	45	ABS08E1	70.2	ABS08
0.75	45	ACG84E1	33.75	ACG84
80.1	45	AII22E2	3604.4999999999995	AII22
14	45	AAB17E1	630	AAB17
0.491	45	ADJ97E1	22.095	ADJ97
0	45	C1_EXB0092E1	0	C1_EXB0092
3.46	45	AGB96E1	155.7	AGB96
0	17	AAS54E2	0	AAS54
1.66	45	AGP32E1	74.7	AGP32
7.99	45	AII33E1	359.55	AII33
25.6	45	AGM73E1	1152	AGM73
2.71	45	AAI10E1	121.95	AAI10
14.2	45	AIH15E1	639	AIH15
8.74	45	ABO01E2	393.3	ABO01
97	45	AIF90E2	4365	AIF90
17	45	AIQ58E1	765	AIQ58
0.881	45	AGO69E1	39.645	AGO69
7.39	45	AEV46E1	332.55	AEV46
24.9	45	AFV63E1	1120.5	AFV63
8.76	45	ABM21E1	394.2	ABM21
2.04	45	AAP81E1	91.8	AAP81
0.052	45	C1_EXB0021E1	2.34	C1_EXB0021
4.14	45	AAD73E1	186.29999999999998	AAD73
1.04	45	ACC16E1	46.800000000000004	ACC16
17	45	AIF55E1	765	AIF55
62.1	45	AIG37E2	2794.5	AIG37
1.62	45	ABS28E2	72.9	ABS28
0.0752	45	ACC84E1	3.3840000000000003	ACC84
58.5	45	ABD27E3	2632.5	ABD27
0.571	45	AAT04E1	25.694999999999997	AAT04
17	45	AIG81E1	765	AIG81
0.109	45	C1_EXB0102E1	4.905	C1_EXB0102
0.314	45	OPAU49E1	14.13	OPAU49
2.42	45	AIH75E1	108.89999999999999	AIH75
1.81	45	AAQ49E1	81.45	AAQ49
0	45	ACX49E2	0	ACX49
15.8	45	BATC13E1	711	BATC13
0.617	45	ABL19E1	27.765	ABL19
1.21	45	AGN71E1	54.449999999999996	AGN71
0.0363	45	ACD47E1	1.6335	ACD47
0	45	AFP55E1	0	AFP55
0.0458	45	AIZ32E1	2.061	AIZ32
0.059	45	C2_EXB0076E1	2.655	C2_EXB0076
0.181	45	OPAU62E1	8.145	OPAU62
74	45	AIF99E2	3330	AIF99
3.78	45	AGN58E1	170.1	AGN58
6.34	45	OPAU27E2	285.3	OPAU27
0.498	45	AAS15E1	22.41	AAS15
0.361	45	AFN06E2	16.245	AFN06
29.6	45	ABD45E1	1332	ABD45
0.461	45	AAA02E1	20.745	AAA02
11.8	45	ABQ48E1	531	ABQ48
0.844	45	ADM39E1	37.98	ADM39
2.54	45	ABT55E2	114.3	ABT55
18.9	45	ACS33E1	850.4999999999999	ACS33
0.672	45	AFN30E1	30.240000000000002	AFN30
12.3	45	AFV16E1	553.5	AFV16
0	45	AHI60E1	0	AHI60
0.547	45	AAS14E2	24.615000000000002	AAS14
2.3	45	ACG30E1	103.49999999999999	ACG30
1.09	45	AGC41E1	49.050000000000004	AGC41
2.11	45	ACB60E1	94.94999999999999	ACB60
0.155	45	OPAU41E1	6.975	OPAU41
3.17	45	AAQ15E1	142.65	AAQ15
4.71	45	ABQ22E1	211.95	ABQ22
9.66	45	ADU49E1	434.7	ADU49
8.06	45	AHI66E1	362.70000000000005	AHI66
0.339	45	AAT20E1	15.255	AAT20
25.7	45	AAW16E2	1156.5	AAW16
32.8	45	ABK68E1	1475.9999999999998	ABK68
0.157	45	OPAU52E1	7.065	OPAU52
1.58	45	BATB18E1	71.10000000000001	BATB18
0.417	45	AGI87E1	18.765	AGI87
2.27	45	AFH52E1	102.15	AFH52
0.164	45	ABL98E1	7.38	ABL98
13.2	45	ABU28E1	594	ABU28
2.28	45	BATB12E1	102.6	BATB12
0.505	45	AGN42E1	22.725	AGN42
0.954	45	ADD90E1	42.93	ADD90
8.75	45	AFU66E1	393.75	AFU66
0.264	45	ACR77E1	11.88	ACR77
3.07	45	AGJ46E1	138.15	AGJ46
12.8	45	ABD98E1	576	ABD98
19.2	45	AIH88E1	864	AIH88
0	45	ABM17E1	0	ABM17
9.05	45	AIQ76E1	407.25000000000006	AIQ76
2.09	45	AAD72E1	94.05	AAD72
8.73	45	ABP77E1	392.85	ABP77
1.47	45	AEL11E1	66.15	AEL11
0	45	C1_EXB0050E1	0	C1_EXB0050
18.6	45	ABZ27E1	837.0000000000001	ABZ27
8.08	45	AIG31E1	363.6	AIG31
31.2	45	AHB53E1	1404	AHB53
7.74	45	AD85E1	348.3	AD85
0.207	45	ABE10E4	9.315	ABE10
3.61	45	AAP86E1	162.45	AAP86
2.35	45	AAH23E1	105.75	AAH23
0.0255	45	ACE31E1	1.1475	ACE31
0	45	ACD03E2	0	ACD03
16.8	45	ABB49E1	756	ABB49
1.35	45	AFQ65E1	60.75000000000001	AFQ65
0.065	45	ACD82E1	2.9250000000000003	ACD82
0.22	45	AHO76E1	9.9	AHO76
5.03	45	ABG05E1	226.35000000000002	ABG05
50	45	AII02E2	2250	AII02
10.4	45	AGN13E1	468	AGN13
0.211	45	AAE68E1	9.495	AAE68
5.99	45	ABK86E1	269.55	ABK86
49.1	45	ADD92E1	2209.5	ADD92
0	45	AHI43E1	0	AHI43
0.034	45	AHO84E1	1.53	AHO84
5.38	45	AFV43E1	242.1	AFV43
0.227	45	AAS13E1	10.215	AAS13
0.0746	45	AHO94E1	3.357	AHO94
1.15	45	AFV18E2	51.74999999999999	AFV18
0.239	45	OPAU2E1	10.754999999999999	OPAU2
1.58	45	AD84E1	71.10000000000001	AD84
3.01	45	ADI97E1	135.45	ADI97
11	45	AFQ71E2	495	AFQ71
7.07	45	AEL42E1	318.15000000000003	AEL42
1.76	45	AAI18E1	79.2	AAI18
0	45	C2_EXB0032E1	0	C2_EXB0032
1.68	45	AEA77E1	75.6	AEA77
23.9	45	ACX27E1	1075.5	ACX27
9.49	45	ADU52E1	427.05	ADU52
13.8	45	AHC09E1	621	AHC09
2.07	45	AEU32E1	93.14999999999999	AEU32
0.3	45	AA84E1	13.5	AA84
0.621	45	AEX26E1	27.945	AEX26
0.205	45	AEV97E1	9.225	AEV97
0.682	45	BATB07E1	30.69	BATB07
0.0227	45	AHN67E1	1.0215	AHN67
0.0112	45	AEZ03E1	0.504	AEZ03
13.5	17	AAT55E2	229.5	AAT55
3.67	45	NSAP64E1	165.15	NSAP64
13	45	AHI65E1	585	AHI65
41.4	45	AIH77E2	1863	AIH77
102	45	AIJ11E2	4590	AIJ11
5.23	45	AGO49E1	235.35000000000002	AGO49
0.704	45	ACG51E1	31.68	ACG51
0	45	ADU95E1	0	ADU95
11.7	45	AII11E1	526.5	AII11
2.64	45	ACE11E1	118.80000000000001	ACE11
8.78	45	OPAU51E2	395.09999999999997	OPAU51
0.129	45	AAS38E1	5.805	AAS38
0	45	ACD26E1	0	ACD26
54	45	ABL81E1	2430	ABL81
16.3	45	AHB66E1	733.5	AHB66
0.802	45	AAQ18E4	36.09	AAQ18
20.3	45	AIJ59E1	913.5	AIJ59
4.81	45	AGC29E1	216.45	AGC29
1.24	45	ADK03E1	55.8	ADK03
16.9	45	AHD01E1	760.4999999999999	AHD01
0	45	ABM11E1	0	ABM11
1.51	45	AAP07E1	67.95	AAP07
0.164	45	ACZ36E1	7.38	ACZ36
0.449	45	ADU53E1	20.205000000000002	ADU53
0.466	45	ABB94E1	20.970000000000002	ABB94
2.23	45	AA58E1	100.35	AA58
6.68	45	ABL01E1	300.59999999999997	ABL01
21.5	45	AAV53E1	967.5	AAV53
2.39	45	AAP52E1	107.55000000000001	AAP52
5.04	45	AAW14E1	226.8	AAW14
4.47	45	ABK54E2	201.14999999999998	ABK54
74	45	AIG77E2	3330	AIG77
0	45	C1_EXB0032E1	0	C1_EXB0032
0.0146	45	AHN87E1	0.657	AHN87
12.5	45	AEY30E1	562.5	AEY30
0.0978	45	AGZ06E1	4.401	AGZ06
0.666	45	ABK03E1	29.970000000000002	ABK03
24.5	45	AEL64E1	1102.5	AEL64
0.0249	45	AKD87E1	1.1204999999999998	AKD87
0.556	45	ACP13E1	25.020000000000003	ACP13
2.05	45	ACH20E1	92.24999999999999	ACH20
2.98	45	AGO24E1	134.1	AGO24
21.8	45	AII48E2	981	AII48
3.7	45	AJP39E1	166.5	AJP39
1.4	45	NSAP27E1	62.99999999999999	NSAP27
1.76	45	ADK10E1	79.2	ADK10
1.07	45	ACC03E1	48.150000000000006	ACC03
0.642	45	AAS06E1	28.89	AAS06
6.15	45	ADJ86E1	276.75	ADJ86
8.66	45	ABH56E1	389.7	ABH56
17.6	45	ABJ51E1	792.0000000000001	ABJ51
0.15	45	ACH41E1	6.75	ACH41
0.756	45	AFQ89E2	34.02	AFQ89
11.6	45	AFU69E1	522	AFU69
38.7	45	AIH68E2	1741.5000000000002	AIH68
21	45	AEC23E3	945	AEC23
0.661	45	ACB35E1	29.745	ACB35
0.55	45	AIR09E1	24.750000000000004	AIR09
1.72	45	AEZ01E1	77.4	AEZ01
0.273	45	AEU44E1	12.285	AEU44
4.82	45	AJP51E4	216.9	AJP51
0	45	AAX83E1	0	AAX83
6.04	45	ABK55E1	271.8	ABK55
0.673	45	ABU44E2	30.285000000000004	ABU44
0.016	45	AIZ52E1	0.72	AIZ52
1.69	45	AGP61E1	76.05	AGP61
33.9	45	ADL98E1	1525.5	ADL98
5.35	45	OPAU1E2	240.74999999999997	OPAU1
2.48	45	AFP71E1	111.6	AFP71
0.815	45	ABL67E1	36.675	ABL67
8	45	AAH24E1	360	AAH24
38.8	45	AHN10E2	1745.9999999999998	AHN10
1.95	45	AFU82E1	87.75	AFU82
2.7	45	ACC36E1	121.50000000000001	ACC36
0.585	45	ACJ37E2	26.325	ACJ37
14.6	45	ABP91E2	657	ABP91
15.4	45	ABS27E1	693	ABS27
3.53	45	ADU38E1	158.85	ADU38
1.44	45	AEM26E1	64.8	AEM26
42.9	45	AII81E2	1930.5	AII81
4.51	45	ACS09E1	202.95	ACS09
3.44	45	AJP45E1	154.8	AJP45
4.14	45	OPAU9E2	186.29999999999998	OPAU9
0.297	45	AGO34E1	13.365	AGO34
4.61	45	AHB76E1	207.45000000000002	AHB76
26.7	45	AAA17E1	1201.5	AAA17
58.3	45	ABI43E1	2623.5	ABI43
0.0368	45	AIZ50E1	1.656	AIZ50
0.107	45	AEV21E1	4.8149999999999995	AEV21
0.565	45	NSAP35E1	25.424999999999997	NSAP35
0.725	45	AFI48E1	32.625	AFI48
0.592	45	OPAU64E1	26.639999999999997	OPAU64
8.63	45	AFQ25E1	388.35	AFQ25
0.145	45	ACR95E1	6.5249999999999995	ACR95
0.498	45	AFM27E1	22.41	AFM27
1.72	45	AAE22E1	77.4	AAE22
0.356	45	AAW69E1	16.02	AAW69
0.17	45	AAP03E1	7.65	AAP03
0.541	45	ABL27E1	24.345000000000002	ABL27
11.3	45	ABB18E1	508.50000000000006	ABB18
0.743	45	AAD55E1	33.435	AAD55
0.114	45	AFN31E2	5.13	AFN31
0	45	C1_EXB0045E1	0	C1_EXB0045
0.544	45	OPAU26E1	24.48	OPAU26
38.1	45	AAS24E1	1714.5	AAS24
0.66	45	ABU30E2	29.700000000000003	ABU30
26.2	45	AEX97E1	1179	AEX97
0.0912	45	AGZ71E1	4.104	AGZ71
33	45	AAN52E1	1485	AAN52
0.667	45	AGY88E1	30.015	AGY88
0.843	45	AAB84E3	37.935	AAB84
5.45	45	AGP63E1	245.25	AGP63
12	45	AHE95E1	540	AHE95
3.98	45	ABQ18E2	179.1	ABQ18
0.89	45	AFT08E1	40.05	AFT08
4.94	45	AGO85E1	222.3	AGO85
0.129	45	AEZ47E1	5.805	AEZ47
0.069	45	AAT03E1	3.1050000000000004	AAT03
0.162	45	AAW11E1	7.29	AAW11
3.08	45	AAQ19E1	138.6	AAQ19
3.41	45	AGP26E1	153.45000000000002	AGP26
14.5	45	AGM92E1	652.5	AGM92
0.0213	45	AHN89E1	0.9585	AHN89
22.8	45	ABA94E1	1026	ABA94
0.212	45	AEV28E1	9.54	AEV28
0.167	45	AHI24E1	7.515000000000001	AHI24
0.307	45	OPAU70E1	13.815	OPAU70
0	45	C1_EXB0098E1	0	C1_EXB0098
0.581	45	AKD76E1	26.145	AKD76
7.82	45	ABK09E1	351.90000000000003	ABK09
5.18	45	AAV74E1	233.1	AAV74
1.47	45	ACG52E1	66.15	ACG52
0.12	45	OPAU35E1	5.3999999999999995	OPAU35
1.12	45	AAP82E1	50.400000000000006	AAP82
0.53	45	OPAU13E1	23.85	OPAU13
14.2	45	AII99E1	639	AII99
0.0111	45	AHN81E1	0.4995	AHN81
9.45	45	AFV20E3	425.24999999999994	AFV20
1.7	45	AGO04E1	76.5	AGO04
19.4	45	AHC47E1	872.9999999999999	AHC47
21.7	45	AJP52E3	976.5	AJP52
1.24	45	AAX93E1	55.8	AAX93
3.38	45	AEY22E1	152.1	AEY22
8.64	45	AFM47E1	388.8	AFM47
0.871	45	ACP07E1	39.195	ACP07
0.00955	45	AGI64E1	0.42974999999999997	AGI64
0	17	AD81E2	0	AD81
0.0554	45	AFQ35E1	2.493	AFQ35
4.03	45	AGO21E1	181.35000000000002	AGO21
0.176	45	AAW89E1	7.92	AAW89
0	45	AAT46E1	0	AAT46
0.282	45	AAT39E1	12.69	AAT39
0.106	45	ACX42E2	4.77	ACX42
1.31	45	ADA11E2	58.95	ADA11
15.9	45	ADD87E1	715.5	ADD87
0.291	45	AAC55E2	13.094999999999999	AAC55
0.0323	45	ACD13E1	1.4535	ACD13
0.588	45	ACE28E2	26.459999999999997	ACE28
25	45	AEV73E1	1125	AEV73
41	45	AIH24E2	1845	AIH24
0.308	45	ADC11E1	13.86	ADC11
1.48	45	ADA70E1	66.6	ADA70
11.6	45	AGN66E1	522	AGN66
59	45	AAC94E1	2655	AAC94
6.27	45	ADV83E1	282.15	ADV83
13.2	45	AGM57E1	594	AGM57
6.14	45	AFP35E1	276.3	AFP35
9.41	45	ABA78E1	423.45	ABA78
2.79	45	ADF01E1	125.55	ADF01
0	45	ADU83E1	0	ADU83
3.11	45	AAS17E1	139.95	AAS17
0	45	AAB69E2	0	AAB69
8e-5	45	C1_EXB0097E1	0.0036000000000000003	C1_EXB0097
11.1	45	AAN59E2	499.5	AAN59
1.87	45	AAA11E1	84.15	AAA11
0.264	45	AAH84E1	11.88	AAH84
7.25	45	AEU68E1	326.25	AEU68
0.885	45	ACJ48E1	39.825	ACJ48
0.126	45	ACY27E2	5.67	ACY27
0.116	45	AHN33E1	5.220000000000001	AHN33
10.4	45	AGN57E1	468	AGN57
21.2	45	AFV11E1	954	AFV11
0.258	17	AAT57E2	4.386	AAT57
9.05	45	AIH68E1	407.25000000000006	AIH68
1.96	45	AEX72E1	88.2	AEX72
8.9	45	AGC05E1	400.5	AGC05
0.096	45	AFP49E2	4.32	AFP49
1.17	45	AHE87E1	52.65	AHE87
2.42	45	OPAU44E1	108.89999999999999	OPAU44
18.2	45	AHF13E1	819	AHF13
0.0905	45	AAW42E1	4.0725	AAW42
23.6	45	AFW06E1	1062	AFW06
1.04	45	AGC36E1	46.800000000000004	AGC36
0.0291	45	AHN69E1	1.3095	AHN69
24	45	AGD34E1	1080	AGD34
0	45	C1_EXB0002E1	0	C1_EXB0002
3.73	45	AAU51E1	167.85	AAU51
0.0166	45	C1_EXB0083E1	0.747	C1_EXB0083
0.289	45	AAH83E1	13.004999999999999	AAH83
8.12	45	OPAU37E2	365.4	OPAU37
2.12	45	ADL30E1	95.4	ADL30
53	45	ABO54E1	2385	ABO54
16.2	45	AHI40E1	729	AHI40
7.6	45	AGN60E1	342	AGN60
0.116	45	AAC28E2	5.220000000000001	AAC28
4.32	45	ABT53E1	194.4	ABT53
1.66	45	ACE38E1	74.7	ACE38
1.73	45	ADU61E1	77.85	ADU61
0	45	C1_EXB0047E1	0	C1_EXB0047
0.857	45	AAD56E1	38.565	AAD56
0.683	45	AAH79E1	30.735000000000003	AAH79
2.3	45	AAQ18E3	103.49999999999999	AAQ18
1.77	45	AAP85E1	79.65	AAP85
0.31	45	NSAP21E1	13.95	NSAP21
0.543	45	AEZ11E1	24.435000000000002	AEZ11
2.18	45	AFP47E1	98.10000000000001	AFP47
0.652	45	OPAU15E1	29.34	OPAU15
0.304	45	ACJ38E2	13.68	ACJ38
0.124	45	AFQ79E1	5.58	AFQ79
7.73	45	AGC51E1	347.85	AGC51
2.02	45	ACG33E1	90.9	ACG33
5.58	45	AGN10E1	251.1	AGN10
3.1	45	AAM53E1	139.5	AAM53
0.202	45	OPAU29E1	9.09	OPAU29
29	45	ABQ08E1	1305	ABQ08
0.106	45	AEY28E1	4.77	AEY28
3.08	45	ABC38E1	138.6	ABC38
9.02	45	AGN91E1	405.9	AGN91
125	45	AIG44E2	5625	AIG44
0.77	45	AAM32E1	34.65	AAM32
34.7	45	AHN58E2	1561.5000000000002	AHN58
1.02	45	ACB20E1	45.9	ACB20
7.83	45	AFZ48E1	352.35	AFZ48
6.96	45	ABJ75E1	313.2	ABJ75
8.43	45	AII53E1	379.34999999999997	AII53
19.4	45	AGM46E1	872.9999999999999	AGM46
1.63	45	AEC56E1	73.35	AEC56
0.0634	45	AHN31E1	2.8529999999999998	AHN31
0	45	AHI78E1	0	AHI78
5.59	45	ABQ70E1	251.54999999999998	ABQ70
0	45	AAC79E1	0	AAC79
6.76	45	ADU75E1	304.2	ADU75
5.94	45	AHN24E1	267.3	AHN24
0.0271	45	ACD28E1	1.2195	ACD28
0.772	45	AAW15E1	34.74	AAW15
0.682	45	OPAU14E1	30.69	OPAU14
0.0059	45	C1_EXB0086E1	0.2655	C1_EXB0086
0.0805	45	ACE32E1	3.6225	ACE32
16.5	45	AIR07E1	742.5	AIR07
2.01	45	AAS09E1	90.44999999999999	AAS09
2.18	45	AAD57E1	98.10000000000001	AAD57
27.9	45	AIR17E1	1255.5	AIR17
0	45	AFQ47E2	0	AFQ47
0.151	45	ACZ83E1	6.795	ACZ83
19.3	45	AGH30E1	868.5	AGH30
20.6	45	AFU68E1	927.0000000000001	AFU68
0	45	ACX40E2	0	ACX40
27	45	AIG15E2	1215	AIG15
0.645	45	AFH83E1	29.025000000000002	AFH83
2.04	45	AEL96E1	91.8	AEL96
0.157	45	AIY91E1	7.065	AIY91
8.54	45	BATC19E1	384.29999999999995	BATC19
0.159	45	ACD33E1	7.155	ACD33
16	45	AGD02E1	720	AGD02
1.35	45	ADA70E2	60.75000000000001	ADA70
0.021	45	OPAU1E1	0.9450000000000001	OPAU1
0.205	45	ADU62E1	9.225	ADU62
0.242	45	AEV75E1	10.89	AEV75
