"","preprocessing_id","preprocessing_batch","sequence_id","index_id","reference_species","reference_closenees","reads_pre_fastp","reads_post_fastp","bases_pre_fastp","bases_post_fastp","adapter_trimmed_reads","adapter_trimmed_bases","host_reads","metagenomic_bases","host_bases","bacterial_archaeal_bases","singlem_fraction","nonpareil_coverage","sequence_batch","index_library_molarity","pooling_index","pooling_dilution","pooling_volume","pooling_moles","pooling_adator_library_ratio","sequence_data","sequence_q20","sequence_q30","sequence_gc","library_id","library_batch","sample_id","extraction_id","sequencing_datasets","library_input_volume","library_input_dna","library_input_dna_concentration","library_adaptor_molarity","library_PCR_cycles_required","extraction_batch","extraction_concentration","extraction_volume","extraction_total","sample_type","sample_freshness","sample_freezing","specimen_id","specimen_species","specimen_order","specimen_family","specimen_class","specimen_development","specimen_sex","specimen_length","specimen_weight","capture_id","capture_event_id","capture_place","capture_country","capture_biome","capture_environment","capture_latitude","capture_longitude","host_dup_percent","host_percent","tax_group"
"277","PR00957","PRB0017","EHI00449","AFW01E1L1I1","Peromyscus maniculatus","Same",35867166,35111058,5380074900,5150916765,3362067,129595662,4738672,4405404689,745512076,661033745,0.15,0.9291,"SEB004",2.76,34,1,6.39,17.6,0.04,5.4,97.06,92.54,48.18,"AFW01E1L1","LIB0033","AFW01","AFW01E1","EHI00449",24,38.2,1.59,10,5,"EXB0029",1.59,45,72,"Faecal","< 1 minute","> 28 days","SD02044","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Female",89,22,"SD0204401","MS0056",NA,"Canada","1001805 - Temperate forest",NA,48.807,-123.51,0.169835,0.144733861953601,"Rodents"
"278","PR00958","PRB0017","EHI00452","AFW10E1L1I1","Peromyscus maniculatus","Same",44695414,43650810,6704312100,6277373024,7653077,304952353,15228764,3936902690,2340470334,2339443192,0.59,0.7918,"SEB004",2.88,36,1,6.13,17.6,0.21,6.7,97.14,92.78,48.67,"AFW10E1L1","LIB0033","AFW10","AFW10E1","EHI00452",24,71.3,2.97,20,5,"EXB0029",2.97,45,134,"Faecal","< 1 minute","< 21 days","SD02080","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Male",86,20,"SD0208001","MS0056",NA,"Canada","1001805 - Temperate forest",NA,49.306,-123.144,0.183569,0.372842321947698,"Rodents"
"279","PR00959","PRB0017","EHI00466","AFW12E1L1I1","Peromyscus maniculatus","Same",42661654,41985864,6399248100,6043397214,7770333,262677409,10690054,4410513791,1632883423,2973771895,0.67,0.8151,"SEB004",3.92,46,1,4.5,17.6,0.69,6.4,97.59,93.68,50.27,"AFW12E1L1","LIB0033","AFW12","AFW12E1","EHI00466",24,31.7,1.32,10,6,"EXB0029",1.32,45,59,"Faecal","< 1 minute","< 21 days","SD02081","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Male",NA,19,"SD0208101","MS0056",NA,"Canada","1001805 - Temperate forest",NA,49.306,-123.144,0.193384,0.270192966832843,"Rodents"
"280","PR00960","PRB0017","EHI00471","AFV82E1L1I1","Peromyscus maniculatus","Same",32073998,31555776,4811099700,4559475440,5248404,183248597,4907196,3806156008,753319432,1781653302,0.47,0.8063,"SEB004",4.2,45,1,4.2,17.6,0.21,4.8,97.42,93.35,48.31,"AFV82E1L1","LIB0033","AFV82","AFV82E1","EHI00471",24,43.7,1.82,10,6,"EXB0029",1.82,45,82,"Faecal","< 1 minute","> 28 days","SD02045","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Female",90.5,27.5,"SD0204501","MS0056",NA,"Canada","1001805 - Temperate forest",NA,48.807,-123.51,0.167733,0.165220635994916,"Rodents"
"281","PR00961","PRB0017","EHI00486","AFW06E1L1I1","Peromyscus maniculatus","Same",33625522,33101044,5043828300,4834971550,3913348,144398345,10440466,3208291480,1626680070,2260691229,0.7,0.7413,"SEB004",5.57,35,1,3.17,17.6,0.03,5,97.26,92.88,49.38,"AFW06E1L1","LIB0033","AFW06","AFW06E1","EHI00486",8.5,200,23.6,20,5,"EXB0029",23.6,45,1062,"Faecal","< 1 minute","< 21 days","SD02083","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Female",NA,14,"SD0208301","MS0056",NA,"Canada","1001805 - Temperate forest",NA,49.306,-123.144,0.178006,0.336440463646575,"Rodents"
"282","PR00962","PRB0017","EHI00505","AFV34E1L1I1","Peromyscus maniculatus","Same",40384024,39783642,6057603600,5809582364,4730370,172521258,1614816,5556668347,252914017,3147128513,0.57,0.7384,"SEB004",7.8,32,1,2.26,17.6,0.11,6.1,97.25,92.78,47.54,"AFV34E1L1","LIB0033","AFV34","AFV34E1","EHI00505",4.3,200,46,20,5,"EXB0029",46,45,2070,"Faecal","< 1 minute","> 28 days","SD02051","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Female",88.7,22,"SD0205101","MS0056",NA,"Canada","1001805 - Temperate forest",NA,48.78,-123.145,0.155553,0.0435339411946755,"Rodents"
"283","PR00963","PRB0017","EHI00526","AFV64E1L1I1","Peromyscus maniculatus","Same",41398254,40837718,6209738100,5979370151,4659267,153266547,5037784,5189801914,789568237,2997166167,0.58,0.8319,"SEB004",10.04,33,1,1.76,17.7,0.06,6.2,97.69,93.74,48.55,"AFV64E1L1","LIB0033","AFV64","AFV64E1","EHI00526",24,0,0,2,5,"EXB0029",0,45,0,"Faecal","< 1 minute","> 28 days","SD02046","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Male",75.5,16,"SD0204601","MS0056",NA,"Canada","1001805 - Temperate forest",NA,48.807,-123.51,0.150505,0.132048730394781,"Rodents"
"284","PR00964","PRB0017","EHI00543","AFV44E1L1I1","Peromyscus maniculatus","Same",53694320,52964204,8054148000,7660254597,8301325,300299320,1098750,7496913035,163341562,3654124363,0.49,0.9263,"SEB004",15.34,16,1,1.15,17.6,0.09,8.1,97.39,93.19,48.65,"AFV44E1L1","LIB0033","AFV44","AFV44E1","EHI00543",24,115.2,4.8,20,4,"EXB0029",4.8,45,216,"Faecal","< 1 minute","> 28 days","SD02052","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Male",103.1,28,"SD0205201","MS0056",NA,"Canada","1001805 - Temperate forest",NA,48.78,-123.145,0.146634,0.0213232549821477,"Rodents"
"285","PR00965","PRB0017","EHI00544","AFV96E1L1I1","Peromyscus maniculatus","Same",55493004,54533488,8323950600,7817767707,10473789,384338123,2315146,7470861360,346906347,4381994807,0.59,0.8483,"SEB004",15.83,7,1,1.11,17.6,0.02,8.3,97.77,94.04,49.53,"AFV96E1L1","LIB0033","AFV96","AFV96E1","EHI00544",22,200,9.09,20,3,"EXB0029",9.09,45,409,"Faecal","< 1 minute","> 28 days","SD02047","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Female",83,24,"SD0204701","MS0056",NA,"Canada","1001805 - Temperate forest",NA,48.807,-123.51,0.170367,0.0443740924521691,"Rodents"
"286","PR00966","PRB0017","EHI00548","AFW08E1L1I1","Peromyscus maniculatus","Same",49619614,48910324,7442942100,7094014892,7107766,259574709,646258,6996120838,97894054,4729079124,0.68,0.8054,"SEB004",17.46,8,1,1.01,17.6,0.05,7.4,97.45,93.33,52.85,"AFW08E1L1","LIB0033","AFW08","AFW08E1","EHI00548",7.7,200,25.9,20,3,"EXB0029",25.9,45,1166,"Faecal","< 1 minute","< 21 days","SD02079","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Male",83.6,21,"SD0207901","MS0056",NA,"Canada","1001805 - Temperate forest",NA,49.306,-123.144,0.161295,0.0137995275581387,"Rodents"
"287","PR00967","PRB0017","EHI00550","AFV67E1L1I1","Peromyscus maniculatus","Same",34107600,33622154,5116140000,4829064452,6322360,229085154,2545912,4450362659,378701793,2986258991,0.67,0.8058,"SEB004",17.95,17,4,3.93,17.6,0.04,5.1,97.89,94.22,53.98,"AFV67E1L1","LIB0033","AFV67","AFV67E1","EHI00550",13.3,200,15,20,4,"EXB0029",15,45,675,"Faecal","< 1 minute","< 21 days","SD02082","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Male",NA,19,"SD0208201","MS0056",NA,"Canada","1001805 - Temperate forest",NA,49.306,-123.144,0.164856,0.0784213581666232,"Rodents"
"288","PR00968","PRB0017","EHI00551","AFW84E1L1I1","Peromyscus maniculatus","Same",29453930,28979016,4418089500,4189383651,4832981,170769881,10803242,2549069771,1640313880,1676911683,0.66,0.7648,"SEB004",18.16,18,4,3.89,17.7,0.01,4.4,97.51,93.43,47.7,"AFW84E1L1","LIB0033","AFW84","AFW84E1","EHI00551",24,169,7.04,20,4,"EXB0029",7.04,45,317,"Faecal","< 1 minute","< 21 days","SD02078","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Female",87.5,18.5,"SD0207801","MS0056",NA,"Canada","1001805 - Temperate forest",NA,49.306,-123.144,0.164729,0.391540621878462,"Rodents"
"289","PR00969","PRB0017","EHI00562","AFV78E1L1I1","Peromyscus maniculatus","Same",63244638,62397236,9486695700,8922270134,12577317,459675278,4535954,8249254911,673015223,5092331881,0.62,0.7998,"SEB004",21.61,6,4,3.27,17.7,0.01,9.5,97.68,93.79,51.06,"AFV78E1L1","LIB0033","AFV78","AFV78E1","EHI00562",24,188.9,7.87,20,3,"EXB0029",7.87,45,354,"Faecal","< 1 minute","> 28 days","SD02048","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Male",73,17,"SD0204801","MS0056",NA,"Canada","1001805 - Temperate forest",NA,48.807,-123.51,0.154305,0.0754309399841357,"Rodents"
"290","PR00970","PRB0017","EHI00614","AFV24E1L1I1","Peromyscus maniculatus","Same",57274462,49816842,8591169300,6799642709,22719705,1136404184,16931538,4516680540,2282962169,2915177831,0.65,0.933,"SEB005",5.24,256,1,3.37,17.7,0.86,8.6,97.19,93.02,49.38,"AFV24E1L1","LIB0033","AFV24","AFV24E1","EHI00614",24,91.7,3.82,20,5,"EXB0029",3.82,45,172,"Faecal","< 1 minute","> 28 days","SD02050","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Female",83,19,"SD0205001","MS0056",NA,"Canada","1001805 - Temperate forest",NA,48.809,-123.462,0.457483,0.335747371840328,"Rodents"
"291","PR00971","PRB0018","EHI00304","ADF30E1L1I2","Muscardinus avellanarius","Same",45518490,33492926,6827773500,4669057858,20073772,1120291916,19631320,1839763976,2829293882,803366364,0.44,0.8041,"SEB002",10.43,90,1,1.69,17.6,1.54,6.8,95.72,90.09,49.92,"ADF30E1L1","LIB0017","ADF30","ADF30E1","EHI00304",24,4.5,0.19,20,19,"EXB0011",0.19,45,8,"Faecal","< 6 hours","< 1 day","SD00701","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",11,12,"SD0070101","MS0022",NA,"Italy","1000221 - Temperate woodland","on a Cornelian cherry",43.268,11.1,0.479634,0.60596676418397,"Rodents"
"292","PR00972","PRB0018","EHI00311","ADF10E1L1I2","Muscardinus avellanarius","Same",39838596,31313910,5975789400,3925276897,23170444,1282331968,1721514,3700136400,225140497,400439687,0.11,0.7395,"SEB002",11.86,89,1,1.49,17.7,0.68,6,95.6,90.17,49.5,"ADF10E1L1","LIB0017","ADF10","ADF10E1","EHI00311",24,32.2,1.34,20,19,"EXB0011",1.34,45,60,"Faecal","< 3 hours","< 1 day","SD00705","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",11,14.5,"SD0070501","MS0022",NA,"Italy","1000221 - Temperate woodland","on an oak tree",43.258,11.089,0.41377,0.057356589842635,"Rodents"
"293","PR00973","PRB0018","EHI00316","ADF01E1L1I2","Muscardinus avellanarius","Same",47631248,46563210,7144687200,6841986097,4513616,145204476,44575816,0,6841986097,0,0,0.528,"SEB002",12.41,76,1,1.42,17.6,0.07,7.1,95.93,90,41.72,"ADF01E1L1","LIB0017","ADF01","ADF01E1","EHI00316",24,67,2.79,20,13,"EXB0011",2.79,45,126,"Faecal","< 10 minutes","< 1 day","SD00703","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",12,19,"SD0070301","MS0022",NA,"Italy","1000221 - Temperate woodland","in a brumble bush",43.258,11.09,0.221211,1,"Rodents"
"294","PR00974","PRB0018","EHI00326","ADF33E1L1I2","Muscardinus avellanarius","Same",38254788,31694990,5738218200,4147083011,18683894,999730553,2492562,3806486514,340596497,122983588,0.03,0.7418,"SEB002",15.31,88,1,1.15,17.6,0.35,5.7,95.68,90.37,47.4,"ADF33E1L1","LIB0017","ADF33","ADF33E1","EHI00326",24,29.3,1.22,20,19,"EXB0011",1.22,45,55,"Faecal","< 6 hours","< 1 day","SD00699","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",11,13,"SD0069901","MS0022",NA,"Italy","1000221 - Temperate woodland","on an oak tree",43.258,11.089,0.369129,0.0821291727454163,"Rodents"
"295","PR00975","PRB0018","EHI00347","ADF26E1L1I2","Muscardinus avellanarius","Same",6974456,6648892,1046168400,952796922,1359075,51373544,6113936,0,952796922,0,0,0,"SEB002",129.25,91,4,0.55,17.8,0.03,1,96.2,90.9,44.29,"ADF26E1L1","LIB0017","ADF26","ADF26E1","EHI00347",24,49,2.04,20,19,"EXB0011",2.04,45,92,"Faecal","< 6 hours","< 1 day","SD00706","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",12,15.5,"SD0070601","MS0022",NA,"Italy","1000221 - Temperate woodland","on a manna ash",43.249,11.092,0.209398,1,"Rodents"
"296","PR00976","PRB0018","EHI00444","AGF18E1L1I1","Muscardinus avellanarius","Same",27664592,26807580,4149688800,3856528021,4673110,183733972,26149742,0,3856528021,0,0,0,"SEB004",2.4,143,1,7.35,17.6,0.25,4.1,96.65,91.9,43.84,"AGF18E1L1","LIB0034","AGF18","AGF18E1","EHI00444",24,12,0.5,10,7,"EXB0030",0.5,45,23,"Faecal","< 1 minute","< 1 day","SD02400","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Sub-adult","Female",NA,18,"SD0240001","MS0059",NA,"France","1001805 - Temperate forest","public forest",49.942,1.424,0.159597,1,"Rodents"
"297","PR00977","PRB0018","EHI00468","AGH38E1L1I1","Muscardinus avellanarius","Same",31716972,26537236,4757545800,3323626076,17082871,936709020,21343834,0,3323626076,0,0,0.469,"SEB004",3.97,144,1,4.45,17.7,0.2,4.8,95.96,91.39,47.89,"AGH38E1L1","LIB0034","AGH38","AGH38E1","EHI00468",24,13.2,0.55,10,7,"EXB0030",0.55,45,25,"Faecal","< 10 minutes","< 1 day","SD02410","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",16,17,"SD0241001","MS0061",NA,"United Kingdom","1000197 - Broadleaf forest","Coppiced woodland, surrounded by farmland",46.552,1.323,0.141201,1,"Rodents"
"298","PR00978","PRB0018","EHI00495","ABZ58E1L1I1","Muscardinus avellanarius","Same",37986548,36841460,5697982200,5269949251,7069604,284883549,35494996,0,5269949251,0,0,0,"SEB004",6.59,132,1,2.68,17.7,0.09,5.7,96.72,92,44.05,"ABZ58E1L1","LIB0034","ABZ58","ABZ58E1","EHI00495",24,29.3,1.22,10,6,"EXB0030",1.22,45,55,"Faecal","< 10 minutes","< 1 day","SD00667","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",16.5,14.75,"SD0066701","MS0019",NA,"Belgium","1000221 - Temperate woodland","shrubs at the edge of broadleaf forest and meadow/field",50.76,5.882,0.184056,1,"Rodents"
"299","PR00979","PRB0018","EHI00513","AGH23E1L1I1","Muscardinus avellanarius","Same",38072868,37137428,5710930200,5362025837,5820928,227685063,32338732,0,5362025837,0,0,0.5458,"SEB004",8.75,127,1,2.02,17.7,0.53,5.7,96.9,92.27,42.5,"AGH23E1L1","LIB0034","AGH23","AGH23E1","EHI00513",24,42.7,1.78,10,5,"EXB0030",1.78,45,80,"Faecal","< 1 minute","< 1 day","SD02416","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",16,19.5,"SD0241601","MS0061",NA,"United Kingdom","1000197 - Broadleaf forest","Coppiced woodland, surrounded by farmland",46.552,1.323,0.160721,1,"Rodents"
"300","PR00980","PRB0018","EHI00517","AGF24E1L1I1","Muscardinus avellanarius","Same",20125582,19320268,3018837300,2784834071,3151442,130878767,18774672,0,2784834071,0,0,0,"SEB004",9.22,134,1,1.91,17.6,0.17,3,96.36,91.66,43.57,"AGF24E1L1","LIB0034","AGF24","AGF24E1","EHI00517",24,37.9,1.58,10,6,"EXB0030",1.58,45,71,"Faecal","< 1 minute","< 1 day","SD02403","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",NA,18.5,"SD0240301","MS0059",NA,"France","1000215 - Temperate shrubland","private ",48.815,-0.38,0.147471,1,"Rodents"
"301","PR00981","PRB0018","EHI00640","ACX42E1L2I1","Muscardinus avellanarius","Same",45009962,44051152,6751494300,6454097985,4990196,161090684,35506960,764164071,5689933914,255303418,0.33,0.5962,"SEB005",8.96,239,1,1.97,17.6,0.07,6.8,96.76,91.96,43.55,"ACX42E1L2","LIB0035","ACX42","ACX42E1","EHI00640",18.3,8.5,0.46,5,11,"EXB0014",0.46,45,21,"Faecal","< 10 minutes","< 7 days","SD01619","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Female",NA,21,"SD0161901","MS0009",NA,"Denmark","1000221 - Temperate woodland","Mosaic forest",55.123,10.272,0.269885,0.881600175148255,"Rodents"
"302","PR00982","PRB0018","EHI00647","ACX40E1L2I1","Muscardinus avellanarius","Same",40500328,38117730,6075049200,5423668134,8495017,355467850,30999796,706723808,4716944326,189842026,0.27,0.7982,"SEB005",9.71,257,1,1.82,17.7,0.11,6.1,96.26,91.58,43.96,"ACX40E1L2","LIB0035","ACX40","ACX40E1","EHI00647",13.8,2.8,0.21,5,14,"EXB0014",0.21,45,9,"Faecal","< 10 minutes","< 7 days","SD01618","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",NA,18,"SD0161801","MS0009",NA,"Denmark","1000221 - Temperate woodland","Mosaic forest",55.123,10.272,0.597565,0.869696340089528,"Rodents"
"303","PR00983","PRB0018","EHI00649","AGH20E1L1I1","Muscardinus avellanarius","Same",29884198,29010158,4482629700,4169616313,5140535,204648276,25016108,0,4169616313,0,0,0.5229,"SEB005",10.21,171,1,1.73,17.7,0.18,4.5,96.69,91.85,42.43,"AGH20E1L1","LIB0034","AGH20","AGH20E1","EHI00649",24,5.8,0.24,5,8,"EXB0030",0.24,45,11,"Faecal","< 1 minute","< 1 day","SD02421","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Female",17,25,"SD0242101","MS0061",NA,"United Kingdom","1000197 - Broadleaf forest","Coppiced woodland, surrounded by farmland",46.552,1.323,0.172035,1,"Rodents"
"304","PR00984","PRB0018","EHI00650","ABZ56E1L1I1","Muscardinus avellanarius","Same",46735278,39939500,7010291700,5171813035,23097183,1232681114,18200976,2630839611,2540973424,699977721,0.27,0.7816,"SEB005",10.56,255,1,1.67,17.6,0.07,7,96.35,91.73,49.96,"ABZ56E1L1","LIB0034","ABZ56","ABZ56E1","EHI00650",24,1.4,0.06,5,14,"EXB0030",0.06,45,3,"Faecal","< 10 minutes","< 3 days","SD00666","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",17,17,"SD0066601","MS0019",NA,"Belgium","1000221 - Temperate woodland","shrubs at the edge of broadleaf forest and meadow/field",50.781,5.823,0.583062,0.49131192616672,"Rodents"
"305","PR00985","PRB0018","EHI00658","ACX32E1L2I1","Muscardinus avellanarius","Same",43845280,42846992,6576792000,6174464927,7080953,272250522,36319680,0,6174464927,0,0,0.5492,"SEB005",12.29,174,1,1.44,17.7,0.14,6.6,96.73,91.91,42.09,"ACX32E1L2","LIB0035","ACX32","ACX32E1","EHI00658",17.8,66.8,3.75,20,8,"EXB0014",3.75,45,169,"Faecal","< 1 minute","< 7 days","SD01627","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Nursing","Female",NA,21,"SD0162701","MS0009",NA,"Denmark","1000221 - Temperate woodland","Mosaic forest",55.126,10.273,0.178565,1,"Rodents"
"306","PR00986","PRB0018","EHI00661","AGF26E1L1I1","Muscardinus avellanarius","Same",33603458,26992652,5040518700,3291557436,20565712,1161401454,21427032,0,3291557436,0,0,0.9567,"SEB005",16.05,282,1,1.1,17.7,0.11,5,95.23,90.23,47.6,"AGF26E1L1","LIB0034","AGF26","AGF26E1","EHI00661",24,17.5,0.73,10,30,"EXB0030",0.73,45,33,"Faecal","< 10 minutes","< 1 day","SD02404","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Female",NA,17.5,"SD0240401","MS0059",NA,"France","1000215 - Temperate shrubland","private ",48.815,-0.38,0.831693,1,"Rodents"
"307","PR00987","PRB0018","EHI00664","AGH37E1L1I1","Muscardinus avellanarius","Same",58548896,56362938,8782334400,8083526091,10184241,420539286,45274656,1020231105,7063294986,33144648,0.03,0.7455,"SEB005",32.18,262,4,2.19,17.6,0.02,8.8,96.71,92.1,44.1,"AGH37E1L1","LIB0034","AGH37","AGH37E1","EHI00664",24,16.1,0.67,10,16,"EXB0030",0.67,45,30,"Faecal","< 10 minutes","< 1 day","SD02411","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Female",16.5,19.5,"SD0241101","MS0061",NA,"United Kingdom","1000197 - Broadleaf forest","Coppiced woodland, surrounded by farmland",46.552,1.323,0.400625,0.873788852350474,"Rodents"
"308","PR00988","PRB0018","EHI00614","AFV24E1L1I1","Muscardinus avellanarius","Other",57274462,49816842,8591169300,6799642709,22719705,1136404184,170918,6775286550,24356159,2914714154,0.43,0,"SEB005",5.24,256,1,3.37,17.7,0.86,8.6,97.19,93.02,49.38,"AFV24E1L1","LIB0033","AFV24","AFV24E1","EHI00614",24,91.7,3.82,20,5,"EXB0029",3.82,45,172,"Faecal","< 1 minute","> 28 days","SD02050","Peromyscus maniculatus","Rodentia","Cricetidae","Mammalia","Adult","Female",83,19,"SD0205001","MS0056",NA,"Canada","1001805 - Temperate forest",NA,48.809,-123.462,0.457483,0.00358197629527831,"Rodents"
"309","PR00989","PRB0018","EHI00240","AAT07E2L2I1","Muscardinus avellanarius","Other",38781384,37181238,5817207600,5393938514,6665474,259819851,90978,5370141395,23797119,725016360,0.14,0.935,"SEB002",2.77,40,1,6.37,17.6,1.02,5.8,96.91,91.88,44.44,"AAT07E2L2","LIB0028","AAT07","AAT07E2","EHI00240",5,0.8,0.16,10,15,"EXB0016",0.16,45,7,"Anal/cloacal swab","< 1 minute","< 1 day","SD01129","Acrocephalus scirpaceus","Passeriformes","Acrocephalidae","Aves","Juvenile","Unknown",64,9.7,"SD0112901","MS0029","Donostia","Spain","00000035 - Marshland","Coastal marshland",43.352,-1.812,0.62226,0.00441182615230679,"Birds"
"310","PR00990","PRB0019","EHI00494","AGH43E1L1I1","Apodemus sylvaticus","Other",43433994,38927544,6515099100,5628879656,6193089,240520633,14832452,3330371852,2298507804,2189263816,0.66,0.8738,"SEB004",6.48,145,1,2.72,17.6,0.11,6.5,95.19,90.52,45.59,"AGH43E1L1","LIB0034","AGH43","AGH43E1","EHI00494",24,0.2,0.01,5,7,"EXB0030",0.01,45,1,"Faecal","< 10 minutes","< 1 day","SD02409","Apodemus flavicollis","Rodentia","Muridae","Mammalia","Adult","Female",NA,37.5,"SD0240901","MS0061",NA,"United Kingdom","1000197 - Broadleaf forest","Coppiced woodland, surrounded by farmland",46.552,1.323,0.175424,0.408341969356184,"Rodents"
"311","PR00991","PRB0019","EHI00561","AGH24E1L1I1","Apodemus sylvaticus","Other",39624184,38303112,5943627600,5477339321,7722441,280729532,5129970,4691209870,786129451,3061409795,0.65,0.8805,"SEB004",21.52,121,4,3.28,17.6,0.04,5.9,97.21,93.31,47.83,"AGH24E1L1","LIB0034","AGH24","AGH24E1","EHI00561",24,147.6,6.15,20,4,"EXB0030",6.15,45,277,"Faecal","< 10 minutes","< 1 day","SD02417","Apodemus flavicollis","Rodentia","Muridae","Mammalia","Adult","Female",25,29.5,"SD0241701","MS0061",NA,"United Kingdom","1000197 - Broadleaf forest","Coppiced woodland, surrounded by farmland",46.552,1.323,0.153688,0.143523963904518,"Rodents"
"312","PR00992","PRB0019","EHI00565","AGH22E1L1I1","Apodemus sylvaticus","Other",28673296,28071944,4300994400,4022685156,5202678,210741448,3784780,3450630216,572054940,2404203193,0.7,0.8155,"SEB004",23.82,120,4,2.96,17.6,0.07,4.3,97.46,93.31,47.61,"AGH22E1L1","LIB0034","AGH22","AGH22E1","EHI00565",12.3,200,16.3,20,4,"EXB0030",16.3,45,734,"Faecal","< 1 minute","< 1 day","SD02420","Apodemus flavicollis","Rodentia","Muridae","Mammalia","Adult","Female",23,37,"SD0242001","MS0061",NA,"United Kingdom","1000197 - Broadleaf forest","Coppiced woodland, surrounded by farmland",46.552,1.323,0.124913,0.142207236662993,"Rodents"
"313","PR00993","PRB0019","EHI00638","ABZ64E1L1I1","Apodemus sylvaticus","Other",27951098,25251932,4192664700,3150431336,15893099,791227916,3912240,2639976157,510455179,1496453164,0.57,0.6947,"SEB005",8.69,225,1,2.03,17.6,0.09,4.2,97.01,92.77,51,"ABZ64E1L1","LIB0034","ABZ64","ABZ64E1","EHI00638",24,4.3,0.18,5,10,"EXB0030",0.18,45,8,"Faecal","< 10 minutes","< 1 day","SD00668","Apodemus flavicollis","Rodentia","Muridae","Mammalia","Adult","Male",NA,43,"SD0066801","MS0019",NA,"Belgium","1000221 - Temperate woodland","shrubs at the edge of broadleaf forest and meadow/field",50.759,5.879,0.151243,0.16202707647268,"Rodents"
