sequence_id	sequence_data	sequence_q20	sequence_q30	sequence_gc	index_id
EHI02622	4.7889243	98.4	95.62	45.47	AGP08E1L1I1
EHI00604	5.5	96.35	91.49	42.26	OPAU45E2L1I1
EHI02643	7.2177375	98.29	95.41	49.08	AGO33E1L1I1
EHI00768	8.1250482	96.96	92.32	45.33	AFU76E1L1I1
EHI01287	3.0574407	96.78	91.67	37.39	AGC12E1L1I1
EHI00811	7.0670388	97.39	92.96	43.44	ACD99E1L1I1
EHI00715	5.4451149	96.69	91.77	43.51	AFM55E1L1I1
EHI02127	NA	NA	NA	NA	AGI41E2L1I1
EHI02348	4.7121906	97.46	93.37	45.45	AFI30E1L1I1
EHI02189	NA	NA	NA	NA	ABM39E1L1I1
EHI02287	NA	NA	NA	NA	ABQ90E1L1I1
EHI01174	5.0702445	96.76	92.46	44.93	AEA58E1L1I1
EHI00832	6.8935341	96.78	92.13	44.02	ACD85E1L1I1
EHI00565	4.3	97.46	93.31	47.61	AGH22E1L1I1
EHI01657	7.5032199	95.94	91.36	45.71	AIH81E1L1I1
EHI01319	4.489737	96.72	91.8	39.44	AGC50E1L1I1
EHI02201	NA	NA	NA	NA	AHB76E1L1I1
EHI00722	7.776744	96.69	91.66	43.12	AFM89E1L1I1
EHI01859	4.2593757	98.39	95.5	46.22	AFU95E1L2I1
EHI00148	3.3	94.62	87.78	42.97	AAS05E2L1I1
EHI00945	4.5230376	96.73	91.69	44.39	ABD45E1L1I1
EHI00118	4.4	95.37	88.65	42.61	ABL57E1L1I1
EHI02653	NA	NA	NA	NA	NA
EHI02389	2.1156468	97.2	93.09	45.19	AHE86E1L1I1
EHI01616	3.4839321	96.27	90.93	44.31	AGO80E1L1I1
EHI01404	7.5923637	96.9	91.94	33	AGY89E1L1I1
EHI01484	1.7998779	96.87	92.05	46.98	ACH20E1L1I1
EHI02562	5.4598857	96.66	91.83	48.71	AHO07E1L1I1
EHI02178	NA	NA	NA	NA	AHC85E1L1I1
EHI00328	15.9	96.47	90.89	41.38	ABW34E1L1I2
EHI00369	3.67	96.89	91.8	49.11	AFW26E1L1I1
EHI02365	5.3835483	97.25	92.88	45.28	ABD42E1L1I1
EHI01667	5.3665398	96.38	93.42	41.02	ACJ47E1L1I1
EHI00474	3.4	97.55	93.36	39.98	OPAU28E1L1I1
EHI00301	3.8	96.37	90.85	46.58	AFN23E1L1I1
EHI00520	7.8	97.09	92.62	44.39	ADM56E1L1I1
EHI00600	7.2	96.37	91.58	49.1	AGF90E1L1I1
EHI01415	3.4587072	96.96	91.9	39.88	AA17E1L1I1
EHI00962	2.7618759	97.54	93.25	49.54	ACD55E1L1I1
EHI00303	4.6	96.79	91.86	50.69	BATA07E1L1I2
EHI00840	8.9440113	96.68	92.13	48.31	ACE33E1L1I1
EHI02326	NA	NA	NA	NA	NA
EHI01785	3.9939495	97.02	92.4	45.67	AGI49E1L1I1
EHI01860	5.3139723	98.2	95.13	47.06	AFV05E1L2I1
EHI02578	4.9103751	98.54	95.92	43.78	AGO22E1L1I1
EHI00991	3.4131798	97.66	93.37	43.29	ACD33E1L1I1
EHI01035	6.7891035	96.98	91.96	40.41	ABO04E1L1I1
EHI01630	2.5738611	96.22	91.14	44.87	AAP70E1L1I1
EHI02369	5.727525	97.4	93.11	40.8	ADJ04E1L1I1
EHI02294	NA	NA	NA	NA	AHB98E1L1I1
EHI00804	5.902746	96.65	91.64	41.02	OPAU16E1L1I1
EHI01478	14.6338707	96.33	91.19	51.12	AAV76E1L1I1
EHI01801	9.4655061	95.76	90.36	43.19	AIJ37E1L1I1
EHI00792	7.599294	97	92.45	46.67	AAH01E1L1I1
EHI02181	NA	NA	NA	NA	AHC92E1L1I1
EHI01829	NA	NA	NA	NA	AFP13E1L1I1
EHI01436	2.1683202	96.07	91	51.87	AAP17E1L1I1
EHI00880	4.1944293	96.8	92.3	49.6	ABZ41E1L1I1
EHI02218	NA	NA	NA	NA	AHC10E1L1I1
EHI02361	2.6369394	97.57	93.53	43.94	ADJ72E1L1I1
EHI01146	4.3822716	97.13	92.99	45.86	AIG09E1L1I1
EHI01081	7.0087932	97.34	92.56	47.73	ACX55E1L1I1
EHI00634	11.8	96.3	91.69	45.52	OPAU46E1L1I1
EHI02253	NA	NA	NA	NA	AAB17E1L1I1
EHI01618	3.08301	96.28	91.19	42.25	AAP86E1L1I1
EHI00742	5.6973135	96.84	91.99	43.4	AEV83E1L1I1
EHI01241	9.3003975	97.52	93.56	44.6	AAW21E1L1I1
EHI00563	9.4	97.51	93.28	40.55	AA92E1L1I1
EHI01526	4.969779	96.51	91.58	47.25	AAA66E1L1I1
EHI00956	5.2452516	96.7	91.59	41.1	ABS27E1L1I1
EHI00513	5.7	96.9	92.27	42.5	AGH23E1L1I1
EHI01824	NA	NA	NA	NA	AIJ53E1L1I1
EHI02543	4.6293015	96.84	92.03	49.47	AHO90E1L1I1
EHI01634	17.3156364	96.34	91.53	44.89	AIG04E1L1I1
EHI02037	5.6326797	96.36	91.19	48.05	ABC33E1L1I1
EHI01200	4.4390292	96.73	91.62	42.14	AAE13E1L1I1
EHI00910	4.7792679	96.73	91.52	42.65	ABQ29E1L1I1
EHI00153	3.4	94.71	87.91	49.11	AAV39E1L1I1
EHI01289	5.8995789	96.79	91.86	43.13	AGC32E1L1I1
EHI00616	6.9	96.08	91.2	47.52	ABG57E2L3I1
EHI02524	2.5169538	97.15	92.82	45.03	AFI36E1L1I1
EHI00891	5.1232239	96.92	91.81	40.15	AA91E1L1I1
EHI00383	13.63	95.96	90.55	44.5	ADU72E1L1I1
EHI00003	4	94.81	87.84	44.17	ABI47E1L1I1
EHI01422	3.5743566	96.2	91.24	44.22	ADE05E1L1I1
EHI02559	5.4687108	97.04	92.53	48.83	AHN77E1L1I1
EHI01016	3.3761394	97.23	92.76	49.87	ACD01E1L1I1
EHI02634	5.9963679	98.4	95.64	41.78	AGP07E1L1I1
EHI02076	NA	NA	NA	NA	AHU97E1L1I1
EHI02244	NA	NA	NA	NA	AAN10E1L1I1
EHI00406	3.39	96.64	91.25	49.54	AEL64E1L1I1
EHI00063	3	94.51	87.53	44.9	AAB85E2L1I2
EHI00287	5.3	97.03	92.09	45.72	ABH56E1L2I1
EHI01279	5.763258	96.94	92.61	57.19	AGZ31E1L1I1
EHI00580	5.7	96.94	92.22	43.57	ACO91E1L2I1
EHI02116	NA	NA	NA	NA	ABE10E2L1I1
EHI00866	4.5247173	97.81	94.08	61.7	ACE14E1L1I1
EHI00310	3.7	96.9	91.95	52.17	BATC02E1L1I2
EHI00602	6	96.97	92.56	44.85	ADK31E2L3I1
EHI01243	20.8559409	97.43	93.53	44.72	AAW15E1L1I1
EHI02589	4.3657032	98.48	95.87	43.38	AGO37E1L1I1
EHI00146	2	95.03	88.19	42.07	AAB84E2L1I1
EHI00331	7.9	96.08	90.11	40.62	AAL73E1L1I2
EHI01601	2.7780663	96.49	91.42	49.44	AEU64E1L1I1
EHI00682	1.5961296	96.81	91.83	44.55	AEX14E1L1I1
EHI02135	NA	NA	NA	NA	C1_EXB0076E3L1I1
EHI01658	15.585597	95.48	90.53	46.59	AIF53E1L1I1
EHI02003	4.89729	96.95	92.29	47.02	AAA74E1L1I1
EHI01098	3.1728006	97.19	93.03	46.77	AIF97E1L1I1
EHI00514	8.6	97.48	93.16	42.03	ADK06E1L1I1
EHI01455	4.978401	95.76	90.48	46.92	AAA52E1L1I1
EHI00344	0.5	95.41	88.96	40.59	ACJ39E1L1I1
EHI00463	5.6	97.07	92.43	40.52	AA58E1L1I1
EHI02662	17.5627866	98.1	94.9	52.66	AHO29E1L1I1
EHI02581	4.9197375	98.16	95.24	42.95	AGO20E1L1I1
EHI01800	7.3200294	96.32	91.32	41.23	AIH04E1L1I1
EHI01389	5.9595642	97.39	93.39	51.22	AEC30E1L1I1
EHI00796	2.4159822	96.39	91.65	42.3	AGG18E1L1I1
EHI01288	2.0696943	97.11	92.43	39.87	AGD39E1L1I1
EHI00464	8.1	96.89	92.29	44.65	ADL33E1L1I1
EHI00886	0.4304391	95.29	89.32	55.03	ACD47E1L1I1
EHI01599	3.8024442	96.29	90.84	41.17	AEU94E1L1I1
EHI00258	4	96.55	91.21	48.49	ABC73E1L1I1
EHI01257	8.4924	96.34	91.66	50.23	AED56E1L1I1
EHI01823	NA	NA	NA	NA	AII42E1L1I1
EHI01554	3.6328491	96.06	91.21	48.08	AAV49E1L1I1
EHI01148	5.1404565	97.22	93.01	45.13	AIH68E1L1I1
EHI00292	4.3	97.07	92.67	57.68	BATB03E1L1I2
EHI02254	NA	NA	NA	NA	ABA13E1L1I1
EHI02103	NA	NA	NA	NA	AGZ59E2L1I1
EHI00409	3.49	96.7	91.31	40.13	AA83E1L1I1
EHI02452	3.1959441	95.52	89.91	43.99	AAH16E1L1I1
EHI01306	8.1196485	97	92.22	40.51	AGC06E1L1I1
EHI01545	6.1354608	96.78	92.18	48.2	AAW37E1L1I1
EHI01175	4.749171	97.13	92.88	45.31	AEA48E1L1I1
EHI01647	12.173835	96.64	91.83	39.13	AIF81E1L1I1
EHI02698	12.3279519	97.81	94.58	46.23	AKD81E1L1I1
EHI00703	4.4976696	96.66	91.83	45.82	AEY25E1L1I1
EHI01164	4.5201462	97.12	92.61	43.09	AAD51E1L1I1
EHI00314	4.4	96.77	91.72	52.52	BATC07E1L1I2
EHI02118	NA	NA	NA	NA	ACB61E2L1I1
EHI00786	4.1708151	96.47	91.39	40.38	AGG07E1L1I1
EHI01228	4.0623696	96.76	91.62	40.43	AAE16E1L1I1
EHI01191	2.6923638	96.69	91.93	43.6	AIJ24E1L1I1
EHI01186	3.150765	95.81	90.31	43.6	AIJ09E1L1I1
EHI01294	4.0273281	97.25	92.58	42.81	AGD15E1L1I1
EHI02099	NA	NA	NA	NA	AGZ59E3L1I1
EHI01217	3.2654595	97.17	92.59	44.2	AAE18E1L1I1
EHI02057	NA	NA	NA	NA	AFT18E1L1I1
EHI00378	3.63	96.62	91.36	49.77	AFW30E1L1I1
EHI01507	5.795334	96.15	91.07	50.08	ABA36E1L1I1
EHI02174	NA	NA	NA	NA	AHC59E1L1I1
EHI02114	NA	NA	NA	NA	ABD27E2L1I1
EHI00845	8.0009166	96.34	91.62	48.98	ACD17E1L1I1
EHI01820	NA	NA	NA	NA	AII64E1L1I1
EHI01277	3.6437259	96.98	92.13	39.77	AGJ41E1L1I1
EHI00635	12.3	96.75	91.9	42.3	OPAU13E2L1I1
EHI00980	5.2298877	97.09	92.06	41.53	ABQ03E1L1I1
EHI00917	3.7508829	97.58	93.5	55.94	ACD97E1L1I1
EHI01143	4.464312	97.06	92.46	41.36	AIG26E1L1I1
EHI02495	2.7705987	96.97	92.38	43.05	AAD55E1L1I1
EHI00575	10.6	96.6	91.82	42.76	OPAU3E2L1I1
EHI01161	6.3751014	97.42	93.23	43.01	AAD41E1L1I1
EHI01135	6.5025804	97.14	92.86	44.82	AIF57E1L1I1
EHI01831	NA	NA	NA	NA	ABC08E1L2I1
EHI01412	4.8832977	97.01	92.63	44.45	AGZ69E1L1I1
EHI00822	8.7439317	97.37	92.97	46.42	ACD04E1L1I1
EHI02477	3.1218693	96.99	92.59	46.02	AFH38E1L1I1
EHI02173	NA	NA	NA	NA	AHC55E1L1I1
EHI02340	3.6848925	96.72	91.64	58.3	AFI85E1L1I1
EHI01807	7.4045223	96.82	92	46.43	AHV39E1L1I1
EHI00062	3.7	95.33	88.86	44.83	AAC62E2L1I2
EHI00168	4	95.41	89.21	43.73	AAS13E2L1I1
EHI00989	5.7688725	97.1	92.23	40.45	ABN46E1L1I1
EHI02291	NA	NA	NA	NA	ACG25E1L1I1
EHI01266	4.2047988	96.66	91.95	49	AEC57E1L1I1
EHI01424	1.944159	96.53	91.34	43.46	AEU52E1L1I1
EHI00108	7.6	94.78	87.61	40.73	ABL27E1L1I1
EHI01827	NA	NA	NA	NA	AAV11E1L2I1
EHI02407	5.2796604	97.12	92.78	41.2	AAH46E1L1I1
EHI01445	3.792522	95.86	90.78	44.62	AAQ15E1L1I1
EHI01383	6.3701745	97.02	92.2	38.61	AGC55E1L1I1
EHI00229	3.3	95.85	90.17	46.41	AAH33E1L1I1
EHI01000	4.2613887	96.71	91.63	40.28	AA96E1L1I1
EHI00190	1.8	91.96	85.18	75.17	C1_EXB0018E1L1I2
EHI01332	6.2598795	96.54	91.38	40.71	AGD09E1L1I1
EHI00731	2.8527939	96.69	91.68	45.09	AEX37E1L1I1
EHI02336	4.2452178	97.18	92.85	46.79	ABC74E1L1I1
EHI01399	6.033288	96.95	92.31	42.27	AGZ52E1L1I1
EHI02283	NA	NA	NA	NA	AHB47E1L1I1
EHI01749	6.3789165	96.82	91.93	43.13	ABW63E1L1I1
EHI00109	3.3	94.57	88.02	44.09	AAW18E1L1I1
EHI02278	NA	NA	NA	NA	ABC47E1L1I1
EHI01861	4.5283545	97.01	92.49	47.67	AIQ49E1L1I1
EHI01654	14.0223123	95.9	90.51	43.41	AIH26E1L1I1
EHI00465	2.3	97.28	92.73	40.21	ADL59E1L1I1
EHI00618	5.9	96.48	91.79	42.01	C1_EXB0035E1L1I1
EHI02650	8.6105403	97.74	94.4	45.97	AIY89E1L1I1
EHI02388	5.1837864	97.14	92.94	44.37	ADG49E1L1I1
EHI00152	1.7	91.55	84.57	54.24	AAB74E2L1I1
EHI00471	4.8	97.42	93.35	48.31	AFV82E1L1I1
EHI02220	NA	NA	NA	NA	AHC80E1L1I1
EHI02511	5.0660511	95.67	90.39	41.75	AEY39E1L1I1
EHI01974	4.2705552	96.79	92.04	49.82	AIQ52E1L1I1
EHI02408	5.4789645	97.13	92.93	41.82	AAH50E1L1I1
EHI00679	3.3060423	96.41	91.32	44.18	AEX08E1L1I1
EHI02641	8.9069301	98.24	95.32	44.81	AGO88E1L1I1
EHI00313	5.9	96.38	91.25	42.16	AAH52E1L1I1
EHI01246	31.4098749	97.01	92.54	42.9	AAW32E1L1I1
EHI00772	6.1890801	97.46	93.02	44.77	AFU63E1L1I1
EHI00889	4.6875591	97.3	92.48	40.92	ABP46E1L1I1
EHI00874	5.6807808	96.71	91.69	42.47	AAM50E1L1I1
EHI01525	4.9493514	96.63	91.87	50.61	ADV95E1L1I1
EHI01806	2.5758972	96.08	90.62	43.39	AHV65E1L1I1
EHI00226	7.1	96.5	91.32	43.34	AAX75E1L1I1
EHI01975	7.7723604	96.93	92.25	48.86	AIQ58E1L1I1
EHI00572	4.2	97.09	92.72	43.96	OPAU23E2L1I1
EHI00737	4.0662378	96.18	90.96	43.67	AFM33E1L1I1
EHI01057	5.6703312	97.28	92.48	47.66	ACX27E1L1I1
EHI02610	4.2858729	98.43	95.72	41.36	AGP43E1L1I1
EHI00642	9.6	96.54	91.64	42.97	OPAU18E1L1I1
EHI01221	4.0486284	95.85	90.64	43.61	AIG20E1L1I1
EHI00675	3.1019295	97.11	92.4	40.62	AEV79E1L1I1
EHI02433	4.2951942	97.14	92.77	42.52	AAD98E1L1I1
EHI01556	8.0619777	95.93	90.94	49.39	AAV32E1L1I1
EHI00967	5.0723616	97.54	93.14	44.96	AAN43E2L1I1
EHI02058	NA	NA	NA	NA	AFT11E1L1I1
EHI01489	3.4492548	96.05	91.15	49.48	AAW76E1L1I1
EHI02399	3.6692934	96.91	92.29	42.13	AAD47E1L1I1
EHI02320	NA	NA	NA	NA	NA
EHI02393	6.2484177	97.19	93.09	45.14	AGZ77E1L1I1
EHI00410	3.87	95.63	90.04	48.65	ADV86E1L1I1
EHI00739	0.4467585	96.82	92.11	43.4	AFM71E1L1I1
EHI00735	3.4805571	96.53	91.52	44.22	AFK63E1L1I1
EHI00266	4	96.7	91.6	45.25	ADU83E1L1I1
EHI00326	5.7	95.68	90.37	47.4	ADF33E1L1I2
EHI02194	NA	NA	NA	NA	AHB70E1L1I1
EHI00641	9.7	96.67	91.89	42.96	ACZ98E2L1I1
EHI00204	5.1	96.71	91.64	48.01	ACP21E1L2I1
EHI00833	6.8328531	97.19	92.91	45.2	ACD53E1L1I1
EHI02448	4.2061659	96.83	92.23	46.47	AAH43E1L1I1
EHI01210	3.2320239	96.01	90.29	41.67	AAE62E1L1I1
EHI01185	2.6910828	96.75	91.77	41.48	AIH53E1L1I1
EHI00571	6.9	96.92	92.11	39.65	OPAU52E1L1I1
EHI00841	5.9278908	97.67	93.91	61.64	ACD78E1L1I1
EHI00291	3.5	96.99	92	44.94	ACP23E1L1I1
EHI00293	4.3	96.99	92.44	56.23	BATB12E1L1I2
EHI01784	2.9800485	96.82	92.26	40.98	AGI09E1L1I1
EHI01694	36.1448106	96.09	92.99	42.35	OPAU20E1L1I1
EHI00112	4.1	94.62	87.46	40.41	ABK20E1L1I1
EHI00577	5.2	97.22	92.87	47.3	OPAU62E1L1I1
EHI02397	7.5071235	96.81	91.96	57.02	AGZ31E1L1I1
EHI00040	6	93.87	86.46	43.21	AAS03E1L1I1
EHI01451	4.4557284	96.58	91.59	43.93	AAP01E1L1I1
EHI02176	NA	NA	NA	NA	AHC64E1L1I1
EHI00200	6	95.93	89.95	42.82	AFN12E1L1I1
EHI02423	7.2578346	97.1	92.91	41.96	AAH29E1L1I1
EHI01439	3.2595969	96.81	91.93	44.79	AAP07E1L1I1
EHI01815	3.1692615	96.91	92.11	45.82	AHU89E1L1I1
EHI01199	3.0380679	96.93	91.98	41.53	AAD31E1L1I1
EHI00424	4.6	97.07	92.71	43.16	OPAU69E2L1I1
EHI00775	4.2675591	96.9	92.15	40.52	AGG19E1L1I1
EHI02063	NA	NA	NA	NA	AFT03E1L1I1
EHI01497	5.436435	95.76	90.38	48.4	ABB64E1L1I1
EHI01182	3.399609	96.45	91.07	42.31	AII09E1L1I1
EHI02449	4.3972215	94.52	88.15	46.29	AAI18E1L1I1
EHI00456	6.1	96.7	92.36	44.06	ADJ06E1L1I1
EHI00896	3.0923073	97.51	93.3	45.04	ABZ49E1L1I1
EHI02564	5.3927367	96.74	91.99	42.66	AHO84E1L1I1
EHI01249	6.494601	97.38	93.06	43.08	ACS06E1L1I1
EHI01317	6.3043422	97.06	92.25	40.13	AGC05E1L1I1
EHI02425	3.7928973	97.18	92.79	42.75	AAD52E1L1I1
EHI01731	9.0807549	96.49	91.32	40.22	ABO21E1L1I1
EHI00538	6.9	97.12	92.7	43.66	ADL62E1L1I1
EHI00644	5.6	96.53	91.6	41.79	ABS96E1L2I1
EHI00824	6.837477	97.57	93.32	44.28	ACD94E1L1I1
EHI02372	4.4003265	97.5	93.41	45.23	AFI64E1L1I1
EHI00599	6.5	96.87	92.05	42.22	ACB22E1L1I1
EHI01123	1.7731179	96.74	92.42	48.1	AIG35E1L1I1
EHI01839	8.463348	98.48	95.72	44.74	AFV03E1L2I1
EHI00713	2.1504684	96.71	91.8	46.05	AFM37E1L1I1
EHI02117	NA	NA	NA	NA	AGI41E1L1I1
EHI00785	4.0061592	97.05	92.38	41.67	ADC17E1L1I1
EHI01213	3.6515514	96.81	91.72	41.95	AAD53E1L1I1
EHI00617	5.8	96.99	92.53	46.23	OPAU49E2L1I1
EHI01712	11.6833293	96.5	91.44	43.88	ABK17E1L1I1
EHI01269	2.9864184	96.81	91.83	33.35	AEA73E1L1I1
EHI01838	5.61474	98.54	95.85	45.76	AFV14E1L2I1
EHI01134	4.9837743	96.68	92.35	45.15	AIJ13E1L1I1
EHI00676	3.7583505	96.9	92.05	45.67	AEV81E1L1I1
EHI01218	3.9491073	97.22	92.99	61.13	AEB12E1L1I1
EHI02638	5.5544796	98.3	95.38	47.85	AGO35E1L1I1
EHI01307	3.1157919	96.69	91.71	41.41	AGD33E1L1I1
EHI00320	3.7	95.39	89.37	39.9	AAV27E1L1I1
EHI01837	4.7485638	97.95	94.87	43	AFV07E1L2I1
EHI01356	7.3001712	96.72	91.62	40.23	AGJ21E1L1I1
EHI00140	5.9	95.06	88.29	42	AAC33E2L1I1
EHI00918	5.3985099	97.03	92.24	45.83	ACE19E1L1I1
EHI01622	3.8491977	96.42	91.43	44.79	AAQ02E1L1I1
EHI00139	8.2	95.15	88.73	43.2	ABJ83E1L1I1
EHI01357	7.7098776	96.49	91.42	41.63	ACJ91E1L1I1
EHI01836	2.464662	91.27	78.02	69.5	AFV16E1L2I1
EHI02694	3.6826713	97.83	94.59	45.49	AKD80E1L1I1
EHI00591	10.5	96.09	91.23	42.39	ACJ38E1L1I1
EHI01764	2.9880033	96.93	92.11	43.16	AGI07E1L1I1
EHI00659	4.7	96.13	91.42	44.02	ADJ92E2L3I1
EHI01071	5.0609481	97.25	92.51	45.49	AFP91E2L1I1
EHI01108	5.1471762	96.98	92.43	44.7	AII24E1L1I1
EHI01575	3.7356795	96.69	92.12	44.39	AEV01E1L1I1
EHI01066	7.260078	97.2	92.62	45	AFP31E1L1I1
EHI02613	3.5659749	98.61	96.18	43.31	AGP34E1L1I1
EHI02159	NA	NA	NA	NA	AHB67E1L1I1
EHI00042	2.7	94.41	87.49	44.28	AAS09E1L1I1
EHI00268	6.8	95.91	90.21	44.29	ABT86E1L1I2
EHI00699	2.9827335	96.81	91.78	43.72	AEX95E1L1I1
EHI00518	7.3	97.31	92.82	44.8	ADL63E1L1I1
EHI00259	4.3	96.34	90.68	42.11	ACP19E1L1I1
EHI01459	1.6101684	96.3	91.28	49.2	AAB38E1L1I1
EHI02612	3.3704775	98.43	95.69	46.53	AJP66E1L1I1
EHI01038	6.6447279	96.92	92.02	41.02	ABW45E1L1I1
EHI02611	3.4277592	98.44	95.73	43.81	AGP51E1L1I1
EHI00570	7.9	96.3	91.58	46.28	OPAU38E1L1I1
EHI00793	5.3367378	96.95	92.04	33.79	AAH39E1L1I1
EHI01583	4.412553	96.14	90.9	47.45	AEU89E1L1I1
EHI02385	5.7684651	97.19	92.85	43.63	ADJ12E1L1I1
EHI01688	42.9448713	96.58	93.83	36.04	OPAU68E1L1I1
EHI00612	8.3	96.95	92.22	42.02	ABS40E1L2I1
EHI02553	6.3244032	96.86	92.35	42.06	AHN23E1L1I1
EHI02507	6.6668211	97.38	93.28	44.82	AEZ09E1L1I1
EHI01997	5.9527821	96.85	92.06	49.49	ADU68E1L1I1
EHI00365	4.69	95.24	89.62	47.64	ABC26E1L1I1
EHI01409	6.0952152	97.18	92.69	41.36	ACS51E1L1I1
EHI01007	4.6846656	97.33	92.71	39.42	ACB47E1L1I1
EHI00391	3.36	94.39	89.11	49.61	ADU75E1L1I1
EHI01740	4.3682796	96.57	91.56	41.02	ADU64E1L1I1
EHI01812	6.3746463	96.55	91.53	43.24	AHV59E1L1I1
EHI00473	7	97.33	93.14	43.15	ADL98E1L1I1
EHI01566	8.2496574	96.57	91.57	43.51	AAX43E1L1I1
EHI01094	4.9950951	97.09	92.95	45.27	AIG79E1L1I1
EHI02321	NA	NA	NA	NA	NA
EHI00396	4.01	97.05	92.14	49.86	AFV48E1L1I1
EHI00216	3.7	96.22	90.47	40.21	AAM53E1L2I2
EHI00255	7.3	96.33	90.51	41.28	ACP14E1L1I2
EHI02068	NA	NA	NA	NA	AAZ65E1L1I1
EHI02693	6.8996448	97.98	94.9	45.54	AKD76E1L1I1
EHI02061	NA	NA	NA	NA	AFT09E1L1I1
EHI00015	1.1	95.4	89.44	45.87	AAS20E1L1I1
EHI00257	4	96.97	92.17	51.99	BATC05E1L1I2
EHI01372	5.9729877	96.65	91.95	41.58	AGZ79E1L1I1
EHI00931	4.0938387	96.34	91.88	49.63	ACD41E1L1I1
EHI01797	5.4067566	96.89	92.15	43.2	AII59E1L1I1
EHI01471	4.9224738	95.89	90.51	48.31	AAV72E1L1I1
EHI01741	4.7029539	95.77	90.69	46.29	ABA70E1L1I1
EHI02552	5.2857183	96.99	92.47	54.44	AHO42E1L1I1
EHI02240	NA	NA	NA	NA	AEM09E1L1I1
EHI00726	5.1819228	96.5	91.58	43.37	ABQ43E1L1I1
EHI01023	7.6997439	97.29	92.47	40.41	ABO02E1L1I1
EHI02024	5.3706177	96.63	91.72	47.68	AAZ95E1L1I1
EHI01457	4.873566	96.4	91.4	45.93	AEM04E1L1I1
EHI02126	NA	NA	NA	NA	AFO83E2L1I1
EHI02327	NA	NA	NA	NA	NA
EHI02649	6.8647527	97.92	94.71	51.93	AIY71E1L1I1
EHI01070	6.2094417	97.41	92.75	41.28	AFP61E1L1I1
EHI00271	4.1	96.49	91.44	47.9	ABT03E1L1I2
EHI01739	4.0609794	96.47	91.5	47.71	AAU73E1L1I1
EHI02132	NA	NA	NA	NA	AGI42E2L1I1
EHI00829	9.3449859	97.07	92.45	46.77	ACD89E1L1I1
EHI01625	4.2802971	96.93	92.1	44.03	AAP81E1L1I1
EHI00532	2.9	96.78	92.44	45.92	ABZ62E1L1I1
EHI01129	6.7240581	97.02	92.66	46.51	AIH88E1L1I1
EHI00648	9.4	97.26	92.72	41.1	ACO90E1L2I1
EHI02260	NA	NA	NA	NA	AFZ35E1L1I1
EHI00298	6.9	96.09	89.96	41.89	ADA31E1L1I2
EHI00395	4.07	97.19	92.51	51.43	AFW28E1L1I1
EHI00256	5	95.93	90.16	44.79	ABT33E1L1I2
EHI00472	6.1	97.17	92.9	42.37	ADL76E1L1I1
EHI00047	4.1	94.94	88.07	42.76	AAC91E2L1I2
EHI02347	5.311794	97.54	93.53	41.21	ABD38E1L1I1
EHI01020	3.7945056	97.37	93.13	58.83	ACD14E1L1I1
EHI01416	26.2446642	96.91	91.92	39.58	ABO09E1L1I1
EHI02575	4.0477113	98.37	95.44	45.71	AGO89E1L1I1
EHI01359	7.4828655	96.72	91.84	42.14	ACK78E1L1I1
EHI00031	3.4	94.57	87.86	42.6	AAS04E1L1I1
EHI01047	7.1694957	97.28	92.79	46.54	AFP84E1L1I1
EHI00651	3.9	96.98	92.38	44.27	ADA67E1L2I1
EHI00131	2.6	95.6	89.14	42.06	ABK96E1L1I1
EHI01467	24.5783052	96.55	91.4	46.32	AAV18E1L1I1
EHI02404	3.8224827	97.2	92.93	42.16	AFN25E1L1I1
EHI02344	3.9460227	97.2	92.88	45.06	ABD36E1L1I1
EHI02208	NA	NA	NA	NA	AEY31E1L1I1
EHI02084	NA	NA	NA	NA	ACB61E3L1I1
EHI02444	3.7888905	97.23	92.99	42.59	AEY52E1L1I1
EHI02328	NA	NA	NA	NA	NA
EHI00979	6.988803	97.22	92.3	40.17	ADJ76E1L1I1
EHI01970	5.3324709	97.4	93.3	44.48	AJP49E1L1I1
EHI02070	NA	NA	NA	NA	AAZ65E3L1I1
EHI01309	5.3548728	97.3	92.64	36.73	AGC94E1L1I1
EHI01532	9.4065228	96.62	91.39	48.19	AAW46E1L1I1
EHI00664	8.8	96.71	92.1	44.1	AGH37E1L1I1
EHI01651	9.8166549	96.34	91.26	41.49	AIG26E1L1I1
EHI02555	4.9331208	97.27	92.99	49.27	AHO76E1L1I1
EHI01578	2.9032005	96.92	92.49	43.15	AEV04E1L1I1
EHI00443	7	96.91	92.23	43.42	ACC05E1L1I1
EHI01203	3.5135055	96.37	91.01	41.96	AAD38E1L1I1
EHI01773	2.1906261	96.97	92.27	42.85	ABX09E1L1I1
EHI01254	4.4198481	96.75	92.03	47.91	AHQ53E1L1I1
EHI00963	2.8962759	97.54	93.06	43.53	ACD82E1L1I1
EHI00799	5.3657403	97.1	92.51	40.06	AAH21E1L1I1
EHI02615	2.4734253	98.14	95.11	44.19	AJP39E1L1I1
EHI02108	NA	NA	NA	NA	AGI41E3L1I1
EHI01320	11.1623442	97.12	92.4	42.62	AGC24E1L1I1
EHI02383	4.0461324	96.65	92.13	38.08	ADG37E1L1I1
EHI02666	15.8377632	98.16	95.16	39.44	AHO21E1L1I1
EHI01386	4.982514	97.25	92.9	43.79	AAX74E1L1I1
EHI02586	4.2479817	98.52	95.91	43.61	AGO38E1L1I1
