metagenomic_bases	nonpareil_coverage	preprocessing_id	host_bases	reference_closenees	sequence_id	reads_pre_fastp	reads_post_fastp	bases_pre_fastp	bases_post_fastp	adapter_trimmed_reads	adapter_trimmed_bases	host_reads	singlem_fraction	host_duplicate_fraction	reference_id	sample_id
0	0.919630321091875	PR01936	3898067560	Same	EHI01154	31167254	28272880	4675088100	3898067560	10897895	513613276	23326890	0	NA	G0054	AIJ22
4905292304	0.799296744928011	PR01389	361920947	Same	EHI00748	36424086	35672386	5463612900	5267213251	3095196	87117665	2237568	0.6905	NA	G0001	AFM25
2423837026	0.78826418617586	PR02262	510195699	Other	EHI01435	20303156	19746316	3045473400	2934032725	1113113	29747548	3333042	0.6801	0.221857	G0067	AEU69
5210823094	0.810370956706493	PR02960	1342900419	Other	EHI02295	46421796	44888758	6963269400	6553723513	6530023	188395081	8197512	0.5781000000000001	0.183247	G0001	AHC49
1227083796	0.625102431763706	PR01051	3435474682	Other	EHI00260	32282492	31649900	4842373800	4662558478	2668995	92367502	16574076	0.0691	NA	G0018	ABU57
5187948781	0.801116997598643	PR00789	2030328521	Same	EHI00493	50806154	49993988	7620923100	7218277302	8429686	292186550	13350336	0.385	NA	G0001	ADM19
2321823649	0.766577010739926	PR01326	54358956	Other	EHI00690	16393940	16001882	2459091000	2376182605	905867	24832626	285218	0.591	NA	G0001	AEX48
7654399287	0.635298046669304	PR03377	8032777	Other	EHI02646	53420210	52031904	8013031500	7662432064	5623305	156218293	53061	0.5367000000000001	0.103779	G0047	AGO34
5638153872	0.953946158607441	PR02649	8035743318	Other	EHI01823	96909188	92855116	14536378200	13673897190	9364885	305741840	52701124	0.6918000000000001	0.297732	G0054	AII42
817576615	0.649820336627302	PR02156	4073848858	Other	EHI01354	34630540	33651030	5194581000	4891425473	4882751	172343279	26060868	0.0946	0.249346	G0060	ACK82
3646847093	0.803067503789335	PR01314	13499185	Other	EHI00678	25435140	24800578	3815271000	3660346278	2116813	63163613	74466	0.6509999999999999	NA	G0001	AEX07
6388197033	0.881966135799774	PR02489	2042610793	Same	EHI01672	59599736	57394928	8939960400	8430807826	7497716	216584700	13779612	0.24530000000000002	0.34855	G0071	OPAU36
4414124210	0.969222381221733	PR02463	1362065227	Same	EHI01524	39891260	38879018	5983689000	5776189437	2291797	63879762	9101495	0.8288	0.246701	G0008	ADW11
0	0.817826596599213	PR02173	4417564923	Other	EHI01374	30906842	29982330	4636026300	4417564923	2994887	89067127	23956868	0	0.30087	G0062	AGZ51
5724608789	0.896615540873002	PR01644	365944130	Other	EHI01055	42917076	42015734	6437561400	6090552919	6224835	232175992	2111351	0.615	NA	G0023	AFQ41
0	0.660939144771894	PR02035	3213000740	Other	EHI01212	22140178	21597700	3321026700	3213000740	1021965	31119059	18627036	0	NA	G0025	AAE23
4264575064	0.838445614938293	PR02680	20488667	Same	EHI01981	30989524	29688244	4648428600	4285063731	5593525	184888042	147157	0.6793	0.074174	G0074	AIQ87
1717170026	0.817621652133805	PR01092	1462218451	Other	EHI00027	23844478	22319834	3576671700	3179388477	5595653	246176709	10263256	0.9037999999999999	NA	G0003	NSAP21
6362870675	0.976361852940309	PR02105	62244382	Same	EHI01299	43907426	43155022	6586113900	6425115057	1957462	48255883	408258	0.9777	0.267033	G0056	AGD06
0	0.548297766489645	PR02075	7104487339	Other	EHI01356	48667808	47751022	7300171200	7104487339	2306049	56909755	44369092	0	0.236632	G0019	AGJ21
4732342629	0.680679660431823	PR03276	6697936193	Other	EHI02671	80267910	78033564	12040186500	11430278822	10704003	289229998	43706250	0.6509999999999999	0.357206	G0070	AHN75
1884110192	0.740028332065932	PR02668	2739970327	Same	EHI01964	33159736	31668564	4973960400	4624080519	4503233	139247854	18416870	0.5947	0.078781	G0074	AIQ80
4250751983	0.935418692834944	PR02468	101359948	Same	EHI01553	30397692	29574628	4559653800	4352111931	3040496	86959254	692657	0.7051000000000001	0.291228	G0008	ACH53
1784557379	0.735165246853105	PR00851	729386485	Same	EHI00392	17502690	17226498	2625403500	2513943864	2177462	74166657	4890902	0.6919	NA	G0002	AEL44
2965321447	0.986910868177611	PR02346	884653682	Other	EHI01538	26981304	26352498	4047195600	3849975129	3683055	112484898	6040405	0.6294	0.214629	G0005	AAW73
0	0	PR01007	3865946123	Other	EHI00054	28793386	27415720	4319007900	3865946123	7271972	297317970	26071050	0	NA	G0004	AD74
3376584262	0.794450171539124	PR03004	208710433	Other	EHI01836	24947048	24328770	3742057200	3585294695	2401199	66596581	1343341	0.6527	0.079642	G0001	AFV16
3795665851	0.500568395370809	PR03250	95203482	Other	EHI02515	28236734	27272714	4235510100	3890869333	6621301	225800535	519989	0.23260000000000003	0.263479	G0089	AFE93
0	0.522240055544586	PR01127	1582807542	Other	EHI00109	13068396	11826406	1960259400	1582807542	4874415	257194477	8675530	0	NA	G0005	AAW18
2653823936	0.735240520662456	PR01064	3193624776	Other	EHI00210	41208408	39840770	6181261200	5847448712	4128935	143080073	15755426	0.2726	NA	G0018	ABT51
4021692793	0.612871897624565	PR02276	70186879	Other	EHI01446	28461014	27579848	4269152100	4091879672	1686124	61532666	360497	0.0255	0.128214	G0047	AAP48
3142062001	0.569624981667748	PR03118	142373677	Other	EHI02491	23794316	22729506	3569147400	3284435678	4334639	139628937	963243	0.042699999999999995	0.224383	G0087	AEZ60
3638135289	0.911934070608864	PR02735	37134186	Same	EHI01998	25972928	25145474	3895939200	3675269475	3427623	101596984	254125	0.7026	0.07444	G0008	AEM33
820091082	0.938444609442174	PR01705	2101598330	Other	EHI00947	24746296	20723568	3711944400	2921689412	8463283	427895543	14082051	0.2351	NA	G0040	ACD61
1475962535	0.987194592420459	PR02561	7016245396	Same	EHI01803	58208078	57155010	8731211700	8492207931	3004525	87565518	46683852	0.774	0.212955	G0002	ABB41
5170993365	0.902053643777507	PR03255	1939339978	Other	EHI02496	50858662	48804920	7628799300	7110333343	7731706	216614666	12824779	0.9157	0.117517	G0025	AAD71
2263096445	0.773350421691406	PR00852	376028113	Same	EHI00393	18812904	18425978	2821935600	2639124558	3736419	131752164	2635640	0.6273	NA	G0002	AEL61
4874176323	0.853563156722147	PR02678	4864216	Same	EHI01978	35146874	33529962	5272031100	4879040539	5348035	159200867	37462	0.6557999999999999	0.077322	G0074	AIQ51
2883094021	0.892680448977682	PR00893	3042005899	Same	EHI00327	41249844	40426142	6187476600	5925099920	4395654	146400069	20576898	0.8669	NA	G0008	ABW37
9660038506	0.864189773391581	PR00847	2813760507	Same	EHI00382	87428454	85779402	13114268100	12473799013	12279036	412075512	19247920	0.6842	NA	G0002	AEL08
0	0.815981922540173	PR01169	3775184629	Other	EHI00266	26951480	26031094	4042722000	3775184629	4921711	160066477	20538552	0	NA	G0025	ADU83
4520936787	0.638330840772636	PR02438	1099011941	Same	EHI01483	39508460	37878748	5926269000	5619948728	2424400	65825801	7381218	0.6294	0.216815	G0008	ADV66
1549516473	0.812095644181028	PR02461	1578421690	Same	EHI01521	21918126	21323862	3287718900	3127938163	2605686	72684834	10799238	0.7206	0.202959	G0008	AAZ47
2183359409	0.712153646051851	PR03015	687695669	Same	EHI01837	19920256	19521726	2988038400	2871055078	2130475	58642646	4580388	0.5861999999999999	0.084258	G0001	AFV07
3601084486	0.785094674015336	PR02893	429440182	Same	EHI02068	28602062	27694370	4290309300	4030524668	4374464	124660340	2918790	0.6667000000000001	0.11971	G0002	AAZ65
746019815	0.619386836935094	PR02497	223859163	Same	EHI01680	7803336	7047680	1170500400	969878978	2513638	114554922	1709600	0.2585	0.124361	G0071	OPAU14
5256239320	0.922172898888416	PR00689	81391903	Same	EHI00076	37817906	37084126	5672685900	5337631223	6604876	240049556	540936	0.6158	NA	G0001	ABI40
0	0.470651311901338	PR03147	4412917662	Other	EHI02432	30728316	29980134	4609247400	4412917662	3145460	87498764	25366790	0	0.125188	G0025	AAD68
2260632047	0.661908468628068	PR03109	565260294	Other	EHI02477	20812462	20063642	3121869300	2825892341	6613029	211284713	3816208	0.1139	0.285953	G0085	AFH38
8819435934	0.927256081315736	PR00716	617092903	Same	EHI00113	68657454	65792686	10298618100	9436528837	12339457	528276427	4125660	0.6584	NA	G0001	ABK61
0	0	PR01621	6173685492	Same	EHI01033	43994956	43174012	6599243400	6173685492	8514926	319006251	42535344	0	NA	G0008	ABW29
3416148534	0.777095417117626	PR03351	868246	Other	EHI02608	23887318	23221422	3583097700	3417016780	2493623	68343180	4910	0.5947	0.024376	G0047	AGP53
0	0.655234528164414	PR02452	3990534239	Same	EHI01509	28320072	27232072	4248010800	3990534239	3531117	108976907	23712560	0	0.226335	G0008	AAZ45
2512154268	0.880800600918858	PR02469	870101896	Same	EHI01554	24218994	23035728	3632849100	3382256164	2388326	78980056	5904427	0.7387999999999999	0.265547	G0008	AAV49
0	0	PR01509	2890517	Other	EHI00421	8194890	33344	1229233500	2890517	7038000	466345077	948	0	NA	G0033	C1_EXB0026
4080867227	0.85782085072394	PR02792	353373832	Other	EHI02163	31224550	30203756	4683682500	4434241059	3534923	98955433	2138424	0.6739	0.112467	G0001	AHB79
0	0.903059677760742	PR01728	2341888277	Other	EHI00962	18412506	16273990	2761875900	2341888277	4855887	222159834	11891318	0	NA	G0044	ACD55
4043798515	0.857218030192011	PR02402	1284304049	Same	EHI01508	37790478	36127598	5668571700	5328102564	3217529	99392151	8741419	0.7099	0.205911	G0002	ABB21
0	0	PR01244	8929921088	Same	EHI00575	66313744	62804096	9947061600	8929921088	13374569	574445707	60766996	0	NA	G0032	OPAU3
3799922093	0.989583063987403	PR02004	9044618	Other	EHI01218	26327382	25645416	3949107300	3808966711	1526744	43043816	62558	1.2299	NA	G0053	AEB12
3036007470	0.834448392318857	PR02667	377956197	Same	EHI01963	24345984	23453924	3651897600	3413963667	3720046	112457641	2551154	0.5869	0.076526	G0074	AIQ78
4598882145	0.899948938063171	PR02407	173574448	Same	EHI01526	33131860	32147464	4969779000	4772456593	1974140	53306199	1170735	0.7659999999999999	0.241411	G0002	AAA66
3206666775	0.87618328716318306	PR01704	250827422	Other	EHI00994	25641506	24209674	3846225900	3457494197	5931002	244076960	1328158	0.085	NA	G0040	ACE12
1473001775	0.994623616546647	PR01409	6560946166	Other	EHI00840	59626742	54528540	8944011300	8033947941	8281858	386582065	42136732	0.7576999999999999	NA	G0021	ACE33
0	0.966829233779719	PR01407	6315656934	Other	EHI00833	45552354	43445942	6832853100	6315656934	8135502	290285467	40116460	0	NA	G0021	ACD53
0	0	PR02979	0	Same	EHI02290	NA	NA	NA	NA	NA	NA	NA	NA	NA	G0002	ACG15
3527132870	0.700508310365335	PR02424	153027733	Same	EHI01433	25389652	24725910	3808447800	3680160603	1180660	30998404	1018721	0.0286	0.236854	G0008	AEV10
15883526228	0.937782481216773	PR02502	2899183019	Same	EHI01685	134228826	126976708	20134323900	18782709247	10200075	287297406	19320500	0.0593	0.191402	G0071	OPAU2
4108967754	0.992117363015431	PR02873	2175808806	Other	EHI02131	47517158	44289320	7127573700	6284776560	13461566	394747375	14573683	0.5185	0.988138	G0062	AIV55
5127758218	0.822427263555611	PR02660	429188	Other	EHI01979	36233452	35072524	5435017800	5128187406	4788965	138327631	2613	0.6465000000000001	0.019211	G0047	AJP48
0	0	PR01473	4126981922	Same	EHI00775	28450394	27791078	4267559100	4126981922	1474214	42427209	26987936	0	NA	G0008	AGG19
3849590816	0.79589789692041	PR02895	333115601	Same	EHI02078	31663338	29718816	4749500700	4182706417	8215615	328855223	2591689	0.6389	0.110008	G0002	ABA95
963301742	0.665983873635513	PR01592	3497427963	Same	EHI00910	31861786	31035970	4779267900	4460729705	5669354	205491861	24157772	0.637	NA	G0008	ABQ29
3561627695	0.671490025334738	PR03071	363912231	Other	EHI02386	29195798	28329358	4379369700	3925539926	10348273	343264520	2214973	0.0572	0.117569	G0077	AFI46
1201607577	0.804187210478209	PR00882	6106975832	Same	EHI00549	51817074	51060532	7772561100	7308583409	10068253	369400091	42062010	0.6618999999999999	NA	G0002	ABZ43
2520953135	0.77404337405717	PR02508	453689021	Same	EHI01691	21475716	20278652	3221357400	2974642156	2235846	73429237	3155831	0.1283	0.077059	G0071	ACJ39
5005246585	0.985254131615336	PR01996	92826382	Other	EHI01173	38749108	36099878	5812366200	5098072967	10170250	448263558	680631	1.033	NA	G0053	AEA85
4870295863	0.996928114357988	PR01140	139865969	Other	EHI00267	41425912	34227320	6213886800	5010161832	9170288	526261152	869348	0.7464	NA	G0013	ACP10
0	0	PR00815	4170580454	Same	EHI00659	31583390	29846450	4737508500	4170580454	8440188	342398455	27989280	0	NA	G0001	ADJ92
4276466722	0.833834706064331	PR02051	24665990781	Other	EHI01236	203301074	198497206	30495161100	28942457503	27264600	933066093	166126300	0.0663	NA	G0005	AAW13
8225668108	0.930606602261507	PR02758	612558754	Other	EHI02150	62308498	60025728	9346274700	8838226862	6091763	175478764	3759561	0.7411	0.126706	G0001	AEV93
0	0.73001667804152	PR02536	11340073727	Same	EHI01712	77888862	76240784	11683329300	11340073727	3618997	93512432	72412980	0	0.213038	G0001	ABK17
0	0	PR01576	6328072159	Same	EHI01036	49648236	47317528	7447235400	6328072159	19965023	850636360	46389544	0	NA	G0002	ABZ35
3334917431	0.771318049098951	PR01362	3308017882	Other	EHI00727	45965478	44713498	6894821700	6642935313	2457100	67232476	16826110	0.5118	NA	G0001	ABQ50
5894822273	0.867757036627769	PR00734	1988142143	Same	EHI00134	56300026	55049366	8445003900	7882964416	10660810	393437511	13245770	0.5035000000000001	NA	G0001	ABJ55
3667992293	0.866710164793001	PR02188	404937043	Other	EHI01411	29003860	27719392	4350579000	4072929336	3256984	97350216	2639987	0.1606	0.531382	G0062	AGZ02
5773527308	0.933532778339348	PR02652	35774679	Other	EHI01829	40536918	39512128	6080537700	5809301987	4296909	128274238	191414	0.6472	0.464996	G0001	AFP13
0	0.90450855088481	PR01923	1721460789	Same	EHI01124	14468616	13242032	2170292400	1721460789	6899360	332809487	10652364	0	NA	G0054	AII02
4820536628	0.779397747017108	PR02840	9035522	Other	EHI02067	35455766	33826222	5318364900	4829572150	7828686	279974866	76049	0.5609000000000001	0.063091	G0047	AJP51
3956379047	0.574749980288208	PR02946	35226518	Same	EHI02266	28248990	27488038	4237348500	3991605565	4605758	134563561	180508	0.2597	0.078104	G0043	AAN34
2388816575	0.78835766390828	PR02887	85962	Other	EHI02073	16877986	16261598	2531697900	2388902537	2050043	60374899	534	0.6557999999999999	0.059633	G0047	ABD27
3029830288	0.708849826052519	PR01351	187499662	Other	EHI00668	22780634	22055932	3417095100	3217329950	2882107	96931637	1096696	0.6883	NA	G0001	ABQ42
5588756801	0.904120975629594	PR02387	54698816	Same	EHI01475	39203822	38046140	5880573300	5643455617	2517624	66761264	369919	0.7315999999999999	0.197974	G0002	AAU62
0	0.684365506337662	PR01168	4460248827	Other	EHI00243	31104998	30513416	4665749700	4460248827	3965001	123369864	27121220	0	NA	G0025	ADV02
4461252236	0.823302419947463	PR03061	1416649398	Other	EHI02394	49109624	44557350	7366443600	5877901634	23598442	951587225	10266709	0.3603	0.441133	G0062	AGZ21
2525391583	0.873184048084392	PR02199	4111063061	Other	EHI01262	45686392	44780934	6852958800	6636454644	3129242	82404067	26921388	0.8406	0.233313	G0066	ACS09
0	0.966288177009569	PR02358	6496881934	Other	EHI01561	44453608	43593446	6668041200	6496881934	1423922	55481647	41521868	0	0.535339	G0005	AAW44
0	0.524173298420081	PR01333	651084173	Other	EHI00697	4538034	4420424	680705100	651084173	411096	12660422	63626	0	NA	G0001	AEX91
2058721840	0.689819791242872	PR01396	11835230	Other	EHI00707	14496922	14049660	2174538300	2070557070	1238162	40015751	73106	0.7159	NA	G0001	AFK92
3475727633	0.82511762539739	PR01660	802322705	Same	EHI00894	30652858	29950078	4597928700	4278050338	6187138	229122907	5545373	0.5326	NA	G0032	ACZ99
2150557340	0.782485235555253	PR03216	2858522932	Other	EHI02564	35951578	34670688	5392736700	5009080272	7990504	228952004	19234688	0.5403	0.34646	G0070	AHO84
1554824951	0.41281645480626	PR02338	1684274870	Other	EHI01489	22995032	21826456	3449254800	3239099821	1348512	38405733	11122112	0.5808	0.221956	G0005	AAW76
906575732	0.580967430009069	PR02897	368566927	Same	EHI02089	9535824	8750026	1430373600	1275142659	1400061	42537799	2461560	0.6243	0.266677	G0002	AAZ65
3756003743	0.838213267369089	PR03323	830065	Other	EHI02571	25931410	25519882	3889711500	3756833808	2773569	72712047	5386	0.5354	0.033818	G0047	AGO32
7042522809	0.908863087497833	PR03371	313024	Other	EHI02637	48670046	47765216	7300506900	7042835833	4857759	125038576	1688	0.677	0.017986	G0047	AGP16
5294165032	0.774024646381371	PR00955	166951169	Same	EHI00401	38454852	37815084	5768227800	5461116201	6458681	223497131	1098568	0.6163000000000001	NA	G0015	AFV39
2469268928	0.552126676403791	PR02279	712056	Other	EHI01449	17005658	16605462	2550848700	2469980984	893698	23125962	4339	0.5856	0.019307	G0047	AAO94
4859420393	0.844642420765143	PR02936	20701286	Other	EHI02247	37618898	33426810	5642834700	4880121679	4842703	141982634	139953	0.6635	0.097908	G0076	AEA72
5730870396	0.981115722616201	PR02180	740027897	Other	EHI01400	44878300	43552342	6731745000	6470898293	2550670	66715266	4749930	0.0236	0.50141	G0062	AGZ71
7470861360	0.848282327858553	PR00965	346906347	Same	EHI00544	55493004	54533488	8323950600	7817767707	10473789	384338123	2315146	0.5865	NA	G0015	AFV96
1701591519	0.659038121809143	PR01048	4721919980	Other	EHI00290	44312962	43523178	6646944300	6423511499	3369979	108881500	22646534	0.1018	NA	G0018	ABU28
8007864488	0.971834954338227	PR02642	10469311	Other	EHI01813	55095620	53982294	8264343000	8018333799	3267900	81377499	54011	0.816	0.198297	G0072	AHU05
0	0	PR01503	25057044	Other	EHI00195	10350554	224414	1552583100	25057044	9845161	684751671	13012	0	NA	G0033	C1_EXB0013
7656376170	0.985437209283663	PR02849	7192794	Other	EHI02119	55153708	53015868	8273056200	7663568964	10530030	327201557	39255	0.5509000000000001	0.850057	G0034	AHW95
4234068488	0.937331841058544	PR02210	8641986	Same	EHI01254	29465654	28627392	4419848100	4242710474	1959853	56722390	58205	0.7662	0.222663	G0065	AHQ53
2420006655	0.705487884353146	PR02728	133609578	Same	EHI02027	20678276	17711126	3101741400	2553616233	3596496	114068873	908793	0.6566	0.12438	G0002	AAU88
1120354042	0.631834419862478	PR01945	1817923362	Same	EHI01192	21007848	19921922	3151177200	2938277404	1863353	73676498	11766631	0.0014000000000000002	NA	G0054	AIH42
2602544161	0.644449535916251	PR01185	1834744000	Other	EHI00370	31009434	30425670	4651415100	4437288161	4043778	131317894	8695588	0.1656	NA	G0027	AFN38
1497781791	0.925377819623425	PR02619	7104343275	Other	EHI01791	59704044	58178230	8955606600	8602125066	4547958	147405596	46331732	0.1813	0.254867	G0054	AII48
6895055875	0.906197089656745	PR02658	167184	Other	EHI01968	48279926	47074216	7241988900	6895223059	6015145	172962132	894	0.6955	0.013423	G0047	AJP58
842630963	0.726664040721062	PR02158	4195090441	Other	EHI01394	35096064	34278490	5264409600	5037721404	3586177	113611735	26769620	0.2685	0.412475	G0060	ACK90
3190616931	0.802544923814953	PR02271	1532668	Other	EHI01441	21937174	21460146	3290576100	3192149599	1188962	28127365	9488	0.6575	0.043272	G0047	AAP02
5087246543	0.843732213932702	PR03305	2208379	Other	EHI02603	35373476	34551394	5306021400	5089454922	3622558	95599221	12216	0.6790999999999999	0.040226	G0047	AJP54
798070879	0.948481528246178	PR01065	2818504016	Other	EHI00251	29614220	24477368	4442133000	3616574895	3691401	190208344	14575544	0.1532	NA	G0018	ABT13
0	0	PR01213	4170092774	Same	EHI00424	30561950	29485850	4584292500	4170092774	6801981	287240283	28488474	0	NA	G0032	OPAU69
0	0.736331909581823	PR02028	3130613096	Other	EHI01205	21770460	21068064	3265569000	3130613096	1108045	33992223	18472938	0	NA	G0025	AAD46
3401408855	0.997915603024523	PR01412	1010892573	Other	EHI00849	67953334	30155692	10193000100	4412301428	36631785	2434683359	6706944	1.0171	NA	G0021	ACC98
0	0.973273879356687	PR01277	9099635221	Same	EHI00617	78897520	69488226	11834628000	9099635221	34327906	1785923986	67090544	0	NA	G0032	OPAU49
5603217842	0.984173908292034	PR02907	241062327	Other	EHI02127	46229966	41368592	6934494900	5844280169	11546892	404210868	1859704	0.5598	0.951995	G0075	AGI41
1309657981	0.713512513630241	PR02556	2444029646	Same	EHI01738	26341704	25531140	3951255600	3753687627	3080622	80171142	16346221	0.6714	0.20447	G0002	ABG05
3929545056	0.780717086996933	PR01364	225636986	Other	EHI00729	29473338	28041232	4421000700	4155182042	1966857	53027663	1190052	0.6273	NA	G0001	ABR29
4423285517	0.862159985790558	PR01374	28889039	Same	EHI00716	31155846	30134188	4673376900	4452174556	2415483	71063322	176832	0.6506000000000001	NA	G0001	AFM58
5403866569	0.94100074855333	PR02076	822187745	Other	EHI01348	43478770	42079566	6521815500	6226054314	3327633	94128298	5575305	0.529	0.284636	G0025	ACJ79
5462273038	0.814835791392464	PR02662	294977	Other	EHI01985	38650534	37342594	5797580100	5462568015	4951925	146137745	2412	0.6812	0.034951	G0047	AJP55
5101305081	0.884204297173726	PR02995	45022480	Same	EHI02297	37901808	34690654	5685271200	5146327561	2766436	58920420	309854	0.8265	0.17102	G0008	AAZ50
3245733590	0.84573826183802	PR01381	166320595	Same	EHI00723	23306752	22905362	3496012800	3412054185	971808	24150996	989292	0.6707	NA	G0001	AFM95
7308701488	0.88254884896764	PR02679	13798033	Same	EHI01980	51290846	49987544	7693626900	7322499521	6364283	182437551	93138	0.7106999999999999	0.072768	G0074	AIQ59
4653525482	0.560616817253185	PR02289	83411317	Other	EHI01615	33364616	32080406	5004692400	4736936799	2694382	93581705	434993	0.0025	0.085048	G0047	AGO85
4152132503	0.858219617817725	PR03040	379707977	Same	EHI02355	31662742	31074686	4749411300	4531840480	4762699	131700366	2550214	0.6761	0.05582	G0023	ABC97
5005228933	0.805045553081929	PR01276	196449394	Same	EHI00615	37572328	36542174	5635849200	5201678327	7863106	315707246	1293014	0.1765	NA	G0032	OPAU34
5180645164	0.892800558015627	PR00779	586418138	Same	EHI00472	40860190	39675888	6129028500	5767063302	5767757	190392489	3902074	0.5307999999999999	NA	G0001	ADL76
6450371341	0.860166835114896	PR00781	87653441	Same	EHI00477	46775128	45728676	7016269200	6538024782	8868831	351526929	583358	0.4708	NA	G0001	ADI75
3353339828	0.704703844714076	PR03289	3046603913	Other	EHI02684	45369982	44061990	6805497300	6399943741	8097911	236443629	20139846	0.5825	0.373962	G0070	AHO07
9895270702	0.852607452660038	PR01162	1900238123	Other	EHI00281	84056954	80423714	12608543100	11795508825	8644982	305126640	11729070	0.0455	NA	G0025	AAH60
1125411663	0.916478818876889	PR02616	4802022629	Same	EHI01788	41208572	40196724	6181285800	5927434292	3554055	120914801	31049596	0.44770000000000004	0.240378	G0054	AIH09
2316239049	0.913648971486736	PR01612	5623158133	Same	EHI00998	56366484	55314518	8454972600	7939397182	10506382	373539817	38876990	0.8419	NA	G0008	ABQ22
3364372163	0.752543828301486	PR01304	4301997558	Same	EHI00654	54027486	52920100	8104122900	7666369721	8350072	294873108	29015564	0.276	NA	G0032	OPAU70
0	0.791376435476534	PR01558	5485954848	Same	EHI00981	38731564	38145812	5809734600	5485954848	6769787	248146783	35227590	0	NA	G0002	ABP28
2239275387	0.877950905111032	PR02957	105002470	Other	EHI02308	16626504	16103054	2493975600	2344277857	2667561	74138609	668909	0.6141	0.558235	G0001	AHB44
5277583976	0.957682455253603	PR02132	4200157	Same	EHI01326	36422488	35502248	5463373200	5281784133	1722883	45666064	32824	0.9372	0.156528	G0056	AGD29
5202374307	0.866645310419193	PR01237	487608387	Same	EHI00531	40588706	39812470	6088305900	5689982694	7698460	294176330	3294308	0.1208	NA	G0032	OPAU68
2402797415	0.742924061468363	PR01403	2257468391	Other	EHI00747	32417480	31568454	4862622000	4660265806	2858790	76127154	12608710	0.6294	NA	G0001	AFL06
4405404689	0.929143190170126	PR00957	745512076	Same	EHI00449	35867166	35111058	5380074900	5150916765	3362067	129595662	4738672	0.1501	NA	G0015	AFW01
6195158656	0.920477920317122	PR00801	105964164	Same	EHI00525	44166412	43628204	6624961800	6301122820	7112870	254144677	716142	0.6845	NA	G0001	ADI97
5010854722	0.843434983562978	PR01330	365387845	Other	EHI00694	37575520	36416546	5636328000	5376242567	3083214	92898329	1953098	0.6794	NA	G0001	AEX63
0	0	PR01008	2399735113	Other	EHI00055	17956472	16528046	2693470800	2399735113	2415003	90852320	15522412	0	NA	G0004	AAC62
2528914813	0.636833687487748	PR02944	2236784717	Same	EHI02257	33815448	32773068	5072317200	4765699530	5195485	156773180	15069383	0.5478999999999999	0.10617	G0043	AAN25
0	0.633838387755625	PR00918	3329657517	Same	EHI00427	23443350	22987426	3516502500	3329657517	3325604	126288217	20724530	0	NA	G0008	AB02
3333332529	0.943510279247923	PR02125	966524804	Same	EHI01319	29931580	28939138	4489737000	4299857333	1598928	41384999	6340442	0.9477	0.230675	G0056	AGC50
3153883496	0.746673771967803	PR02818	1796367947	Other	EHI02147	34901466	33836346	5235219900	4950251443	4484969	130910747	11339750	0.5695	0.106211	G0001	ABM44
3962617272	0.856234883564129	PR02749	297990086	Same	EHI02023	30026080	29171188	4503912000	4260607358	4022112	117177631	2062849	0.5594	0.071758	G0008	ACH42
3097590394	0.736143749926993	PR03196	1565642031	Other	EHI02544	32991806	31958492	4948770900	4663232425	5284622	149474321	10271937	0.34149999999999997	0.13451	G0070	AHO21
3290731635	0.8412983504698	PR02866	50069040	Other	EHI02093	28935900	25279454	4340385000	3340800675	12396719	625233379	358062	0.5971	0.180743	G0073	AFO83
4780406179	0.859712521486988	PR01069	1564332347	Other	EHI00268	45068226	43001314	6760233900	6344738526	3814266	144975538	4992116	0.2829	NA	G0018	ABT86
6061085640	0.937000745522888	PR01460	43278850	Same	EHI00773	41559358	41162230	6233903700	6104364490	2687580	72736546	279276	0.7939	NA	G0001	AFU66
4985719923	0.883085283103151	PR02685	197271999	Same	EHI01988	36528898	35547078	5479334700	5182991922	5265216	160860145	1359863	0.6611	0.068829	G0074	AIQ85
3362054146	0.786908641948077	PR01090	118244788	Other	EHI00025	24710354	23814950	3706553100	3480298934	2880647	104024744	845222	0.9734	NA	G0003	NSAP67
1646048685	0.996854963394717	PR01708	980398051	Other	EHI00867	24335378	18488500	3650306700	2626446736	9377790	502566927	6461448	0.532	NA	G0040	ACD86
4339028837	0.780979058651269	PR01997	29390559	Other	EHI01174	33801630	31385498	5070244500	4368419396	9401734	411843171	216379	0.6865000000000001	NA	G0053	AEA58
4030351754	0.953863522277912	PR01673	10218762	Same	EHI01007	31231104	29905590	4684665600	4040570516	11497061	494660284	82523	0.6634	NA	G0032	ACB47
4063953102	0.798839286905709	PR02961	4776315	Other	EHI02289	28924530	27658366	4338679500	4068729417	3134112	83727506	34913	0.6535	0.096164	G0001	AHG65
2183724089	0.944107694076913	PR01134	688226117	Other	EHI00165	21355306	20101484	3203295900	2871950206	4031607	160926646	4630986	0.8048000000000001	NA	G0005	AAW16
2952582861	0.844883888740023	PR02371	10716976391	Same	EHI01417	93315352	92170578	13997302800	13669559252	5984477	168971131	71669336	0.6923	0.224038	G0002	ABZ39
0	0	PR02592	3492794400	Same	EHI01759	23954000	23495732	3593100000	3492794400	1236524	32758591	23131866	0	0.219331	G0008	AAA08
0	0.622245250893137	PR02026	3381031956	Other	EHI01203	23423370	22747130	3513505500	3381031956	1170004	35720209	19762572	0	NA	G0025	AAD38
3003166120	0.917805891071821	PR03288	2400635493	Other	EHI02683	38538294	37334772	5780744100	5403801613	7112833	210584573	15967009	1.1384	0.397301	G0070	AHN57
