"","assembly_input_id","assembly_id","assembly_batch","preprocessing_id","sequence_id","assembly_type","assembly_input_bases","assembly_length","assembly_n50","assembly_l50","assembly_num_contigs","assembly_largest_contig","assembly_num_bins","assembly_mapping_percent"
"229","EHA00438","EHA00438","ABB0118","PR00919","EHI00436","Individual",4848658457,91848087,10753,1416,16027,548666,24,41
"230","EHA00439","EHA00439","ABB0118","PR00920","EHI00437","Individual",1898413504,50422803,15423,558,8235,296734,12,60
"231","EHA00440","EHA00440","ABB0111","PR00921","EHI00453","Individual",2603071706,89644387,9123,1491,17421,410367,17,58
"232","EHA00441","EHA00441","ABB0111","PR00922","EHI00454","Individual",3751949767,98624268,15241,1039,15370,549721,23,69
"233","EHA00442","EHA00442","ABB0111","PR00924","EHI00459","Individual",3439764216,79622566,4818,3120,20178,310803,14,27
"234","EHA00443","EHA00443","ABB0111","PR00925","EHI00460","Individual",1131039345,0,0,0,0,0,0,0
"235","EHA00444","EHA00444","ABB0111","PR00927","EHI00475","Individual",4169513100,108247076,4508,4198,28058,239895,13,47
"236","EHA00445","EHA00445","ABB0111","PR00929","EHI00491","Individual",3690292938,111093156,12378,1660,18552,344177,26,74
"237","EHA00446","EHA00446","ABB0111","PR00930","EHI00492","Individual",879840635,0,0,0,0,0,0,0
"238","EHA00447","EHA00447","ABB0111","PR00931","EHI00497","Individual",3678223604,98481650,3852,4929,27555,164320,12,44
"239","EHA00448","EHA00448","ABB0111","PR00932","EHI00498","Individual",1092627957,0,0,0,0,0,0,0
"240","EHA00449","EHA00449","ABB0111","PR00933","EHI00510","Individual",2778759646,78716320,10802,1384,14269,201644,14,68
"241","EHA00450","EHA00450","ABB0111","PR00934","EHI00521","Individual",4652790825,148005400,9786,2570,27183,363624,27,72
"242","EHA00451","EHA00451","ABB0111","PR00935","EHI00528","Individual",5088833874,120207831,29237,751,16082,552774,23,87
"243","EHA00452","EHA00452","ABB0111","PR00936","EHI00530","Individual",4539792764,139298242,5429,4962,33105,321418,25,43
"244","EHA00453","EHA00453","ABB0111","PR00938","EHI00545","Individual",2846606757,107219795,9018,1854,19594,315674,28,70
"245","EHA00454","EHA00454","ABB0111","PR00939","EHI00553","Individual",1384671072,0,0,0,0,0,0,0
"246","EHA00455","EHA00455","ABB0111","PR00940","EHI00584","Individual",1102107077,0,0,0,0,0,0,0
"247","EHA00456","EHA00456","ABB0111","PR00942","EHI00600","Individual",4966612685,124939631,29531,729,17355,739270,32,71
"248","EHA00457","EHA00457","ABB0111","PR00943","EHI00612","Individual",2959008638,0,0,0,0,0,0,0
"249","EHA00458","EHA00458","ABB0111","PR00945","EHI00627","Individual",850670804,0,0,0,0,0,0,0
"250","EHA00459","EHA00459","ABB0111","PR00946","EHI00631","Individual",5156352694,173618953,13680,2218,29005,459068,19,99
"251","EHA00460","EHA00460","ABB0111","PR00948","EHI00369","Individual",3305144737,114198012,7303,2568,24478,490022,26,46
"252","EHA00461","EHA00461","ABB0111","PR00949","EHI00378","Individual",3229810280,113260202,6341,2846,25374,315705,16,54
"253","EHA00462","EHA00462","ABB0111","PR00950","EHI00379","Individual",3036493481,72449171,4090,3624,20072,207309,7,30
"254","EHA00463","EHA00463","ABB0111","PR00951","EHI00386","Individual",4365859630,125985062,4462,5470,32702,358148,24,42
"255","EHA00464","EHA00464","ABB0111","PR00952","EHI00390","Individual",2839237139,73092921,4093,4258,20340,151456,9,41
"256","EHA00465","EHA00465","ABB0119","PR00953","EHI00395","Individual",3778964518,93791253,4777,3143,23402,492379,15,46
"257","EHA00466","EHA00466","ABB0119","PR00954","EHI00396","Individual",3761715816,99558266,4641,3828,25281,443459,14,48
"258","EHA00467","EHA00467","ABB0119","PR00955","EHI00401","Individual",5294165032,198896332,6012,6036,44937,369833,38,55
"259","EHA00468","EHA00468","ABB0119","PR00956","EHI00440","Individual",1226888466,0,0,0,0,0,0,0
"260","EHA00469","EHA00469","ABB0119","PR00957","EHI00449","Individual",4405404689,69306373,6913,1925,14596,241535,3,78
"261","EHA00470","EHA00470","ABB0119","PR00958","EHI00452","Individual",3936902690,105306026,5955,3152,23883,300194,22,59
"262","EHA00471","EHA00471","ABB0119","PR00959","EHI00466","Individual",4410513791,147627152,6091,4853,33115,338950,23,57
"263","EHA00472","EHA00472","ABB0119","PR00960","EHI00471","Individual",3806156008,121123237,11875,1949,21090,296268,17,61
"264","EHA00473","EHA00473","ABB0119","PR00961","EHI00486","Individual",3208291480,98105657,4362,4229,25670,497489,13,48
"265","EHA00474","EHA00474","ABB0119","PR00962","EHI00505","Individual",5556668347,177839654,3984,8446,49229,224852,29,44
"266","EHA00475","EHA00475","ABB0119","PR00963","EHI00526","Individual",5189801914,176436918,8111,3857,35494,546722,39,66
"267","EHA00476","EHA00476","ABB0119","PR00964","EHI00543","Individual",7496913035,187383812,12453,2855,32307,420808,46,82
"268","EHA00477","EHA00477","ABB0119","PR00965","EHI00544","Individual",7470861360,235560239,8114,4515,47640,381947,44,66
"269","EHA00478","EHA00478","ABB0119","PR00966","EHI00548","Individual",6996120838,244838836,3963,13259,68142,339951,21,57
"270","EHA00479","EHA00479","ABB0119","PR00967","EHI00550","Individual",4450362659,127260589,5337,4459,30621,270743,17,58
"271","EHA00480","EHA00480","ABB0119","PR00968","EHI00551","Individual",2549069771,82880712,5566,2533,19188,332058,21,55
"272","EHA00481","EHA00481","ABB0119","PR00969","EHI00562","Individual",8249254911,213534544,4649,7647,54830,478599,36,55
"273","EHA00482","EHA00482","ABB0119","PR00970","EHI00614","Individual",4516680540,0,0,0,0,0,0,0
"274","EHA00483","EHA00483","ABB0119","PR00971","EHI00304","Individual",1839763976,0,0,0,0,0,0,0
"275","EHA00484","EHA00484","ABB0119","PR00972","EHI00311","Individual",3700136400,0,0,0,0,0,0,0
"276","EHA00485","EHA00485","ABB0119","PR00974","EHI00326","Individual",3806486514,0,0,0,0,0,0,0
"277","EHA00486","EHA00486","ABB0119","PR00981","EHI00640","Individual",764164071,0,0,0,0,0,0,0
"278","EHA00487","EHA00487","ABB0119","PR00982","EHI00647","Individual",706723808,0,0,0,0,0,0,0
"279","EHA00488","EHA00488","ABB0119","PR00984","EHI00650","Individual",2630839611,0,0,0,0,0,0,0
"280","EHA00489","EHA00489","ABB0119","PR00987","EHI00664","Individual",1020231105,0,0,0,0,0,0,0
"281","EHA00490","EHA00490","ABB0128","PR00988","EHI00614","Individual",6775286550,0,0,0,0,0,0,0
"282","EHA00491","EHA00491","ABB0128","PR00989","EHI00240","Individual",5370141395,0,0,0,0,0,0,0
"283","EHA00492","EHA00492","ABB0128","PR00990","EHI00494","Individual",3330371852,117558771,9264,2108,22008,703632,27,71
"284","EHA00493","EHA00493","ABB0128","PR00991","EHI00561","Individual",4691209870,168686362,5910,5319,37786,361264,24,71
"285","EHA00494","EHA00494","ABB0128","PR00992","EHI00565","Individual",3450630216,104666989,9601,1594,19703,499827,20,67
"286","EHA00495","EHA00495","ABB0128","PR00993","EHI00638","Individual",2639976157,54733974,4957,1944,13576,344770,15,35
"287","EHA00496","EHA00496","ABB0128","PR00994","EHI00532","Individual",1635018507,48239650,7884,828,10024,361265,6,48
"288","EHA00497","EHA00497","ABB0128","PR00995","EHI00556","Individual",3840344742,118088280,10758,1727,21401,531772,30,75
"289","EHA00498","EHA00498","ABB0128","PR00996","EHI00559","Individual",1612926885,46073253,6781,1237,10002,187553,12,36
"290","EHA00499","EHA00499","ABB0128","PR00997","EHI00560","Individual",2561883560,80498377,6851,1724,17887,506850,18,48
"291","EHA00500","EHA00500","ABB0128","PR01023","EHI00141","Individual",795685137,0,0,0,0,0,0,0
"292","EHA00501","EHA00501","ABB0128","PR01026","EHI00147","Individual",906011391,0,0,0,0,0,0,0
"293","EHA00502","EHA00502","ABB0128","PR01028","EHI00154","Individual",1051308667,0,0,0,0,0,0,0
"294","EHA00503","EHA00503","ABB0128","PR01029","EHI00155","Individual",1008032833,0,0,0,0,0,0,0
"295","EHA00504","EHA00504","ABB0128","PR01041","EHI00229","Individual",2089244357,57887073,86518,167,4434,658826,3,90
"296","EHA00505","EHA00505","ABB0128","PR01043","EHI00279","Individual",778851368,0,0,0,0,0,0,0
"297","EHA00506","EHA00506","ABB0128","PR01044","EHI00297","Individual",3377673550,0,0,0,0,0,0,0
"298","EHA00507","EHA00507","ABB0128","PR01046","EHI00245","Individual",1436629918,0,0,0,0,0,0,0
"299","EHA00508","EHA00508","ABB0128","PR01047","EHI00274","Individual",2075128328,0,0,0,0,0,0,0
"300","EHA00509","EHA00509","ABB0128","PR01048","EHI00290","Individual",1701591519,0,0,0,0,0,0,0
"301","EHA00510","EHA00510","ABB0128","PR01049","EHI00209","Individual",930853254,0,0,0,0,0,0,0
"302","EHA00511","EHA00511","ABB0128","PR01050","EHI00223","Individual",1169706633,0,0,0,0,0,0,0
"303","EHA00512","EHA00512","ABB0128","PR01051","EHI00260","Individual",1227083796,0,0,0,0,0,0,0
"304","EHA00513","EHA00513","ABB0128","PR01052","EHI00203","Individual",850511037,0,0,0,0,0,0,0
"305","EHA00514","EHA00514","ABB0128","PR01056","EHI00199","Individual",1507972114,0,0,0,0,0,0,0
"306","EHA00515","EHA00515","ABB0120","PR01057","EHI00256","Individual",1037591285,0,0,0,0,0,0,0
"307","EHA00516","EHA00516","ABB0120","PR01061","EHI00300","Individual",2128058000,53601440,5224,1941,12739,548597,7,40
"308","EHA00517","EHA00517","ABB0120","PR01063","EHI00207","Individual",1301644238,0,0,0,0,0,0,0
"309","EHA00518","EHA00518","ABB0120","PR01064","EHI00210","Individual",2653823936,0,0,0,0,0,0,0
"310","EHA00519","EHA00519","ABB0120","PR01065","EHI00251","Individual",798070879,0,0,0,0,0,0,0
"311","EHA00520","EHA00520","ABB0120","PR01066","EHI00252","Individual",1141003278,0,0,0,0,0,0,0
"312","EHA00521","EHA00521","ABB0120","PR01067","EHI00337","Individual",1103967906,0,0,0,0,0,0,0
"313","EHA00522","EHA00522","ABB0120","PR01068","EHI00249","Individual",3824089744,0,0,0,0,0,0,0
"314","EHA00523","EHA00523","ABB0120","PR01069","EHI00268","Individual",4780406179,0,0,0,0,0,0,0
"315","EHA00524","EHA00524","ABB0120","PR01070","EHI00271","Individual",3246618056,0,0,0,0,0,0,0
"316","EHA00525","EHA00525","ABB0120","PR01077","EHI00012","Individual",2389194935,0,0,0,0,0,0,0
"317","EHA00526","EHA00526","ABB0120","PR01078","EHI00013","Individual",968487273,0,0,0,0,0,0,0
"318","EHA00527","EHA00527","ABB0120","PR01080","EHI00015","Individual",2517127349,0,0,0,0,0,0,0
"319","EHA00528","EHA00528","ABB0120","PR01090","EHI00025","Individual",3362054146,119656353,10588,1738,21135,753638,28,63
"320","EHA00529","EHA00529","ABB0120","PR01092","EHI00027","Individual",1717170026,51299600,4968,1783,12061,710956,10,59
"321","EHA00530","EHA00530","ABB0120","PR01093","EHI00028","Individual",2939283619,53751278,4421,1940,13717,530408,18,35
"322","EHA00531","EHA00531","ABB0120","PR01097","EHI00032","Individual",2614148585,85180524,13474,1139,14260,396385,18,76
"323","EHA00532","EHA00532","ABB0120","PR01099","EHI00034","Individual",1127401782,0,0,0,0,0,0,0
"324","EHA00533","EHA00533","ABB0120","PR01101","EHI00036","Individual",5000370714,0,0,0,0,0,0,0
"325","EHA00534","EHA00534","ABB0120","PR01102","EHI00037","Individual",737442351,0,0,0,0,0,0,0
"326","EHA00535","EHA00535","ABB0120","PR01103","EHI00038","Individual",3355339082,117235940,3923,6426,32679,482332,25,38
"327","EHA00536","EHA00536","ABB0120","PR01106","EHI00041","Individual",1886189859,82398685,6298,2085,17997,448214,26,56
"328","EHA00537","EHA00537","ABB0120","PR01108","EHI00043","Individual",3432092414,0,0,0,0,0,0,0
"329","EHA00538","EHA00538","ABB0120","PR01109","EHI00044","Individual",3036113602,0,0,0,0,0,0,0
"330","EHA00539","EHA00539","ABB0120","PR01114","EHI00168","Individual",2361883336,72955663,7494,1753,14638,351125,21,57
"331","EHA00540","EHA00540","ABB0129","PR01117","EHI00071","Individual",1361641308,0,0,0,0,0,0,0
"332","EHA00541","EHA00541","ABB0129","PR01119","EHI00082","Individual",2778724138,0,0,0,0,0,0,0
"333","EHA00542","EHA00542","ABB0129","PR01120","EHI00083","Individual",1178186966,0,0,0,0,0,0,0
"334","EHA00543","EHA00543","ABB0129","PR01121","EHI00084","Individual",675248892,0,0,0,0,0,0,0
"335","EHA00544","EHA00544","ABB0129","PR01122","EHI00087","Individual",736297986,0,0,0,0,0,0,0
"336","EHA00545","EHA00545","ABB0129","PR01124","EHI00094","Individual",4139280655,0,0,0,0,0,0,0
"337","EHA00546","EHA00546","ABB0129","PR01125","EHI00096","Individual",1080989266,0,0,0,0,0,0,0
"338","EHA00547","EHA00547","ABB0129","PR01126","EHI00099","Individual",660000925,0,0,0,0,0,0,0
"339","EHA00548","EHA00548","ABB0129","PR01129","EHI00127","Individual",3181469022,45997073,75688,117,5311,875408,10,88
"340","EHA00549","EHA00549","ABB0129","PR01130","EHI00132","Individual",997005124,0,0,0,0,0,0,0
"341","EHA00550","EHA00550","ABB0129","PR01132","EHI00136","Individual",1384488044,0,0,0,0,0,0,0
"342","EHA00551","EHA00551","ABB0129","PR01134","EHI00165","Individual",2183724089,58468703,15091,587,9653,838133,10,85
"343","EHA00552","EHA00552","ABB0129","PR01138","EHI00191","Individual",974814120,0,0,0,0,0,0,0
"344","EHA00553","EHA00553","ABB0129","PR01140","EHI00267","Individual",4870295863,0,0,0,0,0,0,0
"345","EHA00554","EHA00554","ABB0129","PR01143","EHI00364","Individual",3086069741,0,0,0,0,0,0,0
"346","EHA00555","EHA00555","ABB0129","PR01144","EHI00384","Individual",3482844418,0,0,0,0,0,0,0
"347","EHA00556","EHA00556","ABB0129","PR01146","EHI00322","Individual",968199146,0,0,0,0,0,0,0
"348","EHA00557","EHA00557","ABB0129","PR01147","EHI00197","Individual",3115844100,0,0,0,0,0,0,0
"349","EHA00558","EHA00558","ABB0129","PR01148","EHI00225","Individual",6773567705,128556726,6779,3621,28163,421345,17,51
"350","EHA00559","EHA00559","ABB0129","PR01149","EHI00205","Individual",7721202331,164423571,18798,1712,21755,555686,34,89
"351","EHA00560","EHA00560","ABB0129","PR01150","EHI00218","Individual",4236998559,156109686,16123,1435,24063,444519,28,81
"352","EHA00561","EHA00561","ABB0129","PR01151","EHI00296","Individual",5230400217,174008303,12939,2507,27586,569983,28,82
"353","EHA00562","EHA00562","ABB0129","PR01152","EHI00196","Individual",1315883318,45813668,4125,2357,12510,222334,8,38
"354","EHA00563","EHA00563","ABB0129","PR01153","EHI00228","Individual",7338941264,204525310,9054,3612,40877,429331,51,69
"355","EHA00564","EHA00564","ABB0129","PR01154","EHI00244","Individual",5087314863,145998798,6441,4305,31947,538717,37,64
"356","EHA00565","EHA00565","ABB0121","PR01155","EHI00287","Individual",5107156466,182802454,9889,3543,32928,660356,32,76
"357","EHA00566","EHA00566","ABB0121","PR01156","EHI00200","Individual",5726414388,79932664,6841,1918,17431,315685,12,48
"358","EHA00567","EHA00567","ABB0121","PR01157","EHI00213","Individual",4043906273,42251980,7549,852,8699,337025,9,42
"359","EHA00568","EHA00568","ABB0121","PR01158","EHI00219","Individual",4899301321,217314978,7056,5155,46084,486759,30,67
"360","EHA00569","EHA00569","ABB0121","PR01159","EHI00250","Individual",3692684628,167276458,10839,3086,28321,358240,24,76
"361","EHA00570","EHA00570","ABB0121","PR01162","EHI00281","Individual",9895270702,0,0,0,0,0,0,0
"362","EHA00571","EHA00571","ABB0121","PR01163","EHI00236","Individual",3018672858,0,0,0,0,0,0,0
"363","EHA00572","EHA00572","ABB0121","PR01164","EHI00301","Individual",2107120348,0,0,0,0,0,0,0
"364","EHA00573","EHA00573","ABB0121","PR01165","EHI00255","Individual",6963331834,0,0,0,0,0,0,0
"365","EHA00574","EHA00574","ABB0121","PR01166","EHI00284","Individual",1432123814,0,0,0,0,0,0,0
"366","EHA00575","EHA00575","ABB0121","PR01170","EHI00270","Individual",1163620671,0,0,0,0,0,0,0
"367","EHA00576","EHA00576","ABB0121","PR01171","EHI00204","Individual",4084951241,0,0,0,0,0,0,0
"368","EHA00577","EHA00577","ABB0121","PR01172","EHI00234","Individual",3740503911,64384258,9361,1352,11530,295148,5,64
"369","EHA00578","EHA00578","ABB0121","PR01173","EHI00269","Individual",4429498937,0,0,0,0,0,0,0
"370","EHA00579","EHA00579","ABB0121","PR01175","EHI00224","Individual",3022781113,0,0,0,0,0,0,0
"371","EHA00580","EHA00580","ABB0121","PR01180","EHI00230","Individual",3681608774,0,0,0,0,0,0,0
"372","EHA00581","EHA00581","ABB0121","PR01181","EHI00235","Individual",4331782986,0,0,0,0,0,0,0
"373","EHA00582","EHA00582","ABB0121","PR01182","EHI00253","Individual",851288893,0,0,0,0,0,0,0
"374","EHA00583","EHA00583","ABB0121","PR01183","EHI00214","Individual",2940057516,0,0,0,0,0,0,0
"375","EHA00584","EHA00584","ABB0121","PR01184","EHI00264","Individual",5186118016,0,0,0,0,0,0,0
"376","EHA00585","EHA00585","ABB0121","PR01185","EHI00370","Individual",2602544161,0,0,0,0,0,0,0
"377","EHA00586","EHA00586","ABB0121","PR01186","EHI00373","Individual",1863912975,0,0,0,0,0,0,0
"378","EHA00587","EHA00587","ABB0121","PR01187","EHI00212","Individual",5008160762,46866851,4357,2214,12419,207882,12,47
"379","EHA00588","EHA00588","ABB0121","PR01188","EHI00258","Individual",3876414975,57400472,12047,766,10563,507277,7,63
"380","EHA00589","EHA00589","ABB0121","PR01189","EHI00272","Individual",3692234889,168524531,11220,3033,28602,486891,26,78
"381","EHA00590","EHA00590","ABB0130","PR01190","EHI00183","Individual",3695907585,0,0,0,0,0,0,0
"382","EHA00591","EHA00591","ABB0130","PR01192","EHI00185","Individual",1357896491,0,0,0,0,0,0,0
"383","EHA00592","EHA00592","ABB0130","PR01193","EHI00186","Individual",1186014337,0,0,0,0,0,0,0
"384","EHA00593","EHA00593","ABB0130","PR01194","EHI00187","Individual",1438888956,0,0,0,0,0,0,0
"385","EHA00594","EHA00594","ABB0130","PR01196","EHI00189","Individual",847895865,0,0,0,0,0,0,0
"386","EHA00595","EHA00595","ABB0130","PR01197","EHI00192","Individual",694329670,0,0,0,0,0,0,0
"387","EHA00596","EHA00596","ABB0130","PR01198","EHI00201","Individual",4057373645,0,0,0,0,0,0,0
"388","EHA00597","EHA00597","ABB0130","PR01200","EHI00291","Individual",1144548563,0,0,0,0,0,0,0
"389","EHA00598","EHA00598","ABB0130","PR01201","EHI00298","Individual",6222686411,101216523,40406,531,8869,564814,24,80
"390","EHA00599","EHA00599","ABB0130","PR01204","EHI00345","Individual",5691202164,45464988,19443,499,5314,645450,8,82
"391","EHA00600","EHA00600","ABB0130","PR01205","EHI00348","Individual",1081991207,0,0,0,0,0,0,0
"392","EHA00601","EHA00601","ABB0130","PR01210","EHI00366","Individual",1880717170,0,0,0,0,0,0,0
"393","EHA00602","EHA00602","ABB0130","PR01212","EHI00397","Individual",3610335295,0,0,0,0,0,0,0
"394","EHA00603","EHA00603","ABB0130","PR01217","EHI00431","Individual",3026225170,0,0,0,0,0,0,0
"395","EHA00604","EHA00604","ABB0130","PR01228","EHI00474","Individual",3173993174,0,0,0,0,0,0,0
"396","EHA00605","EHA00605","ABB0130","PR01230","EHI00485","Individual",6683205784,0,0,0,0,0,0,0
"397","EHA00606","EHA00606","ABB0130","PR01232","EHI00502","Individual",3817422342,0,0,0,0,0,0,0
"398","EHA00607","EHA00607","ABB0130","PR01234","EHI00511","Individual",4341738423,0,0,0,0,0,0,0
"399","EHA00608","EHA00608","ABB0130","PR01236","EHI00523","Individual",2681014152,0,0,0,0,0,0,0
"400","EHA00609","EHA00609","ABB0130","PR01237","EHI00531","Individual",5202374307,0,0,0,0,0,0,0
"401","EHA00610","EHA00610","ABB0130","PR01238","EHI00540","Individual",3478991543,67628649,7042,1248,14241,604705,10,77
"402","EHA00611","EHA00611","ABB0130","PR01241","EHI00570","Individual",3883032364,0,0,0,0,0,0,0
"403","EHA00612","EHA00612","ABB0130","PR01242","EHI00571","Individual",1166625770,0,0,0,0,0,0,0
"404","EHA00613","EHA00613","ABB0130","PR01246","EHI00577","Individual",3578912899,0,0,0,0,0,0,0
"405","EHA00614","EHA00614","ABB0130","PR01249","EHI00580","Individual",4575147939,0,0,0,0,0,0,0
"406","EHA00615","EHA00615","ABB0122","PR01250","EHI00581","Individual",3435932522,0,0,0,0,0,0,0
"407","EHA00616","EHA00616","ABB0122","PR01262","EHI00596","Individual",2099147907,0,0,0,0,0,0,0
"408","EHA00617","EHA00617","ABB0122","PR01263","EHI00597","Individual",1835681001,0,0,0,0,0,0,0
"409","EHA00618","EHA00618","ABB0122","PR01265","EHI00599","Individual",5022505982,111712909,2111,16565,48552,190431,5,41
"410","EHA00619","EHA00619","ABB0122","PR01270","EHI00607","Individual",4216626686,58340046,6825,1774,13375,251890,4,46
"411","EHA00620","EHA00620","ABB0122","PR01271","EHI00608","Individual",2656843309,0,0,0,0,0,0,0
"412","EHA00621","EHA00621","ABB0122","PR01276","EHI00615","Individual",5005228933,52070293,9130,683,11310,789509,7,42
"413","EHA00622","EHA00622","ABB0122","PR01281","EHI00622","Individual",2751940836,0,0,0,0,0,0,0
"414","EHA00623","EHA00623","ABB0122","PR01282","EHI00624","Individual",2089484463,0,0,0,0,0,0,0
"415","EHA00624","EHA00624","ABB0122","PR01283","EHI00625","Individual",5726596862,49843285,23195,408,6412,594874,7,89
"416","EHA00625","EHA00625","ABB0122","PR01289","EHI00633","Individual",3077905518,0,0,0,0,0,0,0
"417","EHA00626","EHA00626","ABB0122","PR01290","EHI00634","Individual",4831249105,55379330,22652,418,7418,878429,13,70
"418","EHA00627","EHA00627","ABB0122","PR01293","EHI00637","Individual",4317249413,0,0,0,0,0,0,0
"419","EHA00628","EHA00628","ABB0122","PR01294","EHI00639","Individual",2929522470,48686954,8071,1023,9696,307271,7,58
"420","EHA00629","EHA00629","ABB0122","PR01296","EHI00642","Individual",2736773996,0,0,0,0,0,0,0
"421","EHA00630","EHA00630","ABB0122","PR01297","EHI00643","Individual",1627541452,0,0,0,0,0,0,0
"422","EHA00631","EHA00631","ABB0122","PR01299","EHI00646","Individual",5486689466,0,0,0,0,0,0,0
"423","EHA00632","EHA00632","ABB0122","PR01300","EHI00648","Individual",5972226431,0,0,0,0,0,0,0
"424","EHA00633","EHA00633","ABB0122","PR01301","EHI00651","Individual",1993833424,0,0,0,0,0,0,0
"425","EHA00634","EHA00634","ABB0122","PR01302","EHI00652","Individual",2426662560,0,0,0,0,0,0,0
"426","EHA00635","EHA00635","ABB0122","PR01303","EHI00653","Individual",6398881539,52807164,7224,880,11551,391900,8,48
"427","EHA00636","EHA00636","ABB0122","PR01304","EHI00654","Individual",3364372163,0,0,0,0,0,0,0
"428","EHA00637","EHA00637","ABB0122","PR01305","EHI00655","Individual",4289894272,0,0,0,0,0,0,0
"429","EHA00638","EHA00638","ABB0122","PR01306","EHI00656","Individual",3507211714,0,0,0,0,0,0,0
"430","EHA00639","EHA00639","ABB0122","PR01308","EHI00660","Individual",2310176112,0,0,0,0,0,0,0
"431","EHA00640","EHA00640","ABB0131","PR01310","EHI00674","Individual",977987360,0,0,0,0,0,0,0
"432","EHA00641","EHA00641","ABB0131","PR01311","EHI00675","Individual",2953671640,112422265,8565,2041,21391,921925,21,53
"433","EHA00642","EHA00642","ABB0131","PR01312","EHI00676","Individual",3478492119,146749947,5667,4710,33574,352627,27,63
"434","EHA00643","EHA00643","ABB0131","PR01313","EHI00677","Individual",8002339393,185893993,14113,2007,28643,495708,29,91
"435","EHA00644","EHA00644","ABB0131","PR01314","EHI00678","Individual",3646847093,142163012,7297,3046,30160,300030,27,59
"436","EHA00645","EHA00645","ABB0131","PR01315","EHI00679","Individual",2964925892,117316515,4999,4474,28919,429700,23,45
"437","EHA00646","EHA00646","ABB0131","PR01316","EHI00680","Individual",3400132859,144565077,11805,2150,23852,709080,24,77
"438","EHA00647","EHA00647","ABB0131","PR01317","EHI00681","Individual",1460631850,54092365,6166,1515,11650,304656,7,60
"439","EHA00648","EHA00648","ABB0131","PR01318","EHI00682","Individual",1361957203,46311699,3949,2293,12788,302074,14,37
"440","EHA00649","EHA00649","ABB0131","PR01319","EHI00683","Individual",1930783069,73814369,4728,3148,18767,247616,11,37
"441","EHA00650","EHA00650","ABB0131","PR01320","EHI00684","Individual",2302460325,87533767,6908,2275,18732,267502,15,53
"442","EHA00651","EHA00651","ABB0131","PR01321","EHI00685","Individual",5926233449,203181779,21514,1666,29000,820905,41,83
"443","EHA00652","EHA00652","ABB0131","PR01322","EHI00686","Individual",4109320243,101960791,7066,1998,21389,476399,18,77
"444","EHA00653","EHA00653","ABB0131","PR01323","EHI00687","Individual",1243450710,51942314,8381,1194,9983,240608,10,44
"445","EHA00654","EHA00654","ABB0131","PR01324","EHI00688","Individual",3605222761,118250231,12469,1636,19525,323358,23,79
"446","EHA00655","EHA00655","ABB0131","PR01325","EHI00689","Individual",1932857223,56843227,22072,400,7673,629117,11,74
"447","EHA00656","EHA00656","ABB0131","PR01326","EHI00690","Individual",2321823649,82278625,6864,1723,18557,441085,13,52
"448","EHA00657","EHA00657","ABB0131","PR01327","EHI00691","Individual",3587666036,114155411,19637,974,17800,410137,21,77
"449","EHA00658","EHA00658","ABB0131","PR01328","EHI00692","Individual",4873372294,169467260,6980,4059,35119,651258,29,67
"450","EHA00659","EHA00659","ABB0131","PR01329","EHI00693","Individual",5392263654,181560935,15994,2067,28718,472880,40,75
"451","EHA00660","EHA00660","ABB0131","PR01330","EHI00694","Individual",5010854722,175487231,11954,2285,30987,505103,33,67
"452","EHA00661","EHA00661","ABB0131","PR01331","EHI00695","Individual",5365124132,211858668,12740,3080,33963,543858,38,79
"453","EHA00662","EHA00662","ABB0131","PR01332","EHI00696","Individual",5257899032,216904495,10226,3964,39394,420294,33,68
"454","EHA00663","EHA00663","ABB0131","PR01334","EHI00698","Individual",2117738762,44916355,4398,2103,11967,345667,12,48
"455","EHA00664","EHA00664","ABB0131","PR01335","EHI00699","Individual",2832033716,125309506,7474,2774,25691,323065,24,60
"456","EHA00665","EHA00665","ABB0123","PR01336","EHI00700","Individual",2345994448,96549631,6275,2692,21556,299223,18,54
"457","EHA00666","EHA00666","ABB0123","PR01337","EHI00730","Individual",4609595390,170096194,4269,7682,45079,478685,36,46
"458","EHA00667","EHA00667","ABB0123","PR01338","EHI00731","Individual",2697223372,121589909,5464,4361,28527,222483,19,49
"459","EHA00668","EHA00668","ABB0123","PR01339","EHI00732","Individual",2327784651,90645537,6762,2405,19503,372026,11,45
"460","EHA00669","EHA00669","ABB0123","PR01340","EHI00733","Individual",5045191845,164471284,8260,3013,32264,645612,26,72
"461","EHA00670","EHA00670","ABB0123","PR01341","EHI00742","Individual",5095352709,113773316,8389,2339,21766,730078,15,62
"462","EHA00671","EHA00671","ABB0123","PR01342","EHI00743","Individual",6012075874,133527972,9873,2398,24776,633652,24,67
"463","EHA00672","EHA00672","ABB0123","PR01343","EHI00751","Individual",4233687505,87856802,8476,2076,16464,330006,19,60
"464","EHA00673","EHA00673","ABB0123","PR01344","EHI00752","Individual",7665499851,0,0,0,0,0,0,0
"465","EHA00674","EHA00674","ABB0123","PR01345","EHI00753","Individual",2835928106,43786493,4280,1895,11683,204570,9,39
"466","EHA00675","EHA00675","ABB0123","PR01346","EHI00757","Individual",4208979646,62753125,3783,3080,17514,247173,12,40
"467","EHA00676","EHA00676","ABB0123","PR01348","EHI00665","Individual",1762209969,78079590,13193,1230,12259,291180,6,62
"468","EHA00677","EHA00677","ABB0123","PR01349","EHI00666","Individual",3037088293,118322472,7511,2515,24340,530895,16,67
