library_id	library_adaptor_molarity	library_PCR_cycles_required	library_input_dna	library_input_volume	extraction_id	sample_id	sequencing_datasets
AAV32E1L1	20	11	140.16	24	AAV32E1	AAV32	EHI01556
OPAU69E2L1	20	7	168.24	24	OPAU69E2	OPAU69	EHI00424
L1	20	10	0	24	NA	NA	NA
ABW32E1L1	20	13	53.52	24	ABW32E1	ABW32	EHI00339, EHI01423
AEC25E1L1	20	8	59.52	24	AEC25E1	AEC25	EHI01343
ADG53E1L1	20	3	200	18.7	ADG53E1	ADG53	EHI02367
AHO54E1L1	5	14	1.3152	24	AHO54E1	AHO54	EHI02568, EHI02690
AKD80E1L1	10	8	12.288	24	AKD80E1	AKD80	EHI02694
ADG75E1L1	10	5	28.56	24	ADG75E1	ADG75	EHI02368
NSAP33E1L1	10	11	40.23	27	NSAP33E1	NSAP33	EHI00038
AIQ85E1L1	20	3	200	11.1	AIQ85E1	AIQ85	EHI01988
AAW20E1L1	10	16	1.97	24	AAW20E1	AAW20	EHI00084, EHI01239
C2_EXB0076E1L1	5	20	1.416	24	C2_EXB0076E1	C2_EXB0076	EHI02136
AEX63E1L1	20	6	189.6	6	AEX63E1	AEX63	EHI00694
L1	10	18	0	24	NA	NA	NA
AIH37E1L1	20	5	68.88	24	AIH37E1	AIH37	EHI01796
ACZ34E1L1	20	16	50.16	24	ACZ34E1	ACZ34	EHI00345
ABB27E1L1	20	7	200	23	ABB27E1	ABB27	EHI01479
AJP56E1L1	20	4	147.36	24	AJP56E1	AJP56	EHI01989
C1_EXB0014E1L1	10	19	0	24	C1_EXB0014E1	C1_EXB0014	NA
AHN11E1L1	5	13	0.8232	24	AHN11E1	AHN11	EHI02554, EHI02676
AAE68E1L1	5	11	5.064	24	AAE68E1	AAE68	EHI01232
AGO49E1L1	20	6	125.52	24	AGO49E1	AGO49	EHI02621
AAV94E1L1	20	8	131.76	24	AAV94E1	AAV94	EHI02034
ACK53E1L1	20	5	95.76	24	ACK53E1	ACK53	EHI02434
AFP91E2L1	20	4.35614381	152.5	24	AFP91E2	AFP91	EHI01071
AGD18E1L1	20	5	200	3.5	AGD18E1	AGD18	EHI01321
AEL24E1L1	20	6	68.4	24	AEL24E1	AEL24	EHI00361
AGJ30E1L1	10	8	18.36	24	AGJ30E1	AGJ30	EHI02493
AFV09E1L1	5	19	2.856	24	AFV09E1	AFV09	NA
AEC57E1L1	20	6	151.68	24	AEC57E1	AEC57	EHI01266
OPAU19E2L1	20	9	143.76	24	OPAU19E2	OPAU19	EHI00578
OPAU63E2L1	20	18	150.48	24	OPAU63E2	OPAU63	NA
AAH20E1L1	10	10	42.72	24	AAH20E1	AAH20	EHI02494
C1_EXB0032E1L1	2	13	0	24	C1_EXB0032E1	C1_EXB0032	EHI00573
AA04E1L1	20	5	100.8	24	AA04E1	AA04	EHI00388
ACD13E1L1	5	14	0.7752	24	ACD13E1	ACD13	EHI00826
ACD06E1L1	5	12	3.936	24	ACD06E1	ACD06	EHI00814
AAC71E1L1	20	12	79.44	24	AAC71E1	AAC71	EHI00280
NSAP36E1L1	10	14	35.64	27	NSAP36E1	NSAP36	EHI00041
AIS12E1L1	10	7	11.04	24	AIS12E1	AIS12	NA
AAT33E1L1	10	14	6.48	27	AAT33E1	AAT33	NA
ACD49E1L1	5	16	1.2048	24	ACD49E1	ACD49	EHI00926
OPAU17E2L1	20	8	168.72	24	OPAU17E2	OPAU17	EHI00626
AAB24E1L1	20	4	200	5.1	AAB24E1	AAB24	EHI01480
AAE25E1L1	10	9	29.04	24	AAE25E1	AAE25	EHI01214
AAH99E1L1	10	7	34.32	24	AAH99E1	AAH99	EHI02435
AGI14E1L1	5	10	4.056	24	AGI14E1	AGI14	EHI01769
ABS12E1L1	10	10	23.808	24	ABS12E1	ABS12	NA
AIZ10E1L1	5	16	4.152	24	AIZ10E1	AIZ10	NA
AAB61E1L1	20	6	200	8.1	AAB61E1	AAB61	EHI02019
ACB56E1L1	10	11	39.12	24	ACB56E1	ACB56	EHI02087
ABW45E1L1	20	3	166.8	24	ABW45E1	ABW45	EHI01038
ABF99E1L1	20	6	183	4	ABF99E1	ABF99	EHI00665
AAC62E1L1	10	14	35.76	24	AAC62E1	AAC62	EHI00055
AEK07E2L1	10	19	5.28	24	AEK07E2	AEK07	NA
ACD37E1L1	5	11	7.296	24	ACD37E1	ACD37	EHI00955
ADV95E1L1	10	8	38.64	24	ADV95E1	ADV95	EHI01525
ACD33E1L1	5	11	3.816	24	ACD33E1	ACD33	EHI00991
AGZ02E1L1	5	13	4.032	24	AGZ02E1	AGZ02	EHI01411, EHI02395
ABP93E1L1	20	7	113.04	24	ABP93E1	ABP93	EHI00902
AEV91E1L1	20	6	92.64	24	AEV91E1	AEV91	EHI02215
AAT47E2L1	10	22	0	27	AAT47E2	AAT47	NA
ACD69E1L1	2	15	0	24	ACD69E1	ACD69	EHI00919
ACD90E1L1	10	12	2.04	20	ACD90E1	ACD90	EHI00238
ABT55E2L1	20	16	60.96	24	ABT55E2	ABT55	NA
AAH60E1L1	10	13	16.8	24	AAH60E1	AAH60	EHI00281
AGC36E1L1	10	8	24.96	24	AGC36E1	AGC36	EHI01384
AGH30E1L1	20	4	200	10.4	AGH30E1	AGH30	EHI02251
AHQ54E1L1	20	7	66	24	AHQ54E1	AHQ54	EHI01268
AIG46E1L1	20	6	200	23.5	AIG46E1	AIG46	EHI01144
AGN29E1L1	20	7	77.28	24	AGN29E1	AGN29	NA
AFZ40E1L1	10	13	18.48	24	AFZ40E1	AFZ40	EHI02309
C1_EXB0084E1L1	2	23	0.12264	24	C1_EXB0084E1	C1_EXB0084	NA
AEA73E1L1	10	7	44.64	24	AEA73E1	AEA73	EHI01269
AEA82E1L1	10	12	30.48	24	AEA82E1	AEA82	EHI01390
ADV55E1L2	5	15	1.6856	19.6	ADV55E1	ADV55	EHI00633, EHI01693
AFM75E1L1	20	8	83.76	24	AFM75E1	AFM75	EHI00740
ABA64E1L1	20	7	196.9	22	ABA64E1	ABA64	NA
AAB49E1L1	20	4	200	6.6	AAB49E1	AAB49	EHI00402
AFU96E1L2	10	8	24.48	24	AFU96E1	AFU96	EHI01834
C1_EXB0020E1L1	10	8	9.22	20	C1_EXB0020E1	C1_EXB0020	EHI00294
AFT12E1L1	10	7	16.776	24	AFT12E1	AFT12	EHI02053
ABM11E1L1	10	19	0	24	ABM11E1	ABM11	EHI00106
AAA11E1L1	10	8	44.88	24	AAA11E1	AAA11	EHI01761
AIH77E1L1	20	6	200	17.5	AIH77E1	AIH77	EHI01145
AEA88E1L1	10	6	42.24	24	AEA88E1	AEA88	EHI02267
AAA66E1L1	10	10	43.44	24	AAA66E1	AAA66	EHI01526
AGD40E1L1	20	6	200	11.4	AGD40E1	AGD40	EHI01322
AAS22E1L1	10	11	14.013	27	AAS22E1	AAS22	EHI00023
AFW28E1L1	20	3	200	18.3	AFW28E1	AFW28	EHI00395
AFQ71E2L1	20	4.35614381	198	18	AFQ71E2	AFQ71	EHI01068
AIZ50E1L1	5	17	0.8832	24	AIZ50E1	AIZ50	NA
AA87E1L1	20	6	200	20.7	AA87E1	AA87	EHI00933
C1_EXB0040E1L1	2	17	0	24	C1_EXB0040E1	C1_EXB0040	EHI01048
AAA02E1L1	10	9	11.064	24	AAA02E1	AAA02	EHI01760
ACK42E1L1	20	5	157.2	24	ACK42E1	ACK42	EHI02436
ACC89E1L1	5	13	1.1784	24	ACC89E1	ACC89	EHI00820
AAC33E1L2	50	0	382.8	11	AAC33E1	AAC33	NA
AD84E1L1	10	12	37.92	24	AD84E1	AD84	NA
ABG57E1L2	20	10	199.2	12	ABG57E1	ABG57	NA
AAA80E1L1	10	11	36.24	24	AAA80E1	AAA80	EHI01557
ABK56E1L1	20	5	188	7	ABK56E1	ABK56	EHI01719
ABT68E2L1	20	16	128.4	24	ABT68E2	ABT68	NA
AFT22E1L1	20	3	102.96	24	AFT22E1	AFT22	EHI02052
ACC84E1L1	5	14	1.8048	24	ACC84E1	ACC84	EHI00825
AFW30E1L1	20	4	73.8	20	AFW30E1	AFW30	EHI00378
ACS52E1L1	20	4	200	4.5	ACS52E1	ACS52	EHI01267
AIG44E1L1	20	8	122.64	24	AIG44E1	AIG44	EHI01194
AFU95E1L1	20	12	112.56	24	AFU95E1	AFU95	NA
AEC37E1L1	20	6	114.96	24	AEC37E1	AEC37	EHI01270
AFV03E1L1	20	10	102.48	24	AFV03E1	AFV03	NA
AED57E1L1	20	6	174	24	AED57E1	AED57	EHI01271
ABA61E1L1	20	10	193.7	13	ABA61E1	ABA61	EHI00289
ADV57E1L2	2	19	0	19.4	ADV57E1	ADV57	EHI00596
AAD62E1L1	20	6	82.56	24	AAD62E1	AAD62	EHI01169
AGG20E1L1	20	6	200	3.1	AGG20E1	AGG20	EHI00781
C1_EXB0010E1L1	10	19	0	24	C1_EXB0010E1	C1_EXB0010	NA
AGD10E1L1	20	4	200	15.9	AGD10E1	AGD10	EHI01323
ABI38E1L2	20	7	190.5	15	ABI38E1	ABI38	EHI00178
ABL68E1L1	10	13	33.6	24	ABL68E1	ABL68	NA
AA01E1L1	20	4	200	1.7	AA01E1	AA01	EHI01029
AAW17E1L1	10	16	14.04	24	AAW17E1	AAW17	EHI00132, EHI01245
AGI59E3L1	10	16	10.104	24	AGI59E3	AGI59	EHI02121
AFF67E1L1	5	10	3.456	24	AFF67E1	AFF67	EHI02510
AJF60E1L1	20	4	200	8	AJF60E1	AJF60	NA
AIG09E1L1	20	5	140.88	24	AIG09E1	AIG09	EHI01146, EHI01649
AAP85E1L1	10	7	42.48	24	AAP85E1	AAP85	EHI01631
AAC15E2L1	10	19	0	24	AAC15E2	AAC15	EHI00163
ACP10E1L1	10	17	4.224	24	ACP10E1	ACP10	EHI00267
AFV24E1L1	20	5	91.68	24	AFV24E1	AFV24	EHI00614
ADL33E1L1	20	5	92.64	24	ADL33E1	ADL33	EHI00464
C1_EXB0063E1L1	2	19	0	24	C1_EXB0063E1	C1_EXB0063	NA
AFH38E1L1	5	12	0.9432	24	AFH38E1	AFH38	EHI02477
AHI23E1L1	5	13	4.128	24	AHI23E1	AHI23	EHI01698
ADK10E1L1	20	NA	42.24	24	ADK10E1	ADK10	NA
ADE09E1L1	20	6	200	8.2	ADE09E1	ADE09	EHI00936
AEM66E1L1	20	5	154.08	24	AEM66E1	AEM66	EHI02265
ACZ96E1L1	2	17	0	24	ACZ96E1	ACZ96	EHI00594
ABK20E1L1	20	10	184.8	11	ABK20E1	ABK20	EHI00112
AGP08E1L1	20	7	120	24	AGP08E1	AGP08	EHI02622
C1_EXB0060E1L1	2	21	0.14208	24	C1_EXB0060E1	C1_EXB0060	NA
ACZ61E1L1	5	12	1.2	24	ACZ61E1	ACZ61	NA
ABD02E1L1	20	4	136.32	24	ABD02E1	ABD02	EHI02350
ADM62E1L1	20	13	190.08	24	ADM62E1	ADM62	EHI00351
AEY91E1L1	10	13	12.576	24	AEY91E1	AEY91	EHI02519
C1_EXB0056E1L1	2	22	0	24	C1_EXB0056E1	C1_EXB0056	NA
ADA67E1L1	10	7	22.416	24	ADA67E1	ADA67	NA
AAQ45E1L1	20	7	169.92	24	AAQ45E1	AAQ45	EHI00908
AAB32E1L1	20	7	199.5	21	AAB32E1	AAB32	NA
ABJ79E1L1	20	NA	198	18	ABJ79E1	ABJ79	NA
AEV27E1L1	5	13	3.624	24	AEV27E1	AEV27	EHI01580
ABU54E1L1	20	9	200	19.8	ABU54E1	ABU54	EHI00285
AGM85E1L1	20	7	200	18.7	AGM85E1	AGM85	NA
AFN14E1L1	10	12	17.016	24	AFN14E1	AFN14	EHI02478
ADJ93E1L1	20	6	194.4	12	ADJ93E1	ADJ93	EHI00462
AIY91E1L1	5	13	3.768	24	AIY91E1	AIY91	EHI02651
AHQ52E1L1	20	6	127.44	24	AHQ52E1	AHQ52	EHI01272
AAT59E2L1	10	8	225.72	27	AAT59E2	AAT59	NA
ACD87E1L1	5	17	0.4536	24	ACD87E1	ACD87	EHI00882
ABT11E1L1	20	7	170.4	24	ABT11E1	ABT11	EHI00337
L1	10	15	0	24	NA	NA	NA
AHB76E1L1	20	4	110.64	24	AHB76E1	AHB76	EHI02201
AIQ84E1L1	20	4	144.48	24	AIQ84E1	AIQ84	EHI01990
AAN52E2L1	20	7	200	5.6	AAN52E2	AAN52	EHI00970
ADJ04E1L1	20	3	100.08	24	ADJ04E1	ADJ04	EHI02369
L1	10	16	10.575	25	NA	NA	NA
AHF13E1L1	20	4	200	11	AHF13E1	AHF13	NA
ABT71E2L1	20	16	200	20.1	ABT71E2	ABT71	NA
AFM73E1L1	10	16	32.64	24	AFM73E1	AFM73	EHI00756
AGF18E1L1	10	7	12	24	AGF18E1	AGF18	EHI00444
ADE15E1L1	20	10	58.32	24	ADE15E1	ADE15	EHI00454
AGH24E1L1	20	4	147.6	24	AGH24E1	AGH24	EHI00561
AHI56E1L1	2	15	0	24	AHI56E1	AHI56	EHI01701
AIF53E1L1	20	5	200	22.3	AIF53E1	AIF53	EHI01101, EHI01658
ABP46E1L1	20	7	77.28	24	ABP46E1	ABP46	EHI00889
AFQ85E1L1	20	6	154	24	AFQ85E1	AFQ85	EHI01059
AIR17E1L1	20	3	200	7.2	AIR17E1	AIR17	NA
AGZ14E1L1	5	16	1.104	24	AGZ14E1	AGZ14	NA
AAW31E1L1	10	16	5.76	24	AAW31E1	AAW31	EHI00082, EHI01237
AAC55E1L1	10	12	6.72	24	AAC55E1	AAC55	NA
AGF06E1L1	20	4	200	15.3	AGF06E1	AGF06	EHI00556
OPAU39E1L1	10	8	48.99	24	OPAU39E1	OPAU39	EHI00636
AFU69E1L1	20	6	197	17	AFU69E1	AFU69	EHI00766
ABT51E2L2	10	13	19.46	14	ABT51E2	ABT51	EHI00210
AFM39E1L1	10	11	43.68	24	AFM39E1	AFM39	EHI00749
AEX95E1L1	20	6	189	14	AEX95E1	AEX95	EHI00699
AAA57E1L1	20	10	193.8	19	AAA57E1	AAA57	EHI00276
AII59E1L1	20	3	200	10.2	AII59E1	AII59	EHI01797
AFN20E1L1	5	12	2.904	24	AFN20E1	AFN20	EHI02479
ABN46E1L1	10	8	20.064	24	ABN46E1	ABN46	EHI00989
ACG59E1L2	20	12	126.48	24	ACG59E1	ACG59	NA
ABA30E1L1	20	7	200	12.2	ABA30E1	ABA30	EHI01481
AAD55E1L1	10	8	17.832	24	AAD55E1	AAD55	EHI02495
AFM63E1L1	5	13	2.172	24	AFM63E1	AFM63	EHI00750
AFI93E1L1	20	6	85.68	24	AFI93E1	AFI93	EHI02351
AEL09E1L1	20	6	190.08	24	AEL09E1	AEL09	EHI00375
ACZ69E1L1	5	12	1.68	24	ACZ69E1	ACZ69	NA
AAT05E1L1	10	16	1.944	27	AAT05E1	AAT05	NA
AFZ43E1L1	20	3	200	7.5	AFZ43E1	AFZ43	EHI02229
AAS36E1L1	10	14	20.601	27	AAS36E1	AAS36	EHI00008
AEL29E1L1	10	8	28.8	24	AEL29E1	AEL29	EHI02035
AAE20E1L1	20	7	57.6	24	AAE20E1	AAE20	EHI01170
ABJ89E1L1	20	10	130.56	24	ABJ89E1	ABJ89	EHI00069
AFK61E1L1	5	11	8.112	24	AFK61E1	AFK61	EHI00745
AEY75E1L1	5	15	4.608	24	AEY75E1	AEY75	EHI02530
C1_EXB0044E1L1	2	18	0	24	C1_EXB0044E1	C1_EXB0044	NA
ABJ59E1L1	20	13	75.84	24	ABJ59E1	ABJ59	EHI00125
AHW91E3L1	20	11	200	227	AHW91E3	AHW91	EHI02092
ABT53E2L2	10	15	21.6	18	ABT53E2	ABT53	EHI00206
AFN38E1L1	10	6	24.4	20	AFN38E1	AFN38	EHI00370
AHV61E1L1	20	5	200	6	AHV61E1	AHV61	EHI01819
C1_EXB0054E1L1	2	20	0	24	C1_EXB0054E1	C1_EXB0054	NA
AED66E1L1	20	7	200	16.9	AED66E1	AED66	EHI01273
OPAU66E1L1	10	9	11.52	24	OPAU66E1	OPAU66	EHI00630
ADC11E1L1	5	12	7.392	24	ADC11E1	ADC11	EHI00818
ADV83E1L1	20	4	150.48	24	ADV83E1	ADV83	EHI02020
AAV05E1L1	20	7	200	15.5	AAV05E1	AAV05	EHI01482
AEA54E1L1	20	4	69.12	24	AEA54E1	AEA54	EHI02246
AGP62E1L1	5	10	7.752	24	AGP62E1	AGP62	EHI02640
AFN10E1L1	10	10	5.56	20	AFN10E1	AFN10	EHI00213
AAT63E2L1	10	13	14.337	27	AAT63E2	AAT63	NA
AHB60E1L1	5	8	3.048	24	AHB60E1	AHB60	EHI02284
AAC71E2L1	20	10	78	24	AAC71E2	AAC71	NA
AHN53E1L1	5	14	0.8616	24	AHN53E1	AHN53	EHI02569, EHI02691
AGY85E1L1	10	10	14.784	24	AGY85E1	AGY85	NA
AAD57E1L1	20	6	52.32	24	AAD57E1	AAD57	EHI01171
AAC40E2L1	10	19	8.64	24	AAC40E2	AAC40	EHI00156
ABT47E1L2	10	13	0.6	10	ABT47E1	ABT47	EHI00199
ADD96E1L1	20	5	200	3.8	ADD96E1	ADD96	EHI01014
OPAU49E2L1	20	17	75.84	24	OPAU49E2	OPAU49	EHI00617
AEV89E1L1	10	8	27.6	24	AEV89E1	AEV89	EHI02279
AFN29E1L1	10	11	2.48	20	AFN29E1	AFN29	EHI00264
C1_EXB0082E1L1	2	19	0.12096	24	C1_EXB0082E1	C1_EXB0082	EHI02310
ACB56E3L1	20	11	64.56	24	ACB56E3	ACB56	EHI02090
C1_EXB0100E1L1	2	25	0	24	C1_EXB0100E1	C1_EXB0100	NA
C1_EXB0015E1L1	5	10	7.92	24	C1_EXB0015E1	C1_EXB0015	EHI00446
AEX26E1L1	10	15	14.904	24	AEX26E1	AEX26	EHI00753
ABC84E1L1	10	9	20.6	20	ABC84E1	ABC84	EHI00219
ABM23E1L1	20	4	200	20.7	ABM23E1	ABM23	EHI02185
ACO91E1L1	10	10	19.416	24	ACO91E1	ACO91	NA
AIG37E1L1	20	5	200	3	AIG37E1	AIG37	EHI01147, EHI01642
AAB20E1L1	20	4	200	8.7	AAB20E1	AAB20	EHI00414
ABK88E1L1	20	10	193.8	19	ABK88E1	ABK88	EHI00081
AAA75E1L1	20	10	192.4	20	AAA75E1	AAA75	NA
ACY29E1L1	20	5	190	17	ACY29E1	ACY29	EHI01072
ABC89E1L1	20	4	71.52	24	ABC89E1	ABC89	EHI02370
ADK31E1L1	20	NA	32.88	24	ADK31E1	ADK31	NA
ABK72E1L1	20	5	155	3	ABK72E1	ABK72	EHI01725
AGB90E1L1	20	6	69.12	24	AGB90E1	AGB90	EHI01325
AAW38E1L1	5	8	6.72	24	AAW38E1	AAW38	EHI01547
AGN78E1L1	20	8	61.44	24	AGN78E1	AGN78	NA
AAW19E1L1	10	13	22.8	24	AAW19E1	AAW19	EHI00083, EHI01238
AAW84E1L1	5	16	1.7016	24	AAW84E1	AAW84	EHI01588
AEY80E1L1	10	7	15.672	24	AEY80E1	AEY80	EHI02447
ABA60E1L1	20	7	196.46	22	ABA60E1	ABA60	NA
AGO82E1L1	20	8	59.04	24	AGO82E1	AGO82	EHI01448
ACD82E1L1	5	12	1.56	24	ACD82E1	ACD82	EHI00963
AII70E1L1	20	5	200	11.1	AII70E1	AII70	EHI01798
AFU71E1L1	20	7	198	15	AFU71E1	AFU71	NA
AFQ29E1L1	20	5	196	10	AFQ29E1	AFQ29	EHI01078
ACC18E2L1	20	7	69.36	24	ACC18E2	ACC18	EHI00425
AEM30E1L1	20	6	55.44	24	AEM30E1	AEM30	EHI02021
AEA63E1L1	10	8	35.52	24	AEA63E1	AEA63	EHI01344
AGD29E1L1	20	5	200	6.3	AGD29E1	AGD29	EHI01326
ABN47E1L1	20	4	200	16.4	ABN47E1	ABN47	EHI00522
AD81E1L1	10	14	12	24	AD81E1	AD81	NA
BATC20E1L1	20	7	180.96	24	BATC20E1	BATC20	EHI00246
ABW31E1L1	20	6	146.64	24	ABW31E1	ABW31	EHI00972
ABC29E1L1	5	12	6.48	24	ABC29E1	ABC29	EHI02039
ADA16E1L1	10	4	46.8	24	ADA16E1	ADA16	EHI01021
AIJ59E1L1	20	4	200	9.9	AIJ59E1	AIJ59	EHI01799
AAY18E1L1	10	8	22.944	24	AAY18E1	AAY18	EHI01336
ABZ26E1L1	20	3	161.52	24	ABZ26E1	ABZ26	EHI00558
AGD28E1L1	20	6	200	8.8	AGD28E1	AGD28	EHI01327
AIG81E1L1	20	2	200	11.8	AIG81E1	AIG81	EHI01097, EHI01639
AIH68E1L1	20	5	200	22.1	AIH68E1	AIH68	EHI01148
ABZ51E1L1	20	5	200	4.5	ABZ51E1	ABZ51	EHI01009
AII22E1L1	20	7	200	14.4	AII22E1	AII22	EHI01149
AEL81E1L1	20	4	200	12.4	AEL81E1	AEL81	EHI00405
AAW68E1L1	10	8	29.76	24	AAW68E1	AAW68	EHI01546
AAA53E1L1	20	19	105.36	24	AAA53E1	AAA53	NA
OPAU33E2L1	20	7	186	24	OPAU33E2	OPAU33	EHI00447
ABS41E1L1	20	11	200	15.4	ABS41E1	ABS41	EHI01043
AGI09E1L1	5	12	8.376	24	AGI09E1	AGI09	EHI01784
AFU72E1L1	20	6	190	16	AFU72E1	AFU72	EHI00769
ADU55E1L1	10	8	38.64	24	ADU55E1	ADU55	EHI01762
AAD48E1L1	10	6	20.616	24	AAD48E1	AAD48	EHI02437
AAH96E1L1	20	6	61.92	24	AAH96E1	AAH96	EHI02438
AGO01E1L1	20	7	102.72	24	AGO01E1	AGO01	NA
C1_EXB0085E1L1	2	20	0.0792	24	C1_EXB0085E1	C1_EXB0085	EHI02312
C1_EXB0037E1L1	2	20	0	24	C1_EXB0037E1	C1_EXB0037	NA
C1_EXB0048E1L1	2	22	0	24	C1_EXB0048E1	C1_EXB0048	NA
AGO88E1L1	10	8	21.72	24	AGO88E1	AGO88	EHI02641
AGD11E1L1	20	5	200	13.5	AGD11E1	AGD11	EHI01324
AAY16E1L1	10	8	14.952	24	AAY16E1	AAY16	EHI01335
ABW28E1L1	20	13	90.48	24	ABW28E1	ABW28	EHI00342
ABU40E1L1	20	16	158.4	24	ABU40E1	ABU40	EHI00300
C2_EXB0076E3L1	5	25	0.6024	24	C2_EXB0076E3	C2_EXB0076	EHI02143
AGZ69E1L1	5	13	4.176	24	AGZ69E1	AGZ69	EHI01412
ACD50E1L1	5	12	3.096	24	ACD50E1	ACD50	EHI00983
ACO91E1L2	10	10	13.5912	16.8	ACO91E1	ACO91	EHI00580, EHI01662
AHE99E1L1	20	5	200	9.6	AHE99E1	AHE99	NA
AEX73E1L1	20	6	200.6	17	AEX73E1	AEX73	EHI00695
AIR06E1L1	10	5	48.96	24	AIR06E1	AIR06	NA
ACP14E1L1	10	14	1.8	24	ACP14E1	ACP14	EHI00255
AGZ42E1L1	5	12	4.224	24	AGZ42E1	AGZ42	EHI01413
AHB33E1L1	5	8	3.288	24	AHB33E1	AHB33	EHI02282
AAD44E1L1	10	8	36.24	24	AAD44E1	AAD44	EHI01215
AFT10E1L1	5	10	6.024	24	AFT10E1	AFT10	EHI02062
AGN76E1L1	20	7	161.52	24	AGN76E1	AGN76	NA
AAW16E2L1	20	10	179.9	7	AAW16E2	AAW16	EHI00165
AAX97E1L1	10	13	7.2	24	AAX97E1	AAX97	EHI00237
ABE20E1L1	20	11	102.72	24	ABE20E1	ABE20	EHI00995
AJP61E1L1	20	6	121.92	24	AJP61E1	AJP61	EHI02624
AJP65E1L1	20	6	200	21.8	AJP65E1	AJP65	EHI02625
AFQ09E1L1	20	5	182	5	AFQ09E1	AFQ09	EHI01062
ACD58E1L1	5	16	0.7968	24	ACD58E1	ACD58	EHI00865
AAX78E1L1	10	8	25.92	24	AAX78E1	AAX78	EHI01337
ACD68E1L1	5	16	0.6264	24	ACD68E1	ACD68	EHI00863
ADU78E1L1	10	7	14.76	24	ADU78E1	ADU78	EHI02022
OPAU34E1L1	5	9	5.76	24	OPAU34E1	OPAU34	EHI00615, EHI01668
AFU87E1L1	20	10	197.4	7	AFU87E1	AFU87	NA
ABI23E1L1	20	3	200	6.9	ABI23E1	ABI23	EHI02144
ACD97E1L1	5	16	1.596	24	ACD97E1	ACD97	EHI00917
AAX61E1L1	5	11	5.808	24	AAX61E1	AAX61	EHI01567
AFN31E1L1	10	16	2.48	20	AFN31E1	AFN31	EHI00236
ACD09E1L1	2	18	0	24	ACD09E1	ACD09	EHI00915
ACB60E1L1	20	6	50.64	24	ACB60E1	ACB60	NA
C1_EXB0099E1L1	2	25	0.96	24	C1_EXB0099E1	C1_EXB0099	NA
AAC09E2L1	20	7	99.12	24	AAC09E2	AAC09	EHI00159
AGO21E1L1	20	6	96.72	24	AGO21E1	AGO21	EHI02623
AIQ53E1L1	20	5	189.84	24	AIQ53E1	AIQ53	EHI01991
AIH90E1L1	20	5	200	10.5	AIH90E1	AIH90	EHI01150
C1_EXB0002E1L1	10	12	0	24	C1_EXB0002E1	C1_EXB0002	NA
ADD97E1L1	20	5	130.8	24	ADD97E1	ADD97	EHI00528
AFI64E1L1	10	5	34.56	24	AFI64E1	AFI64	EHI02372
AEL05E1L1	20	5	200	12.2	AEL05E1	AEL05	EHI00387
AEV79E1L1	20	6	189.9	9	AEV79E1	AEV79	EHI00675
ACE02E1L1	5	10	5.064	24	ACE02E1	ACE02	EHI00803
AGI59E2L1	5	19	14.736	24	AGI59E2	AGI59	EHI02133
AAH47E1L1	10	7	17.136	24	AAH47E1	AAH47	EHI02439
AEM07E1L1	10	10	13.08	24	AEM07E1	AEM07	EHI01528
AFH33E1L1	5	13	1.0464	24	AFH33E1	AFH33	EHI02480
AFU88E1L2	20	5	105.6	24	AFU88E1	AFU88	EHI01840
OPAU64E1L1	10	9	14.16	24	OPAU64E1	OPAU64	EHI00656
AEC24E3L1	20	12	200	5	AEC24E3	AEC24	EHI02098
ACZ52E1L1	5	13	2.16	24	ACZ52E1	ACZ52	NA
ABD35E1L1	2	11	0.9456	24	ABD35E1	ABD35	EHI02390
ABS91E1L1	10	7	19.728	24	ABS91E1	ABS91	EHI00904
ADM21E1L1	2	19	0	24	ADM21E1	ADM21	EHI00435
ADV66E1L1	20	7	110.88	24	ADV66E1	ADV66	EHI01483
AEY30E1L1	20	3	200	16	AEY30E1	AEY30	EHI02151
AAQ52E1L1	5	12	3.864	24	AAQ52E1	AAQ52	EHI00913, EHI01674
ABB06E1L1	20	9	200	21.3	ABB06E1	ABB06	EHI01527
C1_EXB0009E1L1	10	19	0	24	C1_EXB0009E1	C1_EXB0009	NA
ADJ77E1L1	5	7	9.24	24	ADJ77E1	ADJ77	EHI02371
ADD97E1L1	20	5	88.29	16.2	ADD97E1	ADD97	NA
AHE86E1L1	2	15	0.9096	24	AHE86E1	AHE86	EHI02307, EHI02389
ABU44E2L2	10	11	13.4	20	ABU44E2	ABU44	EHI00274
L1	10	16	7.125	25	NA	NA	NA
AA86E1L1	20	3	200	22.6	AA86E1	AA86	EHI00419
ABL86E1L1	20	10	188.88	24	ABL86E1	ABL86	EHI00095
AGD41E1L1	20	4	200	6.3	AGD41E1	AGD41	EHI02249
AAS21E1L1	10	10	0	27	AAS21E1	AAS21	NA
ADL72E1L1	20	6	194.4	9	ADL72E1	ADL72	EHI00483
AEV10E1L1	10	9	15.576	24	AEV10E1	AEV10	EHI01433
AFV02E1L2	20	10	101.76	24	AFV02E1	AFV02	EHI01853
ABP77E1L1	20	4	200	22.9	ABP77E1	ABP77	EHI00475
AFT07E1L1	20	4	59.04	24	AFT07E1	AFT07	EHI02054
AGN82E1L1	20	6	127.68	24	AGN82E1	AGN82	NA
AIZ88E1L1	5	15	2.568	24	AIZ88E1	AIZ88	NA
ABW63E1L1	10	6	26.4	24	ABW63E1	ABW63	EHI01749
