"","library_id","library_batch","sample_id","extraction_id","library_input_volume","library_input_dna","library_input_dna_concentration","library_adaptor_molarity","library_PCR_cycles"
"1343","AAN22E2L1","LIB0046","AAN22","AAN22E2",10.1,200,19.9,20,5
"1344","AAN40E2L1","LIB0046","AAN40","AAN40E2",15.2,200,13.2,20,7
"1345","AAN43E2L1","LIB0046","AAN43","AAN43E2",22.4,200,8.94,20,5
"1346","AAN49E2L1","LIB0046","AAN49","AAN49E2",18.3,200,10.9,20,5
"1347","AAN52E2L1","LIB0046","AAN52","AAN52E2",5.6,200,35.6,20,7
"1348","AAN57E2L1","LIB0046","AAN57","AAN57E2",8,200,24.9,20,7
"1349","AAN59E2L1","LIB0046","AAN59","AAN59E2",18,200,11.1,20,5
"1350","AAN61E2L1","LIB0046","AAN61","AAN61E2",11,200,18.2,20,5
"1351","AAN63E2L1","LIB0046","AAN63","AAN63E2",13.8,200,14.5,20,5
"1352","C1_EXB0016E1L1","LIB0046","C1_EXB0016","C1_EXB0016E1",24,13.2,0.55,5,21
"1353","AA05E1L1","LIB0047","AA05","AA05E1",24,53.5,2.23,20,8
"1354","AA16E1L1","LIB0047","AA16","AA16E1",24,189.6,7.9,20,6
"1355","AA75E1L1","LIB0047","AA75","AA75E1",24,2.2,0.09,5,13
"1356","AA84E1L1","LIB0047","AA84","AA84E1",24,7.2,0.3,5,12
"1357","AA87E1L1","LIB0047","AA87","AA87E1",20.7,200,9.64,20,6
"1358","AA90E1L1","LIB0047","AA90","AA90E1",24,151.7,6.32,20,6
"1359","AA91E1L1","LIB0047","AA91","AA91E1",24,132.7,5.53,20,7
"1360","AAL46E1L1","LIB0047","AAL46","AAL46E1",24,8.2,0.34,5,11
"1361","AAL55E1L1","LIB0047","AAL55","AAL55E1",24,11.7,0.49,10,10
"1362","AAM01E1L1","LIB0047","AAM01","AAM01E1",24,33.6,1.4,10,8
"1363","AAM32E1L1","LIB0047","AAM32","AAM32E1",24,18.5,0.77,10,7
"1364","AAM45E1L1","LIB0047","AAM45","AAM45E1",24,22.4,0.93,10,10
"1365","AAM50E1L1","LIB0047","AAM50","AAM50E1",24,13.7,0.57,10,10
"1366","AAN05E1L1","LIB0047","AAN05","AAN05E1",24,68.9,2.87,20,7
"1367","AB01E1L1","LIB0047","AB01","AB01E1",24,28.3,1.18,10,9
"1368","AB07E1L1","LIB0047","AB07","AB07E1",24,104.6,4.36,20,8
"1369","AB10E1L1","LIB0047","AB10","AB10E1",24,191.8,7.99,20,6
"1370","AB12E1L1","LIB0047","AB12","AB12E1",24,25.7,1.07,10,6
"1371","ABF92E1L1","LIB0047","ABF92","ABF92E1",24,55.2,2.3,20,6
"1372","ABG01E1L1","LIB0047","ABG01","ABG01E1",24,9.7,0.4,5,8
"1373","ABG19E1L1","LIB0047","ABG19","ABG19E1",24,81.8,3.41,20,8
"1374","ABG29E1L1","LIB0047","ABG29","ABG29E1",24,46.1,1.92,20,7
"1375","ABG46E1L1","LIB0047","ABG46","ABG46E1",24,6,0.25,5,11
"1376","ABG47E1L1","LIB0047","ABG47","ABG47E1",24,23.7,0.99,10,7
"1377","ABG66E1L1","LIB0047","ABG66","ABG66E1",21.6,200,9.26,20,6
"1378","ABN46E1L1","LIB0047","ABN46","ABN46E1",24,20.1,0.84,10,8
"1379","ABN91E1L1","LIB0047","ABN91","ABN91E1",22,200,9.08,20,4
"1380","ABO02E1L1","LIB0047","ABO02","ABO02E1",11.9,200,16.8,20,3
"1381","ABO04E1L1","LIB0047","ABO04","ABO04E1",24,99.6,4.15,20,8
"1382","ABO06E1L1","LIB0047","ABO06","ABO06E1",24,196.6,8.19,20,5
"1383","ABO35E1L1","LIB0047","ABO35","ABO35E1",23.4,200,8.56,20,6
"1384","ABO44E1L1","LIB0047","ABO44","ABO44E1",24,155.5,6.48,20,7
"1385","ABO53E1L1","LIB0047","ABO53","ABO53E1",8.4,200,23.7,20,5
"1386","ABP10E1L1","LIB0047","ABP10","ABP10E1",7.8,200,25.5,20,6
"1387","ABP28E1L1","LIB0047","ABP28","ABP28E1",23.9,200,8.38,20,6
"1388","ABP46E1L1","LIB0047","ABP46","ABP46E1",24,77.3,3.22,20,7
"1389","ABP93E1L1","LIB0047","ABP93","ABP93E1",24,113,4.71,20,7
"1390","ABQ03E1L1","LIB0047","ABQ03","ABQ03E1",24,97.9,4.08,20,5
"1391","ABQ13E1L1","LIB0047","ABQ13","ABQ13E1",24,35.5,1.48,10,7
"1392","ABQ22E1L1","LIB0047","ABQ22","ABQ22E1",24,113,4.71,20,8
"1393","ABQ25E1L1","LIB0047","ABQ25","ABQ25E1",20.6,200,9.73,20,5
"1394","ABQ29E1L1","LIB0047","ABQ29","ABQ29E1",24,82.8,3.45,20,7
"1395","ABS91E1L1","LIB0047","ABS91","ABS91E1",24,19.7,0.82,10,7
"1396","ABS93E1L1","LIB0047","ABS93","ABS93E1",24,9.1,0.38,5,9
"1397","ABS95E1L1","LIB0047","ABS95","ABS95E1",24,25.7,1.07,10,8
"1398","C1_EXB0048E1L1","LIB0047","C1_EXB0048","C1_EXB0048E1",24,0,0,2,22
"1399","AAQ42E1L1","LIB0047","AAQ42","AAQ42E1",24,134.2,5.59,20,8
"1400","AAQ43E1L1","LIB0047","AAQ43","AAQ43E1",24,153.1,6.38,20,7
"1401","AAQ45E1L1","LIB0047","AAQ45","AAQ45E1",24,169.9,7.08,20,7
"1402","AAQ47E1L1","LIB0047","AAQ47","AAQ47E1",24,100.8,4.2,20,7
"1403","AAQ51E1L1","LIB0047","AAQ51","AAQ51E1",24,117.6,4.9,20,8
"1404","ABS01E1L1","LIB0047","ABS01","ABS01E1",24,179.3,7.47,20,7
"1405","ABS25E1L1","LIB0047","ABS25","ABS25E1",16,200,12.5,20,7
"1406","ABS27E1L1","LIB0047","ABS27","ABS27E1",13,200,15.4,20,5
"1407","ABS31E1L1","LIB0047","ABS31","ABS31E1",24,106.1,4.42,20,8
"1408","ABS41E1L1","LIB0047","ABS41","ABS41E1",15.4,200,13,20,11
"1409","ABZ42E1L1","LIB0047","ABZ42","ABZ42E1",2.6,200,75.5,20,6
"1410","ABZ51E1L1","LIB0047","ABZ51","ABZ51E1",4.5,200,44.3,20,5
"1411","ADD86E1L1","LIB0047","ADD86","ADD86E1",5.1,200,39.3,20,4
"1412","ADD89E1L1","LIB0047","ADD89","ADD89E1",8.7,200,22.9,20,6
"1413","ADE09E1L1","LIB0047","ADE09","ADE09E1",8.2,200,24.3,20,6
"1414","ADW16E1L1","LIB0047","ADW16","ADW16E1",3.2,200,62.3,20,5
"1415","C1_EXB0049E1L1","LIB0047","C1_EXB0049","C1_EXB0049E1",24,0,0,2,22
"1416","AAQ46E1L1","LIB0048","AAQ46","AAQ46E1",24,8,0.33,5,8
"1417","AAQ48E1L1","LIB0048","AAQ48","AAQ48E1",24,3.1,0.13,5,13
"1418","AAQ52E1L1","LIB0048","AAQ52","AAQ52E1",24,3.9,0.16,5,12
"1419","ABP75E1L1","LIB0048","ABP75","ABP75E1",24,31.9,1.33,10,9
"1420","ABQ10E1L1","LIB0048","ABQ10","ABQ10E1",24,62.6,2.61,20,8
"1421","ABQ28E1L1","LIB0048","ABQ28","ABQ28E1",24,177.8,7.41,20,7
"1422","ABQ53E1L1","LIB0048","ABQ53","ABQ53E1",24,29.8,1.24,10,9
"1423","ABQ58E1L1","LIB0048","ABQ58","ABQ58E1",24,8.5,0.36,5,11
"1424","ABQ67E1L1","LIB0048","ABQ67","ABQ67E1",17.5,200,11.4,20,5
"1425","ABQ79E1L1","LIB0048","ABQ79","ABQ79E1",24,5.9,0.24,5,15
"1426","ABQ86E1L1","LIB0048","ABQ86","ABQ86E1",24,56.6,2.36,20,8
"1427","ABS04E1L1","LIB0048","ABS04","ABS04E1",24,42.2,1.76,10,7
"1428","ABS06E1L1","LIB0048","ABS06","ABS06E1",24,30,1.25,10,7
"1429","ABS08E1L1","LIB0048","ABS08","ABS08E1",24,37.4,1.56,10,7
"1430","ABS10E1L1","LIB0048","ABS10","ABS10E1",24,54.2,2.26,20,6
"1431","ABW31E1L1","LIB0048","ABW31","ABW31E1",24,146.6,6.11,20,6
"1432","ABZ27E1L1","LIB0048","ABZ27","ABZ27E1",10.8,200,18.6,20,6
"1433","ABZ30E1L1","LIB0048","ABZ30","ABZ30E1",9.1,200,22,20,7
"1434","ABZ41E1L1","LIB0048","ABZ41","ABZ41E1",24,147.8,6.16,20,9
"1435","ABZ49E1L1","LIB0048","ABZ49","ABZ49E1",11.4,200,17.6,20,7
"1436","ACB33E1L1","LIB0048","ACB33","ACB33E1",24,97.9,4.08,20,4
"1437","ACB34E1L1","LIB0048","ACB34","ACB34E1",24,10.4,0.43,10,9
"1438","ACB35E1L1","LIB0048","ACB35","ACB35E1",24,15.9,0.66,10,10
"1439","ACB47E1L1","LIB0048","ACB47","ACB47E1",24,59.3,2.47,20,8
"1440","ACC85E1L1","LIB0048","ACC85","ACC85E1",24,0,0,2,17
"1441","ACC96E1L1","LIB0048","ACC96","ACC96E1",24,1.4,0.06,5,14
"1442","ACD01E1L1","LIB0048","ACD01","ACD01E1",24,0,0,2,15
"1443","ACD09E1L1","LIB0048","ACD09","ACD09E1",24,0,0,2,18
"1444","ACD14E1L1","LIB0048","ACD14","ACD14E1",24,0,0,2,17
"1445","ACD22E1L1","LIB0048","ACD22","ACD22E1",24,0,0,2,18
"1446","ACD69E1L1","LIB0048","ACD69","ACD69E1",24,0,0,2,15
"1447","ACD71E1L1","LIB0048","ACD71","ACD71E1",24,0,0,2,16
"1448","ACD82E1L1","LIB0048","ACD82","ACD82E1",24,1.6,0.07,5,12
"1449","ACD96E1L1","LIB0048","ACD96","ACD96E1",24,0,0,2,18
"1450","ACE19E1L1","LIB0048","ACE19","ACE19E1",24,0,0,2,15
"1451","ACE25E1L1","LIB0048","ACE25","ACE25E1",24,0,0,2,18
"1452","ACE36E1L1","LIB0048","ACE36","ACE36E1",24,1.8,0.08,5,13
"1453","ACE39E1L1","LIB0048","ACE39","ACE39E1",24,0,0,2,19
"1454","ACZ93E1L1","LIB0048","ACZ93","ACZ93E1",24,46.3,1.93,10,6
"1455","ACZ95E1L1","LIB0048","ACZ95","ACZ95E1",24,23.1,0.96,10,8
"1456","ACZ97E1L1","LIB0048","ACZ97","ACZ97E1",24,32.6,1.36,10,7
"1457","ACZ99E1L1","LIB0048","ACZ99","ACZ99E1",24,56.4,2.35,20,7
"1458","ADA12E1L1","LIB0048","ADA12","ADA12E1",24,68.6,2.86,20,5
"1459","ADA14E1L1","LIB0048","ADA14","ADA14E1",24,42.7,1.78,10,7
"1460","ADA16E1L1","LIB0048","ADA16","ADA16E1",24,46.8,1.95,10,4
"1461","ADA18E1L1","LIB0048","ADA18","ADA18E1",24,21.7,0.91,10,9
"1462","C1_EXB0050E1L1","LIB0048","C1_EXB0050","C1_EXB0050E1",24,0,0,2,20
"1463","ACR75E1L1","LIB0049","ACR75","ACR75E1",4.5,200,44.5,20,4
"1464","ACR94E1L1","LIB0049","ACR94","ACR94E1",23.8,200,8.39,20,6
"1465","ACR98E1L1","LIB0049","ACR98","ACR98E1",6.9,200,29.1,20,6
"1466","ACS06E1L1","LIB0049","ACS06","ACS06E1",10.3,200,19.5,20,6
"1467","ACS08E1L1","LIB0049","ACS08","ACS08E1",8.7,200,22.9,20,5
"1468","ACS09E1L1","LIB0049","ACS09","ACS09E1",24,108.2,4.51,20,5
"1469","ACS15E1L1","LIB0049","ACS15","ACS15E1",21,200,9.52,20,4
"1470","ACS16E1L1","LIB0049","ACS16","ACS16E1",5.4,200,37.2,20,6
"1471","ACS22E1L1","LIB0049","ACS22","ACS22E1",16.4,200,12.2,20,5
"1472","ACS24E1L1","LIB0049","ACS24","ACS24E1",17.4,200,11.5,20,4
"1473","ACS26E1L1","LIB0049","ACS26","ACS26E1",11.4,200,17.5,20,6
"1474","ACS33E1L1","LIB0049","ACS33","ACS33E1",10.6,200,18.9,20,4
"1475","ACS42E1L1","LIB0049","ACS42","ACS42E1",9.7,200,20.6,20,5
"1476","ACS52E1L1","LIB0049","ACS52","ACS52E1",4.5,200,44.3,20,4
"1477","AEA43E1L1","LIB0049","AEA43","AEA43E1",24,144.2,6.01,20,6
"1478","AEA48E1L1","LIB0049","AEA48","AEA48E1",8,200,25.1,20,5
"1479","AEA58E1L1","LIB0049","AEA58","AEA58E1",8.6,200,23.2,20,6
"1480","AEA63E1L1","LIB0049","AEA63","AEA63E1",24,35.5,1.48,10,8
"1481","AEA73E1L1","LIB0049","AEA73","AEA73E1",24,44.6,1.86,10,7
"1482","AEA75E1L1","LIB0049","AEA75","AEA75E1",24,182.2,7.59,20,6
"1483","AEA82E1L1","LIB0049","AEA82","AEA82E1",24,30.5,1.27,10,12
"1484","AEA85E1L1","LIB0049","AEA85","AEA85E1",24,50.9,2.12,20,7
"1485","AEA94E1L1","LIB0049","AEA94","AEA94E1",23.5,200,8.5,20,7
"1486","AEB01E1L1","LIB0049","AEB01","AEB01E1",24,19.8,0.83,10,11
"1487","AEB12E1L1","LIB0049","AEB12","AEB12E1",24,33.4,1.39,10,9
"1488","AEB37E1L1","LIB0049","AEB37","AEB37E1",10.3,200,19.5,20,6
"1489","AEC25E1L1","LIB0049","AEC25","AEC25E1",24,59.5,2.48,20,8
"1490","AEC29E1L1","LIB0049","AEC29","AEC29E1",17.4,200,11.5,20,6
"1491","AEC30E1L1","LIB0049","AEC30","AEC30E1",24,12,0.5,10,11
"1492","AEC35E1L1","LIB0049","AEC35","AEC35E1",24,110.4,4.6,20,8
"1493","AEC37E1L1","LIB0049","AEC37","AEC37E1",24,115,4.79,20,6
"1494","AEC56E1L1","LIB0049","AEC56","AEC56E1",24,39.1,1.63,10,9
"1495","AEC57E1L1","LIB0049","AEC57","AEC57E1",24,151.7,6.32,20,6
"1496","AED03E1L1","LIB0049","AED03","AED03E1",24,61.2,2.55,20,8
"1497","AED12E1L1","LIB0049","AED12","AED12E1",24,4.4,0.18,5,11
"1498","AED21E1L1","LIB0049","AED21","AED21E1",24,107.8,4.49,20,9
"1499","AED56E1L1","LIB0049","AED56","AED56E1",6.3,200,31.7,20,6
"1500","AED57E1L1","LIB0049","AED57","AED57E1",24,174,7.25,20,6
"1501","AED65E1L1","LIB0049","AED65","AED65E1",19.2,200,10.4,20,6
"1502","AED66E1L1","LIB0049","AED66","AED66E1",16.9,200,11.8,20,7
"1503","AHQ46E1L1","LIB0049","AHQ46","AHQ46E1",18.5,200,10.8,20,6
"1504","AHQ47E1L1","LIB0049","AHQ47","AHQ47E1",24,200.6,8.36,20,4
"1505","AHQ48E1L1","LIB0049","AHQ48","AHQ48E1",24,181,7.54,20,8
"1506","AHQ49E1L1","LIB0049","AHQ49","AHQ49E1",23.4,200,8.56,20,6
"1507","AHQ50E1L1","LIB0049","AHQ50","AHQ50E1",8.7,200,22.9,20,5
"1508","AHQ52E1L1","LIB0049","AHQ52","AHQ52E1",24,127.4,5.31,20,6
"1509","AHQ53E1L1","LIB0049","AHQ53","AHQ53E1",17.2,200,11.6,20,6
"1510","AHQ54E1L1","LIB0049","AHQ54","AHQ54E1",24,66,2.75,20,7
"1511","AHQ55E1L1","LIB0049","AHQ55","AHQ55E1",9.3,200,21.6,20,5
"1512","AHQ56E1L1","LIB0049","AHQ56","AHQ56E1",16.1,200,12.4,20,6
"1513","C1_EXB0051E1L1","LIB0049","C1_EXB0051","C1_EXB0051E1",24,0.3,0.01,2,20
"1514","AAN46E1L1","LIB0050","AAN46","AAN46E1",7.6,200,26.2,20,5
"1515","AAN71E1L1","LIB0050","AAN71","AAN71E1",16.4,200,12.2,20,8
"1516","ACJ79E1L1","LIB0050","ACJ79","ACJ79E1",24,23.8,0.99,10,9
"1517","ACJ82E1L1","LIB0050","ACJ82","ACJ82E1",24,8.9,0.37,5,12
"1518","ACJ91E1L1","LIB0050","ACJ91","ACJ91E1",24,161.8,6.74,20,8
"1519","ACJ97E1L1","LIB0050","ACJ97","ACJ97E1",24,17.4,0.72,10,10
"1520","ACK69E1L1","LIB0050","ACK69","ACK69E1",24,33.6,1.4,10,8
"1521","ACK71E1L1","LIB0050","ACK71","ACK71E1",24,3.4,0.14,5,14
"1522","ACK74E1L1","LIB0050","ACK74","ACK74E1",24,31.9,1.33,10,10
"1523","ACK78E1L1","LIB0050","ACK78","ACK78E1",24,59.3,2.47,20,8
"1524","ACK80E1L1","LIB0050","ACK80","ACK80E1",24,10.4,0.43,10,11
"1525","ACK82E1L1","LIB0050","ACK82","ACK82E1",24,49,2.04,10,9
"1526","ACK84E1L1","LIB0050","ACK84","ACK84E1",24,46.8,1.95,10,9
"1527","ACK86E1L1","LIB0050","ACK86","ACK86E1",24,23.5,0.98,10,9
"1528","ACK88E1L1","LIB0050","ACK88","ACK88E1",24,3.3,0.14,5,13
"1529","ACK90E1L1","LIB0050","ACK90","ACK90E1",24,15.4,0.64,10,12
"1530","ADD79E1L1","LIB0050","ADD79","ADD79E1",24,25.9,1.08,10,10
"1531","AFN05E1L1","LIB0050","AFN05","AFN05E1",24,6.7,0.28,5,16
"1532","AFN17E1L1","LIB0050","AFN17","AFN17E1",24,5,0.21,5,13
"1533","AFN19E1L1","LIB0050","AFN19","AFN19E1",24,20.9,0.87,10,9
"1534","AFN30E1L1","LIB0050","AFN30","AFN30E1",24,16.1,0.67,10,10
"1535","AFN39E1L1","LIB0050","AFN39","AFN39E1",24,6.1,0.25,5,11
"1536","AFT42E1L1","LIB0050","AFT42","AFT42E1",24,3.2,0.13,5,12
"1537","AFT46E1L1","LIB0050","AFT46","AFT46E1",24,15.3,0.64,10,10
"1538","AFT49E1L1","LIB0050","AFT49","AFT49E1",24,11.1,0.46,10,10
"1539","AFT55E1L1","LIB0050","AFT55","AFT55E1",24,25.4,1.06,10,9
"1540","AFT57E1L1","LIB0050","AFT57","AFT57E1",24,15.8,0.66,10,8
"1541","AGJ21E1L1","LIB0050","AGJ21","AGJ21E1",24,61.2,2.55,20,9
"1542","AGJ27E1L1","LIB0050","AGJ27","AGJ27E1",24,14.2,0.59,10,10
"1543","AGJ38E1L1","LIB0050","AGJ38","AGJ38E1",24,32.4,1.35,10,14
"1544","AGJ41E1L1","LIB0050","AGJ41","AGJ41E1",24,33.8,1.41,10,7
"1545","C1_EXB0053E1L1","LIB0050","C1_EXB0053","C1_EXB0053E1",24,1.3,0.05,5,20
"1546","AIF75E1L1","LIB0051","AIF75","AIF75E1",24,1.8,0.07,5,14
"1547","AIF77E1L1","LIB0051","AIF77","AIF77E1",24,84.2,3.51,20,5
"1548","AIF79E1L1","LIB0051","AIF79","AIF79E1",18.3,200,10.9,20,5
"1549","AIF81E1L1","LIB0051","AIF81","AIF81E1",24,118.3,4.93,20,5
"1550","AIF86E1L1","LIB0051","AIF86","AIF86E1",24,7,0.29,5,12
"1551","AIF88E1L1","LIB0051","AIF88","AIF88E1",12.5,200,16,20,4
"1552","AIF90E1L1","LIB0051","AIF90","AIF90E1",24,118.6,4.94,20,5
"1553","AIF92E1L1","LIB0051","AIF92","AIF92E1",24,181.9,7.58,20,6
"1554","AIF97E1L1","LIB0051","AIF97","AIF97E1",24,76.6,3.19,20,5
"1555","AIF99E1L1","LIB0051","AIF99","AIF99E1",24,87.8,3.66,20,4
"1556","AIG02E1L1","LIB0051","AIG02","AIG02E1",24,150.7,6.28,20,3
"1557","AIG04E1L1","LIB0051","AIG04","AIG04E1",15.5,200,12.9,20,5
"1558","AIG75E1L1","LIB0051","AIG75","AIG75E1",24,151.2,6.3,20,7
"1559","AIG77E1L1","LIB0051","AIG77","AIG77E1",24,182.4,7.6,20,2
"1560","AIG79E1L1","LIB0051","AIG79","AIG79E1",24,144.2,6.01,20,2
"1561","AIG81E1L1","LIB0051","AIG81","AIG81E1",11.8,200,17,20,2
"1562","C1_EXB0054E1L1","LIB0051","C1_EXB0054","C1_EXB0054E1",24,0,0,2,20
"1563","AIF53E1L1","LIB0052","AIF53","AIF53E1",22.3,200,8.97,20,5
"1564","AIF55E1L1","LIB0052","AIF55","AIF55E1",11.8,200,17,20,5
"1565","AIF57E1L1","LIB0052","AIF57","AIF57E1",15.4,200,13,20,5
"1566","AIF59E1L1","LIB0052","AIF59","AIF59E1",24,134.6,5.61,20,7
"1567","AIF64E1L1","LIB0052","AIF64","AIF64E1",24,18.3,0.76,10,10
"1568","AIF66E1L1","LIB0052","AIF66","AIF66E1",15.6,200,12.8,20,7
"1569","AIF68E1L1","LIB0052","AIF68","AIF68E1",15.6,200,12.8,20,6
"1570","AIF70E1L1","LIB0052","AIF70","AIF70E1",24,62.6,2.61,20,6
"1571","AIG09E1L1","LIB0052","AIG09","AIG09E1",24,140.9,5.87,20,5
"1572","AIG11E1L1","LIB0052","AIG11","AIG11E1",14.4,200,13.9,20,6
"1573","AIG13E1L1","LIB0052","AIG13","AIG13E1",17.9,200,11.2,20,6
"1574","AIG15E1L1","LIB0052","AIG15","AIG15E1",12.7,200,15.8,20,4
"1575","AIH20E1L1","LIB0052","AIH20","AIH20E1",24,13.5,0.56,10,11
"1576","AIH22E1L1","LIB0052","AIH22","AIH22E1",15.2,200,13.2,20,6
"1577","AIH24E1L1","LIB0052","AIH24","AIH24E1",24,170.2,7.09,20,6
"1578","AIH26E1L1","LIB0052","AIH26","AIH26E1",13.2,200,15.1,20,4
"1579","AIH42E1L1","LIB0052","AIH42","AIH42E1",24,19.2,0.8,10,10
"1580","AIH44E1L1","LIB0052","AIH44","AIH44E1",23.7,200,8.44,20,4
"1581","AIH46E1L1","LIB0052","AIH46","AIH46E1",17.1,200,11.7,20,5
"1582","AIH48E1L1","LIB0052","AIH48","AIH48E1",17.9,200,11.2,20,8
"1583","AIH53E1L1","LIB0052","AIH53","AIH53E1",24,34.6,1.44,10,9
"1584","AIH55E1L1","LIB0052","AIH55","AIH55E1",20.2,200,9.92,20,5
"1585","AIH57E1L1","LIB0052","AIH57","AIH57E1",24,115,4.79,20,6
"1586","AIH59E1L1","LIB0052","AIH59","AIH59E1",11.4,200,17.5,20,5
"1587","AIH64E1L1","LIB0052","AIH64","AIH64E1",24,49.2,2.05,10,11
"1588","AIH66E1L1","LIB0052","AIH66","AIH66E1",24,195.8,8.16,20,4
"1589","AIH68E1L1","LIB0052","AIH68","AIH68E1",22.1,200,9.05,20,5
"1590","AIH70E1L1","LIB0052","AIH70","AIH70E1",18.9,200,10.6,20,6
"1591","AIH75E1L1","LIB0052","AIH75","AIH75E1",24,58.1,2.42,20,9
"1592","AIH77E1L1","LIB0052","AIH77","AIH77E1",17.5,200,11.4,20,6
"1593","AIH79E1L1","LIB0052","AIH79","AIH79E1",12.7,200,15.8,20,4
"1594","AIH81E1L1","LIB0052","AIH81","AIH81E1",10.4,200,19.2,20,4
"1595","AIH97E1L1","LIB0052","AIH97","AIH97E1",24,13.8,0.57,10,10
"1596","AIH99E1L1","LIB0052","AIH99","AIH99E1",14.5,200,13.8,20,4
"1597","AII02E1L1","LIB0052","AII02","AII02E1",24,154.3,6.43,20,5
"1598","AII04E1L1","LIB0052","AII04","AII04E1",20.9,200,9.59,20,6
"1599","AII97E1L1","LIB0052","AII97","AII97E1",12.8,200,15.6,20,5
"1600","AII99E1L1","LIB0052","AII99","AII99E1",14.1,200,14.2,20,5
"1601","AIJ02E1L1","LIB0052","AIJ02","AIJ02E1",24,170.4,7.1,20,8
"1602","AIJ04E1L1","LIB0052","AIJ04","AIJ04E1",8.5,200,23.4,20,5
"1603","C1_EXB0056E1L1","LIB0052","C1_EXB0056","C1_EXB0056E1",24,0,0,2,22
"1604","AIG20E1L1","LIB0052","AIG20","AIG20E1",24,37,1.54,10,11
"1605","AIG22E1L1","LIB0052","AIG22","AIG22E1",4.7,200,42.9,20,9
"1606","AIG24E1L1","LIB0052","AIG24","AIG24E1",9.7,200,20.7,20,7
"1607","AIG26E1L1","LIB0052","AIG26","AIG26E1",6.1,200,33,20,7
"1608","AIG31E1L1","LIB0052","AIG31","AIG31E1",24,193.9,8.08,20,8
"1609","AIG33E1L1","LIB0052","AIG33","AIG33E1",13.1,200,15.3,20,5
"1610","AIG35E1L1","LIB0052","AIG35","AIG35E1",5,200,39.8,20,4
"1611","AIG37E1L1","LIB0052","AIG37","AIG37E1",3,200,67.2,20,5
"1612","AIG42E1L1","LIB0052","AIG42","AIG42E1",20.5,200,9.77,20,6
"1613","AIG44E1L1","LIB0052","AIG44","AIG44E1",24,122.6,5.11,20,8
"1614","AIG46E1L1","LIB0052","AIG46","AIG46E1",23.5,200,8.51,20,6
"1615","AIG48E1L1","LIB0052","AIG48","AIG48E1",24,72,3,20,10
"1616","AIH86E1L1","LIB0052","AIH86","AIH86E1",24,34.8,1.45,10,11
"1617","AIH88E1L1","LIB0052","AIH88","AIH88E1",10.4,200,19.2,20,5
"1618","AIH90E1L1","LIB0052","AIH90","AIH90E1",10.5,200,19,20,5
"1619","AIH92E1L1","LIB0052","AIH92","AIH92E1",5.6,200,35.5,20,6
"1620","AII09E1L1","LIB0052","AII09","AII09E1",15.7,200,12.7,20,8
"1621","AII11E1L1","LIB0052","AII11","AII11E1",17.1,200,11.7,20,7
"1622","AII13E1L1","LIB0052","AII13","AII13E1",14.9,200,13.4,20,4
"1623","AII15E1L1","LIB0052","AII15","AII15E1",5.7,200,35.3,20,4
"1624","AII20E1L1","LIB0052","AII20","AII20E1",24,40.3,1.68,10,11
"1625","AII22E1L1","LIB0052","AII22","AII22E1",14.4,200,13.9,20,7
"1626","AII24E1L1","LIB0052","AII24","AII24E1",6.9,200,28.8,20,5
"1627","AII26E1L1","LIB0052","AII26","AII26E1",6.2,200,32.1,20,4
"1628","AII31E1L1","LIB0052","AII31","AII31E1",24,25.2,1.05,10,9
"1629","AII33E1L1","LIB0052","AII33","AII33E1",24,191.8,7.99,20,7
"1630","AII35E1L1","LIB0052","AII35","AII35E1",16.4,200,12.2,20,5
"1631","AII37E1L1","LIB0052","AII37","AII37E1",5.2,200,38.4,20,4
"1632","AIJ09E1L1","LIB0052","AIJ09","AIJ09E1",24,56.4,2.35,20,10
"1633","AIJ11E1L1","LIB0052","AIJ11","AIJ11E1",10.6,200,18.9,20,8
"1634","AIJ13E1L1","LIB0052","AIJ13","AIJ13E1",5.2,200,38.6,20,4
"1635","AIJ15E1L1","LIB0052","AIJ15","AIJ15E1",9.6,200,20.8,20,7
"1636","AIJ20E1L1","LIB0052","AIJ20","AIJ20E1",16.3,200,12.3,20,4
"1637","AIJ22E1L1","LIB0052","AIJ22","AIJ22E1",5.4,200,36.8,20,6
"1638","AIJ24E1L1","LIB0052","AIJ24","AIJ24E1",24,35,1.46,10,9
"1639","AIJ26E1L1","LIB0052","AIJ26","AIJ26E1",19.2,200,10.4,20,6
"1640","C1_EXB0058E1L1","LIB0052","C1_EXB0058","C1_EXB0058E1",24,0,0,2,20
"1641","AAD28E1L1","LIB0053","AAD28","AAD28E1",24,2.7,0.11,5,15
"1642","AAD29E1L1","LIB0053","AAD29","AAD29E1",24,4.5,0.19,5,11
"1643","AAD30E1L1","LIB0053","AAD30","AAD30E1",24,13,0.54,10,10
"1644","AAD31E1L1","LIB0053","AAD31","AAD31E1",24,13.1,0.54,10,9
"1645","AAD32E1L1","LIB0053","AAD32","AAD32E1",24,10.6,0.44,10,12
"1646","AAD33E1L1","LIB0053","AAD33","AAD33E1",24,58.6,2.44,20,6
"1647","AAD34E1L1","LIB0053","AAD34","AAD34E1",24,1.2,0.05,5,14
"1648","AAD35E1L1","LIB0053","AAD35","AAD35E1",24,2.2,0.09,5,12
"1649","AAD36E1L1","LIB0053","AAD36","AAD36E1",24,64.1,2.67,20,6
"1650","AAD37E1L1","LIB0053","AAD37","AAD37E1",24,38.2,1.59,10,7
