"","library_id","library_batch","sample_id","extraction_id","library_input_volume","library_input_dna","library_input_dna_concentration","library_adaptor_molarity","library_PCR_cycles"
"1651","AAD38E1L1","LIB0053","AAD38","AAD38E1",24,16.3,0.68,10,9
"1652","AAD39E1L1","LIB0053","AAD39","AAD39E1",24,44.9,1.87,10,7
"1653","AAD40E1L1","LIB0053","AAD40","AAD40E1",24,42,1.75,10,11
"1654","AAD41E1L1","LIB0053","AAD41","AAD41E1",24,46.3,1.93,10,7
"1655","AAD42E1L1","LIB0053","AAD42","AAD42E1",24,14.3,0.6,10,8
"1656","AAD43E1L1","LIB0053","AAD43","AAD43E1",24,81.6,3.4,20,6
"1657","AAD44E1L1","LIB0053","AAD44","AAD44E1",24,36.2,1.51,10,8
"1658","AAD45E1L1","LIB0053","AAD45","AAD45E1",24,4.1,0.17,5,10
"1659","AAD46E1L1","LIB0053","AAD46","AAD46E1",24,28.8,1.2,10,8
"1660","AAD51E1L1","LIB0053","AAD51","AAD51E1",24,85,3.54,20,6
"1661","AAD53E1L1","LIB0053","AAD53","AAD53E1",24,23.3,0.97,10,8
"1662","AAD56E1L1","LIB0053","AAD56","AAD56E1",24,20.6,0.86,10,9
"1663","AAD57E1L1","LIB0053","AAD57","AAD57E1",24,52.3,2.18,20,6
"1664","AAD61E1L1","LIB0053","AAD61","AAD61E1",24,2,0.08,5,12
"1665","AAD62E1L1","LIB0053","AAD62","AAD62E1",24,82.6,3.44,20,6
"1666","AAE10E1L1","LIB0053","AAE10","AAE10E1",24,28.8,1.2,10,8
"1667","AAE11E1L1","LIB0053","AAE11","AAE11E1",24,16.7,0.7,10,9
"1668","AAE12E1L1","LIB0053","AAE12","AAE12E1",24,43.9,1.83,10,7
"1669","AAE13E1L1","LIB0053","AAE13","AAE13E1",24,14.7,0.61,10,8
"1670","AAE14E1L1","LIB0053","AAE14","AAE14E1",24,8.7,0.36,5,8
"1671","AAE15E1L1","LIB0053","AAE15","AAE15E1",24,12.7,0.53,10,7
"1672","AAE16E1L1","LIB0053","AAE16","AAE16E1",24,1.5,0.06,5,13
"1673","AAE17E1L1","LIB0053","AAE17","AAE17E1",24,98.2,4.09,20,5
"1674","AAE18E1L1","LIB0053","AAE18","AAE18E1",24,11.9,0.49,10,10
"1675","AAE19E1L1","LIB0053","AAE19","AAE19E1",24,30.7,1.28,10,7
"1676","AAE20E1L1","LIB0053","AAE20","AAE20E1",24,57.6,2.4,20,7
"1677","AAE21E1L1","LIB0053","AAE21","AAE21E1",24,46.1,1.92,10,7
"1678","AAE22E1L1","LIB0053","AAE22","AAE22E1",24,41.3,1.72,10,7
"1679","AAE23E1L1","LIB0053","AAE23","AAE23E1",24,16.7,0.7,10,9
"1680","AAE24E1L1","LIB0053","AAE24","AAE24E1",24,20.9,0.87,10,8
"1681","AAE25E1L1","LIB0053","AAE25","AAE25E1",24,29,1.21,10,9
"1682","AAE62E1L1","LIB0053","AAE62","AAE62E1",24,12.6,0.53,10,10
"1683","AAE63E1L1","LIB0053","AAE63","AAE63E1",24,5.4,0.22,2,12
"1684","AAE66E1L1","LIB0053","AAE66","AAE66E1",24,32.4,1.35,10,8
"1685","AAE67E1L1","LIB0053","AAE67","AAE67E1",24,75.6,3.15,20,8
"1686","AAE68E1L1","LIB0053","AAE68","AAE68E1",24,5.1,0.21,5,11
"1687","AAE69E1L1","LIB0053","AAE69","AAE69E1",24,36.5,1.52,10,8
"1688","C1_EXB0060E1L1","LIB0053","C1_EXB0060","C1_EXB0060E1",24,0,0,2,21
"1689","AGY65E1L1","LIB0054","AGY65","AGY65E1",24,3.9,0.16,5,11
"1690","AGY66E1L1","LIB0054","AGY66","AGY66E1",24,5,0.21,5,9
"1691","AGY67E1L1","LIB0054","AGY67","AGY67E1",24,16.2,0.68,10,9
"1692","AGY68E1L1","LIB0054","AGY68","AGY68E1",24,18.6,0.78,10,11
"1693","AGY85E1L1","LIB0054","AGY85","AGY85E1",24,14.8,0.62,10,10
"1694","AGY86E1L1","LIB0054","AGY86","AGY86E1",24,5.8,0.24,5,10
"1695","AGY87E1L1","LIB0054","AGY87","AGY87E1",24,13.7,0.57,10,10
"1696","AGY88E1L1","LIB0054","AGY88","AGY88E1",24,16,0.67,10,9
"1697","AGY89E1L1","LIB0054","AGY89","AGY89E1",24,2.3,0.09,5,12
"1698","AGZ02E1L1","LIB0054","AGZ02","AGZ02E1",24,4,0.17,5,13
"1699","AGZ03E1L1","LIB0054","AGZ03","AGZ03E1",24,5.7,0.24,5,14
"1700","AGZ04E1L1","LIB0054","AGZ04","AGZ04E1",24,110.9,4.62,20,8
"1701","AGZ05E1L1","LIB0054","AGZ05","AGZ05E1",24,134.4,5.6,20,14
"1702","AGZ06E1L1","LIB0054","AGZ06","AGZ06E1",24,2.3,0.1,5,14
"1703","AGZ07E1L1","LIB0054","AGZ07","AGZ07E1",24,4.4,0.18,5,12
"1704","AGZ14E1L1","LIB0054","AGZ14","AGZ14E1",24,1.1,0.05,5,16
"1705","AGZ15E1L1","LIB0054","AGZ15","AGZ15E1",24,2.2,0.09,5,16
"1706","AGZ16E1L1","LIB0054","AGZ16","AGZ16E1",24,2.4,0.1,5,14
"1707","AGZ17E1L1","LIB0054","AGZ17","AGZ17E1",24,3.5,0.15,5,13
"1708","AGZ18E1L1","LIB0054","AGZ18","AGZ18E1",24,6,0.25,5,13
"1709","AGZ19E1L1","LIB0054","AGZ19","AGZ19E1",24,20,0.83,10,11
"1710","AGZ20E1L1","LIB0054","AGZ20","AGZ20E1",24,4,0.17,5,14
"1711","AGZ21E1L1","LIB0054","AGZ21","AGZ21E1",24,3.2,0.13,5,13
"1712","AGZ30E1L1","LIB0054","AGZ30","AGZ30E1",24,172.3,7.18,20,6
"1713","AGZ31E1L1","LIB0054","AGZ31","AGZ31E1",24,199.2,8.3,20,5
"1714","AGZ38E1L1","LIB0054","AGZ38","AGZ38E1",24,41.5,1.73,10,8
"1715","AGZ39E1L1","LIB0054","AGZ39","AGZ39E1",24,26.6,1.11,10,9
"1716","AGZ40E1L1","LIB0054","AGZ40","AGZ40E1",24,0.6,0.03,5,16
"1717","AGZ41E1L1","LIB0054","AGZ41","AGZ41E1",24,2.3,0.1,5,12
"1718","AGZ42E1L1","LIB0054","AGZ42","AGZ42E1",24,4.2,0.18,5,12
"1719","AGZ43E1L1","LIB0054","AGZ43","AGZ43E1",24,34.6,1.44,10,10
"1720","AGZ50E1L1","LIB0054","AGZ50","AGZ50E1",24,4,0.17,5,13
"1721","AGZ51E1L1","LIB0054","AGZ51","AGZ51E1",24,5.6,0.23,5,9
"1722","AGZ52E1L1","LIB0054","AGZ52","AGZ52E1",24,6,0.25,5,11
"1723","AGZ53E1L1","LIB0054","AGZ53","AGZ53E1",24,1.6,0.07,5,16
"1724","AGZ55E1L1","LIB0054","AGZ55","AGZ55E1",24,3,0.13,5,10
"1725","AGZ61E1L1","LIB0054","AGZ61","AGZ61E1",24,0.9,0.04,5,13
"1726","AGZ62E1L1","LIB0054","AGZ62","AGZ62E1",24,15,0.63,10,9
"1727","AGZ69E1L1","LIB0054","AGZ69","AGZ69E1",24,4.2,0.17,5,13
"1728","AGZ70E1L1","LIB0054","AGZ70","AGZ70E1",24,6.1,0.26,5,13
"1729","AGZ71E1L1","LIB0054","AGZ71","AGZ71E1",24,2.2,0.09,5,13
"1730","AGZ72E1L1","LIB0054","AGZ72","AGZ72E1",24,4.7,0.2,5,13
"1731","AGZ75E1L1","LIB0054","AGZ75","AGZ75E1",24,6.1,0.25,5,10
"1732","AGZ77E1L1","LIB0054","AGZ77","AGZ77E1",24,6.8,0.28,5,10
"1733","AGZ79E1L1","LIB0054","AGZ79","AGZ79E1",24,4.8,0.2,5,9
"1734","AGZ80E1L1","LIB0054","AGZ80","AGZ80E1",24,10.9,0.46,10,11
"1735","AGZ90E1L1","LIB0054","AGZ90","AGZ90E1",24,2.4,0.1,5,14
"1736","ACR76E1L1","LIB0054","ACR76","ACR76E1",24,5.2,0.22,5,14
"1737","ACR77E1L1","LIB0054","ACR77","ACR77E1",24,6.3,0.26,5,10
"1738","ACR95E1L1","LIB0054","ACR95","ACR95E1",24,3.5,0.14,5,13
"1739","ACS04E1L1","LIB0054","ACS04","ACS04E1",24,44.4,1.85,10,9
"1740","ACS32E1L1","LIB0054","ACS32","ACS32E1",24,11.6,0.49,10,11
"1741","ACS51E1L1","LIB0054","ACS51","ACS51E1",24,4.1,0.17,5,12
"1742","ACS53E1L1","LIB0054","ACS53","ACS53E1",24,2.9,0.12,5,12
"1743","AEA77E1L1","LIB0054","AEA77","AEA77E1",24,40.3,1.68,10,9
"1744","AEA84E1L1","LIB0054","AEA84","AEA84E1",24,40.6,1.69,10,9
"1745","AEB20E1L1","LIB0054","AEB20","AEB20E1",24,35.8,1.49,10,9
"1746","C1_EXB0061E1L1","LIB0054","C1_EXB0061","C1_EXB0061E1",24,0,0,2,22
