mapping_percentage	sequence_id	mapping_id
NA	NA	DM00314
NA	NA	DM00321
75.29658	EHI00552	DM00562
81.83298	EHI02582	DM03796
65.80558	EHI00644	DM01033
7.15372	EHI01397	DM02183
32.88756	EHI02131	DM03090
52.53768	EHI00851	DM02678
87.05195	EHI01454	DM02017
74.41938	EHI01072	DM02512
59.86754	EHI02066	DM03083
60.76752	EHI02083	DM03028
42.28538	EHI01126	DM01143
1.50685	EHI01373	DM01736
55.01152	EHI02105	DM03114
64.16388	EHI00836	DM02160
12.70624	EHI01695	DM02630
83.08176	EHI01464	DM02016
73.21316	EHI01989	DM03781
74.6702	EHI02610	DM03693
42.08699	EHI02456	DM03374
75.36148	EHI00177	DM00784
83.04253	EHI01384	DM01290
92.03732	EHI02136	DM03124
78.19826	EHI00538	DM00655
NA	NA	DM00305
70.44178	EHI00091	DM00802
79.75458	EHI01376	DM03650
80.89008	EHI00365	DM03162
72.29629	EHI00751	DM00596
85.48054	EHI01526	DM03319
72.5746	EHI02260	DM03616
81.0656	EHI00116	DM00772
76.32653	EHI01082	DM01112
NA	NA	DM00284
66.60754	EHI00125	DM00773
58.34212	EHI01647	DM02895
81.98417	EHI02396	DM03633
52.53768	EHI00851	DM02654
42.1623	EHI00041	DM00141
51.70488	EHI01233	DM00857
56.90316	EHI00846	DM02672
43.80804	EHI01116	DM01209
NA	NA	DM00366
81.69013	EHI01080	DM01113
3.8354	EHI01101	DM00872
36.88756	EHI01196	DM01857
25.16489	EHI00036	DM00949
79.97588	EHI00510	DM00500
56.75432	EHI02119	DM03061
72.91389	EHI00161	DM01270
81.435	EHI01464	DM01957
85.91826	EHI01501	DM01921
92.63774	EHI00533	DM01281
7.12235	EHI01219	DM01147
70.93393	EHI00296	DM02412
82.88583	EHI01557	DM01944
71.42215	EHI02377	DM03450
2.37017	EHI01398	DM03638
76.25505	EHI01485	DM02066
73.75677	EHI01493	DM03277
4.43583	EHI02109	DM03690
0.14329	EHI00582	DM01553
84.70818	EHI00384	DM02407
62.70805	EHI00749	DM02134
59.8941	EHI02093	DM03008
78.34886	EHI00525	DM00694
75.58225	EHI00417	DM00531
25.57888	EHI00697	DM00172
12.78233	EHI01576	DM01795
72.55879	EHI00128	DM02825
72.77292	EHI02382	DM03456
3.39696	EHI01146	DM02880
NA	NA	DM00333
85.66946	EHI01460	DM01866
82.49843	EHI00399	DM03353
2.53599	EHI01624	DM01823
76.61372	EHI00476	DM01288
83.91436	EHI01315	DM01311
33.54106	EHI01105	DM00868
4.2807	EHI00044	DM00993
33.89062	EHI02475	DM03365
49.38282	EHI00532	DM02716
89.63803	EHI01298	DM01309
67.12957	EHI00435	DM00684
72.80498	EHI00144	DM00526
3.26584	EHI01187	DM02896
17.77509	EHI01224	DM01159
18.66854	EHI01087	DM01166
65.45845	EHI00070	DM02748
1.44108	EHI02698	DM03804
91.19529	EHI01328	DM01443
0.97626	EHI00148	DM00145
1.61536	EHI01191	DM01183
3.89039	EHI02551	DM03578
81.99149	EHI01473	DM01935
70.83736	EHI02255	DM03301
1.03306	EHI01133	DM00892
10.02341	EHI00313	DM01541
32.9026	EHI02409	DM03493
67.54065	EHI01605	DM02622
34.54611	EHI00693	DM00164
56.73908	EHI00831	DM02692
60.53627	EHI01270	DM01510
82.71814	EHI01728	DM03214
80.66215	EHI01290	DM01306
19.4224	EHI00284	DM02341
85.64053	EHI01495	DM01922
56.88921	EHI00892	DM02446
64.13691	EHI00343	DM01214
3.371	EHI00431	DM01522
76.15651	EHI01065	DM01115
65.7682	EHI00871	DM00576
79.55161	EHI00235	DM02458
90.18616	EHI01084	DM02410
78.69094	EHI02054	DM03033
81.20804	EHI00383	DM02069
0.29926	EHI01340	DM01498
10.93904	EHI01646	DM02939
1.88637	EHI00162	DM02254
83.40719	EHI02028	DM03243
0.03948	EHI00077	DM00087
48.59389	EHI00494	DM02153
77.0172	EHI02587	DM03794
NA	NA	DM00225
84.966	EHI01058	DM01368
NA	NA	DM00280
26.15727	EHI01110	DM02927
79.77161	EHI00072	DM02836
46.61213	EHI01174	DM00698
82.8741	EHI00414	DM03336
6.07706	EHI01638	DM02286
0.30361	EHI00192	DM01648
7.00362	EHI01660	DM01846
4.13866	EHI02349	DM03451
80.18695	EHI01346	DM03380
71.13043	EHI01524	DM02004
76.16308	EHI01431	DM02617
2.95418	EHI00073	DM02843
2.7564	EHI00799	DM02423
60.13405	EHI00801	DM02398
0.50938	EHI00629	DM01555
14.80059	EHI00730	DM00174
56.90316	EHI00846	DM02461
78.34592	EHI02628	DM03751
0.28936	EHI02590	DM03726
65.56351	EHI01258	DM02594
1.35824	EHI01643	DM02308
83.02858	EHI01467	DM03192
16.29793	EHI02643	DM03723
67.09591	EHI00242	DM00559
4.8578	EHI00141	DM02248
34.3228	EHI00537	DM00679
90.00188	EHI00371	DM01878
21.4444	EHI00024	DM00984
1.45422	EHI02533	DM03665
0.01941	EHI00444	DM02358
80.03719	EHI01217	DM03527
48.53005	EHI01177	DM00717
19.98617	EHI00553	DM00492
83.44589	EHI01325	DM01429
74.58083	EHI01055	DM01099
66.29983	EHI01559	DM01992
6.11945	EHI00422	DM02848
75.2407	EHI00298	DM01581
10.17863	EHI02544	DM03579
16.69879	EHI01637	DM02917
2.06612	EHI00090	DM00016
7.84883	EHI01413	DM01727
79.19001	EHI02625	DM03802
81.32167	EHI00391	DM01065
62.49992	EHI00230	DM02570
68.35879	EHI00701	DM01715
2.26012	EHI00157	DM02225
48.09834	EHI01586	DM01798
83.91934	EHI01316	DM01327
92.09686	EHI00412	DM00554
65.90561	EHI00892	DM03565
61.01099	EHI02097	DM03019
57.72134	EHI00366	DM01608
83.02703	EHI01358	DM02201
NA	NA	DM00292
29.62793	EHI00151	DM00933
0.02869	EHI00079	DM00088
83.72326	EHI00387	DM01979
3.35207	EHI02128	DM03702
24.78704	EHI00924	DM03542
NA	NA	DM00221
6.70904	EHI01156	DM03496
77.38965	EHI01060	DM00976
6.12651	EHI01104	DM02320
64.39317	EHI01064	DM01359
1.3525	EHI01098	DM00878
66.44351	EHI00746	DM02127
53.83024	EHI00516	DM01248
36.52094	EHI01483	DM03356
80.99085	EHI02613	DM03755
20.88902	EHI02440	DM03360
71.88303	EHI01248	DM02591
6.88393	EHI00214	DM03383
61.02696	EHI00987	DM03553
15.42956	EHI00698	DM00177
5.3644	EHI01208	DM03505
21.71368	EHI01206	DM01753
78.92803	EHI01056	DM02498
24.12153	EHI01370	DM03653
77.71888	EHI00387	DM00537
2.69262	EHI00803	DM02644
53.94313	EHI01184	DM01198
69.85336	EHI00903	DM00506
50.15272	EHI00087	DM00017
36.60166	EHI01550	DM03163
16.56723	EHI00938	DM02526
2.56757	EHI01115	DM00900
66.62201	EHI00678	DM00598
16.56723	EHI00938	DM02639
56.72399	EHI02123	DM03062
NA	EHI01380	DM01457
64.31429	EHI00433	DM00675
9.24436	EHI01638	DM02872
72.465	EHI00556	DM03552
91.50056	EHI01322	DM01432
1.98338	EHI01190	DM00920
84.56508	EHI00374	DM02021
70.2422	EHI00569	DM02794
24.77419	EHI02090	DM03092
82.09583	EHI00389	DM01072
32.49078	EHI01700	DM03603
72.66679	EHI00866	DM02370
76.25415	EHI02035	DM03308
43.52537	EHI01139	DM00839
86.08097	EHI01218	DM00745
11.77354	EHI02419	DM03466
81.6643	EHI02637	DM03700
82.20549	EHI01068	DM00982
13.30355	EHI00633	DM01621
70.49157	EHI01257	DM02579
22.69576	EHI00913	DM01556
10.03692	EHI02557	DM03590
76.44575	EHI02539	DM03598
1.50537	EHI02693	DM03808
58.98194	EHI00856	DM02653
66.76271	EHI01562	DM01790
20.67598	EHI02408	DM03392
0.02869	EHI00079	DM00092
90.0992	EHI00371	DM02065
88.0896	EHI01296	DM01294
32.67448	EHI00033	DM01027
4.73754	EHI01120	DM02894
77.58779	EHI02366	DM03432
84.08041	EHI00393	DM02011
40.56624	EHI02415	DM03408
71.83818	EHI00404	DM00553
NA	NA	DM00387
30.23353	EHI00935	DM01536
57.91836	EHI02101	DM03136
66.34882	EHI00702	DM01704
35.35316	EHI01223	DM02271
NA	NA	DM00278
43.30603	EHI01426	DM02263
81.71621	EHI02020	DM03225
46.61213	EHI01174	DM00714
67.41447	EHI01001	DM01063
70.6866	EHI01540	DM01784
85.1922	EHI00592	DM01047
53.03676	EHI02086	DM03021
80.48662	EHI00144	DM01994
84.74062	EHI01300	DM01328
27.74805	EHI00189	DM01568
80.70716	EHI00525	DM02754
64.5597	EHI00104	DM02767
39.73863	EHI01172	DM00708
83.02858	EHI01467	DM02024
0.10649	EHI00430	DM01572
NA	NA	DM00391
35.26829	EHI00478	DM00463
21.31901	EHI01087	DM02933
90.74638	EHI00623	DM00483
41.30449	EHI01348	DM02374
44.26167	EHI00745	DM02122
82.26719	EHI01499	DM01977
57.95243	EHI00544	DM02597
80.0435	EHI00120	DM00767
90.51762	EHI01322	DM01341
81.4383	EHI00414	DM01943
70.40346	EHI00368	DM01894
57.75519	EHI00244	DM02126
71.44585	EHI00377	DM00520
5.09064	EHI01097	DM02867
13.51327	EHI00848	DM02193
55.2185	EHI00105	DM00819
59.64809	EHI02230	DM03548
46.61213	EHI01174	DM00706
37.68132	EHI00258	DM02332
74.7753	EHI02622	DM03676
23.05289	EHI01424	DM02387
63.79063	EHI01387	DM01490
39.7829	EHI00436	DM00503
50.36682	EHI01178	DM00699
82.14004	EHI00416	DM03193
86.57814	EHI01284	DM01427
59.60542	EHI01228	DM01763
82.51066	EHI01521	DM01886
64.38622	EHI01631	DM01814
3.64172	EHI02429	DM03533
85.28738	EHI00872	DM01029
45.96191	EHI01641	DM02905
78.88233	EHI00382	DM01937
0.09399	EHI00429	DM01639
49.65782	EHI01585	DM01804
0	EHI00066	DM02251
87.40057	EHI01504	DM02058
0.13786	EHI00937	DM01559
2.31564	EHI01132	DM01207
78.76723	EHI01306	DM01310
NA	NA	DM00220
NA	NA	DM00432
80.45463	EHI02361	DM03442
56.73908	EHI00831	DM02457
56.81363	EHI00025	DM00962
2.66923	EHI01119	DM00906
89.6709	EHI01313	DM01317
64.74969	EHI01617	DM01835
67.20683	EHI02120	DM03007
50.78496	EHI00369	DM02629
0.82454	EHI01102	DM01172
20.10627	EHI00370	DM02336
53.84082	EHI02291	DM03294
93.68752	EHI00349	DM00543
12.11803	EHI02432	DM03528
72.16992	EHI00741	DM02139
NA	NA	DM00443
4.2807	EHI00044	DM00953
15.94308	EHI00007	DM00938
75.1866	EHI00118	DM00779
69.84773	EHI00111	DM00781
0.22651	EHI01090	DM01388
33.25275	EHI00580	DM01662
49.58296	EHI02105	DM03018
70.6301	EHI00719	DM02144
NA	NA	DM00368
0.035	EHI00590	DM01597
7.3484	EHI00097	DM02851
97.98232	EHI00397	DM01537
43.12561	EHI00508	DM01232
58.23885	EHI00228	DM02119
70.65962	EHI02580	DM03756
69.74546	EHI00494	DM03622
56.4573	EHI02066	DM03060
83.15126	EHI01047	DM01380
47.03354	EHI01645	DM02876
19.80273	EHI00009	DM00961
81.55297	EHI00680	DM00616
41.45709	EHI00752	DM01681
64.82462	EHI00328	DM00490
74.47271	EHI00398	DM00546
71.13043	EHI01524	DM03180
66.52379	EHI00726	DM01708
1.60635	EHI02138	DM03132
20.52013	EHI02393	DM03637
19.64062	EHI00026	DM00943
64.82462	EHI00328	DM01090
68.33234	EHI01627	DM01810
85.951	EHI00410	DM02007
57.60275	EHI00119	DM00812
80.48662	EHI00144	DM03233
67.74485	EHI01231	DM01757
83.30791	EHI01491	DM03261
70.71975	EHI00427	DM00453
85.3666	EHI01527	DM02098
83.46729	EHI01453	DM03207
65.33638	EHI00939	DM01262
60.22325	EHI02392	DM03651
7.36186	EHI02422	DM03486
35.74495	EHI00027	DM00161
73.77344	EHI01534	DM01775
68.53651	EHI01343	DM02520
0.07021	EHI00447	DM01532
72.04776	EHI00564	DM01233
47.07602	EHI00493	DM02740
72.19804	EHI02362	DM03439
51.39201	EHI02249	DM03608
2.38897	EHI01797	DM02879
42.62214	EHI00744	DM01707
0.98563	EHI01655	DM02296
78.58471	EHI02576	DM03696
5.62417	EHI00260	DM02432
64.17837	EHI00467	DM00685
0.70528	EHI01092	DM01155
56.1003	EHI00679	DM01676
50.54408	EHI01408	DM01484
74.50054	EHI00507	DM00693
16.50118	EHI02451	DM03373
77.83387	EHI01059	DM01101
NA	NA	DM00410
86.41768	EHI01458	DM02026
0.05898	EHI00468	DM02365
4.43845	EHI01789	DM02898
52.21326	EHI01166	DM03474
55.06585	EHI00320	DM00519
0.47647	EHI01192	DM01202
75.78911	EHI00380	DM00570
3.12715	EHI02420	DM03481
84.33096	EHI00385	DM02038
NA	NA	DM00437
70.21488	EHI00420	DM03176
0.11364	EHI00576	DM01567
83.28436	EHI02577	DM03738
79.46768	EHI01385	DM01412
33.57574	EHI00584	DM01046
3.24308	EHI00154	DM02257
0.11519	EHI00611	DM01523
65.46529	EHI01995	DM02956
5.61011	EHI00177	DM02847
49.12849	EHI00565	DM02155
55.5347	EHI01619	DM03707
63.84455	EHI02047	DM03047
44.92253	EHI01641	DM01858
NA	NA	DM00286
73.82309	EHI00441	DM02778
87.45814	EHI01486	DM02002
85.20318	EHI01297	DM01336
42.59475	EHI01261	DM01519
2.69262	EHI00803	DM02403
15.921	EHI00042	DM00934
84.01452	EHI01317	DM01338
33.39545	EHI00200	DM02515
60.31432	EHI01276	DM03547
33.85812	EHI00570	DM01529
5.73787	EHI01436	DM01830
3.42524	EHI01111	DM00918
51.46809	EHI02233	DM03628
67.89164	EHI02632	DM03779
69.16299	EHI00309	DM01211
6.59068	EHI00023	DM01018
75.83647	EHI00529	DM00659
2.89795	EHI00637	DM01656
36.52094	EHI01483	DM02061
86.87084	EHI01553	DM02056
77.56661	EHI00113	DM00775
82.97443	EHI02036	DM03250
81.27788	EHI00850	DM02559
84.23073	EHI01508	DM02109
NA	EHI01368	DM01455
71.35135	EHI02363	DM03428
NA	NA	DM00306
62.49992	EHI00230	DM02462
81.27788	EHI00850	DM02535
44.30099	EHI00106	DM00806
88.60089	EHI01173	DM00922
89.06654	EHI01327	DM01305
2.61705	EHI01142	DM01138
70.27774	EHI00672	DM01716
1.27869	EHI00316	DM02360
61.6295	EHI00204	DM03368
55.72868	EHI00930	DM01526
79.30354	EHI01450	DM03725
68.51049	EHI00128	DM00793
85.29968	EHI00262	DM01215
67.34366	EHI00556	DM02207
73.15867	EHI00088	DM00829
2.65926	EHI01155	DM01137
81.33705	EHI02008	DM03166
84.53109	EHI01484	DM01902
48.83754	EHI00838	DM02659
57.20715	EHI00845	DM02700
85.38567	EHI01283	DM01313
77.86537	EHI00496	DM02796
84.41737	EHI01280	DM01298
9.81268	EHI02457	DM03412
8.08279	EHI01411	DM01724
62.20554	EHI00568	DM00652
4.97671	EHI01636	DM02893
79.97683	EHI00382	DM03339
NA	NA	DM00418
88.53024	EHI01311	DM01422
8.57187	EHI01411	DM03646
1.88033	EHI00356	DM01578
43.93548	EHI01180	DM00727
15.18883	EHI02646	DM03688
70.89829	EHI00721	DM02145
80.66477	EHI00394	DM00472
40.82404	EHI00499	DM02769
0.95119	EHI01282	DM01383
53.8786	EHI00560	DM03540
2.47002	EHI00071	DM00021
71.21327	EHI00703	DM01712
73.88697	EHI01369	DM03625
86.51147	EHI01304	DM01449
83.46362	EHI01480	DM03182
73.65795	EHI02120	DM03097
68.32945	EHI00512	DM02741
51.38959	EHI02414	DM03536
84.52813	EHI00389	DM03290
0.73431	EHI01149	DM01136
14.4294	EHI00185	DM01576
NA	NA	DM00385
73.88089	EHI02601	DM03672
0.00704	EHI02125	DM02989
78.56819	EHI00383	DM01048
2.93738	EHI00182	DM02736
75.58225	EHI00417	DM01266
7.07712	EHI02052	DM03041
2.13564	EHI01568	DM03667
83.05231	EHI01556	DM01945
21.07436	EHI01212	DM03502
84.67003	EHI00406	DM03253
77.31375	EHI00408	DM00544
58.75026	EHI00361	DM03173
NA	NA	DM00441
66.2817	EHI02022	DM03238
0.00175	EHI02121	DM02985
69.6358	EHI01443	DM01841
86.08291	EHI01315	DM01407
79.97588	EHI00510	DM01050
43.82637	EHI01696	DM03568
58.03592	EHI00995	DM02444
72.91282	EHI01538	DM01791
83.98254	EHI01474	DM02043
84.37008	EHI01459	DM01961
68.9459	EHI01976	DM02984
2.33682	EHI01406	DM01745
77.31188	EHI01439	DM03760
0	EHI00064	DM02232
84.91433	EHI00400	DM02078
NA	NA	DM00433
82.31077	EHI00406	DM01960
NA	NA	DM00379
81.23471	EHI02365	DM03455
0.03948	EHI00077	DM00115
56.73908	EHI00831	DM02704
2.69262	EHI00803	DM02706
65.0494	EHI01361	DM02717
2.34052	EHI01097	DM01162
23.44463	EHI02090	DM03014
57.1957	EHI00542	DM01569
NA	NA	DM00398
46.84374	EHI01342	DM02584
21.43626	EHI00690	DM00192
3.44904	EHI02121	DM03146
68.4082	EHI00075	DM00765
0.08582	EHI00012	DM00122
22.18253	EHI02104	DM03678
81.18215	EHI02356	DM03438
57.20715	EHI00845	DM02664
78.47342	EHI02630	DM03778
72.11279	EHI00666	DM01717
74.61427	EHI00484	DM00674
83.04151	EHI01515	DM01882
53.26106	EHI02089	DM03098
86.27476	EHI01383	DM01314
NA	NA	DM00423
57.44487	EHI01175	DM00737
73.08269	EHI01439	DM01825
66.38845	EHI00696	DM00632
1.84889	EHI00797	DM02169
3.18289	EHI01489	DM01793
72.55743	EHI00416	DM00572
76.27293	EHI01610	DM03714
0	EHI00051	DM02247
78.77941	EHI00484	DM02739
NA	NA	DM00224
76.23669	EHI00085	DM02765
74.93579	EHI01066	DM00972
58.03853	EHI00682	DM00621
78.21934	EHI01445	DM01824
36.14274	EHI00337	DM02440
73.17907	EHI00129	DM00796
11.63694	EHI01402	DM01482
70.26477	EHI01266	DM01503
1.3615	EHI00018	DM00992
2.66016	EHI01134	DM00845
11.6772	EHI00006	DM00960
0.84031	EHI01129	DM01194
62.56813	EHI02091	DM03143
77.21669	EHI00375	DM03269
79.13846	EHI02065	DM03792
52.37871	EHI00401	DM02614
84.52462	EHI01525	DM02031
45.43692	EHI00457	DM01256
53.12587	EHI02467	DM03417
81.27788	EHI00850	DM02662
65.8489	EHI00684	DM00603
82.39338	EHI01468	DM01950
0.82539	EHI01141	DM01119
15.19625	EHI00008	DM00157
65.70659	EHI01253	DM02587
4.4972	EHI01356	DM02425
82.61795	EHI01517	DM02030
74.06155	EHI01612	DM03684
72.49522	EHI00454	DM01035
49.9754	EHI01175	DM00712
67.15955	EHI01400	DM03631
30.66708	EHI00013	DM00963
57.49947	EHI00689	DM00199
0.04906	EHI00015	DM00147
83.02406	EHI00398	DM02083
0.14384	EHI00603	DM01632
62.98678	EHI00130	DM00797
73.9435	EHI00302	DM00524
76.75014	EHI00504	DM00664
77.27339	EHI01385	DM01312
3.60354	EHI01124	DM01205
77.28465	EHI00428	DM02800
74.0589	EHI00600	DM01054
73.74786	EHI00667	DM01720
0.02869	EHI00079	DM00012
66.5895	EHI00782	DM03555
72.86189	EHI01083	DM01118
79.99447	EHI00327	DM01093
2.51437	EHI01118	DM01174
7.69022	EHI02108	DM03145
72.20989	EHI00527	DM00669
0.48988	EHI01150	DM00917
58.98194	EHI00856	DM02574
68.02397	EHI01272	DM01506
37.703360000000004	EHI00021	DM00987
44.66219	EHI00390	DM02620
31.05451	EHI00225	DM02394
21.73425	EHI00692	DM00167
6.7175	EHI01657	DM02945
35.02891	EHI00577	DM01664
0.09701	EHI00469	DM01615
88.99721	EHI00269	DM02392
86.65885	EHI00456	DM02776
14.40575	EHI02133	DM03121
62.28921	EHI01982	DM03780
0	EHI00058	DM02231
81.24967	EHI01516	DM01890
64.00454	EHI00167	DM01231
59.01419	EHI02068	DM03065
2.47208	EHI01239	DM01773
28.27072	EHI01701	DM03596
89.35031	EHI01301	DM01323
23.55521	EHI02600	DM03709
85.59487	EHI00405	DM01998
NA	NA	DM00295
5.6513	EHI00040	DM00144
82.57874	EHI00404	DM01989
84.52462	EHI01525	DM03258
39.2459	EHI02503	DM03387
NA	NA	DM00301
67.77753	EHI02573	DM03741
38.32967	EHI02111	DM03615
63.94824	EHI00098	DM02811
82.31576	EHI01085	DM01364
NA	NA	DM00228
22.93141	EHI00924	DM02719
17.58329	EHI02048	DM03039
61.92247	EHI01275	DM02583
7.73933	EHI02142	DM03150
86.9549	EHI02348	DM03446
86.40754	EHI01501	DM03183
70.77619	EHI00117	DM00823
0.52275	EHI01114	DM02287
16.56723	EHI00938	DM02530
79.55161	EHI00235	DM02657
20.20967	EHI02547	DM03569
82.95056	EHI00402	DM02028
72.96717	EHI01448	DM01833
57.55505	EHI01177	DM00742
70.61754	EHI00897	DM01069
35.58467	EHI01795	DM02934
76.58855	EHI00418	DM01052
51.46048	EHI01425	DM02266
43.86591	EHI00758	DM01687
56.73908	EHI00831	DM02565
0.62736	EHI01114	DM01175
74.239	EHI00382	DM00593
19.98617	EHI00553	DM01036
61.53251	EHI00753	DM00619
3.58783	EHI02417	DM03397
30.89199	EHI01027	DM01528
76.21317	EHI00426	DM02789
3.05517	EHI01120	DM00832
20.53363	EHI01152	DM02314
0.03948	EHI00077	DM00095
0.02869	EHI00079	DM00082
40.424	EHI00019	DM00951
64.53353	EHI01090	DM01189
34.83218	EHI00102	DM02750
36.56347	EHI01277	DM03406
NA	NA	DM00332
5.12936	EHI00348	DM01594
63.68091	EHI01064	DM00975
78.18794	EHI00413	DM00477
15.66149	EHI01109	DM01134
65.28982	EHI00107	DM02733
81.27788	EHI00850	DM02487
84.29041	EHI00438	DM02751
NA	NA	DM00335
65.80558	EHI00644	DM00454
7.12653	EHI00123	DM00031
73.29268	EHI01541	DM01779
49.84287	EHI00115	DM00752
NA	EHI01377	DM01458
71.83936	EHI00075	DM02828
70.24012	EHI02269	DM03541
53.36973	EHI00798	DM02422
48.83754	EHI00838	DM02532
52.53768	EHI00851	DM02479
16.56723	EHI00938	DM02528
87.68287	EHI00625	DM01539
80.96093	EHI00161	DM01976
86.53453	EHI01495	DM03177
66.78511	EHI00488	DM02839
0.02869	EHI00079	DM00098
69.01713	EHI01616	DM03739
83.79624	EHI02001	DM03264
13.14119	EHI00183	DM01551
32.26685	EHI00832	DM02682
57.86071	EHI00287	DM02129
85.7366	EHI01504	DM01911
84.3255	EHI01503	DM01972
14.47544	EHI02540	DM03583
35.88217	EHI00367	DM01876
22.44714	EHI01788	DM02878
19.71859	EHI00732	DM00168
28.46313	EHI00638	DM02219
0.12703	EHI00620	DM01644
84.22123	EHI01505	DM02052
0.17301	EHI00220	DM03463
51.79616	EHI01597	DM02610
73.33881	EHI01493	DM01888
74.33227	EHI00733	DM01679
85.59487	EHI00405	DM03304
74.43793	EHI00693	DM00623
69.68417	EHI00338	DM01092
49.27351	EHI01182	DM02888
49.99107	EHI01176	DM00734
69.74404	EHI01268	DM01496
78.05262	EHI01535	DM01799
78.82289	EHI00529	DM02734
59.49182	EHI02056	DM03036
64.13907	EHI00840	DM02161
6.55528	EHI01658	DM02948
22.73953	EHI00682	DM00171
76.40337	EHI00566	DM00686
36.22391	EHI01483	DM01913
0.62666	EHI01100	DM00842
29.38309	EHI00008	DM00950
84.05531	EHI01529	DM01975
0.50178	EHI01153	DM02270
53.72617	EHI01492	DM01912
84.7737	EHI01502	DM02108
27.95336	EHI00186	DM01573
82.54234	EHI00400	DM01091
7.6351	EHI02395	DM03619
67.16277	EHI00179	DM00777
57.20715	EHI00845	DM02652
81.27788	EHI00850	DM02475
NA	NA	DM00361
NA	NA	DM00408
NA	EHI01402	DM01459
12.13221	EHI00804	DM01634
83.26266	EHI01469	DM03159
56.90316	EHI00846	DM02533
42.55335	EHI00800	DM02415
NA	NA	DM00309
22.73853	EHI00330	DM00571
55.93114	EHI00646	DM01643
24.69552	EHI01537	DM01770
84.33096	EHI00385	DM03289
82.29517	EHI01061	DM01376
83.10847	EHI01471	DM01970
79.705	EHI01440	DM01817
52.57663	EHI00115	DM02830
87.57911	EHI01310	DM01431
74.48055	EHI01438	DM03750
93.55219	EHI00388	DM01289
0.00375	EHI02483	DM03420
47.91331	EHI00509	DM01283
60.95297	EHI01363	DM01486
82.75964	EHI00392	DM02082
3.61653	EHI01197	DM03522
45.86416	EHI02104	DM03135
74.29479	EHI00089	DM00788
86.41768	EHI01458	DM03191
68.64127	EHI01981	DM02976
53.85274	EHI00704	DM02121
69.21845	EHI00524	DM02744
NA	NA	DM00436
31.03348	EHI01276	DM02171
55.33094	EHI01070	DM02182
0.03948	EHI00077	DM00097
34.53911	EHI00810	DM02388
65.26905	EHI00131	DM00768
0.48988	EHI01150	DM01125
63.97022	EHI00716	DM02132
1.6002	EHI01128	DM01158
53.69617	EHI02063	DM03052
5.52003	EHI01193	DM02949
71.35062	EHI02391	DM03458
52.38757	EHI02568	DM03573
23.56593	EHI01245	DM01771
78.61719	EHI00291	DM01605
55.72984	EHI01628	DM01807
56.90316	EHI00846	DM02557
73.49917	EHI01485	DM01873
64.33723	EHI01273	DM02593
61.77937	EHI00757	DM01667
71.01213	EHI01229	DM03521
74.71021	EHI00074	DM02817
21.26979	EHI01634	DM02887
43.93548	EHI01180	DM00703
81.28637	EHI00689	DM00618
69.01064	EHI00498	DM01088
17.33395	EHI00898	DM00497
83.17651	EHI01497	DM01951
1.71323	EHI00044	DM00155
2.56757	EHI01115	DM01197
84.18205	EHI01523	DM03168
58.98194	EHI00856	DM02689
45.74568	EHI02043	DM03048
0.03948	EHI00077	DM00107
42.91129	EHI00967	DM02375
30.44966	EHI02045	DM03051
9.93508	EHI02125	DM03079
NA	NA	DM00338
1.50229	EHI00163	DM02221
71.44584	EHI00377	DM01251
84.83093	EHI01456	DM02050
NA	NA	DM00396
18.73264	EHI01370	DM01740
49.99107	EHI01176	DM00726
66.5124	EHI00546	DM01229
48.83754	EHI00838	DM02647
42.53224	EHI00395	DM02611
78.05661	EHI01409	DM01475
55.94664	EHI02113	DM03059
57.20715	EHI00845	DM02489
60.39794	EHI02091	DM03031
34.43709	EHI01157	DM03476
57.20715	EHI00845	DM02676
79.8132	EHI00205	DM02411
90.73226	EHI01329	DM01444
80.99389	EHI02026	DM03262
58.54795	EHI00896	DM01235
85.63082	EHI00418	DM02009
0.03713	EHI00439	DM01647
65.71221	EHI00465	DM02805
67.8802	EHI01596	DM02265
0.02869	EHI00079	DM00096
21.36805	EHI02642	DM03679
4.11424	EHI01787	DM02938
16.71365	EHI01224	DM02319
3.23323	EHI00017	DM01007
32.26685	EHI00832	DM02670
73.85744	EHI02025	DM03170
1.77222	EHI00833	DM02164
60.97003	EHI00697	DM00610
51.80979	EHI00530	DM00460
22.10567	EHI00485	DM01628
22.93141	EHI00924	DM02210
1.67114	EHI01189	DM01850
69.97123	EHI02101	DM03559
82.68229	EHI00391	DM01893
68.65839	EHI02116	DM03561
89.4639	EHI01282	DM01442
38.0975	EHI02140	DM03093
75.0556	EHI01985	DM03799
55.15701	EHI02070	DM03153
75.02047	EHI01407	DM03654
71.1205	EHI01524	DM01869
92.49231	EHI00996	DM00514
67.38794	EHI02110	DM03564
46.63994	EHI00560	DM02715
82.08888	EHI01751	DM03206
0.03948	EHI00077	DM00081
4.64795	EHI01098	DM02873
78.46579	EHI00416	DM01982
66.12983	EHI00453	DM00446
79.53299	EHI01482	DM02075
66.05204	EHI01977	DM02969
44.61334	EHI00606	DM01221
NA	NA	DM00207
60.86044	EHI02081	DM03147
89.28482	EHI01321	DM01400
47.40842	EHI02098	DM03073
70.00635	EHI00737	DM02136
0.09134	EHI00424	DM01533
NA	NA	DM02113
8.77062	EHI01583	DM02326
NA	NA	DM00246
NA	NA	DM00229
2.77074	EHI00006	DM00135
16.56723	EHI00938	DM02641
0.13734	EHI00595	DM01534
76.29903	EHI00852	DM02564
