"","extraction_id","extraction_batch","extraction_concentration","extraction_volume","extraction_total","sample_id"
"1920","AAD57E1","EXB0060",2.18,45,98,"AAD57"
"1921","AAD61E1","EXB0060",0.08,45,4,"AAD61"
"1922","AAD62E1","EXB0060",3.44,45,155,"AAD62"
"1923","AAE10E1","EXB0060",1.2,45,54,"AAE10"
"1924","AAE11E1","EXB0060",0.7,45,31,"AAE11"
"1925","AAE12E1","EXB0060",1.83,45,82,"AAE12"
"1926","AAE13E1","EXB0060",0.61,45,28,"AAE13"
"1927","AAE14E1","EXB0060",0.36,45,16,"AAE14"
"1928","AAE15E1","EXB0060",0.53,45,24,"AAE15"
"1929","AAE16E1","EXB0060",0.06,45,3,"AAE16"
"1930","AAE17E1","EXB0060",4.09,45,184,"AAE17"
"1931","AAE18E1","EXB0060",0.49,45,22,"AAE18"
"1932","AAE19E1","EXB0060",1.28,45,58,"AAE19"
"1933","AAE20E1","EXB0060",2.4,45,108,"AAE20"
"1934","AAE21E1","EXB0060",1.92,45,86,"AAE21"
"1935","AAE22E1","EXB0060",1.72,45,77,"AAE22"
"1936","AAE23E1","EXB0060",0.7,45,31,"AAE23"
"1937","AAE24E1","EXB0060",0.87,45,39,"AAE24"
"1938","AAE25E1","EXB0060",1.21,45,54,"AAE25"
"1939","AAE62E1","EXB0060",0.53,45,24,"AAE62"
"1940","AAE63E1","EXB0060",0.22,45,10,"AAE63"
"1941","AAE66E1","EXB0060",1.35,45,61,"AAE66"
"1942","AAE67E1","EXB0060",3.15,45,142,"AAE67"
"1943","AAE68E1","EXB0060",0.21,45,9,"AAE68"
"1944","AAE69E1","EXB0060",1.52,45,68,"AAE69"
"1945","C1_EXB0060E1","EXB0060",0,45,0,"C1_EXB0060"
"1946","AGY65E1","EXB0061",0.16,45,7,"AGY65"
"1947","AGY66E1","EXB0061",0.21,45,9,"AGY66"
"1948","AGY67E1","EXB0061",0.68,45,30,"AGY67"
"1949","AGY68E1","EXB0061",0.78,45,35,"AGY68"
"1950","AGY85E1","EXB0061",0.62,45,28,"AGY85"
"1951","AGY86E1","EXB0061",0.24,45,11,"AGY86"
"1952","AGY87E1","EXB0061",0.57,45,26,"AGY87"
"1953","AGY88E1","EXB0061",0.67,45,30,"AGY88"
"1954","AGY89E1","EXB0061",0.09,45,4,"AGY89"
"1955","AGZ02E1","EXB0061",0.17,45,8,"AGZ02"
"1956","AGZ03E1","EXB0061",0.24,45,11,"AGZ03"
"1957","AGZ04E1","EXB0061",4.62,45,208,"AGZ04"
"1958","AGZ05E1","EXB0061",5.6,45,252,"AGZ05"
"1959","AGZ06E1","EXB0061",0.1,45,4,"AGZ06"
"1960","AGZ07E1","EXB0061",0.18,45,8,"AGZ07"
"1961","AGZ14E1","EXB0061",0.05,45,2,"AGZ14"
"1962","AGZ15E1","EXB0061",0.09,45,4,"AGZ15"
"1963","AGZ16E1","EXB0061",0.1,45,4,"AGZ16"
"1964","AGZ17E1","EXB0061",0.15,45,7,"AGZ17"
"1965","AGZ18E1","EXB0061",0.25,45,11,"AGZ18"
"1966","AGZ19E1","EXB0061",0.83,45,38,"AGZ19"
"1967","AGZ20E1","EXB0061",0.17,45,8,"AGZ20"
"1968","AGZ21E1","EXB0061",0.13,45,6,"AGZ21"
"1969","AGZ30E1","EXB0061",7.18,45,323,"AGZ30"
"1970","AGZ31E1","EXB0061",8.3,45,374,"AGZ31"
"1971","AGZ38E1","EXB0061",1.73,45,78,"AGZ38"
"1972","AGZ39E1","EXB0061",1.11,45,50,"AGZ39"
"1973","AGZ40E1","EXB0061",0.03,45,1,"AGZ40"
"1974","AGZ41E1","EXB0061",0.1,45,4,"AGZ41"
"1975","AGZ42E1","EXB0061",0.18,45,8,"AGZ42"
"1976","AGZ43E1","EXB0061",1.44,45,65,"AGZ43"
"1977","AGZ50E1","EXB0061",0.17,45,7,"AGZ50"
"1978","AGZ51E1","EXB0061",0.23,45,10,"AGZ51"
"1979","AGZ52E1","EXB0061",0.25,45,11,"AGZ52"
"1980","AGZ53E1","EXB0061",0.07,45,3,"AGZ53"
"1981","AGZ55E1","EXB0061",0.13,45,6,"AGZ55"
"1982","AGZ61E1","EXB0061",0.04,45,2,"AGZ61"
"1983","AGZ62E1","EXB0061",0.63,45,28,"AGZ62"
"1984","AGZ69E1","EXB0061",0.17,45,8,"AGZ69"
"1985","AGZ70E1","EXB0061",0.26,45,12,"AGZ70"
"1986","AGZ71E1","EXB0061",0.09,45,4,"AGZ71"
"1987","AGZ72E1","EXB0061",0.2,45,9,"AGZ72"
"1988","AGZ75E1","EXB0061",0.25,45,11,"AGZ75"
"1989","AGZ77E1","EXB0061",0.28,45,13,"AGZ77"
"1990","AGZ79E1","EXB0061",0.2,45,9,"AGZ79"
"1991","AGZ80E1","EXB0061",0.46,45,20,"AGZ80"
"1992","AGZ90E1","EXB0061",0.1,45,5,"AGZ90"
"1993","ACR76E1","EXB0061",0.22,45,10,"ACR76"
"1994","ACR77E1","EXB0061",0.26,45,12,"ACR77"
"1995","ACR95E1","EXB0061",0.14,45,7,"ACR95"
"1996","ACS04E1","EXB0061",1.85,45,83,"ACS04"
"1997","ACS32E1","EXB0061",0.49,45,22,"ACS32"
"1998","ACS51E1","EXB0061",0.17,45,8,"ACS51"
"1999","ACS53E1","EXB0061",0.12,45,5,"ACS53"
"2000","AEA77E1","EXB0061",1.68,45,76,"AEA77"
"2001","AEA84E1","EXB0061",1.69,45,76,"AEA84"
"2002","AEB20E1","EXB0061",1.49,45,67,"AEB20"
"2003","C1_EXB0061E1","EXB0061",0,45,0,"C1_EXB0061"
"2004","AGB78E1","EXB0062",4.57,45,206,"AGB78"
"2005","AGB79E1","EXB0062",8,45,360,"AGB79"
"2006","AGB81E1","EXB0062",0.67,45,30,"AGB81"
"2007","AGB82E1","EXB0062",5.3,45,239,"AGB82"
"2008","AGB87E1","EXB0062",3.8,45,171,"AGB87"
"2009","AGB90E1","EXB0062",2.88,45,130,"AGB90"
"2010","AGB96E1","EXB0062",3.46,45,156,"AGB96"
"2011","AGB97E1","EXB0062",4.84,45,218,"AGB97"
"2012","AGB99E1","EXB0062",5.2,45,234,"AGB99"
"2013","AGC05E1","EXB0062",8.9,45,401,"AGC05"
"2014","AGC06E1","EXB0062",5.19,45,234,"AGC06"
"2015","AGC09E1","EXB0062",24.6,45,1107,"AGC09"
"2016","AGC12E1","EXB0062",5.34,45,240,"AGC12"
"2017","AGC18E1","EXB0062",4.29,45,193,"AGC18"
"2018","AGC23E1","EXB0062",7.51,45,338,"AGC23"
"2019","AGC24E1","EXB0062",2.68,45,121,"AGC24"
"2020","AGC29E1","EXB0062",4.81,45,216,"AGC29"
"2021","AGC32E1","EXB0062",7.67,45,345,"AGC32"
"2022","AGC33E1","EXB0062",22.9,45,1031,"AGC33"
"2023","AGC34E1","EXB0062",2.4,45,108,"AGC34"
"2024","AGC36E1","EXB0062",1.04,45,47,"AGC36"
"2025","AGC4E1","EXB0062",10.5,45,473,"AGC4"
"2026","AGC41E1","EXB0062",1.09,45,49,"AGC41"
"2027","AGC42E1","EXB0062",3.66,45,165,"AGC42"
"2028","AGC46E1","EXB0062",9.99,45,450,"AGC46"
"2029","AGC48E1","EXB0062",2.24,45,101,"AGC48"
"2030","AGC50E1","EXB0062",15.4,45,693,"AGC50"
"2031","AGC51E1","EXB0062",7.73,45,348,"AGC51"
"2032","AGC55E1","EXB0062",1.11,45,50,"AGC55"
"2033","AGC94E1","EXB0062",33.7,45,1517,"AGC94"
"2034","AGC96E1","EXB0062",6.1,45,275,"AGC96"
"2035","AGC98E1","EXB0062",13.5,45,608,"AGC98"
"2036","AGD02E1","EXB0062",16,45,720,"AGD02"
"2037","AGD04E1","EXB0062",18.6,45,837,"AGD04"
"2038","AGD06E1","EXB0062",12,45,540,"AGD06"
"2039","AGD07E1","EXB0062",28.9,45,1301,"AGD07"
"2040","AGD09E1","EXB0062",15.2,45,684,"AGD09"
"2041","AGD10E1","EXB0062",12.6,45,567,"AGD10"
"2042","AGD11E1","EXB0062",14.8,45,666,"AGD11"
"2043","AGD12E1","EXB0062",20.7,45,932,"AGD12"
"2044","AGD14E1","EXB0062",12.9,45,581,"AGD14"
"2045","AGD15E1","EXB0062",49.3,45,2219,"AGD15"
"2046","AGD17E1","EXB0062",12.9,45,581,"AGD17"
"2047","AGD18E1","EXB0062",56.9,45,2561,"AGD18"
"2048","AGD19E1","EXB0062",24.2,45,1089,"AGD19"
"2049","AGD20E1","EXB0062",34.9,45,1571,"AGD20"
"2050","AGD21E1","EXB0062",38.7,45,1742,"AGD21"
"2051","AGD24E1","EXB0062",25.4,45,1143,"AGD24"
"2052","AGD28E1","EXB0062",22.8,45,1026,"AGD28"
"2053","AGD29E1","EXB0062",31.9,45,1436,"AGD29"
"2054","AGD32E1","EXB0062",18.8,45,846,"AGD32"
"2055","AGD33E1","EXB0062",12.7,45,572,"AGD33"
"2056","AGD34E1","EXB0062",24,45,1080,"AGD34"
"2057","AGD36E1","EXB0062",20.6,45,927,"AGD36"
"2058","AGD37E1","EXB0062",26.5,45,1193,"AGD37"
"2059","AGD38E1","EXB0062",17.8,45,801,"AGD38"
"2060","AGD39E1","EXB0062",11.1,45,500,"AGD39"
"2061","AGD40E1","EXB0062",17.5,45,788,"AGD40"
"2062","C1_EXB0062E1","EXB0062",0.07,45,3,"C1_EXB0062"
