EHI00001	0.172722
EHI00002	0.155542
EHI00003	0.171313
EHI00004	0.184908
EHI00005	0.156182
EHI00006	0.602149
EHI00007	0.21585
EHI00008	0.215523
EHI00009	0.191304
EHI00010	0.327152
EHI00011	0.496065
EHI00012	0.182669
EHI00013	0.195764
EHI00014	0.315072
EHI00015	0.223881
EHI00016	0.522119
EHI00017	0.189868
EHI00018	0.203767
EHI00019	0.278588
EHI00020	0.2102
EHI00021	0.178696
EHI00022	0.182324
EHI00023	0.18127
EHI00024	0.496159
EHI00025	0.159639
EHI00026	0.201842
EHI00027	0.280544
EHI00028	0.241711
EHI00029	0.189222
EHI00030	0.185733
EHI00031	0.231995
EHI00032	0.159117
EHI00033	0.344987
EHI00034	0.19402
EHI00035	0.232494
EHI00036	0.220117
EHI00037	0.233787
EHI00038	0.176463
EHI00039	0.197955
EHI00040	0.21793
EHI00041	0.202455
EHI00042	0.226446
EHI00043	0.183822
EHI00044	0.377995
EHI00045	0.203611
EHI00046	0.334746
EHI00047	0.192079
EHI00049	0.180529
EHI00050	0.540809
EHI00051	0.281445
EHI00052	0.3565
EHI00053	0.60281
EHI00054	0.356532
EHI00055	0.29148
EHI00056	0.163934
EHI00057	0.223217
EHI00058	0.200139
EHI00059	0.190416
EHI00060	0.193896
EHI00061	0.442477
EHI00062	0.700194
EHI00063	0.642515
EHI00064	0.219095
EHI00065	0.178612
EHI00066	0.276382
EHI00067	0.20526
EHI00068	0.588224
EHI00069	0.188927
EHI00070	0.167329
EHI00071	0.190289
EHI00072	0.148307
EHI00073	0.165536
EHI00074	0.173092
EHI00075	0.171306
EHI00076	0.176794
EHI00077	0.161493
EHI00078	0.183858
EHI00079	0.184563
EHI00080	0.185459
EHI00081	0.160507
EHI00082	0.254217
EHI00083	0.166349
EHI00084	0.261589
EHI00085	0.189977
EHI00086	0.154573
EHI00087	0.199097
EHI00088	0.161885
EHI00089	0.170672
EHI00090	0.165567
EHI00091	0.155416
EHI00092	0.165355
EHI00093	0.166237
EHI00094	0.602187
EHI00095	0.163692
EHI00096	0.22804
EHI00097	0.417861
EHI00098	0.175493
EHI00099	0.205889
EHI00100	0.166123
EHI00101	0.362559
EHI00102	0.218543
EHI00103	0.172421
EHI00104	0.157102
EHI00105	0.125639
EHI00106	0.664159
EHI00107	0.163457
EHI00108	0.197818
EHI00109	0.165337
EHI00110	0.179375
EHI00111	0.197788
EHI00112	0.155889
EHI00113	0.159439
EHI00114	0.165804
EHI00115	0.173087
EHI00116	0.171512
EHI00117	0.184727
EHI00118	0.167108
EHI00119	0.166964
EHI00120	0.17446
EHI00121	0.161953
EHI00122	0.16711
EHI00123	0.280449
EHI00124	0.183905
EHI00125	0.175288
EHI00126	0.135314
EHI00127	0.150383
EHI00128	0.151332
EHI00129	0.170038
EHI00130	0.165874
EHI00131	0.151804
EHI00132	0.231037
EHI00133	0.176957
EHI00134	0.155124
EHI00135	0.188585
EHI00136	0.256568
EHI00137	0.165199
EHI00138	0.152074
EHI00139	0.161501
EHI00140	0.173128
EHI00141	0.83384
EHI00142	0.238456
EHI00143	0.300837
EHI00144	0.158622
EHI00145	0.201023
EHI00146	0.256412
EHI00147	0.810445
EHI00148	0.282362
EHI00149	0.286237
EHI00150	0.16825
EHI00151	0.256684
EHI00152	0.969138
EHI00153	0.156729
EHI00154	0.455666
EHI00155	0.437556
EHI00156	0.897837
EHI00157	0.31059
EHI00158	0.1627
