"extraction_id","extraction_batch","extraction_concentration","extraction_volume","extraction_total","sample_id"
"ABZ39E1","EXB0029",15.1,45,680,"ABZ39"
"ABZ43E1","EXB0029",6.24,45,281,"ABZ43"
"ABZ50E1","EXB0029",0.71,45,32,"ABZ50"
"ADD83E1","EXB0029",2.32,45,104,"ADD83"
"ADD87E1","EXB0029",15.9,45,716,"ADD87"
"ADD90E1","EXB0029",0.95,45,43,"ADD90"
"ADD91E1","EXB0029",2.03,45,91,"ADD91"
"ADD97E1","EXB0029",5.45,45,245,"ADD97"
"ADE05E1","EXB0029",0.25,45,11,"ADE05"
"ADE11E1","EXB0029",0.95,45,43,"ADE11"
"ADE15E1","EXB0029",2.43,45,109,"ADE15"
"AFV24E1","EXB0029",3.82,45,172,"AFV24"
"AFV34E1","EXB0029",46,45,2070,"AFV34"
"AFV44E1","EXB0029",4.8,45,216,"AFV44"
"AFV60E1","EXB0029",0.39,45,18,"AFV60"
"AFV64E1","EXB0029",0,45,0,"AFV64"
"AFV67E1","EXB0029",15,45,675,"AFV67"
"AFV78E1","EXB0029",7.87,45,354,"AFV78"
"AFV82E1","EXB0029",1.82,45,82,"AFV82"
"AFV96E1","EXB0029",9.09,45,409,"AFV96"
"AFW01E1","EXB0029",1.59,45,72,"AFW01"
"AFW06E1","EXB0029",23.6,45,1062,"AFW06"
"AFW08E1","EXB0029",25.9,45,1166,"AFW08"
"AFW10E1","EXB0029",2.97,45,134,"AFW10"
"AFW12E1","EXB0029",1.32,45,59,"AFW12"
"AFW84E1","EXB0029",7.04,45,317,"AFW84"
"C1_EXB0029E1","EXB0029",0.07,45,3,"C1_EXB0029"
"ACC01E2","EXB0033",8.77,45,395,"ACC01"
"ACC02E2","EXB0033",5.88,45,265,"ACC02"
"ACC03E2","EXB0033",7.09,45,319,"ACC03"
"ACC04E2","EXB0033",2.71,45,122,"ACC04"
"OPAU23E2","EXB0033",6.17,45,278,"OPAU23"
"ACC18E2","EXB0033",2.89,45,130,"ACC18"
"ACC19E2","EXB0033",0.92,45,41,"ACC19"
"ACC29E2","EXB0033",4.6,45,207,"ACC29"
"ACZ94E2","EXB0033",2.47,45,111,"ACZ94"
"OPAU27E2","EXB0033",6.34,45,285,"OPAU27"
"ACZ98E2","EXB0033",1.55,45,70,"ACZ98"
"ADA17E2","EXB0033",2.21,45,99,"ADA17"
"ADA19E2","EXB0033",1.21,45,54,"ADA19"
"OPAU1E2","EXB0033",5.35,45,241,"OPAU1"
"OPAU3E2","EXB0033",4.42,45,199,"OPAU3"
"OPAU5E2","EXB0033",1.57,45,71,"OPAU5"
"OPAU7E2","EXB0033",1.74,45,78,"OPAU7"
"OPAU9E2","EXB0033",4.14,45,186,"OPAU9"
"OPAU17E2","EXB0033",7.03,45,316,"OPAU17"
"OPAU19E2","EXB0033",5.99,45,270,"OPAU19"
"OPAU11E2","EXB0033",3,45,135,"OPAU11"
"OPAU13E2","EXB0033",3.62,45,163,"OPAU13"
"OPAU15E2","EXB0033",3.6,45,162,"OPAU15"
"OPAU25E2","EXB0033",1.47,45,66,"OPAU25"
"C1_EXB0033E1","EXB0033",0,45,0,"C1_EXB0033"
"OPAU29E2","EXB0035",9.8,45,441,"OPAU29"
"OPAU31E2","EXB0035",10.3,45,464,"OPAU31"
"OPAU33E2","EXB0035",7.75,45,349,"OPAU33"
"OPAU35E2","EXB0035",7.67,45,345,"OPAU35"
"OPAU37E2","EXB0035",8.12,45,365,"OPAU37"
"OPAU39E2","EXB0035",0,45,0,"OPAU39"
"OPAU41E2","EXB0035",10,45,450,"OPAU41"
"OPAU43E2","EXB0035",15.8,45,711,"OPAU43"
"OPAU45E2","EXB0035",12.8,45,576,"OPAU45"
"OPAU47E2","EXB0035",1.54,45,69,"OPAU47"
"OPAU49E2","EXB0035",1.58,45,71,"OPAU49"
"OPAU51E2","EXB0035",8.78,45,395,"OPAU51"
"OPAU53E2","EXB0035",9.94,45,447,"OPAU53"
"OPAU55E2","EXB0035",4.81,45,216,"OPAU55"
"OPAU57E2","EXB0035",5.47,45,246,"OPAU57"
"OPAU59E2","EXB0035",4.47,45,201,"OPAU59"
"OPAU61E2","EXB0035",6.08,45,274,"OPAU61"
"OPAU63E2","EXB0035",6.27,45,282,"OPAU63"
"OPAU65E2","EXB0035",5.82,45,262,"OPAU65"
"OPAU67E2","EXB0035",14.8,45,666,"OPAU67"
"OPAU69E2","EXB0035",7.01,45,315,"OPAU69"
"OPAU71E2","EXB0035",5.37,45,242,"OPAU71"
"C1_EXB0035E1","EXB0035",0,45,0,"C1_EXB0035"
"OPAU18E1","EXB0030",0.34,45,15,"OPAU18"
"OPAU20E1","EXB0030",0.39,45,18,"OPAU20"
"OPAU24E1","EXB0030",0.7,45,31,"OPAU24"
"OPAU26E1","EXB0030",0.54,45,24,"OPAU26"
"OPAU28E1","EXB0030",1.78,45,80,"OPAU28"
"OPAU30E1","EXB0030",1.66,45,75,"OPAU30"
"OPAU32E1","EXB0030",0.36,45,16,"OPAU32"
"OPAU34E1","EXB0030",0.24,45,11,"OPAU34"
"OPAU36E1","EXB0030",0.15,45,7,"OPAU36"
"OPAU38E1","EXB0030",0.21,45,9,"OPAU38"
"OPAU40E1","EXB0030",0.27,45,12,"OPAU40"
"OPAU42E1","EXB0030",1.05,45,47,"OPAU42"
"OPAU44E1","EXB0030",2.42,45,109,"OPAU44"
"OPAU46E1","EXB0030",0.29,45,13,"OPAU46"
"OPAU48E1","EXB0030",1.12,45,50,"OPAU48"
"OPAU50E1","EXB0030",1.74,45,78,"OPAU50"
"OPAU52E1","EXB0030",0.16,45,7,"OPAU52"
"OPAU54E1","EXB0030",0.08,45,4,"OPAU54"
"OPAU56E1","EXB0030",0.84,45,38,"OPAU56"
"OPAU58E1","EXB0030",0.9,45,41,"OPAU58"
"OPAU60E1","EXB0030",1.16,45,52,"OPAU60"
"OPAU62E1","EXB0030",0.18,45,8,"OPAU62"
"OPAU64E1","EXB0030",0.59,45,27,"OPAU64"
"OPAU66E1","EXB0030",0.48,45,22,"OPAU66"
"OPAU68E1","EXB0030",1.72,45,77,"OPAU68"
"OPAU70E1","EXB0030",0.31,45,14,"OPAU70"
"OPAU72E1","EXB0030",0.69,45,31,"OPAU72"
"ACB19E1","EXB0030",0.41,45,18,"ACB19"
"ACB20E1","EXB0030",1.02,45,46,"ACB20"
"ACB21E1","EXB0030",0.11,45,5,"ACB21"
"ACB22E1","EXB0030",0.16,45,7,"ACB22"
"ACB23E1","EXB0030",0.14,45,6,"ACB23"
"ABZ56E1","EXB0030",0.06,45,3,"ABZ56"
"ABZ58E1","EXB0030",1.22,45,55,"ABZ58"
"ABZ62E1","EXB0030",3.73,45,168,"ABZ62"
"ABZ64E1","EXB0030",0.18,45,8,"ABZ64"
"ABZ66E1","EXB0030",5.05,45,227,"ABZ66"
"ABZ68E1","EXB0030",3.77,45,170,"ABZ68"
"AGF06E1","EXB0030",13.1,45,590,"AGF06"
"AGF10E1","EXB0030",8.71,45,392,"AGF10"
"AGF18E1","EXB0030",0.5,45,23,"AGF18"
"AGF24E1","EXB0030",1.58,45,71,"AGF24"
"AGF26E1","EXB0030",0.73,45,33,"AGF26"
"AGF86E1","EXB0030",0.4,45,18,"AGF86"
"AGF90E1","EXB0030",1.34,45,60,"AGF90"
"AGF91E1","EXB0030",1.13,45,51,"AGF91"
"AGF95E1","EXB0030",2.23,45,100,"AGF95"
"AGF98E1","EXB0030",1.05,45,47,"AGF98"
"AGH20E1","EXB0030",0.24,45,11,"AGH20"
"AGH22E1","EXB0030",16.3,45,734,"AGH22"
"AGH23E1","EXB0030",1.78,45,80,"AGH23"
"AGH24E1","EXB0030",6.15,45,277,"AGH24"
"AGH37E1","EXB0030",0.67,45,30,"AGH37"
"AGH38E1","EXB0030",0.55,45,25,"AGH38"
"AGH42E1","EXB0030",1.91,45,86,"AGH42"
"AGH43E1","EXB0030",0.01,45,1,"AGH43"
"AGH49E1","EXB0030",1.39,45,63,"AGH49"
"C1_EXB0030E1","EXB0030",0.04,45,2,"C1_EXB0030"
"ABS02E2","EXB0031",7.3,45,329,"ABS02"
"ABS12E2","EXB0031",0.72,45,32,"ABS12"
"ABS20E2","EXB0031",0,45,0,"ABS20"
"ABS26E2","EXB0031",1.8,45,81,"ABS26"
"ABS28E2","EXB0031",1.62,45,73,"ABS28"
"ABS32E2","EXB0031",0.62,45,28,"ABS32"
"ABS40E2","EXB0031",0.56,45,25,"ABS40"
"ABS42E2","EXB0031",0.61,45,27,"ABS42"
"ABS92E2","EXB0031",0.37,45,16,"ABS92"
"ABS94E2","EXB0031",0.57,45,26,"ABS94"
"ABS96E2","EXB0031",1.02,45,46,"ABS96"
"ACO90E2","EXB0031",0.49,45,22,"ACO90"
"ACO91E2","EXB0031",0.83,45,37,"ACO91"
"ACP12E2","EXB0031",0.11,45,5,"ACP12"
"ACP13E2","EXB0031",0.3,45,13,"ACP13"
"ACX32E2","EXB0031",1.13,45,51,"ACX32"
"ACX40E2","EXB0031",0,45,0,"ACX40"
"ACX42E2","EXB0031",0.11,45,5,"ACX42"
"ADA63E2","EXB0031",1.59,45,72,"ADA63"
"ADA65E2","EXB0031",0.06,45,3,"ADA65"
"ADA67E2","EXB0031",1.95,30,59,"ADA67"
"ADA68E2","EXB0031",0.66,45,29,"ADA68"
"ADA70E2","EXB0031",1.35,45,61,"ADA70"
"ADA72E2","EXB0031",0.25,45,11,"ADA72"
"ADV25E2","EXB0031",1.63,45,73,"ADV25"
"ADV55E2","EXB0031",0,45,0,"ADV55"
"ADV57E2","EXB0031",0,45,0,"ADV57"
"ABG38E2","EXB0031",0.67,45,30,"ABG38"
"ABG57E2","EXB0031",3.45,45,155,"ABG57"
"AAM53E2","EXB0031",1.03,45,46,"AAM53"
"ADK31E2","EXB0031",0.13,45,6,"ADK31"
"ADK23E2","EXB0031",6.08,45,274,"ADK23"
"ADK10E2","EXB0031",0.49,45,22,"ADK10"
"ADJ92E2","EXB0031",11.6,45,522,"ADJ92"
"ACZ33E2","EXB0031",1.15,45,52,"ACZ33"
"C1_EXB0031E1","EXB0031",0,45,0,"C1_EXB0031"
"ABI39E1","EXB0037",24.2,45,1089,"ABI39"
"ABI41E1","EXB0037",20.4,45,918,"ABI41"
"ABI43E1","EXB0037",58.3,45,2624,"ABI43"
"ABI45E1","EXB0037",16.1,45,725,"ABI45"
"ABI57E1","EXB0037",56.7,45,2552,"ABI57"
"ABI59E1","EXB0037",45.4,45,2043,"ABI59"
"ABK04E1","EXB0037",21.3,45,959,"ABK04"
"ABK06E1","EXB0037",12.3,45,554,"ABK06"
"ABK13E1","EXB0037",40.1,45,1805,"ABK13"
"ABK17E1","EXB0037",26.9,45,1211,"ABK17"
"ABK19E1","EXB0037",28.1,45,1265,"ABK19"
"ABK21E1","EXB0037",18.5,45,833,"ABK21"
"ABK43E1","EXB0037",14,45,630,"ABK43"
"ABK45E1","EXB0037",7.75,45,349,"ABK45"
"ABK47E1","EXB0037",33.3,45,1498,"ABK47"
"ABK49E1","EXB0037",13.9,45,626,"ABK49"
"ABK56E1","EXB0037",26.7,45,1202,"ABK56"
"ABK58E1","EXB0037",34.9,45,1571,"ABK58"
"ABK60E1","EXB0037",48.7,45,2192,"ABK60"
"ABK62E1","EXB0037",41.9,45,1886,"ABK62"
"ABK68E1","EXB0037",32.8,45,1476,"ABK68"
"ABK70E1","EXB0037",13.8,45,621,"ABK70"
"ABK72E1","EXB0037",51,45,2295,"ABK72"
"ABK74E1","EXB0037",22.9,45,1031,"ABK74"
"C1_EXB0037E1","EXB0037",0,45,0,"C1_EXB0037"
"AAH01E1","EXB0038",8.25,45,371,"AAH01"
"AAH13E1","EXB0038",3.48,45,157,"AAH13"
"AAH21E1","EXB0038",4.5,45,203,"AAH21"
"AAH39E1","EXB0038",5.11,45,230,"AAH39"
"AAH41E1","EXB0038",1.87,45,84,"AAH41"
"AAH53E1","EXB0038",0.51,45,23,"AAH53"
"AAH59E1","EXB0038",0.11,45,5,"AAH59"
"AAH63E1","EXB0038",0.16,45,7,"AAH63"
"AAH67E1","EXB0038",0.78,45,35,"AAH67"
"AAH77E1","EXB0038",0.41,45,18,"AAH77"
"AAH79E1","EXB0038",0.68,45,31,"AAH79"
"AAH83E1","EXB0038",0.29,45,13,"AAH83"
"AAH84E1","EXB0038",0.26,45,12,"AAH84"
"AAH89E1","EXB0038",0.19,45,8,"AAH89"
"AAI06E1","EXB0038",2.72,45,122,"AAI06"
"AAI10E1","EXB0038",2.71,45,122,"AAI10"
"AAI14E1","EXB0038",2.73,45,123,"AAI14"
"ACC86E1","EXB0038",0,45,0,"ACC86"
"ACC91E1","EXB0038",0,45,0,"ACC91"
"ACC98E1","EXB0038",0,45,0,"ACC98"
"ACD05E1","EXB0038",0,45,0,"ACD05"
"ACD06E1","EXB0038",0.16,45,7,"ACD06"
"ACD17E1","EXB0038",0,45,0,"ACD17"
"ACD19E1","EXB0038",0,45,0,"ACD19"
"ACD20E1","EXB0038",0.25,45,11,"ACD20"
"ACD23E1","EXB0038",0.14,45,6,"ACD23"
"ACD26E1","EXB0038",0,45,0,"ACD26"
"ACD65E1","EXB0038",0,45,0,"ACD65"
"ACD80E1","EXB0038",0,45,0,"ACD80"
"ACD85E1","EXB0038",0,45,0,"ACD85"
"ACD88E1","EXB0038",0,45,0,"ACD88"
"ACD92E1","EXB0038",0,45,0,"ACD92"
"ACD98E1","EXB0038",0,45,0,"ACD98"
"ACE08E1","EXB0038",0,45,0,"ACE08"
"ACE11E1","EXB0038",2.64,45,119,"ACE11"
"ACE21E1","EXB0038",0,45,0,"ACE21"
"ACE30E1","EXB0038",0,45,0,"ACE30"
"ACE33E1","EXB0038",0,45,0,"ACE33"
"ACE43E1","EXB0038",0,45,0,"ACE43"
"C1_EXB0038E1","EXB0038",0.08,45,3,"C1_EXB0038"
"AFO76E1","EXB0039",10.7,45,481,"AFO76"
"AFO79E1","EXB0039",2.33,45,105,"AFO79"
"AFO81E1","EXB0039",2.08,45,94,"AFO81"
"AFO89E1","EXB0039",4.56,45,205,"AFO89"
"AFO93E1","EXB0039",8.86,45,399,"AFO93"
"AFO95E1","EXB0039",1.01,45,45,"AFO95"
"AFO99E1","EXB0039",11.4,45,513,"AFO99"
"AFP03E1","EXB0039",0,45,0,"AFP03"
"AFP05E1","EXB0039",0,45,0,"AFP05"
"AFP15E1","EXB0039",6.87,45,309,"AFP15"
"AFP19E1","EXB0039",17.3,45,779,"AFP19"
"AFP29E1","EXB0039",0,45,0,"AFP29"
"AFP31E1","EXB0039",9.91,45,446,"AFP31"
"AFP35E1","EXB0039",6.14,45,276,"AFP35"
"AFP37E1","EXB0039",3.93,45,177,"AFP37"
"AFP39E1","EXB0039",1.83,45,82,"AFP39"
"AFP41E1","EXB0039",0.09,45,4,"AFP41"
"AFP45E1","EXB0039",7.44,45,335,"AFP45"
"AFP47E1","EXB0039",2.18,45,98,"AFP47"
"AFP49E1","EXB0039",0,45,0,"AFP49"
"AFP53E1","EXB0039",0.23,45,10,"AFP53"
"AFP55E1","EXB0039",0,45,0,"AFP55"
"AFP61E1","EXB0039",5.41,45,243,"AFP61"
"AFP66E1","EXB0039",46,45,2070,"AFP66"
"AFP71E1","EXB0039",2.48,45,112,"AFP71"
"AFP75E1","EXB0039",1.27,45,57,"AFP75"
"AFP79E1","EXB0039",6.11,45,275,"AFP79"
"AFP84E1","EXB0039",7.17,45,323,"AFP84"
"AFP91E1","EXB0039",4.54,45,204,"AFP91"
"AFP93E1","EXB0039",25.1,45,1130,"AFP93"
"AFP97E1","EXB0039",31.1,45,1400,"AFP97"
"C1_EXB0039E1","EXB0039",0,45,0,"C1_EXB0039"
"AFQ11E1","EXB0040",5.4,45,243,"AFQ11"
"AFQ17E1","EXB0040",5.78,45,260,"AFQ17"
"AFQ25E1","EXB0040",8.63,45,388,"AFQ25"
"AFQ29E1","EXB0040",19.6,45,882,"AFQ29"
"AFQ35E1","EXB0040",0.06,45,2,"AFQ35"
"ACX25E1","EXB0040",18.1,45,815,"ACX25"
"ACX27E1","EXB0040",23.9,45,1076,"ACX27"
"ACX55E1","EXB0040",5.59,45,252,"ACX55"
"AFQ09E1","EXB0040",36.3,45,1633,"AFQ09"
"AFQ40E1","EXB0040",15.1,45,680,"AFQ40"
"AFQ47E1","EXB0040",0.06,45,3,"AFQ47"
"AFQ51E1","EXB0040",26.3,45,1184,"AFQ51"
"AFQ89E1","EXB0040",0.1,45,5,"AFQ89"
"ACX29E1","EXB0040",13,45,585,"ACX29"
"ACX49E1","EXB0040",0,45,0,"ACX49"
"ACX53E1","EXB0040",0.98,45,44,"ACX53"
"AFQ45E1","EXB0040",0.18,45,8,"AFQ45"
"AFQ67E1","EXB0040",1.62,45,73,"AFQ67"
"AFQ69E1","EXB0040",21.3,45,959,"AFQ69"
"AFQ71E1","EXB0040",1.49,45,67,"AFQ71"
"AFQ81E1","EXB0040",1.86,45,84,"AFQ81"
"AFQ83E1","EXB0040",0.13,45,6,"AFQ83"
"AFQ93E1","EXB0040",0.98,45,44,"AFQ93"
"AFP01E1","EXB0040",0,45,0,"AFP01"
"ACX37E1","EXB0040",2.36,45,106,"ACX37"
"AFP85E1","EXB0040",28.9,45,1301,"AFP85"
"AFQ41E1","EXB0040",9.07,45,408,"AFQ41"
"AFQ49E1","EXB0040",22.8,45,1026,"AFQ49"
"AFQ65E1","EXB0040",1.35,45,61,"AFQ65"
"AFQ79E1","EXB0040",0.12,45,6,"AFQ79"
"AFQ85E1","EXB0040",6.41,45,288,"AFQ85"
"ACX69E1","EXB0040",0.59,45,26,"ACX69"
"ACX77E1","EXB0040",60,45,2700,"ACX77"
"ACX88E1","EXB0040",31.2,45,1404,"ACX88"
"ACY05E1","EXB0040",22.9,45,1031,"ACY05"
"ACY27E1","EXB0040",0.15,45,7,"ACY27"
"ACY29E1","EXB0040",11.2,45,504,"ACY29"
"C1_EXB0040E1","EXB0040",0,45,0,"C1_EXB0040"
"ABF99E1","EXB0041",46.2,45,2079,"ABF99"
"ABG09E1","EXB0041",9.27,45,417,"ABG09"
"ABQ08E1","EXB0041",29,45,1305,"ABQ08"
"ABQ40E1","EXB0041",3.33,45,150,"ABQ40"
"ABQ42E1","EXB0041",2.84,45,128,"ABQ42"
"ABQ43E1","EXB0041",2.35,45,106,"ABQ43"
"ABQ44E1","EXB0041",10.3,45,464,"ABQ44"
"ABQ45E1","EXB0041",21.7,45,977,"ABQ45"
"ABQ46E1","EXB0041",11.9,45,536,"ABQ46"
"ABQ50E1","EXB0041",2.2,45,99,"ABQ50"
"ABQ93E1","EXB0041",19.2,45,864,"ABQ93"
"ABQ95E1","EXB0041",22.8,45,1026,"ABQ95"
"ABR14E1","EXB0041",12.7,45,572,"ABR14"
"ABR29E1","EXB0041",1.82,45,82,"ABR29"
"AEV73E1","EXB0041",25,45,1125,"AEV73"
"AEV75E1","EXB0041",0.24,45,11,"AEV75"
"AEV79E1","EXB0041",21.1,45,950,"AEV79"
"AEV81E1","EXB0041",4.8,45,216,"AEV81"
"AEV83E1","EXB0041",0.19,45,8,"AEV83"
"AEV85E1","EXB0041",0.26,45,11,"AEV85"
"AEV97E1","EXB0041",0.21,45,9,"AEV97"
"AEX06E1","EXB0041",16.3,45,734,"AEX06"
"AEX07E1","EXB0041",29.9,45,1346,"AEX07"
"AEX08E1","EXB0041",10.9,45,491,"AEX08"
"AEX11E1","EXB0041",22.9,45,1031,"AEX11"
"AEX12E1","EXB0041",7.81,45,351,"AEX12"
"AEX14E1","EXB0041",9.75,45,439,"AEX14"
"AEX21E1","EXB0041",6.71,45,302,"AEX21"
"AEX22E1","EXB0041",2.44,45,110,"AEX22"
"AEX24E1","EXB0041",0.15,45,7,"AEX24"
"AEX26E1","EXB0041",0.62,45,28,"AEX26"
"AEX32E1","EXB0041",17.7,45,797,"AEX32"
"AEX36E1","EXB0041",37.8,45,1701,"AEX36"
"AEX37E1","EXB0041",4.09,45,184,"AEX37"
"AEX38E1","EXB0041",14.3,45,644,"AEX38"
"AEX41E1","EXB0041",8.01,45,360,"AEX41"
"AEX44E1","EXB0041",16.8,45,756,"AEX44"
"AEX46E1","EXB0041",18.2,45,819,"AEX46"
"AEX48E1","EXB0041",25.7,45,1157,"AEX48"
"AEX55E1","EXB0041",4.68,45,211,"AEX55"
"AEX59E1","EXB0041",0.86,45,39,"AEX59"
"AEX61E1","EXB0041",18,45,810,"AEX61"
"AEX63E1","EXB0041",31.6,45,1422,"AEX63"
"AEX72E1","EXB0041",1.96,45,88,"AEX72"
"AEX73E1","EXB0041",11.8,45,531,"AEX73"
"AEX74E1","EXB0041",15.3,45,689,"AEX74"
"AEX78E1","EXB0041",0.14,45,6,"AEX78"
"AEX89E1","EXB0041",10.3,45,464,"AEX89"
"AEX91E1","EXB0041",15.9,45,716,"AEX91"
"AEX92E1","EXB0041",12,45,540,"AEX92"
"AEX95E1","EXB0041",13.5,45,608,"AEX95"
"AEX97E1","EXB0041",26.2,45,1179,"AEX97"
"AEY21E1","EXB0041",9.34,45,420,"AEY21"
"AEY22E1","EXB0041",3.38,45,152,"AEY22"
"AEY25E1","EXB0041",14.2,45,639,"AEY25"
"AEY26E1","EXB0041",0.06,45,3,"AEY26"
"AEY27E1","EXB0041",2.14,45,96,"AEY27"
"AEY28E1","EXB0041",0.11,45,5,"AEY28"
"AEY29E1","EXB0041",0.09,45,4,"AEY29"
"AFK61E1","EXB0041",0.34,45,15,"AFK61"
"AFK63E1","EXB0041",1.6,45,72,"AFK63"
"AFK65E1","EXB0041",41.8,45,1881,"AFK65"
"AFK88E1","EXB0041",35.4,45,1593,"AFK88"
"AFK90E1","EXB0041",21.9,45,985,"AFK90"
"AFK92E1","EXB0041",5.97,45,269,"AFK92"
"AFL04E1","EXB0041",14.7,45,662,"AFL04"
"AFL05E1","EXB0041",16.5,45,743,"AFL05"
"AFL06E1","EXB0041",0.34,45,15,"AFL06"
"AFL08E1","EXB0041",14.2,45,639,"AFL08"
"AFL15E1","EXB0041",30.4,45,1368,"AFL15"
"AFL24E1","EXB0041",19.9,45,895,"AFL24"
"AFM23E1","EXB0041",19.7,45,887,"AFM23"
"AFM25E1","EXB0041",0.25,45,11,"AFM25"
"AFM27E1","EXB0041",0.5,45,22,"AFM27"
"AFM33E1","EXB0041",8.37,45,377,"AFM33"
"AFM35E1","EXB0041",11.7,45,527,"AFM35"
"AFM37E1","EXB0041",7.66,45,345,"AFM37"
"AFM39E1","EXB0041",1.82,45,82,"AFM39"
"AFM47E1","EXB0041",8.64,45,389,"AFM47"
"AFM55E1","EXB0041",21,45,945,"AFM55"
"AFM58E1","EXB0041",20.7,45,932,"AFM58"
"AFM60E1","EXB0041",15.2,45,684,"AFM60"
"AFM63E1","EXB0041",0.09,45,4,"AFM63"
"AFM65E1","EXB0041",9.02,45,406,"AFM65"
"AFM69E1","EXB0041",2.76,45,124,"AFM69"
"AFM71E1","EXB0041",0,45,0,"AFM71"
"AFM73E1","EXB0041",1.36,45,61,"AFM73"
"AFM75E1","EXB0041",3.49,45,157,"AFM75"
"AFM77E1","EXB0041",26.3,45,1184,"AFM77"
"AFM81E1","EXB0041",16.2,45,729,"AFM81"
"AFM85E1","EXB0041",8.28,45,373,"AFM85"
"AFM87E1","EXB0041",10.7,45,481,"AFM87"
"AFM89E1","EXB0041",3.43,45,154,"AFM89"
"AFM95E1","EXB0041",17.9,45,805,"AFM95"
"AFM98E1","EXB0041",12,45,540,"AFM98"
"C1_EXB0041E1","EXB0041",0,45,0,"C1_EXB0041"
"ACC84E1","EXB0043",0.08,45,3,"ACC84"
"ACC89E1","EXB0043",0.05,45,2,"ACC89"
"ACC93E1","EXB0043",0.08,45,4,"ACC93"
"ACD04E1","EXB0043",0.06,45,3,"ACD04"
"ACD11E1","EXB0043",0.04,45,2,"ACD11"
"ACD13E1","EXB0043",0.03,45,1,"ACD13"
"ACD21E1","EXB0043",0.07,45,3,"ACD21"
"ACD27E1","EXB0043",0.05,45,2,"ACD27"
"ACD28E1","EXB0043",0.03,45,1,"ACD28"
"ACD29E1","EXB0043",0.06,45,3,"ACD29"
"ACD32E1","EXB0043",0.11,45,5,"ACD32"
"ACD33E1","EXB0043",0.16,45,7,"ACD33"
"ACD34E1","EXB0043",0.1,45,5,"ACD34"
"ACD37E1","EXB0043",0.3,45,14,"ACD37"
"ACD40E1","EXB0043",0.05,45,2,"ACD40"
"ACD41E1","EXB0043",0.04,45,2,"ACD41"
"ACD44E1","EXB0043",0.03,45,1,"ACD44"
"ACD47E1","EXB0043",0.04,45,2,"ACD47"
"ACD49E1","EXB0043",0.05,45,2,"ACD49"
"ACD50E1","EXB0043",0.13,45,6,"ACD50"
"E1","EXB0043",0.03,45,1,""
"ACD53E1","EXB0043",0.03,45,1,"ACD53"
"ACD55E1","EXB0043",0.03,45,1,"ACD55"
"ACD58E1","EXB0043",0.03,45,1,"ACD58"
"ACD60E1","EXB0043",0.06,45,3,"ACD60"
"ACD61E1","EXB0043",0.13,45,6,"ACD61"
"ACD62E1","EXB0043",0.01,45,0,"ACD62"
"ACD66E1","EXB0043",0.07,45,3,"ACD66"
"ACD68E1","EXB0043",0.03,45,1,"ACD68"
"ACD74E1","EXB0043",0.28,45,13,"ACD74"
"ACD75E1","EXB0043",0.05,45,2,"ACD75"
"ACD76E1","EXB0043",0.05,45,2,"ACD76"
"ACD77E1","EXB0043",0.01,45,0,"ACD77"
"ACD78E1","EXB0043",0.05,45,2,"ACD78"
"ACD86E1","EXB0043",0.03,45,1,"ACD86"
"ACD87E1","EXB0043",0.02,45,1,"ACD87"
"ACD89E1","EXB0043",0.03,45,1,"ACD89"
"ACD94E1","EXB0043",0.1,45,5,"ACD94"
"ACD95E1","EXB0043",0.02,45,1,"ACD95"
"ACD97E1","EXB0043",0.07,45,3,"ACD97"
"ACD99E1","EXB0043",0.13,45,6,"ACD99"
"ACE02E1","EXB0043",0.21,45,9,"ACE02"
"ACE03E1","EXB0043",0.04,45,2,"ACE03"
"ACE06E1","EXB0043",0.03,45,1,"ACE06"
"ACE07E1","EXB0043",0.11,45,5,"ACE07"
"ACE10E1","EXB0043",0.02,45,1,"ACE10"
"ACE12E1","EXB0043",0.04,45,2,"ACE12"
"ACE14E1","EXB0043",0.04,45,2,"ACE14"
"ACE15E1","EXB0043",0.21,45,9,"ACE15"
"ACE17E1","EXB0043",0.1,45,4,"ACE17"
"ACE18E1","EXB0043",0.15,45,7,"ACE18"
"ACE20E1","EXB0043",0.05,45,2,"ACE20"
"ACE29E1","EXB0043",0.04,45,2,"ACE29"
"ACE31E1","EXB0043",0.03,45,1,"ACE31"
"ACE32E1","EXB0043",0.08,45,4,"ACE32"
"ACE35E1","EXB0043",9.35,45,421,"ACE35"
"ACE37E1","EXB0043",0.02,45,1,"ACE37"
"ACE38E1","EXB0043",1.66,45,75,"ACE38"
"ACE40E1","EXB0043",0.06,45,3,"ACE40"
"ACE45E1","EXB0043",0.03,45,2,"ACE45"
"ABD45E1","EXB0043",29.6,45,1332,"ABD45"
"ABD98E1","EXB0043",12.8,45,576,"ABD98"
"ABD99E1","EXB0043",29.2,45,1314,"ABD99"
"ABE20E1","EXB0043",4.28,45,193,"ABE20"
"ADC09E1","EXB0043",2.28,45,103,"ADC09"
"ADC11E1","EXB0043",0.31,45,14,"ADC11"
"ADC13E1","EXB0043",2.81,45,126,"ADC13"
"ADC15E1","EXB0043",3.55,45,160,"ADC15"
"ADC17E1","EXB0043",3.44,45,155,"ADC17"
"ADG35E1","EXB0043",9.79,45,441,"ADG35"
"ADG65E1","EXB0043",0.1,45,4,"ADG65"
"ADJ76E1","EXB0043",0.87,45,39,"ADJ76"
"ADJ86E1","EXB0043",6.15,45,277,"ADJ86"
