"extraction_id","extraction_batch","extraction_concentration","extraction_volume","extraction_total","sample_id"
"AII37E2","EXB0059",5.69,45,256,"AII37"
"AIH90E2","EXB0059",150,45,6750,"AIH90"
"AII24E2","EXB0059",98.2,45,4419,"AII24"
"AIH88E2","EXB0059",153,45,6885,"AIH88"
"AII20E2","EXB0059",11.5,45,518,"AII20"
"AII26E2","EXB0059",50.6,45,2277,"AII26"
"AII11E2","EXB0059",148,45,6660,"AII11"
"AII13E2","EXB0059",48,45,2160,"AII13"
"AIJ22E2","EXB0059",133,45,5985,"AIJ22"
"AIG44E2","EXB0059",125,45,5625,"AIG44"
"C1_EXB0059E1","EXB0059",0,45,0,"C1_EXB0059"
"AII31E2","EXB0059",14.2,45,639,"AII31"
"AIG48E2","EXB0059",28.3,45,1274,"AIG48"
"AIJ13E2","EXB0059",99.3,45,4469,"AIJ13"
"AIG37E2","EXB0059",62.1,45,2795,"AIG37"
"AII22E2","EXB0059",80.1,45,3604,"AII22"
"AIJ24E2","EXB0059",156,45,7020,"AIJ24"
"AIG31E2","EXB0059",39,45,1755,"AIG31"
"AIJ11E2","EXB0059",102,45,4590,"AIJ11"
"AIJ09E2","EXB0059",39.9,45,1796,"AIJ09"
"AIH92E2","EXB0059",61.5,45,2768,"AIH92"
"AIJ15E2","EXB0059",32.7,45,1472,"AIJ15"
"AIG35E2","EXB0059",112,45,5040,"AIG35"
"AIG24E2","EXB0059",83.7,45,3767,"AIG24"
"AIG42E2","EXB0059",28.5,45,1283,"AIG42"
"AIG46E2","EXB0059",122,45,5490,"AIG46"
"AII09E2","EXB0059",9.39,45,423,"AII09"
"AII33E2","EXB0059",143,45,6435,"AII33"
"AIG33E2","EXB0059",56.6,45,2547,"AIG33"
"AIJ20E2","EXB0059",24.3,45,1094,"AIJ20"
"AIG22E2","EXB0059",88.7,45,3992,"AIG22"
"AII15E2","EXB0059",0.31,45,14,"AII15"
"AIG20E2","EXB0059",15.2,45,684,"AIG20"
"AIH86E2","EXB0059",17.3,45,779,"AIH86"
"AIJ26E2","EXB0059",48.9,45,2201,"AIJ26"
"AAD28E1","EXB0060",0.11,45,5,"AAD28"
"AAD29E1","EXB0060",0.19,45,8,"AAD29"
"AAD30E1","EXB0060",0.54,45,24,"AAD30"
"AAD31E1","EXB0060",0.54,45,24,"AAD31"
"AAD32E1","EXB0060",0.44,45,20,"AAD32"
"AAD33E1","EXB0060",2.44,45,110,"AAD33"
"AAD34E1","EXB0060",0.05,45,2,"AAD34"
"AAD35E1","EXB0060",0.09,45,4,"AAD35"
"AAD36E1","EXB0060",2.67,45,120,"AAD36"
"AAD37E1","EXB0060",1.59,45,72,"AAD37"
"AAD38E1","EXB0060",0.68,45,31,"AAD38"
"AAD39E1","EXB0060",1.87,45,84,"AAD39"
"AAD40E1","EXB0060",1.75,45,79,"AAD40"
"AAD41E1","EXB0060",1.93,45,87,"AAD41"
"AAD42E1","EXB0060",0.6,45,27,"AAD42"
"AAD43E1","EXB0060",3.4,45,153,"AAD43"
"AAD44E1","EXB0060",1.51,45,68,"AAD44"
"AAD45E1","EXB0060",0.17,45,8,"AAD45"
"AAD46E1","EXB0060",1.2,45,54,"AAD46"
"AAD51E1","EXB0060",3.54,45,159,"AAD51"
"AAD53E1","EXB0060",0.97,45,44,"AAD53"
"AAD56E1","EXB0060",0.86,45,39,"AAD56"
"AAD57E1","EXB0060",2.18,45,98,"AAD57"
"AAD61E1","EXB0060",0.08,45,4,"AAD61"
"AAD62E1","EXB0060",3.44,45,155,"AAD62"
"AAE10E1","EXB0060",1.2,45,54,"AAE10"
"AAE11E1","EXB0060",0.7,45,31,"AAE11"
"AAE12E1","EXB0060",1.83,45,82,"AAE12"
"AAE13E1","EXB0060",0.61,45,28,"AAE13"
"AAE14E1","EXB0060",0.36,45,16,"AAE14"
"AAE15E1","EXB0060",0.53,45,24,"AAE15"
"AAE16E1","EXB0060",0.06,45,3,"AAE16"
"AAE17E1","EXB0060",4.09,45,184,"AAE17"
"AAE18E1","EXB0060",0.49,45,22,"AAE18"
"AAE19E1","EXB0060",1.28,45,58,"AAE19"
"AAE20E1","EXB0060",2.4,45,108,"AAE20"
"AAE21E1","EXB0060",1.92,45,86,"AAE21"
"AAE22E1","EXB0060",1.72,45,77,"AAE22"
"AAE23E1","EXB0060",0.7,45,31,"AAE23"
"AAE24E1","EXB0060",0.87,45,39,"AAE24"
"AAE25E1","EXB0060",1.21,45,54,"AAE25"
"AAE62E1","EXB0060",0.53,45,24,"AAE62"
"AAE63E1","EXB0060",0.22,45,10,"AAE63"
"AAE66E1","EXB0060",1.35,45,61,"AAE66"
"AAE67E1","EXB0060",3.15,45,142,"AAE67"
"AAE68E1","EXB0060",0.21,45,9,"AAE68"
"AAE69E1","EXB0060",1.52,45,68,"AAE69"
"C1_EXB0060E1","EXB0060",0,45,0,"C1_EXB0060"
"AGY65E1","EXB0061",0.16,45,7,"AGY65"
"AGY66E1","EXB0061",0.21,45,9,"AGY66"
"AGY67E1","EXB0061",0.68,45,30,"AGY67"
"AGY68E1","EXB0061",0.78,45,35,"AGY68"
"AGY85E1","EXB0061",0.62,45,28,"AGY85"
"AGY86E1","EXB0061",0.24,45,11,"AGY86"
"AGY87E1","EXB0061",0.57,45,26,"AGY87"
"AGY88E1","EXB0061",0.67,45,30,"AGY88"
"AGY89E1","EXB0061",0.09,45,4,"AGY89"
"AGZ02E1","EXB0061",0.17,45,8,"AGZ02"
"AGZ03E1","EXB0061",0.24,45,11,"AGZ03"
"AGZ04E1","EXB0061",4.62,45,208,"AGZ04"
"AGZ05E1","EXB0061",5.6,45,252,"AGZ05"
"AGZ06E1","EXB0061",0.1,45,4,"AGZ06"
"AGZ07E1","EXB0061",0.18,45,8,"AGZ07"
"AGZ14E1","EXB0061",0.05,45,2,"AGZ14"
"AGZ15E1","EXB0061",0.09,45,4,"AGZ15"
"AGZ16E1","EXB0061",0.1,45,4,"AGZ16"
"AGZ17E1","EXB0061",0.15,45,7,"AGZ17"
"AGZ18E1","EXB0061",0.25,45,11,"AGZ18"
"AGZ19E1","EXB0061",0.83,45,38,"AGZ19"
"AGZ20E1","EXB0061",0.17,45,8,"AGZ20"
"AGZ21E1","EXB0061",0.13,45,6,"AGZ21"
"AGZ30E1","EXB0061",7.18,45,323,"AGZ30"
"AGZ31E1","EXB0061",8.3,45,374,"AGZ31"
"AGZ38E1","EXB0061",1.73,45,78,"AGZ38"
"AGZ39E1","EXB0061",1.11,45,50,"AGZ39"
"AGZ40E1","EXB0061",0.03,45,1,"AGZ40"
"AGZ41E1","EXB0061",0.1,45,4,"AGZ41"
"AGZ42E1","EXB0061",0.18,45,8,"AGZ42"
"AGZ43E1","EXB0061",1.44,45,65,"AGZ43"
"AGZ50E1","EXB0061",0.17,45,7,"AGZ50"
"AGZ51E1","EXB0061",0.23,45,10,"AGZ51"
"AGZ52E1","EXB0061",0.25,45,11,"AGZ52"
"AGZ53E1","EXB0061",0.07,45,3,"AGZ53"
"AGZ55E1","EXB0061",0.13,45,6,"AGZ55"
"AGZ61E1","EXB0061",0.04,45,2,"AGZ61"
"AGZ62E1","EXB0061",0.63,45,28,"AGZ62"
"AGZ69E1","EXB0061",0.17,45,8,"AGZ69"
"AGZ70E1","EXB0061",0.26,45,12,"AGZ70"
"AGZ71E1","EXB0061",0.09,45,4,"AGZ71"
"AGZ72E1","EXB0061",0.2,45,9,"AGZ72"
"AGZ75E1","EXB0061",0.25,45,11,"AGZ75"
"AGZ77E1","EXB0061",0.28,45,13,"AGZ77"
"AGZ79E1","EXB0061",0.2,45,9,"AGZ79"
"AGZ80E1","EXB0061",0.46,45,20,"AGZ80"
"AGZ90E1","EXB0061",0.1,45,5,"AGZ90"
"ACR76E1","EXB0061",0.22,45,10,"ACR76"
"ACR77E1","EXB0061",0.26,45,12,"ACR77"
"ACR95E1","EXB0061",0.14,45,7,"ACR95"
"ACS04E1","EXB0061",1.85,45,83,"ACS04"
"ACS32E1","EXB0061",0.49,45,22,"ACS32"
"ACS51E1","EXB0061",0.17,45,8,"ACS51"
"ACS53E1","EXB0061",0.12,45,5,"ACS53"
"AEA77E1","EXB0061",1.68,45,76,"AEA77"
"AEA84E1","EXB0061",1.69,45,76,"AEA84"
"AEB20E1","EXB0061",1.49,45,67,"AEB20"
"C1_EXB0061E1","EXB0061",0,45,0,"C1_EXB0061"
"AGB78E1","EXB0062",4.57,45,206,"AGB78"
"AGB79E1","EXB0062",8,45,360,"AGB79"
"AGB81E1","EXB0062",0.67,45,30,"AGB81"
"AGB82E1","EXB0062",5.3,45,239,"AGB82"
"AGB87E1","EXB0062",3.8,45,171,"AGB87"
"AGB90E1","EXB0062",2.88,45,130,"AGB90"
"AGB96E1","EXB0062",3.46,45,156,"AGB96"
"AGB97E1","EXB0062",4.84,45,218,"AGB97"
"AGB99E1","EXB0062",5.2,45,234,"AGB99"
"AGC05E1","EXB0062",8.9,45,401,"AGC05"
"AGC06E1","EXB0062",5.19,45,234,"AGC06"
"AGC09E1","EXB0062",24.6,45,1107,"AGC09"
"AGC12E1","EXB0062",5.34,45,240,"AGC12"
"AGC18E1","EXB0062",4.29,45,193,"AGC18"
"AGC23E1","EXB0062",7.51,45,338,"AGC23"
"AGC24E1","EXB0062",2.68,45,121,"AGC24"
"AGC29E1","EXB0062",4.81,45,216,"AGC29"
"AGC32E1","EXB0062",7.67,45,345,"AGC32"
"AGC33E1","EXB0062",22.9,45,1031,"AGC33"
"AGC34E1","EXB0062",2.4,45,108,"AGC34"
"AGC36E1","EXB0062",1.04,45,47,"AGC36"
"AGC4E1","EXB0062",10.5,45,473,"AGC4"
"AGC41E1","EXB0062",1.09,45,49,"AGC41"
"AGC42E1","EXB0062",3.66,45,165,"AGC42"
"AGC46E1","EXB0062",9.99,45,450,"AGC46"
"AGC48E1","EXB0062",2.24,45,101,"AGC48"
"AGC50E1","EXB0062",15.4,45,693,"AGC50"
"AGC51E1","EXB0062",7.73,45,348,"AGC51"
"AGC55E1","EXB0062",1.11,45,50,"AGC55"
"AGC94E1","EXB0062",33.7,45,1517,"AGC94"
"AGC96E1","EXB0062",6.1,45,275,"AGC96"
"AGC98E1","EXB0062",13.5,45,608,"AGC98"
"AGD02E1","EXB0062",16,45,720,"AGD02"
"AGD04E1","EXB0062",18.6,45,837,"AGD04"
"AGD06E1","EXB0062",12,45,540,"AGD06"
"AGD07E1","EXB0062",28.9,45,1301,"AGD07"
"AGD09E1","EXB0062",15.2,45,684,"AGD09"
"AGD10E1","EXB0062",12.6,45,567,"AGD10"
"AGD11E1","EXB0062",14.8,45,666,"AGD11"
"AGD12E1","EXB0062",20.7,45,932,"AGD12"
"AGD14E1","EXB0062",12.9,45,581,"AGD14"
"AGD15E1","EXB0062",49.3,45,2219,"AGD15"
"AGD17E1","EXB0062",12.9,45,581,"AGD17"
"AGD18E1","EXB0062",56.9,45,2561,"AGD18"
"AGD19E1","EXB0062",24.2,45,1089,"AGD19"
"AGD20E1","EXB0062",34.9,45,1571,"AGD20"
"AGD21E1","EXB0062",38.7,45,1742,"AGD21"
"AGD24E1","EXB0062",25.4,45,1143,"AGD24"
"AGD28E1","EXB0062",22.8,45,1026,"AGD28"
"AGD29E1","EXB0062",31.9,45,1436,"AGD29"
"AGD32E1","EXB0062",18.8,45,846,"AGD32"
"AGD33E1","EXB0062",12.7,45,572,"AGD33"
"AGD34E1","EXB0062",24,45,1080,"AGD34"
"AGD36E1","EXB0062",20.6,45,927,"AGD36"
"AGD37E1","EXB0062",26.5,45,1193,"AGD37"
"AGD38E1","EXB0062",17.8,45,801,"AGD38"
"AGD39E1","EXB0062",11.1,45,500,"AGD39"
"AGD40E1","EXB0062",17.5,45,788,"AGD40"
"C1_EXB0062E1","EXB0062",0.07,45,3,"C1_EXB0062"
