"library_id","library_batch","sample_id","extraction_id","sequencing_datasets","library_input_volume","library_input_dna","library_input_dna_concentration","library_adaptor_molarity","library_PCR_cycles_required"
"AED03E1L1","LIB0049","AED03","AED03E1","",24,61.2,2.55,20,8
"AED12E1L1","LIB0049","AED12","AED12E1","",24,4.4,0.18,5,11
"AED21E1L1","LIB0049","AED21","AED21E1","",24,107.8,4.49,20,9
"AED56E1L1","LIB0049","AED56","AED56E1","",6.3,200,31.7,20,6
"AED57E1L1","LIB0049","AED57","AED57E1","",24,174,7.25,20,6
"AED65E1L1","LIB0049","AED65","AED65E1","",19.2,200,10.4,20,6
"AED66E1L1","LIB0049","AED66","AED66E1","",16.9,200,11.8,20,7
"AHQ46E1L1","LIB0049","AHQ46","AHQ46E1","",18.5,200,10.8,20,6
"AHQ47E1L1","LIB0049","AHQ47","AHQ47E1","",24,200.6,8.36,20,4
"AHQ48E1L1","LIB0049","AHQ48","AHQ48E1","",24,181,7.54,20,8
"AHQ49E1L1","LIB0049","AHQ49","AHQ49E1","",23.4,200,8.56,20,6
"AHQ50E1L1","LIB0049","AHQ50","AHQ50E1","",8.7,200,22.9,20,5
"AHQ52E1L1","LIB0049","AHQ52","AHQ52E1","",24,127.4,5.31,20,6
"AHQ53E1L1","LIB0049","AHQ53","AHQ53E1","",17.2,200,11.6,20,6
"AHQ54E1L1","LIB0049","AHQ54","AHQ54E1","",24,66,2.75,20,7
"AHQ55E1L1","LIB0049","AHQ55","AHQ55E1","",9.3,200,21.6,20,5
"AHQ56E1L1","LIB0049","AHQ56","AHQ56E1","",16.1,200,12.4,20,6
"C1_EXB0051E1L1","LIB0049","C1_EXB0051","C1_EXB0051E1","",24,0.3,0.01,2,20
"AAN46E1L1","LIB0050","AAN46","AAN46E1","",7.6,200,26.2,20,5
"AAN71E1L1","LIB0050","AAN71","AAN71E1","",16.4,200,12.2,20,8
"ACJ79E1L1","LIB0050","ACJ79","ACJ79E1","",24,23.8,0.99,10,9
"ACJ82E1L1","LIB0050","ACJ82","ACJ82E1","",24,8.9,0.37,5,12
"ACJ91E1L1","LIB0050","ACJ91","ACJ91E1","",24,161.8,6.74,20,8
"ACJ97E1L1","LIB0050","ACJ97","ACJ97E1","",24,17.4,0.72,10,10
"ACK69E1L1","LIB0050","ACK69","ACK69E1","",24,33.6,1.4,10,8
"ACK71E1L1","LIB0050","ACK71","ACK71E1","",24,3.4,0.14,5,14
"ACK74E1L1","LIB0050","ACK74","ACK74E1","",24,31.9,1.33,10,10
"ACK78E1L1","LIB0050","ACK78","ACK78E1","",24,59.3,2.47,20,8
"ACK80E1L1","LIB0050","ACK80","ACK80E1","",24,10.4,0.43,10,11
"ACK82E1L1","LIB0050","ACK82","ACK82E1","",24,49,2.04,10,9
"ACK84E1L1","LIB0050","ACK84","ACK84E1","",24,46.8,1.95,10,9
"ACK86E1L1","LIB0050","ACK86","ACK86E1","",24,23.5,0.98,10,9
"ACK88E1L1","LIB0050","ACK88","ACK88E1","",24,3.3,0.14,5,13
"ACK90E1L1","LIB0050","ACK90","ACK90E1","",24,15.4,0.64,10,12
"ADD79E1L1","LIB0050","ADD79","ADD79E1","",24,25.9,1.08,10,10
"AFN05E1L1","LIB0050","AFN05","AFN05E1","",24,6.7,0.28,5,16
"AFN17E1L1","LIB0050","AFN17","AFN17E1","",24,5,0.21,5,13
"AFN19E1L1","LIB0050","AFN19","AFN19E1","",24,20.9,0.87,10,9
"AFN30E1L1","LIB0050","AFN30","AFN30E1","",24,16.1,0.67,10,10
"AFN39E1L1","LIB0050","AFN39","AFN39E1","",24,6.1,0.25,5,11
"AFT42E1L1","LIB0050","AFT42","AFT42E1","",24,3.2,0.13,5,12
"AFT46E1L1","LIB0050","AFT46","AFT46E1","",24,15.3,0.64,10,10
"AFT49E1L1","LIB0050","AFT49","AFT49E1","",24,11.1,0.46,10,10
"AFT55E1L1","LIB0050","AFT55","AFT55E1","",24,25.4,1.06,10,9
"AFT57E1L1","LIB0050","AFT57","AFT57E1","",24,15.8,0.66,10,8
"AGJ21E1L1","LIB0050","AGJ21","AGJ21E1","",24,61.2,2.55,20,9
"AGJ27E1L1","LIB0050","AGJ27","AGJ27E1","",24,14.2,0.59,10,10
"AGJ38E1L1","LIB0050","AGJ38","AGJ38E1","",24,32.4,1.35,10,14
"AGJ41E1L1","LIB0050","AGJ41","AGJ41E1","",24,33.8,1.41,10,7
"C1_EXB0053E1L1","LIB0050","C1_EXB0053","C1_EXB0053E1","",24,1.3,0.05,5,20
"AIF75E1L1","LIB0051","AIF75","AIF75E1","EHI01233",24,1.8,0.07,5,14
"AIF77E1L1","LIB0051","AIF77","AIF77E1","EHI01091",24,84.2,3.51,20,5
"AIF79E1L1","LIB0051","AIF79","AIF79E1","EHI01093",18.3,200,10.9,20,5
"AIF81E1L1","LIB0051","AIF81","AIF81E1","EHI01089",24,118.3,4.93,20,5
"AIF86E1L1","LIB0051","AIF86","AIF86E1","EHI01219",24,7,0.29,5,12
"AIF88E1L1","LIB0051","AIF88","AIF88E1","EHI01096",12.5,200,16,20,4
"AIF90E1L1","LIB0051","AIF90","AIF90E1","EHI01088",24,118.6,4.94,20,5
"AIF92E1L1","LIB0051","AIF92","AIF92E1","EHI01090",24,181.9,7.58,20,6
"AIF97E1L1","LIB0051","AIF97","AIF97E1","EHI01098",24,76.6,3.19,20,5
"AIF99E1L1","LIB0051","AIF99","AIF99E1","EHI01100",24,87.8,3.66,20,4
"AIG02E1L1","LIB0051","AIG02","AIG02E1","EHI01099",24,150.7,6.28,20,3
"AIG04E1L1","LIB0051","AIG04","AIG04E1","EHI01087",15.5,200,12.9,20,5
"AIG75E1L1","LIB0051","AIG75","AIG75E1","EHI01095",24,151.2,6.3,20,7
"AIG77E1L1","LIB0051","AIG77","AIG77E1","EHI01092",24,182.4,7.6,20,2
"AIG79E1L1","LIB0051","AIG79","AIG79E1","EHI01094",24,144.2,6.01,20,2
"AIG81E1L1","LIB0051","AIG81","AIG81E1","EHI01097",11.8,200,17,20,2
"C1_EXB0054E1L1","LIB0051","C1_EXB0054","C1_EXB0054E1","",24,0,0,2,20
"AIF53E1L1","LIB0052","AIF53","AIF53E1","EHI01101",22.3,200,8.97,20,5
"AIF55E1L1","LIB0052","AIF55","AIF55E1","EHI01118",11.8,200,17,20,5
"AIF57E1L1","LIB0052","AIF57","AIF57E1","EHI01135",15.4,200,13,20,5
"AIF59E1L1","LIB0052","AIF59","AIF59E1","EHI01126",24,134.6,5.61,20,7
"AIF64E1L1","LIB0052","AIF64","AIF64E1","EHI01195",24,18.3,0.76,10,10
"AIF66E1L1","LIB0052","AIF66","AIF66E1","EHI01130",15.6,200,12.8,20,7
"AIF68E1L1","LIB0052","AIF68","AIF68E1","EHI01131",15.6,200,12.8,20,6
"AIF70E1L1","LIB0052","AIF70","AIF70E1","EHI01127",24,62.6,2.61,20,6
"AIG09E1L1","LIB0052","AIG09","AIG09E1","EHI01146",24,140.9,5.87,20,5
"AIG11E1L1","LIB0052","AIG11","AIG11E1","EHI01113",14.4,200,13.9,20,6
"AIG13E1L1","LIB0052","AIG13","AIG13E1","EHI01137",17.9,200,11.2,20,6
"AIG15E1L1","LIB0052","AIG15","AIG15E1","EHI01139",12.7,200,15.8,20,4
"AIH20E1L1","LIB0052","AIH20","AIH20E1","EHI01220",24,13.5,0.56,10,11
"AIH22E1L1","LIB0052","AIH22","AIH22E1","EHI01103",15.2,200,13.2,20,6
"AIH24E1L1","LIB0052","AIH24","AIH24E1","EHI01153",24,170.2,7.09,20,6
"AIH26E1L1","LIB0052","AIH26","AIH26E1","EHI01117",13.2,200,15.1,20,4
"AIH42E1L1","LIB0052","AIH42","AIH42E1","EHI01192",24,19.2,0.8,10,10
"AIH44E1L1","LIB0052","AIH44","AIH44E1","EHI01155",23.7,200,8.44,20,4
"AIH46E1L1","LIB0052","AIH46","AIH46E1","EHI01111",17.1,200,11.7,20,5
"AIH48E1L1","LIB0052","AIH48","AIH48E1","EHI01184",17.9,200,11.2,20,8
"AIH53E1L1","LIB0052","AIH53","AIH53E1","EHI01185",24,34.6,1.44,10,9
"AIH55E1L1","LIB0052","AIH55","AIH55E1","EHI01133",20.2,200,9.92,20,5
"AIH57E1L1","LIB0052","AIH57","AIH57E1","EHI01136",24,115,4.79,20,6
"AIH59E1L1","LIB0052","AIH59","AIH59E1","EHI01110",11.4,200,17.5,20,5
"AIH64E1L1","LIB0052","AIH64","AIH64E1","EHI01223",24,49.2,2.05,10,11
"AIH66E1L1","LIB0052","AIH66","AIH66E1","EHI01132",24,195.8,8.16,20,4
"AIH68E1L1","LIB0052","AIH68","AIH68E1","EHI01148",22.1,200,9.05,20,5
"AIH70E1L1","LIB0052","AIH70","AIH70E1","EHI01109",18.9,200,10.6,20,6
"AIH75E1L1","LIB0052","AIH75","AIH75E1","EHI01188",24,58.1,2.42,20,9
"AIH77E1L1","LIB0052","AIH77","AIH77E1","EHI01145",17.5,200,11.4,20,6
"AIH79E1L1","LIB0052","AIH79","AIH79E1","EHI01138",12.7,200,15.8,20,4
"AIH81E1L1","LIB0052","AIH81","AIH81E1","EHI01107",10.4,200,19.2,20,4
"AIH97E1L1","LIB0052","AIH97","AIH97E1","EHI01193",24,13.8,0.57,10,10
"AIH99E1L1","LIB0052","AIH99","AIH99E1","EHI01112",14.5,200,13.8,20,4
"AII02E1L1","LIB0052","AII02","AII02E1","EHI01124",24,154.3,6.43,20,5
"AII04E1L1","LIB0052","AII04","AII04E1","EHI01116",20.9,200,9.59,20,6
"AII97E1L1","LIB0052","AII97","AII97E1","EHI01120",12.8,200,15.6,20,5
"AII99E1L1","LIB0052","AII99","AII99E1","EHI01115",14.1,200,14.2,20,5
"AIJ02E1L1","LIB0052","AIJ02","AIJ02E1","EHI01190",24,170.4,7.1,20,8
"AIJ04E1L1","LIB0052","AIJ04","AIJ04E1","EHI01125",8.5,200,23.4,20,5
"C1_EXB0056E1L1","LIB0052","C1_EXB0056","C1_EXB0056E1","",24,0,0,2,22
"AIG20E1L1","LIB0052","AIG20","AIG20E1","EHI01221",24,37,1.54,10,11
"AIG22E1L1","LIB0052","AIG22","AIG22E1","EHI01181",4.7,200,42.9,20,9
"AIG24E1L1","LIB0052","AIG24","AIG24E1","EHI01122",9.7,200,20.7,20,7
"AIG26E1L1","LIB0052","AIG26","AIG26E1","EHI01143",6.1,200,33,20,7
"AIG31E1L1","LIB0052","AIG31","AIG31E1","EHI01189",24,193.9,8.08,20,8
"AIG33E1L1","LIB0052","AIG33","AIG33E1","EHI01142",13.1,200,15.3,20,5
"AIG35E1L1","LIB0052","AIG35","AIG35E1","EHI01123",5,200,39.8,20,4
"AIG37E1L1","LIB0052","AIG37","AIG37E1","EHI01147",3,200,67.2,20,5
"AIG42E1L1","LIB0052","AIG42","AIG42E1","EHI01140",20.5,200,9.77,20,6
"AIG44E1L1","LIB0052","AIG44","AIG44E1","EHI01194",24,122.6,5.11,20,8
"AIG46E1L1","LIB0052","AIG46","AIG46E1","EHI01144",23.5,200,8.51,20,6
"AIG48E1L1","LIB0052","AIG48","AIG48E1","EHI01196",24,72,3,20,10
"AIH86E1L1","LIB0052","AIH86","AIH86E1","EHI01224",24,34.8,1.45,10,11
"AIH88E1L1","LIB0052","AIH88","AIH88E1","EHI01129",10.4,200,19.2,20,5
"AIH90E1L1","LIB0052","AIH90","AIH90E1","EHI01150",10.5,200,19,20,5
"AIH92E1L1","LIB0052","AIH92","AIH92E1","EHI01121",5.6,200,35.5,20,6
"AII09E1L1","LIB0052","AII09","AII09E1","EHI01182",15.7,200,12.7,20,8
"AII11E1L1","LIB0052","AII11","AII11E1","EHI01114",17.1,200,11.7,20,7
"AII13E1L1","LIB0052","AII13","AII13E1","EHI01102",14.9,200,13.4,20,4
"AII15E1L1","LIB0052","AII15","AII15E1","EHI01152",5.7,200,35.3,20,4
"AII20E1L1","LIB0052","AII20","AII20E1","EHI01222",24,40.3,1.68,10,11
"AII22E1L1","LIB0052","AII22","AII22E1","EHI01149",14.4,200,13.9,20,7
"AII24E1L1","LIB0052","AII24","AII24E1","EHI01108",6.9,200,28.8,20,5
"AII26E1L1","LIB0052","AII26","AII26E1","EHI01128",6.2,200,32.1,20,4
"AII31E1L1","LIB0052","AII31","AII31E1","EHI01187",24,25.2,1.05,10,9
"AII33E1L1","LIB0052","AII33","AII33E1","EHI01141",24,191.8,7.99,20,7
"AII35E1L1","LIB0052","AII35","AII35E1","EHI01151",16.4,200,12.2,20,5
"AII37E1L1","LIB0052","AII37","AII37E1","EHI01104",5.2,200,38.4,20,4
"AIJ09E1L1","LIB0052","AIJ09","AIJ09E1","EHI01186",24,56.4,2.35,20,10
"AIJ11E1L1","LIB0052","AIJ11","AIJ11E1","EHI01183",10.6,200,18.9,20,8
"AIJ13E1L1","LIB0052","AIJ13","AIJ13E1","EHI01134",5.2,200,38.6,20,4
"AIJ15E1L1","LIB0052","AIJ15","AIJ15E1","EHI01106",9.6,200,20.8,20,7
"AIJ20E1L1","LIB0052","AIJ20","AIJ20E1","EHI01119",16.3,200,12.3,20,4
"AIJ22E1L1","LIB0052","AIJ22","AIJ22E1","EHI01154",5.4,200,36.8,20,6
"AIJ24E1L1","LIB0052","AIJ24","AIJ24E1","EHI01191",24,35,1.46,10,9
"AIJ26E1L1","LIB0052","AIJ26","AIJ26E1","EHI01105",19.2,200,10.4,20,6
"C1_EXB0058E1L1","LIB0052","C1_EXB0058","C1_EXB0058E1","",24,0,0,2,20
"AAD28E1L1","LIB0053","AAD28","AAD28E1","EHI01234",24,2.7,0.11,5,15
"AAD29E1L1","LIB0053","AAD29","AAD29E1","EHI01225",24,4.5,0.19,5,11
"AAD30E1L1","LIB0053","AAD30","AAD30E1","EHI01207",24,13,0.54,10,10
"AAD31E1L1","LIB0053","AAD31","AAD31E1","EHI01199",24,13.1,0.54,10,9
"AAD32E1L1","LIB0053","AAD32","AAD32E1","EHI01229",24,10.6,0.44,10,12
"AAD33E1L1","LIB0053","AAD33","AAD33E1","EHI01163",24,58.6,2.44,20,6
"AAD34E1L1","LIB0053","AAD34","AAD34E1","EHI01235",24,1.2,0.05,5,14
"AAD35E1L1","LIB0053","AAD35","AAD35E1","EHI01226",24,2.2,0.09,5,12
"AAD36E1L1","LIB0053","AAD36","AAD36E1","EHI01166",24,64.1,2.67,20,6
"AAD37E1L1","LIB0053","AAD37","AAD37E1","EHI01165",24,38.2,1.59,10,7
"AAD38E1L1","LIB0053","AAD38","AAD38E1","EHI01203",24,16.3,0.68,10,9
"AAD39E1L1","LIB0053","AAD39","AAD39E1","EHI01168",24,44.9,1.87,10,7
"AAD40E1L1","LIB0053","AAD40","AAD40E1","EHI01230",24,42,1.75,10,11
"AAD41E1L1","LIB0053","AAD41","AAD41E1","EHI01161",24,46.3,1.93,10,7
"AAD42E1L1","LIB0053","AAD42","AAD42E1","EHI01206",24,14.3,0.6,10,8
"AAD43E1L1","LIB0053","AAD43","AAD43E1","EHI01158",24,81.6,3.4,20,6
"AAD44E1L1","LIB0053","AAD44","AAD44E1","EHI01215",24,36.2,1.51,10,8
"AAD45E1L1","LIB0053","AAD45","AAD45E1","EHI01204",24,4.1,0.17,5,10
"AAD46E1L1","LIB0053","AAD46","AAD46E1","EHI01205",24,28.8,1.2,10,8
"AAD51E1L1","LIB0053","AAD51","AAD51E1","EHI01164",24,85,3.54,20,6
"AAD53E1L1","LIB0053","AAD53","AAD53E1","EHI01213",24,23.3,0.97,10,8
"AAD56E1L1","LIB0053","AAD56","AAD56E1","EHI01198",24,20.6,0.86,10,9
"AAD57E1L1","LIB0053","AAD57","AAD57E1","EHI01171",24,52.3,2.18,20,6
"AAD61E1L1","LIB0053","AAD61","AAD61E1","EHI01227",24,2,0.08,5,12
"AAD62E1L1","LIB0053","AAD62","AAD62E1","EHI01169",24,82.6,3.44,20,6
"AAE10E1L1","LIB0053","AAE10","AAE10E1","EHI01209",24,28.8,1.2,10,8
"AAE11E1L1","LIB0053","AAE11","AAE11E1","EHI01211",24,16.7,0.7,10,9
"AAE12E1L1","LIB0053","AAE12","AAE12E1","EHI01159",24,43.9,1.83,10,7
"AAE13E1L1","LIB0053","AAE13","AAE13E1","EHI01200",24,14.7,0.61,10,8
"AAE14E1L1","LIB0053","AAE14","AAE14E1","EHI01216",24,8.7,0.36,5,8
"AAE15E1L1","LIB0053","AAE15","AAE15E1","EHI01157",24,12.7,0.53,10,7
"AAE16E1L1","LIB0053","AAE16","AAE16E1","EHI01228",24,1.5,0.06,5,13
"AAE17E1L1","LIB0053","AAE17","AAE17E1","EHI01162",24,98.2,4.09,20,5
"AAE18E1L1","LIB0053","AAE18","AAE18E1","EHI01217",24,11.9,0.49,10,10
"AAE19E1L1","LIB0053","AAE19","AAE19E1","EHI01156",24,30.7,1.28,10,7
"AAE20E1L1","LIB0053","AAE20","AAE20E1","EHI01170",24,57.6,2.4,20,7
"AAE21E1L1","LIB0053","AAE21","AAE21E1","EHI01160",24,46.1,1.92,10,7
"AAE22E1L1","LIB0053","AAE22","AAE22E1","EHI01167",24,41.3,1.72,10,7
"AAE23E1L1","LIB0053","AAE23","AAE23E1","EHI01212",24,16.7,0.7,10,9
"AAE24E1L1","LIB0053","AAE24","AAE24E1","EHI01201",24,20.9,0.87,10,8
"AAE25E1L1","LIB0053","AAE25","AAE25E1","EHI01214",24,29,1.21,10,9
"AAE62E1L1","LIB0053","AAE62","AAE62E1","EHI01210",24,12.6,0.53,10,10
"AAE63E1L1","LIB0053","AAE63","AAE63E1","EHI01231",24,5.4,0.22,2,12
"AAE66E1L1","LIB0053","AAE66","AAE66E1","EHI01202",24,32.4,1.35,10,8
"AAE67E1L1","LIB0053","AAE67","AAE67E1","EHI01208",24,75.6,3.15,20,8
"AAE68E1L1","LIB0053","AAE68","AAE68E1","EHI01232",24,5.1,0.21,5,11
"AAE69E1L1","LIB0053","AAE69","AAE69E1","EHI01197",24,36.5,1.52,10,8
"C1_EXB0060E1L1","LIB0053","C1_EXB0060","C1_EXB0060E1","",24,0,0,2,21
"AGY65E1L1","LIB0054","AGY65","AGY65E1","",24,3.9,0.16,5,11
"AGY66E1L1","LIB0054","AGY66","AGY66E1","",24,5,0.21,5,9
"AGY67E1L1","LIB0054","AGY67","AGY67E1","",24,16.2,0.68,10,9
"AGY68E1L1","LIB0054","AGY68","AGY68E1","",24,18.6,0.78,10,11
"AGY85E1L1","LIB0054","AGY85","AGY85E1","",24,14.8,0.62,10,10
"AGY86E1L1","LIB0054","AGY86","AGY86E1","",24,5.8,0.24,5,10
"AGY87E1L1","LIB0054","AGY87","AGY87E1","",24,13.7,0.57,10,10
"AGY88E1L1","LIB0054","AGY88","AGY88E1","",24,16,0.67,10,9
"AGY89E1L1","LIB0054","AGY89","AGY89E1","",24,2.3,0.09,5,12
"AGZ02E1L1","LIB0054","AGZ02","AGZ02E1","",24,4,0.17,5,13
"AGZ03E1L1","LIB0054","AGZ03","AGZ03E1","",24,5.7,0.24,5,14
"AGZ04E1L1","LIB0054","AGZ04","AGZ04E1","",24,110.9,4.62,20,8
"AGZ05E1L1","LIB0054","AGZ05","AGZ05E1","",24,134.4,5.6,20,14
"AGZ06E1L1","LIB0054","AGZ06","AGZ06E1","",24,2.3,0.1,5,14
"AGZ07E1L1","LIB0054","AGZ07","AGZ07E1","",24,4.4,0.18,5,12
"AGZ14E1L1","LIB0054","AGZ14","AGZ14E1","",24,1.1,0.05,5,16
"AGZ15E1L1","LIB0054","AGZ15","AGZ15E1","",24,2.2,0.09,5,16
"AGZ16E1L1","LIB0054","AGZ16","AGZ16E1","",24,2.4,0.1,5,14
"AGZ17E1L1","LIB0054","AGZ17","AGZ17E1","",24,3.5,0.15,5,13
"AGZ18E1L1","LIB0054","AGZ18","AGZ18E1","",24,6,0.25,5,13
"AGZ19E1L1","LIB0054","AGZ19","AGZ19E1","",24,20,0.83,10,11
"AGZ20E1L1","LIB0054","AGZ20","AGZ20E1","",24,4,0.17,5,14
"AGZ21E1L1","LIB0054","AGZ21","AGZ21E1","",24,3.2,0.13,5,13
"AGZ30E1L1","LIB0054","AGZ30","AGZ30E1","",24,172.3,7.18,20,6
"AGZ31E1L1","LIB0054","AGZ31","AGZ31E1","",24,199.2,8.3,20,5
"AGZ38E1L1","LIB0054","AGZ38","AGZ38E1","",24,41.5,1.73,10,8
"AGZ39E1L1","LIB0054","AGZ39","AGZ39E1","",24,26.6,1.11,10,9
"AGZ40E1L1","LIB0054","AGZ40","AGZ40E1","",24,0.6,0.03,5,16
"AGZ41E1L1","LIB0054","AGZ41","AGZ41E1","",24,2.3,0.1,5,12
"AGZ42E1L1","LIB0054","AGZ42","AGZ42E1","",24,4.2,0.18,5,12
"AGZ43E1L1","LIB0054","AGZ43","AGZ43E1","",24,34.6,1.44,10,10
"AGZ50E1L1","LIB0054","AGZ50","AGZ50E1","",24,4,0.17,5,13
"AGZ51E1L1","LIB0054","AGZ51","AGZ51E1","",24,5.6,0.23,5,9
"AGZ52E1L1","LIB0054","AGZ52","AGZ52E1","",24,6,0.25,5,11
"AGZ53E1L1","LIB0054","AGZ53","AGZ53E1","",24,1.6,0.07,5,16
"AGZ55E1L1","LIB0054","AGZ55","AGZ55E1","",24,3,0.13,5,10
"AGZ61E1L1","LIB0054","AGZ61","AGZ61E1","",24,0.9,0.04,5,13
"AGZ62E1L1","LIB0054","AGZ62","AGZ62E1","",24,15,0.63,10,9
"AGZ69E1L1","LIB0054","AGZ69","AGZ69E1","",24,4.2,0.17,5,13
"AGZ70E1L1","LIB0054","AGZ70","AGZ70E1","",24,6.1,0.26,5,13
"AGZ71E1L1","LIB0054","AGZ71","AGZ71E1","",24,2.2,0.09,5,13
"AGZ72E1L1","LIB0054","AGZ72","AGZ72E1","",24,4.7,0.2,5,13
"AGZ75E1L1","LIB0054","AGZ75","AGZ75E1","",24,6.1,0.25,5,10
"AGZ77E1L1","LIB0054","AGZ77","AGZ77E1","",24,6.8,0.28,5,10
"AGZ79E1L1","LIB0054","AGZ79","AGZ79E1","",24,4.8,0.2,5,9
"AGZ80E1L1","LIB0054","AGZ80","AGZ80E1","",24,10.9,0.46,10,11
"AGZ90E1L1","LIB0054","AGZ90","AGZ90E1","",24,2.4,0.1,5,14
"ACR76E1L1","LIB0054","ACR76","ACR76E1","",24,5.2,0.22,5,14
"ACR77E1L1","LIB0054","ACR77","ACR77E1","",24,6.3,0.26,5,10
"ACR95E1L1","LIB0054","ACR95","ACR95E1","",24,3.5,0.14,5,13
"ACS04E1L1","LIB0054","ACS04","ACS04E1","",24,44.4,1.85,10,9
"ACS32E1L1","LIB0054","ACS32","ACS32E1","",24,11.6,0.49,10,11
"ACS51E1L1","LIB0054","ACS51","ACS51E1","",24,4.1,0.17,5,12
"ACS53E1L1","LIB0054","ACS53","ACS53E1","",24,2.9,0.12,5,12
"AEA77E1L1","LIB0054","AEA77","AEA77E1","",24,40.3,1.68,10,9
"AEA84E1L1","LIB0054","AEA84","AEA84E1","",24,40.6,1.69,10,9
"AEB20E1L1","LIB0054","AEB20","AEB20E1","",24,35.8,1.49,10,9
"C1_EXB0061E1L1","LIB0054","C1_EXB0061","C1_EXB0061E1","",24,0,0,2,22
